enl enornostre	-||---|-----|
donaa monse i gn or	---||--|--⌫-⌫--⌫-|
saintdenis	----|----|
totala seign or iedefrance	---|-|-----⌫--⌫-|-|-----|
apo stoile sauoit	---⌫------⌫|----|
auantco qu i l	----|-|-|-⌫|
apo stoiles decales m onz e	---⌫------|-|-|--|-⌫--||
comandaquetu itli reidefrance	------|--|--⌫-|-|--|-|-----|
et uitli euesque li	|-⌫--|-|------|-|
fu ssant obedien t	--⌫----|-------⌫|
nero i ne f ussant	-|--⌫|-|-⌫-----|
coro néni	----⌫--|-|
euesquesacr é s ipar	------|----⌫-|-⌫|--|
sonconseil	--|------|
ne f ussantreceuni dampné	-|-⌫-----|----|-|------|
apressi com an da	----|-|---⌫--⌫-|
quedechascuna	--|-|-------|
or ilaust gr ant gent	-|-|---|--⌫--|---|
aust paran yydeni ersausoures	---|--|-|-|----⌫--|--|----|
de liglisee	-||-----||
lors requist amon	---|------||--|
seigno r sain t denisque ilpreiast	------⌫|----⌫|----|--|-|------|
parceusqui	--|---|--|
l esdeniers	-⌫-|------|
d onrroientepuispar tozceusqui	-⌫--------||---|--|--|---|--|
pais auoientgurpizealerent	---|------|-----||------|
enespag nie	-|-----⌫--|
so rsarrazinse	--⌫|--------||
ceusqui auoientsofrimar tirep ar	---|--|------|----|---⌫---|-⌫-|
xmcr istlanuitapres	-|--⌫--|-|---|----|
sicum xm dormei tmissir essain z	-|--|-|------⌫|--|---⌫-|----⌫|
deni suint	----⌫|---|
alui e sili	|--||-|-|
iete pro iepar	-|-|---⌫-|--|
tozceusquipar	--|---|--|--|
ton amonest a ment epor	--|-------⌫-⌫---||--|
senblance detapro iere	--------|-|-|---⌫---|
a l eren te n	-⌫-⌫----⌫|-⌫|
es pagniee morti	--⌫-----||---||
morrontedesnos tra	------||--|---⌫--|
peires lor	-----|--|
hapar donez lor pec hez	-|---⌫----|--|---⌫--|
e part ozceus	|--|-⌫-|---|
denier sontdonez ni	------⌫|--|----|-|
d ourronta f a irem	-⌫------||-⌫-⌫--||
ig liseedes	--⌫---||--|
haoiama pre eira l	-|--|-|---⌫---||
di st l ireisc estau isiona	--⌫-|-⌫|---|-⌫---|-⌫----||
lorscomencerent a doner	---|----------||----|
le s denie rsmoltla rg ement e molt	--⌫|-----⌫-|---|--⌫--⌫----||---|
uo lo ntiers e	--⌫--⌫-----||
m ol t d euota ment	-⌫--⌫|-⌫-----⌫---|
equiplusuol ontiers hi donotsi	|--|---|---⌫------|-|----|-|
estoitapelezfrancxsaint	-----|-----|-----|----|
denis q uaril e stot	----|-⌫--|-|-⌫---|
franx de toz	----|-|--|
sicomliroisl auoitcomandé	-|--|-|---||----|-------|
decoaui ntque	-|-|---⌫-|--|
cela t err aq ui	---|-⌫---⌫|-⌫-|
estoitencel te ns apeleag aula	-----|-|--|--⌫-|-----|-⌫---|
futpuisapelea franceco est	--|---|-----|-----|-|--|
quelaestfranched e tote s	-|--|--|------|-⌫|----⌫|
nului nedetrenforz	----|-|--|--|---|
a de eparco	|-||--|-|
lif ranceisfranx qu ar ildeuent	-|-⌫------|----|--⌫-|-|-----|
he nor a ue reseignorie	--⌫--|-⌫--⌫||--------|
totes g enzlorss	----|-⌫--|---||
en alakarles a u	-|--|-----|-⌫|
liegee diluec aais	----|||----||--|
cha pel ee lors	---⌫---⌫||---|
hifitfairales	-|--|----|--|
bai nzqui encorahisont	---⌫-|--|-----|-|---|
e ordenalemostier	|-----|-|------|
ma damaaa xxf	-|---|-|--|
queil auoitfond é	--|-|----|----⌫-|
edet ozornemen zquihapa rtene nta	|-|-⌫-|-------⌫|--|----⌫-----⌫-||
sainteyg liseesifit	-----|--⌫---||-|--|
e scrirelesest oiresd elui el t estament	-⌫-----|--|---⌫----|-⌫-|--⌫-|-⌫-------|
edel nouelen sonpalaiz	|--|----|-|--|-----|
quiest delezligliseque	--|--|----||-----|--|
auoitfaite	----|---||
sihifitpeindra	-|-|--|------|
les batali es queila uoit u enc u ese n	--|------⌫-|--|-|-⌫---|-⌫---⌫-⌫-|-⌫|
roucesuaus e en espagnia	---------||-|-------|
esihifit pei ndra l esy yarz	|-|-|--|---⌫---|-⌫-|-⌫|--|
libe raus parmol tg r antm aitria	----⌫---|--|---⌫|-⌫-⌫--|-⌫-----|
gramaira fut el palais peinta	-------|--|-|-----|-----|
estmeirad eto tes a rz	--|----|-⌫|--⌫--|-⌫-|
elaensegniaquantletre ss on t	--|-------|----|-----⌫|-⌫--⌫|
equeuselesso nte coment	|----|---|--⌫-||-----|
lesdeth omescrireesi	--|--|-⌫-|------||-|
enseigneparqueus letresl e sparz	-------|--|----|-----|-⌫-⌫|---|
e lessill abesdeuent	|--|----⌫---|-----|
escri tes e	-----⌫--||
enqueus lus	-|----|--|
l om ditong ue po ser eissicomf on tde	-⌫-|------⌫-|--⌫--|----|--|-⌫--⌫|-|
teus iaquio nt	---|||--|-⌫-|
d ortografia	|---------|
queilmostrentd	--|-|-------||
auantnom en	----|--|-|
s onaau tretantcomadreituriers	-⌫--|--⌫------|---|----------|
sisonaautr etantcom	-|---|----⌫----|--|
escriture e ta nt sonaort ografia	--------||--⌫-|---|---⌫------|
com adiuinaescriture	---⌫|-----|--------|
parcestaartdieuent	--|----|--|------|
guoernélip ubb le	-------|-|-⌫---⌫-|
da us chapelains	--⌫-|---------|
mesteus iaqui	--|---|||--|
siestautresideluiquid aucuna	-|--|------|-|--|--||-----|
c leodaucuna	-⌫-|||-----|
q uelch oseha	-⌫--|--⌫--|-|
musicahi estpeinta	-----|-|--|-----|
unaess ien ca d ebenchanter	--|---⌫---⌫-|-⌫|--|------|
parmusica sonfait li	--|-----|--|---|-|
s eru isededeede	-⌫---⌫--|-|-||-|
yglisees iensont	-----||-⌫|-|---|
musica estaa ygli seplus	-----|--|-|----⌫-|---|
chere esidet loms au erquil n	----||-|--|--|-⌫--⌫-|-|-||
estmia chanz se gunt	--|--|----|--⌫---|
musica fors paryylignies icest a arz	-----|---|--|-|------|-----⌫|--|
uinc prem e irament	---|----⌫-⌫------|
deu suozd eus	---⌫|--|-⌫--|
de lurchan z	-|--|----⌫|
nus doterne	--|----|-|
do itqueles	--⌫-|--|--|
uozdauschan t anseaaa	--|---|----⌫-⌫--|||-|
dauantlauter xm cr istbe nignament	-----||----|-|--⌫--|--⌫--------|
edeu otament queelesnesoe nt	|---⌫------|--|---|-|---⌫-|
inclo eslaissusoncel	-----⌫-|------|-|--|
uo izauzange sence staartsi a	--⌫-|--|----⌫|-|--⌫--|--|-||
moltgran tsacrementegr ant	---|----⌫|--------||--⌫--|
quar lesyy	---|--|-|
ligniess ignefien tyy	------|-⌫--------⌫|-|
u ertu z co est	-⌫----⌫|-|--|
etat e mpranca forca	-|--⌫-⌫------|----|
encorahiyyton scil	----||-|-|---⌫|--|
s ignefientles	-⌫--------|--|
yy bonauret ezque	-|--------⌫-|--|
desnoshadoneesc o	--|--|-|-----|-⌫|
forca coestoi rs p arl ers	----|-|--|--⌫-|-⌫---⌫--|
s entir sueersgoste rsalersm aneer s	-⌫-----⌫|----|-----⌫-|----|-⌫-----⌫|
decesyybonauretez s on t	-|--|-|---------|-⌫--⌫|
nostresarmese nb eli es	------|----|-⌫--⌫---⌫-|
dialeticahiestoi tpeintaenl a	--------|-|-----⌫|-----|-|-⌫|
s al alereiqui ensei gnaa	-⌫--⌫|-|--|--|-----⌫--||
c onoit ra loue rdela menco ng i a	-⌫-----⌫-|-|--⌫|-|-|-----⌫--⌫-⌫|
r e to ricahies t oitpeintaqui	-⌫-⌫--⌫---|-|--⌫-⌫--|-----|--|
ensegniaa parlerauenau men t e	-------||-----|------⌫---⌫||
planzetament eadroiten grie	-----------|||----|-|---|
siditabundancaen	-|--|--------|-|
fra ncei s	---⌫----⌫|
q uar c estaarzsirent ceusqui	-⌫--|-⌫---|--|-|---|---|--|
enseuent bienparle re	-|-----|---|-----⌫||
bele asezon	--||---|-|
geometrie iestoitp ei nte qui	--------||-----|-⌫--⌫--|--|
est apel eamesura menz	--|----⌫-|------⌫---|
distenf rancei smetrom esure	---|-|-⌫------⌫|------⌫----|
coe stterra	-|-⌫-|----|
ic estaa rz	--⌫---|-⌫-|
s idoit m esurerles	-⌫|---|-⌫-----|--|
espaicese le s milierse lesleuees	-------||--⌫|------||--|-----|
dau ste r resedeusmonzedeusuaus e	---⌫|--⌫-⌫--||---|---||---|---||
deusmersporcesta art	---|---|--|----|--|
so loentsauoi rlisenatorde	--⌫----|-----⌫|-|------|-|
lesmil es eles	--|---⌫-||--|
uoiesdecitea c ite	----|-|---||-⌫--|
elaseinta da us murs quiacegnie nt	|-|-----|--⌫-|---|--|-------⌫-|
l escitezeli fi lx men	-⌫-|----||-|--⌫|-⌫|-|
mesuroent la	--------|-|
terra edel oncede	----||-|-⌫--||-|
le parcestaar tmes uro e nt	-|--|----|--⌫|---⌫---⌫-⌫-|
l igagnieor les uigniese	-⌫|-------|--|------||
le sterres e	--⌫|-----||
lesprezelesbo izesi	--|---||--|--⌫-||-|
sauoentgairespe resmale	------|-----|--⌫|---|-|
arime tica hi estoitpeintaqui	-----⌫---|-|-----|-----|--|
parola daunumbredetot eschoses	-----|--|-----|-|---⌫-|-----|
qu i siet lart	--⌫|---||--|
plaine mentquantil	------⌫---|----|-|
mesure r unat o roun	------⌫|--|-⌫-⌫||-|
bienquantespierreshia	---|------|------|-||
oquan tes guotesha en	|----⌫--|-----|-|-|
deuinequ antdeniers	-|--||--⌫--|------|
enunae quantz home shaenuna	-|--||-----|----⌫|-|-|--|
grant ostp er cestafant	----|--|-⌫-|----|---|
limazconlesmu r se	-|-----|--|--⌫-⌫||
lestorztant	--|---|---|
autes c omil	----|-⌫-|-|
astron o miahi estoit peintaenla	------⌫-⌫--|-|-----|-----|-|-|
salale rei quienseignacoqui fu	---|-|--|--|-------|-|--|-|
re s tauenir e	--⌫-⌫||----||
ecoque lomf ait aliors	--|--|--|-⌫--|-----|
parcest aartsoloentsauer li	--|----⌫|--|------|----|-|
senat or deromala	-----⌫-|-|---|-|
chiualersqu an til	--------|--⌫--⌫|-|
es toe nte n terres	--⌫---⌫-|-⌫|-----|
est ranges elamortdausreis	---⌫-----||-|---|---|---|
destruiamenz d a us regn eseque	-----------|-⌫-⌫-|----⌫-||--|
ho mhifaizoite	--⌫|-|------||
chescunade	-------|-|
ce syyarzsi auoit una fili a q ui	--⌫|-|--|-|----|--|----⌫|-⌫-|
seruoitqu arun liure tenoit	------|--⌫-|-|----|-----|
quilartlienseigniet	--||--|-|---------|
quartot estoitescr iton	---|--|-----|----⌫-|-|
ni gromancadel aquau n eis sent	--⌫-------|-|-⌫|---|-⌫---⌫---|
p i romanc aeydrom a ncan iestoit	-⌫-⌫------⌫||-----⌫-⌫--|||-----|
mie peinta queelanestmiaarz	--|-----|--|--||--|--|--|
liberaus ho m n en pu etsauoir	-------|--⌫||-|--⌫-|-----|
fiaumentnin usnen puetour er	-------|-|-⌫-||-|---|---⌫-|
s iiln est	-⌫|-||--|
hom adiab le	--||----⌫-|
e pa rco e st apele aarze	|--⌫|-|-⌫-|-----⌫|--||
puetprouer	---|-----|
engrieusieste nf ra nces	-|----|-|--|-⌫|-⌫--⌫---|
d iuinam enzcoest	-⌫------⌫--|-|--|
mo r zliuresdenigromanc asi	--⌫-⌫|-----|-|---------⌫|-|
comencaeissi eisicom enca	------|----|---|---⌫---|
lamorzdelau ia	-|---|-|-|-⌫-|
nedem ora guairaque lam or tkarla	-|---⌫--|-----|--|-|-⌫--⌫|----|
me fud emostrea uniorest oa	-|-|-⌫-------|-|--|---⌫-|
auiena e n	|----|-⌫|
u n aigliseedisoam es	-⌫-⌫|-----||----|-⌫-|
oresdauantl auter	---|-----||----|
uns auma si uipasser	-|-⌫---|-|-|-----|
por dauant	--|-----|
unaconpa gn ie de	--|-----⌫--⌫-|-|
chiu alers	----⌫----|
t oznerss ien iauo ittantque	-⌫-|---|-⌫|-||---⌫-|---|--|
conesto itsimer ueliano	-||----⌫-|-|---⌫----|-|
que i l aloentuers	--|-⌫|-----|---|
roeregnaiel es la iss ai t oz	-------|-|-⌫-|--⌫---⌫-|-⌫-|
pa s serquarieenui unt o t	--⌫-⌫--|---|-|-|-|-|-⌫-⌫|
derreiranplusnoir	--------|---|---|
que tuitl i	--|---|-⌫|
esi uenetmolt belement eie	|-|----|---|-------||-|
disoral ezuos	--|-|--⌫-|--|
n osal omdist i l aai sala	-⌫-|--⌫-|---|-⌫||--⌫||-|
chapelaquenosen	------|--|--|-|
portersarma	-----||---|
enenfer eielidis	-|----||-|-|--|
ie tco niurpar	-||--⌫---|--|
quant tua uras fai tton	----|-|-⌫---|---⌫|--|
erra tenr euengie spormoi	---||-|-⌫-------⌫|--|--|
lors demoraiu npoieauisonques	---|------|-⌫|--||---------|
auoia fenim onsalmaque il	----|---|-⌫-|----|--|-|
reui ndren teiedisa ude rreiran	----⌫-----⌫||-|--|-⌫|--⌫------|
otcuiie a uoi eda u a ntparlé	-|--|-|-⌫---⌫|--⌫-⌫-⌫-|-----|
qu aue zuosfaiteilmerespondi	-|---⌫|--|---||-|-|-------|
liengaliciansnosha	-|----------|--|-|
tot to luqu aril aportatant	--|--⌫-|--⌫-|-|-----|---|
etantpi erresde	|---|--⌫----|-|
sesyglises	--|------|
quecon e nfu tn us	--|-||-⌫|--⌫|-⌫-|
futmisenp o i sessiqueplus	--|--|-|-⌫-⌫-⌫--|-|--|---|
peserentli	-------|-|
benquel imaleis si	--|--|-⌫|--|---⌫-|
noshat olu s arma e qu ant	--|-|-⌫--||---||--⌫--|
i l ot codit main tenant	-⌫|-|-|--|----⌫-----|
eissisoguique	----|----|--|
morz e quemissiressa in ziasque sl	---||--|--|----|--⌫--⌫|------⌫||
e n aueit portéo n	-⌫|----|-----|-⌫|
qu arilauoit	--⌫-|-|----|
edifiees mainte s	-------|------⌫|
iglise s en son nomieli auoia	------⌫|-|--|--|-|-|----|
en celiorquilpa rtid emoi	-|--|--|-|-|--⌫--|-⌫|--|
u iana ques ie strap oetq ueil me	-⌫---|--|-⌫|-⌫---|-⌫--|-⌫-|-|-|
fi sts auoersamorte	--⌫-|-⌫----|-|---||
enuoias t messagiesiilmor oit	-------⌫|-------|-|-|---⌫--|
moaueiteissirequisequ ant	||----|----|-----||--⌫--|
i l ui tqueilamala disi	-⌫|--⌫|--|-|-----⌫-|-|
dauc ouenantsicomanda aunson	--|-⌫------|-|------||-|--|
c hiualerque quantil ser oit	-⌫------|--|----|-|---⌫--|
mo rz silemefeistasauoireil	--⌫-|-|-|-|----||-----||-|
di styyiorz a pressamort	--⌫-|-|---|-⌫---|-|---|
eieturp i ns sauoiebien que	|-|----⌫-⌫-|-----|---|--|
iluinc despag nieilnefut	-|---||-----⌫--|-|-|--|
esipris tl en fermeteen	|-|----⌫||--⌫------|-|
roncesuaus e	---------||
chescunan tantcum i l	------|-|---|--|-⌫|
dona il auiorquesisn iesfu	---|-|-|--|--|--|-⌫--|-|
morze li au t rayy onces	---||-|--⌫-⌫-|-|----|
eautretantbesanz	|--------|-----|
esaut erse mess ese	|----⌫--||----⌫-||
uigiles fa izeitchanter	------|--⌫----|------|
e roubesou	|-----|-|
poureseamangier	-----|||------|
dona tan tc omiluesqui e	---|---⌫|-⌫-|-|-----||
y y de iug ie sausamort	-⌫|-|--|-|--|-|---|
en layydefeurie rlan	-|-|-|-|------⌫||-|
delincarn acion yyanz trespassad	-||------⌫----|-|--|--------||
icestsiegla	----|-----|
delezleliegeenligl isema	----|-|----|-||---⌫--|-|
damaaam ariede	---|-|-⌫---|-|
la reonde queilauoit	-|-----|--|-|----|
fu mishenorabb l emente	-|--|--------⌫-⌫----||
suntlisigna quiauenguirent	---|-|----|--|----------|
d euantsamortsi comieoidire	-⌫----|-|---|-|--|-|-|---|
econterlisoleilzela	|-----|-|------||-|
perdi r entl urcl arte	-----⌫-⌫--|-⌫-|--⌫---|
y y iors dauant	-⌫|---|-----|
efur entt uitnerlinoms	|---⌫--|-⌫--|--|-|---|
estoit es c rizenla p are t	-----|--⌫-⌫--|-|-|-⌫---⌫|
liglisemada meaamarie d ais	|-----|-|--⌫-|-|----||--|
dauantsamorts i eff azca	-----|-|---|-⌫|---⌫---|
pa r luimeimaunsp or ches	--⌫|--|----|--|-⌫--⌫---|
qui e s t o it	--|-⌫-⌫-⌫-⌫-|
en tr alemostier elasala	--⌫--⌫|-|------||-|---|
le iordela censsionfondi p arso i	-|--|-||-⌫-------|----|-⌫-|--⌫|
meimaunspon z defu s tque	----|--|---⌫|-|--⌫-⌫|--|
ilauoit fait amoancasorleirae	-|----|---||-----|--|----||
yya nzhiauoithom	-|-⌫-|-|----|--|
oufai r aar si t	-|---⌫-⌫|--⌫--⌫|
d unlue nautra	|-|-|-⌫|----|
maintenantsiliauint unaluzor eu na	---------|-|-|----|--|----||-⌫-|
fl am bedegrant	--⌫--⌫-|-|----|
fusicom e nca	-|-|---⌫-⌫--|
aalerde uant	|---|--⌫---|
luiade st raea	--||--⌫--⌫-|||
senestra sique ela lifiroit	-------|-|--|--|-|-----|
ilenfumol t	-|-|-|---⌫|
e s paontezsiqu	-⌫-⌫------|-|-|
ilen chai d e	-|-|---|-⌫|
s onchi uala	-⌫-|---⌫--||
un a p art eun a	--⌫|-⌫--||--⌫|
ascona que	-----|--|
ilportoten	-|-----|-|
corur entsicon paignon esi	-----⌫--|-|---⌫------||-|
leu ent de terraenlur mainz	---⌫--|-|----|-|--|----|
d o nqu es	-⌫-⌫---⌫-|
creomtuitqu	----|---|-|
pa rt izone rsde lacorona d ausmartirs	--⌫--⌫-----⌫-|-|-|-----|-⌫--|------|
desquen ossa u omqueilsoffri les	-----|-⌫-|--⌫-⌫-|--|-|-----|--|
t rauuaus aue c	-⌫------|---⌫|
eus ences t	--|-|---⌫|
essamplepuet lom entend ra	-------|---|--|------⌫-|
egl is ee difie lor eg na	---⌫--⌫|-⌫----|-|-⌫--⌫-|
sapa rellia silo	|---⌫-----|-|-|
poomsauerparkarlequi futoluz	---|----|--|----|--|-|----|
port eze n ceus parl	----⌫-|-⌫|---|--||
dec eusacuiil	-|-⌫--||--|-|
auoite diffiee s lur i gli ses	----|-⌫-------⌫|--|-⌫---⌫--|
or estdrei zqueentraceschoses	-|--|----⌫|--|----|--|-----|
parl om dun miracle quiest	----⌫-||-|------|--|--|
en le nor xm	-||-⌫--|-|
cristquei l fit	----|--|-⌫|--|
am ord aub o neure	--⌫-|-⌫-|-⌫-⌫----|
entr ament raque il uiuoit	----⌫-----⌫----|-|-----|
eainzq uil	|-----⌫|-|
alast en espagn ie	----|-|------⌫-|
queilauoitasis unacite	--|-|----|---|--|---|
o tmoltg rantge nt	-⌫|---|-⌫---|--⌫-|
laassisen toralareon da	-|----|--⌫--||-|----⌫-|
es paica deyyanzlaili uint	--⌫----|-|-|--|--|-|---|
unsmessag es quilidistquexm	--|------⌫-|--|-|---|--|-|
estoitassis	-----|----|
gua rmaisaetreiroiliau o ient	---⌫-----||---|--|-|--⌫-⌫---|
assi s ot lo roz	----⌫|-|--⌫|-|
qu i molte stoe nt	--⌫|---|-⌫----⌫-|
re isdeua udres	--⌫-|-|--⌫----|
de saisogniaec ild e	-|--------||-⌫-|-⌫|
liman d ot s isonclesq u il	-|---⌫-⌫-|-⌫-|-----|-⌫|-|
liu enis t s ecorra a stiu ement	-|-⌫----⌫|-⌫-----|-⌫----⌫----|
ot son ost e s i le gitastdausma inz	-|--|--||-⌫|-|-----|---|--⌫--|
asesenemislors	|--|-----|---|
fut linies	--|-|---|
m olttristesdel anguoisasononcl e	-⌫--|------|-||-------|--|----⌫|
quilamo tmolt si	-|-|---⌫|---|-|
loque lfair a ola cite	-|---⌫|----⌫||-|---|
gur pirorilau ettraiztantg ranz	---⌫--|-|-|--⌫-|----|---|-⌫---|
trauauzparl auoireparmetr ala	------|--||----||--|----⌫|-|
c r estiantededeo	-⌫-⌫-------|-|-||
deliu rero son	-----⌫--||--|
on cle laisseroassalir	--⌫--|------||------|
la ci t etantquill aust	-|--⌫-⌫|-----|-||---|
priseo rpoez	----|-⌫|---|
delprodome oirque	--|------|--|--|
toz limo ndesdet	--|-|--⌫---|--|
loe rcum ilestde streizecomi l	---⌫|--|-|--|--⌫-----||--|-⌫|
hagra nteuguoissade does	-|---⌫-|--------|-|---|
parsieuos dirai tote s uoes com illo	---|-|--|----|----⌫|---|--|-|-|
fit partr es iorz	--|--|--⌫-|---|
epa r tres nuiz unanuite un	|--⌫|---|---|--|---||-|
ieunaquilnemengia nine	----|-|-|-|-----|-|-|
butnine cessade d rambrede	--|-|-|----|-|-⌫-------|
reclamerqu	-------|-|
il li aidast esi	-|-|-----||-|
d i s tcestapr oierebea ussired es	-⌫-⌫-⌫|----|--⌫----|---⌫-|---|-⌫-|
xmcri sli auz	-|---⌫|-|--|
qu i delamer	--⌫|-|-|--|
