cuers esu eille	----|---⌫----|
e tmanderlortau o lente	-⌫|-----|--|-|-⌫-⌫----|
senpar chemin nepu esesc rire	|-|---⌫-----|-|--⌫-|---⌫---|
to nd es ir porrasmetreenchire	--⌫|-⌫--⌫-|-----|----|-|----|
puisenuoier parta	---|------|--|-|
c hambriere	-⌫--------|
t raiteralam ani ere	-⌫------|-|-⌫---⌫--|
bien saraporterle stabletes	---|---|-----|--⌫|-------|
outesa mors serontret retes	-|--|-⌫---|-----|---⌫----|
siquenuluynapercheura	-|--|----||---------|
quant tonamilesrecheura	----|--|--|--|-------|
etse tu astant	-|-|-|-|---|
d econtr aire	-⌫|-----⌫---|
queleisir naies de ce n	--|-----||---|-|--⌫|
outudoutesa	-|-|-----||
quene nnetro uua st l escripture	--|--⌫|-|---⌫---⌫-||---------|
atachambrier e	|-|---------⌫|
por rasdire	---⌫--|---|
cen quetoncouragede sire	--|--|--|------|--⌫---|
lorsenseucuerle portera	---|-|--|---|-|------|
siqueiaseune sera	-|--|-|--|-|---|
outupor rasde	-|-|---⌫--|-|
noisdegales	---|-|----|
escrirele tr estoutespales	------|--⌫--⌫-|-----|----|
queianierentaper cheues	--|-||-----|----⌫-----|
sa nz couperos e neleues	--⌫-|--------⌫|-|----|
aussi d efrais laitl etresfaites	----|-⌫|----|---|-⌫----|-----|
boucheld elinpourtraites	------|-⌫|--|----------|
nen puentpas estre	--|----|--|----|
sedecharbon	-|-|------|
nesont poudrees	-|---|-------|
setulefaiz entelmaniere	-|-|-|---|-|--|------|
ia ga rdeni metraremie re	-|--⌫--|||----|-----⌫-|
quetout a tonplesirnefaches	--|---||--|-----|-|-----|
damorss eton cu eryenla ches	|----|-⌫|--|--⌫-||----⌫---|
nuluy nepo rroitga rd efair e	----|-|--⌫----|--⌫--⌫|----⌫|
defamequise ue uts oustraire	-|---|--|-|--⌫-|-⌫--------|
et quipl us lau oudroitgarde r	-|--|--⌫-|-|-⌫------|-----⌫|
plus la fe roit frire etarder	---|-|--⌫---|----|-|----|
famest reuuenttropd aches ons	----|-⌫------|---||-----⌫--|
de gy berentoutess esons	-|--⌫--|-|-----|-⌫----|
quer estuu esetsain zets aintes	---|-----⌫-|-|----⌫|-|-⌫-----|
queuurentde lo rbes oignes	--------|-|--⌫|---⌫-----|
bie nseuentesploitier	---⌫|-----|---------|
de c espetis pelerinage s	-|-⌫-|----|----------⌫|
souuentsontlor	------|---|--|
uoiesdoublees	----|-------|
chiez lor tau er ni e ressegrees	----|--|---⌫--⌫--⌫-⌫--|------|
a ussi faintbi en fame parboule	-⌫---|----|--⌫-|---|--|----|
estreen ferme pourgesir	----|--⌫----|---|----|
lo rspue tbien	--⌫-|---⌫|---|
toute lanuyt ie	----|-|----⌫-|
deson amiestre at ouchie	-|--|--|----|--⌫-----|
fait osterlalu miere	---|----|-|--⌫----|
dep oor queilnely	-|-⌫--|--|-|-|-|
si peutsonami	-|---|--|--|
enson li e tsa nz	-|--|--⌫-⌫|--⌫-|
aper ch euoir	----⌫--⌫----|
faussesclesrefontbie n lentree	------|---|-----|---⌫||-----|
maintefoiz estreabandonnee	-----|---|----|---------|
etsi nacilqui les clesporte	-|-|||--|--|--|---|----|
dout eque n ul nentre	----⌫|--|-⌫-||----|
en saporte	-|-|----|
mes des uoie splusors y a i t	--|--|----⌫|------||-⌫-⌫|
qu eperil ni	--⌫|----|||
qu er la souriz est	--⌫-|-|-----|--|
tantost prise	------|----|
q ueune uo ie aprise	-⌫-|--|--⌫-|-----|
p a r bien	-⌫-⌫|---|
boireou parmedec ines	----|-|--|-----⌫---|
quipour bien do rmir sont	--|---|---|--⌫---|---|
p eutsou uentdecheu oir la g uar de	-⌫--|---⌫---|------⌫--|-|-⌫---⌫-|
quidetoy garder se prantguarde	--|-|--|-----|-|----|-----|
et s etong arde in	-|-⌫|--|-⌫----⌫-|
e stl ech erre	-⌫-|-⌫---⌫---|
telzdelicesliporrasqu err e	---|------|-|-----|--⌫---⌫|
que n tretant se delieter a	-|-⌫-⌫------|-|--------⌫|
amanto toysera	----||--|---|
outu liporr as commesage	-|-|-|----⌫-|----|---|
e nchargier un pe titmessage	-⌫--------|-|--⌫--|------|
oupart rufle	-|--|-⌫----|
si seraentretant s eure	-|---|--------|-⌫---|
ou tu li porrastelzdonzfere	-|-|-|-----|---|---|---|
q uetoutcel era ton	-⌫-|---|---⌫--|--|
nenpeutma intho mmepardonner	--|---|--⌫--|--⌫--|--|-----|
fa ire muet sanzmo t sonner	--⌫--|---|---|--⌫|-----|
sehomme se testp ourdonner	-|----|-|---|-⌫--|-----|
se ya che so nner	--⌫|-⌫---⌫--⌫---|
querles deux meismessapes ent	---|--|---|------||----⌫--|
quantnenlorfetdonzquilor	----|--|--|--|---|--|--|
seron lacreance ounoussommes	----|-|------|-|---|-----|
donzpre n nent lesdexetlesho mmes	---|---⌫-⌫---|--|--|-|--|--⌫---|
quernousdi sonqu eles donzpris	---|---|--⌫--|--⌫|--|---|---|
obligentce l zquilesont pris	-------|--⌫-⌫|--|--|--|---|
cesc unsesioistcestsanz doute	----⌫-||------||--|---|----|
debiaus donsqu i e spoinz lib out e	-|----|---|--⌫|-⌫|----|-|-⌫---⌫|
e tp arce st pointsontmaintesc hoses	-⌫|-⌫-|--⌫-|----|---|------|-⌫----|
tenuesc ouuerteset	-----|-⌫-------|-|
guetiertedoizde tesco m pai gnes	------|-|---|-|--|--⌫-⌫---⌫---|
queton aminelorenseignes	--|--|--|-|--|--------|
deuient a lu i tendro ient	------||--⌫|------⌫---|
et toy delessierliferoient	-|--|--------|-|-------|
tunedoizpas to nsegreydire	-|-|---|--|--⌫|-----|---|
acellequit epu etde strire	|----|--|-⌫|--⌫-|--⌫-----|
etuise rl espoinzetlauee	-|----⌫|-⌫-|----|-|-|--|
parquo ytonamitesoustree	--|---⌫|--|--|-|-------|
ce st gra ntsensetgrantauantag e	|-⌫-|---⌫-|---|-|----|-------⌫|
de sa uoir ce le r	-|--⌫---|--⌫--⌫|
so ncourage	--⌫|------|
q uerquinichement	-⌫--|--|--------|
se descueure	-|--------|
quant i lueutpasn e s e	----|-⌫|---|--|-⌫|-⌫|
aussipourest r em iex amee	----|---|---⌫-⌫|-⌫--|---|
do iztutantfereala fie e	--⌫-|-|---|---||-|---⌫|
quetona mi c r e eet s uppose	--|--|-⌫-|-⌫-⌫-⌫|-|-⌫-----|
toute chose	----|----|
puet m ont agregier	---|-⌫--|-------|
etsi est fe tedelegier	-|-|--|--⌫-|-|-----|
q uerchescunto st croitet aferme	-⌫--|------|--⌫-|----|-|-----|
l achose quesamieafferme	-⌫|----|--||---|------|
rega rderledoisdoucement	----⌫---|-|---|--------|
ensoupirantpar fo ndement	-|--------|---⌫--⌫------|
etdem ander auo izpetite	-|---⌫----||--⌫-|-----|
p ourquoy i latartte	-⌫--|---|-⌫||---|-|
apre sce ndoiz plou r eretfeindre	----⌫|--⌫|---|----⌫-⌫-|-|------|
q u eie l ousie tenfait	-⌫-⌫|--⌫-⌫----||-|---|
pla i ndre	---⌫-⌫---|
monte smal a ss ignee	---|-⌫|--|-⌫--⌫----|
quanttantlai mese tn	----|---||--⌫--|-⌫||
lors ne porracenendu re r	---|-|----|--|----⌫--⌫|
siteuoudraa ss eurer	-|-|-----|-⌫--⌫----|
lemouuraac rere	-|-----||-⌫---|
quefine amour le	--|---|----|-|
tefait fere	-|---|---|
co inteetbel	--⌫---|-|--|
pluslegierementtencre ra	---|----------||-|---⌫-|
c reent qu ant bien semirent	-⌫----|--⌫--|---|-|-----|
quet o ut es fameslesd esirent	--|-⌫-⌫--⌫-|----|--|-⌫------|
issiparf ainteielo usie	---|--|-⌫----|----⌫---|
se rasmiex quedeuantsamie	--⌫--|---|--|-----||---|
et uendraplussouue nti ouster	-|-----|---|-----⌫-|-⌫-----|
pour t outl es ouspe c honoster	---|-⌫--|-⌫|-⌫-----⌫-⌫--|----|
et seaucuniteret ra it	-|-|-----|-|---⌫--⌫-|
queton ami aillorssetrait	--|--|--|------|-|----|
crerenedoiznesupposer	----|-|---|-|-------|
qui luoille tel	-|-⌫|-----|--|
cestgrantperil etgrantfolie	|--|----|----|-|----|----|
decreretost q ueq u e nul	-|----|---|-⌫---⌫-⌫|--|
prochis la beles	------|-|---||
en dechu t	-|-----⌫|
quia lafinmort	--||-|--|---|
enrec hu t	-|---⌫--⌫|
so na miespier uoul oit	--⌫|-⌫-|-----|----⌫--|
pourcenquer eperiersouloit	---|--|--|-⌫------|------|
en u n lieu	-|-⌫|---|
delictablea ssez	---------|-⌫---|
q uant de chacieresto itlas sez	-⌫---|-|------|----⌫-|---⌫--|
misesestoitsouzune branc he	---||-----|---|--|-----⌫-|
pourau iserla contenanche	---|--⌫---|-|----------|
c omcepha lus se con tendroit	-⌫-|-----⌫--|-|---⌫-------|
la fontaineuendroi t	-|-------|-------⌫|
ce phalusuintalafontaine	--⌫-----|---||-|-------|
pour l a r efreschirsenalain e	---|-⌫|-⌫--------|--|-----⌫|
et le uentfresy respiroit	-|-|---|---||--------|
autrechosen edesiroit	----|----|-⌫|-------|
lor sse leua	---⌫|-|---|
prochislabele	------|-|---|
quiestoitlez la fontene le	--|-----|--|-|-------⌫-|
etfutmontioie u se	-|--|---|----⌫-⌫-|
etm o ntlie	-|-⌫-⌫-|--|
dec enquelleertissimoqui e e	-|-⌫-|-|---|--|---|-----⌫-⌫|
uitlesfoilles mouuer	--|--|------|-----|
quil ni pe nsoit ametrouuer	-|-|||--⌫----|--|------|
cuidaque fustbestesauuage	----|--|---|----|------|
quili uousist saudreau uis a ge	--|-|------|-----|-|---⌫-⌫-|
lo rs e ntesa deg rant alee	--⌫-|-⌫----|-|-⌫---|---|
une seeteba r belee	--|----|--⌫-⌫----|
siasamie is simuc hiee	-|||---|--⌫-|---⌫---|
parmielecuer	-----|-|---|
outre perchie e	-----⌫-------⌫|
issifen iproctissa	---|---⌫|------|-|
p arcausedesa	-⌫-|----|-|-|
mont uousdonnabonessamplai re	---|---|----|--|---------⌫-|
quepas nedeuez	--|--|-|----|
ilfa it malquer r e	-|--⌫-|--|----⌫-⌫|
etesprou uer	-|------⌫--|
ce nquenenneu eutpastrouuer	--⌫|--|--|-|-⌫--|--|------|
carmontdegranzp erilz enui enn en t	--|---|-|----|-⌫----|-|--⌫---⌫--⌫|
aceul zquitelguisemaintie nne nt	|----⌫|--|--|----|-------⌫---⌫-|
d esoupero luy teconuie	-⌫|-----||--|-|-----|
a uenir d oiz un poy targi er	|----|-⌫--|-|--|-----⌫-|
pours a penseemiexchar gier	---|-⌫|-----|---|----⌫---|
entreta ntco mme	-------⌫-|--⌫--|
il attendra	-|-------|
t amor pluset plu sl	|---|---|-|---⌫||
espr e ndra	----⌫-⌫---|
ianecreral	-|-|----||
quelez l uiteuoi e	--|--|-⌫-|-|---⌫|
apresquant tu	----|----|-|
serasuenue	----|----|
tonamir e c heue	--|--|-⌫-⌫-⌫---|
de touz se ras ten ueabel e	-|---|--⌫--|---⌫-||---⌫|
q uiteuerrontala chandel e	-⌫-|-|------||-|-------⌫|
qua ntse rasa	---⌫-|--⌫--||
latablea ssisse	-|----|-⌫-----|
aies demeng ier beleguis e	---|-|----⌫--|---|----⌫|
sipe tis morceausmetenbouche	-|--⌫--|-------|--|-|-----|
quetesleures	--|--|-----|
tesleiuresnesoientpas ointes	--|------|-|-----|--|-----|
ne tes dois siquas i ointes	-|--|---|-|-|-|-⌫-----|
querseiss iteconte nees	---|-|---⌫|-|-----⌫---|
durementb lasm eeen se rees	-------|-⌫----⌫-|-|--⌫---|
a inzq ueuer reou	-⌫----⌫-|---⌫-|-|
henapmennies	----|------|
uoil ieque tesleiures essies	---|-|--|--|------|-----|
alafi nquededen z	|-|--⌫|--|-----⌫|
nepari sis	-|----⌫--|
nemaailletes	-|---------|
en saussesdo iz petit	-|------|--⌫-|----|
pour toygarder de	---|--|-----|-|
toouillier	---------|
du t o ut ten	-|-⌫-⌫-||-|
granthenortenporrauenir	----|----||-|----|----|
dailespeci aum ent tegarde	|--|------⌫---⌫--|-|----|
prenge sauant	------⌫|----|
seloumo ut ard e	--|-|--⌫--⌫---⌫|
ledechoseet uilain e	---|----|-|------⌫|
c orrumpre senalaine	-⌫-------|--|-----|
mengiere t	------|-⌫|
boiredoispetit	----|---|----|
nonpascroireton ape tit	--|--|-----|--|---⌫--|
ettoibiau contenir	-|--|---|-------|
moulten serasplusdeli ctable	----|-|----|---|----⌫-----|
par is heleneledengeit	---⌫-|-----|--------|
pou r cenquegloutementmengeit	---⌫|--|--|---------|------|
etparces tpoint lauoi t haing eo use	-|--|---⌫|----||----⌫|-----⌫--⌫--|
c onbi enqu ellefust gracieuse	-⌫----⌫---|---|---|--------|
aferelesg i euzsau ourous	|---|--|-⌫-⌫--|---⌫-----|
etsi fa it	-|-|--⌫-|
maintefoiz re trere	-----|---|--⌫----|
queu enist miex	--|-⌫----|---|
ledec hoseethuee	---|-⌫---|-|---|
quan tfameseg ie s tenyuree	----⌫|---|-|-⌫--⌫-⌫|------|
t e lf ame est dignesanzpourloign e	-⌫-⌫|-⌫--|--|----|---|---------⌫|
quechescunou ecli ese ioign e	--|------|--⌫-|--⌫|-|-----⌫|
or tepren doncgardeet	-|-|---|---|----|-|
qu epourcest poin tn esees	--⌫|---|---|----⌫|-⌫|---|
iertfametenuech iere	---|---|----|--⌫---|
q u i detrop bo ire est coustumi ere	-⌫-⌫|-|---|--⌫--|--|--------⌫--|
a tablenedo izso nmeillier	|----|-|--⌫-|--⌫--------|
mestedoiz leueretueilli er	--|-|---|----|-|------⌫-|
nen puet direoutelzchoses	--|---|---|-|---|-----|
endormantquisont uergon douses	-|------|--|---|------⌫-----|
maintesfames sontqui se scrient	------|----|---|--||-⌫------|
eten d ormantcontentetdi ent	-|-|-⌫-----|------|-|--⌫--|
toutcenqueleiour	---|--|--|-|---|
maintes foizl ay aparcheu	------|---||-|-------|
d autrese n r eseutnentrouuer	|-----|-⌫|-⌫----|--|------|
quifont lorreins	--|---|--|----|
unp oy mouuer	-|-⌫-|-----|
touta ussi commeelles fe roient	---|-⌫---|----|----|--⌫-----|
lo r a misgesoient	--⌫|-⌫--|-------|
lesaut resplaignen tet sousp irent	--|---⌫--|--------⌫|-|-----⌫----|
ennommant celzque lle sdesirent	-|------|---|-|-⌫---⌫|-------|
quip ar iourlo r	--|-⌫-|---|--⌫|
aman sfaire	----⌫|----|
pourcenne dois tu prendre	---|--|-|---|-|------|
en lieuouil	-|---|-|-|
ait plu sdzzhom m e	--|---⌫||-|---⌫-⌫|
que telchosenetaue ni st	--|--|----|-||---⌫--⌫-|
dequoyuergoignete ueni st	-|---|--------|-|----⌫-|
delaconten ancesegre e	-|-|------⌫---|-----⌫|
mefautdireaquiqu elle	-|---|---||--|-|---|
quer seaucunpoy n ent ouchoie	---|-|----|--||-|-⌫------|
pourdiminuttenuseroie	---|------|---|-----|
chescuneprengequantlauient	-------|-----|----|-|----|
laguise q uimie xliauient	-|----|-⌫-|---⌫|-|-----|
querla contenan che commun e	---|-|--------⌫--|------⌫|
nest pas aue nant e a chescune	|--|--|---⌫----⌫||-------|
fame quip orte biauuiere	---|--|-⌫---|---|----|
s e gie seen uersepour	-⌫|---⌫-|--⌫----|---|
miex p lere	---|-⌫---|
cellequibiau	----|--|---|
en uers son amile	--⌫---|--|--|-|
doitt endre	---|-⌫----|
belescuisseset rebr achies	----|------|-|----⌫-----|
doiuentestretouth aut drech ies	------|----|---|-⌫--|-----⌫--|
pl us se rontre ga rdees	--⌫-|--⌫---|--⌫--⌫----|
etplu senserontdesirees	-|---⌫|-|-----|-------|
petitefamesoitmontee	-----|---|---|-----|
l agrand enonmes	-⌫|-----⌫|--|--|
the baisqui mont	---⌫---|--|---|
es to i tbele	--⌫--⌫-⌫|---|
uouloittouzdiz estre en lasele	------|---|--|----|-|-|---|
f ame detropgrant estat ure	-⌫--|-|---|----|-----⌫--|
seretraie tout amesure	-|------|---||-----|
etai tun poy	-|--⌫|-|--|
latesteencline	-|----|------|
uer s cilqui a ses gr e s	---⌫|--|--||--|--⌫-⌫|
c elleq u idec orses tfetice	-⌫---|-⌫-⌫|-|-⌫--|--⌫|-----|
sur liet ac heneui ce	--|--|-⌫--⌫-|-|--⌫-|
sanzcouuerturedoit	---|---------|---|
son ami p ourli miexespr endre	--|--|-⌫--|-|---|----⌫----|
ch eueleurebele etgente	--⌫-------|---|-|----|
doit aucune	---|-----|
foizamentente	---|||------|
estrees pand uepar	----|--⌫----⌫-|--|
si endouble raledeli et	-|-|------⌫-|-|----⌫-|
o ue st cilquine doubleroi t	-⌫|-⌫-|--|--|-|---------⌫|
quantil auiseroi t	----|-|--------⌫|
si biau chieffle c hiret estendre	-|---|----|---⌫-⌫--|-|-------|
s usla charcoul oree ettendre	-⌫-|-|---|----⌫---|-|-----|
bri emen t fame doit	---⌫----⌫|---|---|
tout cenfaire	---|--|----|
qu ia so nchier	--⌫||--⌫|----|
am id oitplaire	--⌫|-⌫--|-----|
eten celpoint	-|-|--|----|
secontenir	-|-------|
d ontgreignor deliet p eu tuenir	-⌫--|-------|-----|-⌫--⌫|----|
ioindr esedoit	------⌫|-|---|
e nm ai nte guis e	-⌫|-⌫--⌫--|----⌫|
s elleestd eb iena mer	|---|--|-⌫|-⌫--|-⌫--|
quer ledeliet s erenouuele	---|-|-----|-⌫|--------|
a chescuneguis e	|-------|----⌫|
mest a nt uoilie bi e n	--|-⌫-⌫-|---|-|--⌫-⌫|
quetu s aches	--|-|-⌫----|
que fame quiasur ly e	--|---|--||--|--⌫|
ouf ronche sou	-|-⌫------⌫|-|
n oire curriee	-⌫---|------|
sedo ittouzdiztenirmuchie	-|--⌫-|---|--|----|-----|
s e lam ant la	-⌫||--⌫--|-|
ueutd e scouu rir	---|-⌫-⌫-----⌫--|
enlore sedoitr ecouurir	-||--|-|---|-⌫-------|
fin quesurl ie ne uee	--|--|--|-⌫-|-|--|
chose quidesplair eluydee	----|--|--------⌫|--|--|
quant la be soigne	----|-|--⌫-----|
ertcommen ch iee	--|------⌫--⌫--|
ioing toy commebienen sengniee	----|--|----|---|--⌫-------|
siqueensemblesoitfinee	-|--|-------|---|----|
uostre uolente desiree	-----|------|------|
tedoist ai re	-|---|-⌫--⌫-|
mes douche sparol e s	--|------⌫|-----⌫-⌫|
etbla ndicesenluminees	-|---⌫-----|---------|
dedouz baisiersentre lar dee s	-|---|-------|-----⌫---⌫---⌫|
qu antlamatiere	--⌫--|-|------|
d oucerouse	-⌫--------|
sen tirasnes oies hont ous e	---⌫----|-|-⌫---|----⌫---⌫|
de laman testraindre e t	-||----⌫|---------|-⌫|
etdetonc o rsa esier	-|-|--|-⌫-⌫-|-⌫----|
nulne do itcen	--|-|--⌫-|--|
seut nenre traire	---|--|--⌫-----|
auoirhontedesonprou	----|----|-|--|---|
doncnes ero iestupassage	---|-|-⌫---⌫--|-|--|---|
sehontete faisoit dama ge	-|----|-|------|----⌫-|
e t se ta uolente	-⌫|-|-|------|
quantla ton ami entr euient	----|-|--|--|----⌫-----|
sidois tuparuoismenchongieres	-|---|-|--|---|------------|
fa indretesioie sestr een tieres	--⌫----|--|----⌫|----⌫|--⌫-----|
q uetulefac esparfa intise	-⌫-|-|-|---⌫-|--|--⌫-----|
p artesiexetpartoym o uuer	-⌫-|--|--|-|--|--|-⌫-⌫---|
porrast o nententeprouuer	-----|-⌫-⌫|------|------|
autresilan gue	------|---⌫--|
abandon nee	-------⌫--|
notebienl achos esegree	---|---|-⌫|----⌫|-----|
etplusorsautrestouchem ens	-|------|-----|-------⌫--|
enq uoynenqu ie rtdel ie temens	-|-⌫--|--|--⌫--⌫-|---⌫--⌫-----|
fina umentquelpartquetusoies	----⌫----|---|---|--|-|----|
quantissidoub l erast es ioies	----|---|----⌫-⌫---|-⌫-|----|
doitestr erecheue	---|----⌫|------|
chambr e tr opgrant ueue	------⌫|--⌫-|----|---|
ilasurfamesmainteschoses	-||--|----|------|-----|
pl uscouuenabl escloses	--⌫-|---------⌫-|-----|
etbientapi esetcouu ertes	-|---|----⌫-|-|----⌫----|
ne seroientapertes	-|-------|------|
gresaudieud amorscidefin e	---|-|---||----|-|-----⌫|
