kicest secletrop	-|---|----|---|
tote nuitrotruengescanteir	---|---|---------|------|
ki lamainiefu ntet	-|-|-----|--⌫-|-|
sa ll ir e tdanceir	--⌫--⌫-|-⌫|------|
doit homaitei l	---|--||----⌫|
gentlobiend eualowei r	---|-|---|-⌫-|------⌫|
kantkilfuntcantk il di enttot	----|-|---|----|-|--⌫--|--|
turne a le cherie	----||--⌫-----|
pardoneizmoi cestmo tse	--------|--|---|--⌫|-|
i aid ituilon ie	|-|-⌫-|-----⌫-|
nenpu ismais car mut funtpis	|-|--⌫-|---|--|--|---|--|
keie neu osdie	-|-|-|-⌫-|--|
ces tuneg ens ke	|--⌫|--|-⌫--|-|
deusa t dempnei eetmaldie	---|-⌫|-------⌫|-|-----|
ensikel atre	---|-||---|
gent n euontilne nerien t	---|-⌫|---|-|-|-|----⌫|
or s allentor uielentorbraientetorcrient	-|-⌫-----|-|------|-|------|-|-|-----|
trestotturneapechiet	------|----||------|
cantkilfuntcantkil	----|-|---|----|-|
les anrmesdestrui e n tetoci ent	--|-----|-------⌫-⌫-⌫|-|---⌫--|
d unmotkeie	|-|--|-|-|
d iraineuoscorr eciez mie	-⌫---|-|--|----⌫----|--|
ilresemblentlatruiekide boe	-|---------|-|----|-|-|--|
entregent des o n g reitucac ie	----|---|-|-⌫-⌫|-⌫---||---⌫-|
tuito n tde ltailorpartacu i	---|-⌫-⌫|--⌫|--|--|---||--⌫|
ele estfroie	--|--|----|
d esifait afaireestlor constume	-⌫|-|---|-----|--|--|-------|
et lo ruie	-|--⌫|--|
ki eneazsoideli tentsenzpechie t nesu nt	-|-|--|--|----⌫---|---|------⌫|-|--⌫-|
ma isc ilkilesenlowentcil	--⌫-|-⌫-|-|--|-|-----|--|
funtla deruerie	---|-|-------|
car cumplus	--|--|---|
lordone hom p lus funt	--|---|--|-⌫--|---|
ded e ablie	-|-⌫-⌫----|
cec umsouent lor donet	-||-|-----|--|----|
neslait lo mal laissir	|-|---|-|--|------|
maist otcil quilorfuntparlor au oi r	---|-⌫-|--|--|--|---|--|--|--⌫--⌫|
sachiezke plainem en t en	------|-|-------⌫--⌫|-|
aurontlor lowier	-----|--|-----|
car de lmalkecilfuntil en suntparcenier	--|--⌫|--|-|--|---|-|-|---|--------|
kia teile gent	-||----|---|
on tne s ensne sauo ir	--⌫|-|-⌫--|-|----⌫-|
car engran zmazl esfunt eten p echiet	--|-|----⌫|--|-⌫-|---|-|-|-⌫-----|
e tadeure spondrontbienl osachi ez paru oir	-⌫||--|--⌫--------|---|-⌫|-----⌫-|--|-⌫--|
uanitei to n tdoneit sonauoir	-------⌫|-⌫-⌫|-----|--|----|
to t est per dut	--⌫|--|---⌫--|
dequantcumdonneen u aniteit	-|-----|-|----|-|-⌫------|
omdoneaspou restotest adeudoneit	-|---|-|---⌫--|--|--||--|-----|
carlibonpo uresuntmem b rede u	--|-|--|--⌫--|---|---⌫-⌫-|--⌫|
kideu membresh onoretil at	-|--|------|-⌫-----|-|-|
d euho noreit	-⌫-|--⌫-----|
d eus atlauoi ra	-⌫--|-||----⌫||
l ommeparluiseruir presteit	|---|--|--|-----|-------|
p arorguil	-⌫-|-----|
fairen eli	----|-⌫|-|
atpas prest e it	-|--|-----⌫-⌫-|
qui poure sen ai wetmu tser tbien	--|-----⌫|-|--⌫--|--⌫|---⌫|---|
d euengreit	-⌫-|-|----|
multaimetdeus teilhomme etsouen tl	---|----|---|---|----|-|-----⌫||
amo streit	|--⌫-----|
m ultpa rest	-⌫--|--⌫|--|
grantalmonedepoure sherbrigi er	----|-----|-|-----⌫|--------⌫-|
flo ibleetst range mal adel eueiretr ecolchier	---⌫---|-|--⌫----|---⌫--|-⌫----|-|-⌫--------|
kiac onstumeitl at	-|--⌫--------||-|
sachi ezke deus latchier	-----⌫-|-|---||-|----|
granzbiensest	----|----|--|
etsains polz le	-|----|---|-|
soloitmut prisier	-----|--|------|
q uan t ilauoitl opople apri s	-⌫---⌫|-|----|-⌫|----|----⌫|
et doctrineit	-|---------|
apre s leso munoit c awisse nt pietei t	----⌫|-|--⌫-----||------⌫-|------⌫|
souentles disoitfaite sc ekeuos ai mostreit	-----|--|-----|-----⌫|-⌫|-|--|-|-------|
etadesu ossouiengede	-|---|-⌫-|-------|-|
lhos pit alite it	|---⌫---⌫-----⌫-|
ki lespouresher b ergetqu i soffret	-|--|-----|---⌫-⌫----|--⌫|------|
faine t s oit	---|-⌫|-⌫--|
kid e ce les adr ecet	-|-⌫|-|--|---⌫---|
d ontbesignios les u oit	-⌫--|--------|--|-⌫--|
sachi ez pa rueritei t kemutfait bonesplo i t	-----⌫-|--⌫|-------⌫|-|--|---|--|-----⌫-⌫|
car teile foi zaui ent	--|----|---⌫|---⌫--|
qu i ldeuproprem en tuoit	-|-⌫|--|-------⌫--⌫|---|
oiezke sainz	---|-|----|
gre goiresre conteenunse rmo n	---⌫-----|--⌫----|-|-|--⌫---⌫|
u oslopoeizbiencroirened iroitseuoir	-⌫-|-|----|---|-----|-|-⌫----|-|---|
ce di stun prod omeret	-|--⌫-|-|----⌫-|---|
de grantcompunction	-|----|----------|
kisou ent reciuoitpour es e nsamaison	-|---⌫--|-------|----⌫-|-⌫|-|-----|
can tle sueoituenirencont re sedrezoit	---⌫|--⌫|----|----|------⌫-|-|------|
dulcementi p a rleue t	--------||-⌫-⌫-----⌫|
suefle sasseoi t	---|--⌫|------⌫|
almang ieralcu lchierilmim meslesseruoit	-|----⌫--|-|--⌫-----|-|---⌫--|--|------|
deus cumils ensalc ieu e tq uisisumilioit	---|--|-||------⌫---⌫-⌫|-⌫-|-||-------|
cantilue oitunpouredeu quidieuetueoir	---|-|--⌫--|-|----|--|--------|----|
con tre lod eu mess age ne gardoitnu lauoir	---⌫--|-|-⌫-|----⌫--|-|------|--⌫|----|
aderrai n slilaissatnostresiresauoir	|------⌫-⌫|-|------|-----|---|-----|
ke d eus m imme	-|-⌫--|-⌫---|
soilaitteile horeest	--|---|----|---|--|
rec i uoir	---⌫-⌫---|
un iorauoit	-|--|----|
les poure ssicomfai re sol oit	--|-----⌫|-|--|---⌫-|---⌫--|
apeleiza satablelo rs esgardet siuoit	------||-|----|--⌫-|-------|-|---|
entr e lesaltresun kibon homme sembloit	----⌫|--|-----|-|-|--|----|-------|
etdoneirliuolt laiwe sik	-|-----|-|---||---|-||
aconstume auoit	|-------|----|
lip our es tintsesm ains	-|-⌫---⌫-|---|--|-⌫---|
etli bons homar riereun petit	-|-|---|--|--⌫----|-|----|
p or p r endrelou aisel mais can tse	-⌫-|-⌫-⌫----|-|-⌫----|---|---⌫|-|
ne po tmieueoirdelpoure za	-|--⌫|--|----|--|----|-|
e tc ant iluit teilchos e forment	-⌫|-⌫--|-|--|---|----⌫|------|
s en me ruilla	|-|--⌫-----|
e t ce k estrepooitpensat etrepensa	-⌫|-||----|----|-----|-|------|
maislanuitenapres nostre	---|-|---|-|----|-----|
s ir eiparla	-⌫--⌫||----|
et decedontileretenpenses ladreza	-|-|-|---|-|---|-|-----||-----|
enmesmembre sfait ilsouentreceutm as	-|--|------⌫|---|-|-----|-----||-|
maisi erentamais on moi mimmesherbriias	---|-⌫-|-|-|----⌫-|--|-----|--------|
ceketu fai se tne	-|-|-|---⌫|-⌫|-|
tanuiet pas	|-----|--|
gesui ihesusd e	-|--|-----|-⌫|
cui tubuen lo wier auras	--|-|---|--⌫---|----|
cipoeiz bi enueoir ke mutbo neoure funt	-|----|--⌫-|----|-|--|--⌫-|---|---|
quirezoiuent lespoures	--|--------|--|-----|
etmerc iablesunt	-|----⌫----|---|
les mazetl es pechiezles	--|--|-|-⌫-|------|--|
al monesde funt	--⌫----|--⌫---|
ki uo lentiers	-|--⌫-------|
lesdone ntgrant	--|----⌫-|----|
me ri t een	--⌫--⌫-⌫|-|
delgentil saintma rtinaueizuos	--|-----|----|--⌫---|----|--|
b i en oit	-⌫-⌫-|--|
totauoitdeu doneitcantsonma nt elpartit	--|----|--|-----|---|--|--⌫--⌫-|-----|
et en guise d u npo ure	-|-|----||-⌫|--⌫--|
deu mimeenreuestit	--|---|-|-------|
burlefistca rnul bien ne	--|-|---|--⌫|--|---|-|
m etdeusen o blit	-⌫-|---|-|-⌫---|
lanuiz quiu intapr escantsa inzmartins dorm oit	-|---|--|-⌫--|---⌫-|---|--⌫--|------|----⌫--|
uitlac larteitdelci el	--|-|-⌫------|--|--⌫-|
ouerte udeus	-----||---|
quimut haitiementas ang elessexxx	--|--|---------|-|---⌫---|-|--|
dece kes ainzm artinssibien uestutl	-|-|-|-⌫---|-⌫-----|-|---|-----||
esgardeiz faisoitilc est	--------|------|-|-⌫--|
mantel moi donnat	-----|--|-----|
danz mar ti nsq uibatesmeancorreceu nat	---|---⌫--⌫-|-⌫-|------|----|----||-|
p enseiz i bone gent ace que	-⌫-----||---|---||-|--|
deus parlat	---|-----|
donei zliuostrealmonemutbi en	-----⌫|-|-----|-----|--|--⌫-|
la uos ren drat	-|--|---⌫---|
p ensseizasai ntmartin ki ihe sureu e stit	-⌫------||---⌫-|-----|-|---⌫-|---⌫-⌫---|
penseiz acel prodome	------||--|------|
dont nosuos a uons	---|--|--|-⌫---|
onkesnaiésnul poure	----||----|--|----|
nem endise n poruit	-|-⌫----|-⌫|-----|
s achiezquilesdespit ent	-⌫-----|--|--|------⌫--|
qu il o nt deu end espit	-|-|-⌫-|--|-|-⌫----|
u osuultdoneir	-⌫-|---|-----|
lauoirs ilen rend e iz	|----|-⌫||-|----⌫-⌫-|
la up lusgranzmesti er sene st lae ndonez	-||-⌫--|----|-----⌫--⌫|-|-⌫-|-|-⌫|----|
unke sseporbien	----⌫|-|--|---|
n o n n ulauoirn asemblez	-⌫-⌫|-⌫-|----||-------|
porbi enfa ire laiez	--|--⌫-|--⌫--||---|
qui a uoi rleuoleiz	--|-⌫---⌫|-|-----|
sen doit bonementcon s ireir	|-|---|-------|---⌫-⌫----|
pus c e streparson	---⌫|-⌫---|--|--|
bienneliuultdeusdoner	---|-|-|---|---|----|
ca rmutso uent suet l ommel iauoirs en combrer	--⌫|--|--⌫---|---||---|-⌫|-----|--⌫------|
plus deliureement	---|-----------|
uatkin atkep orteir	--|-||-|-|-⌫-----|
il e st det eile	-|-⌫-|-|-⌫---|
ge ntkiuol entiersdo nro ient	--⌫-|-|---⌫------|--⌫---⌫---|
loralmones as pouresuole ntiers	--|------|-|-----|----⌫-----|
lesaidroient	--|--------|
d ecedont ill esseue ntbesignios	-⌫|-|---|-|-⌫-|----⌫-|--------|
silpooie nt	|-|-----⌫-|
gr an z piti ezlesl enprent ca ntlor me ssaise	--⌫--⌫|----⌫-|--||-|----|--⌫-|--|--⌫-----|
estmie pour eskies tdeteil bon teit	--|--|----⌫-|-|--⌫|-|---|---⌫---|
biensertnost re s anior etb i en	---|---|----⌫-|-⌫----|-|-⌫-⌫-|
li atdoneit	-|-|-----|
kiappariliétatla boneuolente it	-|----------|-|-|---|-------⌫-|
neliuientnuzseruisesen g reit	-|-|----|--|-------|-|-⌫---|
nesedoit pasdefendre	-|-|---|--|-------|
k ildietlascoment	|-|---|--|-----|
p oroie moisalu e ir	-⌫----|--|----⌫-⌫-|
gene p uisnulbienfaireien	-|-|-⌫--|--|---|----|-||
ai rienkedoner	-|---|-|----|
kicedist tr ope stsimpl esnefa itmie	-|-|---|--⌫-|-⌫-|-----⌫-|-|--⌫-|--|
largementdoitd oneirkiass eizdauoirat	--------|---|-⌫----|-|---⌫--||----|-|
p our esestdoinst	-⌫---⌫-|--|-----|
solonccequ	-----|-|-|
boneuolenteit d oi nstq uiplus	---|--------|-⌫--⌫--|-⌫-|---|
et alsigrant meritecumcil	-|---|----|-----|--|--|
quidoneaurat	--|---|----|
mer uilh os echose estdelregnedeu	---⌫----⌫--⌫|----|--|--|----|--|
cantom lat n epue t	---|-||-|-⌫|---⌫|
om auoi r chosemelh or	-|----⌫|----|----⌫-|
al conquerren at rienplus uilhene	-|--------||-|---|---|----|-|
por unuefupa rmoins	--|-|--||--⌫|----|
conquier tom	--------⌫|-|
teilehonor	----|----|
ue f lachate omsicumuosaimos trét	--⌫||-----|-|-|--|--|-|---⌫----|
etkice lmimm esn	-|-|--⌫|----⌫-||
atporb on e	-|--|-⌫--⌫|
u olenteit	-⌫-------|
ma is li o m qui deuaten sonregnee nameit	--⌫-|-|-⌫|--|--|-|-|--|----|-⌫-----|
adesdoneetadespoiquide auoird onei t	---|---|-|---|--|----|----|-⌫----⌫|
legierementpo ei zsauoircommen tz aui ent	----------|--⌫--⌫|-----|------⌫||---⌫--|
carliserianzie s uki lu iaime	--|-|------|--⌫-⌫|-|--⌫|---|
etluicrient	-|--|-----|
de s amora gardeir totadeslisouient	-||---||------|--|---|-|------|
et tot adeso n or etd equantka	-|--|---|-⌫-⌫--⌫-|-⌫|-----||
luiati ent	--|---⌫--|
carlamur sdei e su	--||----⌫|-|-⌫-⌫-|
n eseitpoi n t duis erie	-⌫|---|---⌫-⌫||---⌫---|
oisouse ne	------|-|
potes tre toteestap arillie	--|--⌫--|---|--|--⌫------|
a des de bien afaireunkesnelentrob lie	-⌫--|-|---||----|----|-||------⌫--|
l entrelait	|--------|
deu nestmie	--||--|--|
senuzdistiaimedeu	-|--|---||---|--|
e tie uul hdeu a meir	-⌫|-|---⌫|--|-⌫---|
seuoir sest cequ	-|----⌫|--|-|-|
ildistil pert	-|---|-|---|
binalourer	--|||----|
etse la murs esturai en ese	-|-||-⌫---|--|----⌫|-⌫|-|
ca rmaintena nt	--⌫|--------⌫-|
soi suelt alouredemostrer	--|----|||---|--------|
porce nepuetestreunk es	--|-|-|---|----|---⌫-|
cil quideu aime uisus	--|--|--|---|----|
seruirio r	-----|--⌫|
etnuitests o nios	-|---|--|-⌫-⌫---|
ne s etraitmiearriere	-|-⌫|----|--|------|
un besini os	-|------⌫-|
b ienseit ke tro p gardeiz auorsest perillos	-⌫--|---|-|---⌫|------|----|--|-------|
unmotdis t l esc rituredont	-|--|---⌫||---⌫-----|---|
ilha tgrant dota nce	--|-⌫|----|----⌫--|
cedistqui lauoir atdel mundeet la	-|---|--||----|-|--|----|-|-|
sus t ance	---⌫-⌫---|
sonpourefrer eetne len	--|----|----⌫|-|-||-|
prentpi tance	----|--⌫----|
lamurdedeun at mieet	|---|-|--||-|--|-|
uainees ts acrean ce	----|--⌫|-⌫|-----⌫-|
ceste p aro lenulznela	----|-⌫---⌫-|---|-|-|
pu etcha ngier	--⌫-|---⌫----|
etgra nt p our	-|---⌫-|-⌫--|
enpuetau oirliuse rier	-|---|--⌫--|-|---⌫---|
et li aueirkenu l s	-|-|----|-|--⌫-⌫|
ne puetasazi ier	-|---|-----⌫--|
ettotcilqui l espoure s	-|--|--|--|-⌫-|-----⌫|
n unt cured adreci r	|--|---||------⌫|
kar s enzlamu rde deu ne se	--|-⌫--||---⌫|-|--|-|-|
puetnuzsalu er	---|--|----⌫-|
maisci lnel aimetgaire s	---|--⌫|-||----|-----⌫|
p oureotcrier	-⌫---|-|----|
etpietieznelen prent	-|------|-||-|----|
n e neluultregarde ir	-⌫|-||---|-------⌫-|
ets en z cons eillelaitet senz	-|-⌫--⌫|----⌫--|-|---|-|---|
aiue aleir	---|----|
maisse liomne d oi tnule r i en	---|-|-|-|-|-⌫--⌫|---|-⌫-⌫-|
couient aspourescantqu	------|-|-----|-----|
il atdepartir	-|-|-------|
nestnuzs i	|--|--|-⌫|
richeshom qui lopoistsoffr ir	-----|--|--|-|----|-----⌫-|
c arl ui etsamai nie	-⌫-|-⌫-|-|-|---⌫--|
couient agarir	------||----|
k efrontdontsamahniekeferontsoi	-⌫|----|---|-|-----|-|-----|--|
d onratilquan tquil a tpuis s i rontmendiant	-⌫----|-|----⌫--|-|-⌫|---||-⌫---|-------|
nesepuethomsalueirta n t	-|-|---|--|------|--⌫-⌫|
qu i lat painualhant	-|-⌫|-|---|------|
t ropauroi tcigrif	-⌫--|-----⌫|-|---|
choseet tro p asprecom mant	----|-|---⌫|----|---⌫---|
mais l asainte escri tured oi t omb ienen gar der	---|-⌫|-----|-----⌫---|-⌫--⌫|-|-⌫--|--⌫---⌫--|
n iat segra ntbiennom qui	||-|-|---⌫-|---|--|--|
losaur oit	-|----⌫--|
dous afa iresisuelent	---|---⌫---||------|
li maistre de mo strei r	-|------|--⌫--⌫-----⌫|
kiseuen t les comanz desco nsel zdeuisei r	-|-----⌫|--|-----|--|--⌫----⌫|-------⌫|
lescommanz	--|------|
dam rideuconuient toz	---⌫----|-------|--|
nen doit nulzembrisier qui	|-|---|---|--------|--|
sanrmeuultgar ir	|----|---|---⌫-|
nu zhomqui	--⌫|--|--|
lesdespit etnepue t adeu	--|------⌫-|-|---⌫||--|
maisloconsei lsil u ultpuet	---|-|------⌫||-|-⌫--|---|
laisie r u	------⌫||
cesuntco m mant	-|---|--⌫-⌫---|
cumdoit deue tson proe m eamer	|-|---|--|-⌫|--|----⌫-⌫|---|
etson pere etsame re tantqu	-|--|---|-|-|--⌫-|---|-|
iluithonoreir	-|--|-------|
quan tc om li a t meffait totdelcuer pa rdoner	----⌫-|-|-|-⌫|------|--|--|---|--⌫-----|
altrekenos nep oonsor	----|-|--|-|-⌫---|-|
cek a lcon seil	-||-⌫|---⌫---|
a tientuo suul orensen i er	-⌫----|--⌫|--|-|-----⌫-⌫-|
nului necommandom dequan tquil	----|-|------|-|-|----⌫--|-|
at laissier	-|-------|
mai s silfairelouult	---⌫||-|----|-|---|
om li puetcon s ilhi er	-|-|---|---⌫-⌫----⌫-|
laiste td eu seruet totsenznulenc ombr ier	----|-⌫|-⌫-|-----|--|---|--|---⌫----⌫--|
nulu inedefe ntho m quiln e pren det molhier	----⌫|-|----⌫-|--⌫|-|-|-⌫|----⌫--|------|
omnedefentnu lu iuin boiureet	-|-|-----|--⌫--⌫|--|-----|-|
char mangier	---|------|
maissilotlo	---||-|-|-|
c onse il sillouultotroier	-⌫----⌫-||-|-|---|------|
puisquilot roiétlat n elpuetdesotroi er	-----|-|--⌫-----||-|-⌫||---|--------⌫-|
dis tienemoipuis de	---⌫|-|-|--|---|-|
feme consire ir	---|-------⌫-|
siprend e une loialet	-|-----⌫|--|----|-|
b iense puet saluer	-⌫--|-|---|-----|
carli homnedoitmiela be s teresemble r	--|-|--|-|---|--|-|--⌫-⌫-|--------⌫|
bienne malnene	---|-|--|-|-|
conoistsa per	------|-|--|
s elihomdist ie	-⌫|-|--|---|-|
uu luinboiure	--⌫|--|-----|
etcharm an gie r	-|---|-⌫--⌫---⌫|
s enp re ndetde	|-|-⌫--⌫---|-|
pardeutantqu	--|--|---|-|
ilenatme stier	-|-|-|--⌫----|
delade ucrea turesedoitli	-|-|--⌫|----⌫---|-|---|-|
hom ai dier	--|--⌫---|
maiskem es sure entenietn e	---|-|-⌫--⌫---|-|-----|-⌫|
puet deuco rre cir	---|--|--⌫---⌫--|
bonsh omfut sainzgreg oires nuz	---|-⌫-|--|----|----⌫----|--|
mecroirenel doit	-------|-||---|
maisiuneir enqu areme	---|-----|-|--⌫----|
nesuniornepooit	--|-|--|-|----|
etpo rcecontredeunia nt neforfaisoit	-|--⌫|-|-----|--|---⌫-|-|---------|
car qui miezne	--|--|---|-|
puetfa ire nefait rien	---|--⌫--|-|---|---|
contredroit	-----|----|
kinepuete stre	-|-|---|-⌫---|
moinesnechasc on i oriuneir	-----|-|-----⌫-|-⌫-|-----|
kin e se puetanzior	-|-⌫|-|---|--|--|
chas cunenuitleueir	----⌫---|---|-----|
se ntrepre nd et tei lfaisqu iltres	|-⌫-------⌫--⌫-|---⌫|---|-|-|---|
bien pui st porter	---|---⌫-|-----|
deu s rienneli	---⌫|---|-|-|
comandetkil	-------||-|
nepuistendurer	-|----|------|
n edoitnuz quantkil at asp ouresd epartir	-⌫|---|--|-----|-|-|-|-⌫----|-⌫------|
sesafem me	-|-|---⌫-|
nel uult e t soienf antsofr ir	-||---|-⌫|--|---⌫--|----⌫-|
silaltrementlofait	|-|--------|-|---|
ne puetadeupla isir	-|---||--|---⌫---|
carsil totdone enuoie	--||-|--|---|-|---|
n e sauront	-⌫|------|
dont garir	---|----|
deusmim esdecuiuinenttotboncommandemen t	---|---⌫-|-|--|-----|--|--|-----------⌫|
miedoneiz de quantca	--|-----|-|-----||
mai sfaitesuos almonesde ce quiluos	---⌫|-----|--|------|-|-|-|-|--|
t otdones etu	-⌫-|---|-⌫|-|
uusuiureparfitement	--|----|----------|
sipoeizbienueoir kepasn est	-|----|---|----|-|--||--|
co mmandeit	--⌫-------|
c e k edeusabando nelommeasauolent eit	-⌫|-⌫|---|------⌫-||---||-|------⌫--|
kitot do n ent par	-|--|--⌫-⌫--|--|
bie nseruntloweit	---⌫|-----|-----|
maisk i fairenel uul en tneseront	---|-⌫|----|-||---⌫--⌫|-|-----|
pasdampn ét	--|-----⌫--|
e tsainzaugustins	-⌫|----|--------|
distquiuult desheriter	---|--|---|---------|
sesenfanzet por d eu	--|-----|-|--|-⌫-|
u ult lo r auoirdoneir	-⌫--|--⌫|----|-----|
una ltrequ augustinuois tquerreetd emandeir	-|-⌫---|-|-------|----⌫|-----|-|-⌫-------|
iln auoitsoing d almone dontloir	-||----|----||-----|---||--|
ueis tplorer	----⌫|-----|
kisouse st e t quin	-|---|-⌫-|-⌫|--||
atne femme nesiwant	-|-|----|-|-----|
uquil uultpuetd o neirq a ntk eilat u a lha nt	|-|-|---|---|-⌫-⌫---|-⌫-⌫---⌫|-|-|-⌫-⌫---⌫-|
