#MET A#T e xt URI	----⌫-|-⌫-⌫--⌫--|
#M ETA #DEAFhtt p//ww w.d e a f-page.d e/bibl /b ib99m.php# Meraugis F	--⌫---⌫|---|---⌫-----⌫---⌫-⌫-⌫--------⌫------⌫--⌫----------⌫--------⌫|
#META#ARLIMAhttps// www.arl ima.net/qt/raoul_de_houd enc .h tmll#mer	-----|-----|-------⌫-------⌫------------------------⌫---⌫--⌫-------|
#META#Auth orRaoul	-----|----⌫-|----|
de Houdenc	-|------|
Les drecenta s m urs siass aillent.	--|------|-⌫|-⌫--|-|---⌫-------|
furent dedenz sail lent	-----|-----|----⌫---|
Enc ontrequ ihardiement	---⌫----|--⌫|---------|
Lesreç o iuentetmoutsouent	--|----⌫-⌫----|-|---|-----|
Issen t co n treusforsdo uc hastel	-----⌫|--⌫-⌫-|--|---|--⌫|-⌫-----|
Siquil lorp ortentlecembel	-|-|-|--|-⌫-----|-|-----|
le io riusqu esestentes.	-|--⌫|-----⌫-|-|------|
Cildelostqui ont lor	--|-||--|--|--|--|
folio1 22a	------⌫--|
Ae us mauferelesen con trent	|-⌫-|------|--|--⌫---⌫----|
Si mor t eument	-|---⌫-⌫-----|
qu il sentrafrontent	-|-||------------|
Etse ntrocïent	-||-⌫---------|
et mehaignent.	-|----------|
. I.iorperdent autre	-⌫-|--|------|----|
ga aignent	--⌫------|
Cildou chaste lquigrant	--|--|------⌫|--|----|
ontl epo rt	--|-⌫|--⌫-|
D esnes q uiuontet quireuien ent	-⌫-|--|-⌫-|---|-|--|------⌫--|
Quegenzetuïandesloruienen t .	--|---|-|-------|--|------⌫-⌫|
Ei ns iassai llente tdesf e ndent.	--⌫--⌫|-----⌫----|-⌫|----⌫-⌫-----|
Cil ont assez ouil enten dent.	--|--|----|-|-|-----⌫----|
EtMerau gisque deuint il	-|-----⌫--|--|-----|-|
Ei nsi com lamatir e c onte.	--⌫--|--|-|-----⌫|-⌫----|
Raousquiromancel e co nte	----|--|------|-⌫|--⌫--|
True uequ on quesnenremua	----⌫-|-|--⌫---||-|----|
De carolerain zcarola	-|------|---⌫|-----|
.X.semaines t antquilauint	--|-------|-⌫--|-|-|----|
Quuns au trecheualiersreui nt	-|--|--⌫--|---------|----⌫-|
Quientraenzparaue n ture.	--|----|--|--|---⌫-⌫----|
Lichasteausertde	-|--------|--|-|
te lnature	--⌫|-----|
Que toz ior zeniau oit.I.	--|--|---⌫|-||--⌫--|--|
Iluequessoblioitchascun	-------||------|------|
Tant que uns autrei	---|--|--|----||
re uenoit.	--⌫------|
Licheualierschante	-|---------|-----|
ore ndr oit	---⌫---⌫--|
PitMer augis	--|---⌫----|
uintaud estri er	---|-|-⌫-----⌫-|
Quionques puisnot de	--|-----|---||-|-|
Ta lent qu	--⌫---|-|
il entr a en la porte.	-|----⌫|-|-|-----|
Lors mont eetl ic heuau sl enporte	---|----⌫|-|-⌫|-⌫-----⌫||-|----|
Fo rs dou chast elet	--⌫-|--|-----⌫-|-|
Laforssiu it letrefte ndu	-|---|-|-⌫-|-|---|--⌫--|
Deuant laportedont	-----|-|----|---|
Moutg ra ntmerueille.Sempresot	---|-⌫--⌫-|---------|------|-|
Lerossignolc ha n teretuoi t	-|--------|-⌫--⌫-⌫--|-|---⌫|
Lerbeuertdontlaflorestoit	|---|---|---|-|---|-----|
Fres cheteetliboisfu fl oriz.	----⌫----|-|-|---|-|--⌫----|
Mer au gisq ui fu esba hiz	---⌫--⌫--|-⌫-|-|----⌫--|
etdit Deus	-|--|---|
dontuiengié	---|---|---|
Suienchantez	--|--------|
ouai songié	-|-|------|
NesaiparfoiMes	-|--|--|--|--|
i oi mer ueilles	|-|---⌫------|
Qua nti oi chan t e ramesoreilles	---⌫-||-|----⌫-⌫-⌫||--|-------|
Ler ossig nolocioc i	-|-⌫-----⌫--|--|--⌫|
Etor end r o itque ie	-|--⌫---⌫-⌫-⌫-|--|-|
Firentles n ois	-----|--|-⌫--|
pa rces t païs	--⌫|---⌫|----|
Pl ainpiéd	--⌫--|---||
espésor m estauis	-----|-||--|---|
Dourossignolquei oich a nter	--|--------|--||-|--⌫-⌫---|
Quillef etpor	-|-|-|-⌫-|--|
moi en chan te r .-	--|--⌫----⌫--⌫-⌫||
Nonfet- Si fetque quenus	--|--||-|--|--|--|--|
liapo r te	-|---⌫-⌫-|
chantsitostc enauint onques.	----|-|---|-⌫||----|------|
nechanteroitildon ques	-|---------|-|---⌫---|
Nestil estez -	|--|-|----||
Non ilp ar foi-	--|-|-⌫-|--||
Q u e donc	-⌫-⌫|---|
L erb esiuertcom	|---⌫|-|---|--|
en e st é. -	-|-⌫--⌫--||
Non est lanoif a ciesté	--|--|-|---||-|----|
uip a rtotquesu iui.-	-|-⌫-⌫|--|--|--⌫---||
Par foiapoiqueienedi	--|--||--|--|-|-|-|
ce nesui iemie. -	-|-|--|-|---||
Sisui - Donc nequieriem amie	-|--||---|-|----|-||---|
Nesuiie Mer augis-Oïl	-|--|-|---⌫----||---|
Cesui ie. -Mesnes ui	-|--|--||--|-|-⌫-|
Qu iorainzuitles	--⌫|-----|--|--|
Ce suiie qu iencestiordu i	-|--|-|--⌫|-|---|--||-⌫|
-Non fi sce	|--|--⌫|-|
ne puetest re	-|---|---⌫-|
Q uaprésles nois	-⌫|-----|--|---|
pe üst ci nest re	--⌫---|-|----⌫-|
Lerbesi tostpor nul pooir .	|---|-|---|--|--|-----⌫|
Ce q ueie duiorainzueoir	-|-⌫-|-|--|-----|----|
Fuf ant os me.-	-|-⌫---⌫--⌫--||
Nonf u par	--|-⌫|--|
Mes cestf an tos me queie	--||--|-⌫--⌫---⌫-|--|-|
Cariesaiqu	--|-|--|-|
iln amie.I.mois	-|||--|--|---|
QueNoël fusier tainçois	--|----|-|-|--⌫|-------|
Auril quelirossignous	----|--|-|---------|
Ien aipasdot equi lm	-||-|--|---⌫|-|-⌫||
Parmon chiefiecroi	--|--|----|-|---|
mieuzencore	----|-----|
Liuerdorainz que lesté d	|---||-----|--||----||
noiset saisanz dot e	---|-|--|---|---⌫|
Que p arlesnoistingiela rote	--|-⌫-|--|---|---|-|-|---|
Doucheu al ierqueie	--|----⌫--⌫--|--|-|
Or leuo udroie	-|-|--⌫-----|
Trouer Iame snel trouerai	-----|-|--⌫|--|-------|
Quel pa rtuet	---|--⌫-|--|
I ln est pas	-⌫||--|--|
l oing Lo rsuetau	-⌫---|--⌫-|--|-|
Deplain esl é sno npas soëf	-|----|---⌫--⌫|--⌫|--|----|
Se fiertdedenzm	-|----|------|
mes iln iuoit	--|-|||---|
charpas n ie stoit	---|--|||-⌫----|
LOutredotez . -Ouestoitil-	|----------⌫||-|-----|-||
Orainz s en	-----||-|
parti comecil	----|---|--|
Quiert anui iezde guetier	--|--|----⌫--|-|------|
A utrefet esta lez cerchier	-⌫|---|-|--|-⌫--|-------|
El boissauoir siltroueroit	-|---|-----||-|--------|
Mesleeque moutdesirr oit	-----|--|---|------⌫--|
Etmo u t estliezquantpuetmal	-|--⌫-⌫|--|---|----|---|--|
M esouquila u ttozi orzrepere	-⌫-|-|-|-|-⌫-⌫|--|-⌫--|-----|
folio 1 22c	-----⌫-⌫--|
Aupaueillonsempresuend ra.	-|--------|------|----⌫--|
Meraugis quant il netrou a	-------|----|-|-|----⌫|
Nul home e l trefs en	--|---|-⌫|---||-|
es t p a rtiz.	--⌫|-⌫-⌫----|
Tozdesuezettozes ba h iz	--|-----|-|--|--⌫--⌫-⌫-|
Sen uet poign anttoteune uoie	|-|--|-----⌫--|---|--|---|
Sicomlaragelec o nuoie	-|--|-|---|-|-⌫-⌫----|
Sa tantcoru que iltroua	||---|---|--|-|----|
.I. carr eforla sarresta	--|----⌫---|-||------|
.II II.homes qui bois soient	---⌫--|----|--|----⌫-----|
U nec roizetmoutsehast oient	-⌫-|-⌫---|-|---|-|----⌫----|
De boissier l apu isl	-|-------|-⌫|--⌫-||
ont dre ciee.	--|---⌫----|
Cildi tqui uoitlacroiz	--|--⌫|--|---|-|----|
DeusqueuoiieOuai est e ́ -	---|--|--|-|-|-|---⌫-⌫||
OuElchastel ouiai	-|-|------|-||-|
Ala trescheli ros signo us	|-|------|-|---⌫-----⌫-|
Me diso it uoir i	-|----⌫-|---||
est o ief ous	---⌫-⌫-|-⌫--|
son chantlemescreoie.	--|----|-|---------|
IeuoiPasques	-|--|------|
etquediroie	-|--|-----|
a l idëa blesdenfe r	|-⌫|----⌫---||----⌫|
Enpoidetensgeté d	-|--|-|---|----||
Lorsse dement eet	---|-|------⌫|-|
p laintsamie	-⌫----||---|
Etdit Ien eme mer u ei lmie	-|--|-|-⌫|-|---⌫-⌫--⌫|--|
Do uce amie seie u os a i	--⌫--|---|-|-|-⌫-|-⌫|
Perduecar ie uos lessai	-----|--|-|--|-----|
Comefoussisai	---|---|-|--|
biens anzfaille	---|-⌫--|-----|
Qu antuosueïstes	--⌫--|--|-------|
labataille	-|-------|
Que uosic uidastesma	--|--||-⌫-------|-|
Orniuo i gié mes nul co nfort	-|||--⌫|---|--|--|--⌫----|
Enuo st r ouertrop a ilo nctens	-|--⌫|-⌫-⌫---|---|-⌫|--⌫-|---|
CaroléEinsi fors	------|----|---|
Senpartd iluec	|-|---||----|
m esteldueil	-⌫-|--|----|
Pre squilnenra ge.Tantala	---⌫|-|-||----⌫--|---|--|
Q uil encontra en une	-⌫|-|-------|-|--|
LOutredoté quinedemande	|---------|--|-|------|
Del uise l a	-|-⌫-|-|-⌫|
mesleenon.	-----|---|
DeMer augi s	-|---⌫----⌫|
co n utlenon	--⌫-⌫-|-|--|
T antost com	-⌫-----|--|
il ui tsonescu	-|--⌫|--|---|
Car Laquisquan tillotuaincu	--|-----|----⌫|-||-|-----|
Lideuis aqueus i les to it.	-|-----⌫|----|-⌫|--⌫--⌫--|
Sitostcom Meraugisr euoit	-|---|--|-------|-⌫----|
Lerogecscu au serpentnoir	-|---|---|-|------|---|
Iene quierplussauoir	-|-|----|---|-----|
Ie uoilaceluiqui La quis	-|--|-|----|--|--⌫---|
iert pr is	---|--⌫-|
Ien en prendroie mie	-||-|--------|--|
Concorde.A lencontrericrie	--------|||--------||---|
fol io122d	---⌫-----|
Cuuerzassezaue z	-----|----|---⌫|
uo irequantie t aienc ontré	--⌫--|----|-||-|---⌫-----|
Iani ras pluscestsa nz	-||-⌫--|---||--|--⌫-|
Ainz taura i	---||----⌫|
mort . Quantie tai ci	----⌫|----|-||-|-|
Trouéiaplusne	-----|-|---|-|
tequerrai.	-|-------|
DitMeraugi sI a	--|-------⌫|-⌫|
Douq uel que soit m or irlorguei l.	--|-⌫--|--|---|-⌫--⌫-||------⌫-|
Tu demandesce	-|-------|-|
que ieuueil	--|-|----|
Labatailleestmoutb ie nseant.	-|-------|--|---|-⌫--⌫|-----|
Seleteplestie lauueil	|--|-|----|-|-|----|
Quo nqu esder iens si l iez	-|-⌫---⌫-|-|-⌫---|-|-⌫--|
LOutredotez respontIesui	|---------|------|-|--|
Plusliezquon ques nefuinul lieu.	---|---|-|--⌫---|-|--|--|----|
Iaconcorde ceueua Dieu	-|-------|-|--||---|
N iert i a p or chosequiaui e gne	|---|-⌫|-⌫-|----|--|---⌫-⌫--|
C arilmesttart	-⌫-|-||--|---|
queietetiegne.	--|-|-|------|
Lors niot p lusle pa rler les sent	---|||-|-⌫--|-|--⌫---|---⌫---|
Lor cheuaushurtent sis es le sse nt	--|------|------|-||--⌫--⌫---⌫-|
Fierethardi	---|-|----|
plusq uel iepar z.	---|-⌫-|-⌫-----⌫-|
D e sfers deslances etdes darz	-⌫-⌫|---|--|-----|-|--|---|
Se ntrefierents i que	|-⌫----------|-⌫|--|
Escuz croissirlihaubercsont	----|-------|-|------|---|
Parforce rotsique	--|----|--|-|--|
Bo iuentesp iztrestozenuers	--⌫----|-|-⌫-|------|-----|
Sentre portent li duiuassa l.	|-----⌫------|-|--|-----⌫-|
cheïrentlicheu al	--------|-|----⌫-|
Sen fuïrent	|-|-------|
plusto stq ue	---|--⌫-|-⌫-|
Cilqui remestrentenlapoudre	--|--|---------|-|-|-----|
Sont mout ble ci é.	---|---|---⌫--⌫--|
L Outredotez	|---------|
lesdestrescostez	--|------|-----|
Feruz aucheoir enlerbu.	----|-|-----|-||----|
Bi enenga rra.M erau gisfu	--⌫-|-|--⌫---|-⌫----⌫--|-|
pizsoz lamamele	--|--|-|-----|
par fon tquelalemele	---⌫---⌫|--||------|
Douglaiueen seig na parderriere	--|-----|-|----⌫-|--|-------|
De lui. Nesai	-|---|-|--|
en quel man ier e	-|---|---⌫---⌫|
IIengarissetrops eroit	-|-|------|---|-⌫----|
Forza ga rir mesorendro it	---||--⌫--|--|-------⌫-|
Nelesentilne	-|-|---|-|-|
Necistnecilpormalquil ait	-|---|-|--|--|--|-|-|--|
Ne sesmaiente npiezreu ienen t.	-||-------|-⌫|---|---⌫-----⌫-|
Lesescuzquimoutl or auienent	--|----|--|---|-⌫-|-------|
Metentauantespeestretes	-----|----|-----|-----|
Se ntreuontet gieten t ret retes	|-⌫-------|-|------⌫|---⌫----|
Sormonteese tentre deus	---------|-⌫|-----⌫---|
Que nusnepe üstentreus.I I.	--|--|-|--⌫---|---|--|--⌫-|
ue oi r for slesespe e snues	--⌫--⌫|---⌫|--|----⌫-⌫|---|
Ouiuont etuienent	--|---|-|------|
uer slesnues	---⌫|--|---|
E t mout son t cl eres	-⌫|---|---⌫|--⌫---|
et tre nchanz.	-|---⌫------|
fierent un s cous sigran z	------|--⌫|---|-|----⌫|
Quet r est o z asprem erai ns	--|-⌫-⌫---⌫-⌫|-|----⌫----⌫-|
Font d esheaumescroissirles clous	---|-⌫-|------|-------|--|----|
Siqu ildescer c lente tpeçoient.	-|-|-|------⌫-⌫---|-⌫|---------|
Lihaubere que	-|------|--|
porforztenoi ent	--|---|-----⌫--|
Neual entrientuit	-|---⌫--|---|---|
s o ntdesrot .	-⌫-⌫-|------⌫|
Asespeesqui trenchent tot	-|-----|--|--------|--|
testeslesanc saillir.	-----|-|---|-------|
aco upsan z rie n sfaillir	|--⌫-|---⌫|---⌫-⌫|------|
Sent r euienen t	|---⌫-⌫-------⌫|
si aïr é	-|----⌫-|
Tumas feruietefer r e ́	-||-|---|-|-|---⌫-⌫-⌫|
Ne saili qu euslefist	-|--|-|--⌫--|-|---|
Mesa inzquefau sist l iass auz	--|-⌫--|--|---⌫---|-⌫|---⌫--|
Qui prem erains fucomenc iez	--|----⌫-----|-|------⌫--|
Ot d isp l a ie s limai nsbleciez	-|-⌫-|-⌫-⌫-⌫--⌫|-|---⌫-|------|
Dont uns autrefust affo le z .	---|--|----|---|----⌫--⌫-⌫|
s estnus re p osez	|--|--|--⌫-⌫---|
Nil nefontpasgra ntdemoree.	|-|-|---|--|---⌫-|-------|
Sempres reuontalameslee	------|-----||-|-----|
Re co mencentdechautench aut	--⌫--⌫------|-|----|-|--⌫--|
Ladedui ent	-|-----⌫--|
autierzassaut	-|----|-----|
Sen tr esontmou tentrempirié.	|--⌫--⌫----|---⌫|------------|
Partan t esfoizsontreperié	--|---⌫-⌫-|---|---|-------|
A lamesleeque	|-|-----|--|
Pre ̀sdel a mortme siln io nt	---⌫-|-|-⌫|---|--⌫|-|||-⌫-|
Ass ez ainçoisenuuele nt	---⌫-|-------|-|-----⌫-|
lOu tr e dotezMar	|--⌫--⌫-⌫----|--|
Bataille tue s la	-------|-|-⌫|-|
Qui onquesfustia m esnuli or	--|-----|---|-|-⌫-|--|-⌫-|
Par.II .homestelnes era .	--|---⌫|----|--|-|-⌫---⌫|
DitMeraugis quilesco u ta	--|-------|--||----⌫-⌫-|
marf us - Queleestper d ue.	--|-⌫-||-|--|--|---⌫-⌫--|
Ia parnosn	-|--|--||
iertauant seüe.	---|----|-----|
Porquoi -Ie	--|---||-|
co noisbien etuoi	--⌫---|---|-|--|
m a socisetie toi.	|-⌫|---|-|-|---|
Siest domage s	-|--|------⌫|
Liplush ardiz qui onque smes	-|---|-⌫----|--|-----⌫|--|
Mencontras t.S en aienc ontrez	|---------⌫-||-|-|---⌫-----|
Assezm esnesaipas cont ez	----|-⌫-|--|-|--|----⌫-|
Et mouten aiet morz e t	-|---|-|-|-|---|-⌫|
Mes sortozie tendoing	--|--|--|-||-|----|
Car t ues liplusmerueilleus.	--|-⌫|-|-|---|-----------|
Neten faipasplusorgueilleus	-||-|--|--|---|----------|
Seietepris ia porcestlos	-|-|-|---|-|--|---|--|
Ne teche rrasome	-|-|---⌫--|---|
Que tu nemuire ssanzre spit.	--|-|-|-----⌫|---|--⌫----|
Auoifet Meraugisqui di t	---|--|-------|--|--⌫|
Bien sai quemautalenz eti re	---|--|--|--------|-|-⌫-|
Tefetces teparoledire.	-|--|---⌫-|-----|----|
Ce rtesbienc ro i	--⌫---|---|-⌫--⌫|
queiemorrai	--|-|-----|
Mesi atantc omeie durrai	--|-⌫|---|-⌫--|-|-----|
tendras porre c reant.	------|--|--⌫-⌫-----|
Dece quetum eprise s	-|-|--|-|-⌫|-----⌫|
on oretie pris toi	--⌫-|-|-|---|--|
Plusnilniert pa s teldueil	---||-||---|--⌫|--|----|
Com e d etoiseie m uir	---⌫|-⌫|--|-|-|-⌫--|
Cari enesuide	--|-⌫|-|--|-|
Me s tues liplusrenomez.	--⌫|-|-|-|---|-------|
Soldounond ont tues	--|--|--|-⌫--|-|-|
Pue tlenmo ut g rantpa orauoir	---⌫||-|--⌫-|-⌫---|--⌫-|----|
Cartesnonsfeta tozsauoir	--|--|---|--||--|-----|
tedoit outr edoter .	-|---|----⌫------⌫|
Cenefe tpas a	-|-|--⌫|--||
Quemainzcheualier snete dot	--|----|---------⌫|-|-|--|
Etie meïsmes	-|-|-------|
Plusquo nque smesn e	---|-|-⌫----⌫|--|-⌫|
dotai home.	----|----|
Ces t li non s quiplus	|--⌫|-|---⌫|--|---|
dro its e nome	---⌫-|-⌫|---|
tuens.Mess eci estoit	-----|--|-⌫|-|-----|
Lirois Artusi l neporroit	-|---|----|-⌫|-|------|
Nosacordernemetrepes.	--|------|-|----|---|
Iaia Laquis de La m pagrés	|-||-----|-|--⌫-⌫------|
Promis lamaindont	-----|-|---|---|
Son oeil.Outula me	--|----|-|-|-|-|
Lamain ouieler ailauie.	-|---|-|-|---⌫-|-|---|
Est cecedont tu asenuie	--|-|-|---|-|-|----|
M er augi s-Oïl-Tu	-⌫--⌫----⌫||---||-|
ma inpren draslescous	--⌫-|----⌫---|--|---|
morra s.Tro p auon c i	-----⌫-|---⌫|---|-⌫|
Est é enpesiet erenui	---⌫-|-|--|-|-⌫|----|
Augieuoun osmetr onch a scu n	-|---|-|-⌫-|----⌫-|--⌫-⌫---⌫|
Tot contretot totie rtaun.	--|-----|--|--|--⌫-||--|
plusen es lepas	---|--⌫--⌫----|
Espeestre tes	-----|---⌫--|
a granz pas	|----|--|
Sen treuie nentmesiln efierent	|--⌫------⌫---|--|-|-⌫|------|
Fors esplaiesqui	---|-|-----|--|
es corsi erent	-|---|-⌫----|
Q u e lihaubercsontdes ma illié	-⌫-⌫|-|------|---|---⌫--⌫-----|
Tant ontdesus	---|--|----|
lesc orsmaillié	--|-⌫--|-------|
Des esp ees quiuont	--|---⌫--|--|---|
et uienent.	-|-------|
Meru eilleestcom l esamestienent	----⌫----|--|--|-⌫-|---|------|
Escorsquelesnesaillent	-|---|-|---|-|-------|
Quilnianu lqui	-|-||||--⌫|--|
na itelc or s	|-⌫-|-|-⌫--⌫|
folio12 3c	-------⌫-|
.X.pl aiespar	--|--⌫---|--|
Porroituneamesa nzdemor	------|--|--|--⌫-|----|
Issirsenles el estendues.	----||-|--|--⌫-|-------|
Moutsesontl esa mes	---|-|---|-⌫-|-⌫--|
Ettant se tienent que desans	-|---|-|------|--|-|---|
Lessent ta ntquilpe rde ntle	------|--⌫-|-|-|--⌫---⌫-|-|
E t lorforce que li plus forz	-⌫|--|----|--|-|---|---|
Na tantp ooirpor	||---|-⌫---|--|
Qu ilpuis ses esp eetenir	-|-|----⌫-||---⌫-|----|
N onpastan tde scusost enir	-⌫-|--|---⌫||-⌫--|----⌫---|
ainzles ont lessiez.	---|--|--|-------|
Desbr azse	--|--⌫-|-|
sontentrembraciez	---|------------|
te stesilu eques	--⌫---|---⌫----|
Entrapoii é q uerien sne font	---------⌫-|-⌫-|----⌫|-|---|
R ien sne dïen t	-⌫---⌫|-|-----⌫|
Celui d es	----|-⌫-|
. II. qui .I.est a	-⌫--|--|--|---⌫|
Fe ïstparsoi quil	--⌫---|--|--|-|-|
n eporroit	-⌫|------|
Quesecis tn est oit cilcherr oit.	--|-|---⌫||---⌫--|--|-----⌫---|
Eins iontunepi e c eesté	----⌫|--|--|--⌫-⌫-⌫|----|
lOutre dot é	|-----⌫---⌫-|
Mo rut s ichieent ambedui	--⌫--|-⌫|------|------|
Mera ugi s sus et cilsozlui	----⌫---⌫|--|-|--|--|--|
na pooir defere plus.	||----|-|---|----|
Unpois escrie auche oirius	-|--||-----|-|---⌫--|--|
Merau gisq ui encorn estmie	-----⌫--|-⌫-|----||--|--|
Morzlors limenbre	---|---|-|-----|
m ainqu eilpromist	-⌫--|--⌫|-|------|
ALaq uis. Enc el porpens	|---⌫---|-|-⌫-|------|
Force et uigorsi sest dreciez	----|-|----|-||--|------|
Par for ceettantsest esfo rciez	--|---⌫-|-|---||--|----⌫----|
Qu ila prisu neespee et uoit	-|-||---|-⌫-|----|-|---|
LOutredotéquisegi soit	|---------|--|-|--⌫---|
Totenuer sles paumes	--|-----⌫|--|-----|
Meraugisdreceuerslesnues	-------|----|---|--|---|
etfiert desuslep o ing	-|----|----|-|-⌫-⌫--|
Cont reterre .II.piezenloing	----⌫-|----|---|---|-|----|
uole lamainetillaprent .	---|-|---|-|-|-|-----⌫|
latienttoterraum ent	-|----|--|------⌫--|
Sospir eencels ospir quil fe t	------⌫|-|--|-⌫----|-|-|--⌫|
Li faut laforceet il senuet	-|---|-|----|-|-||-|--|
l a landetoz	-⌫|----|--|
Desusson piztint	----|--|--|---|
entrauer s	-|------⌫|
As .II.braz lam ainembraci ee	-|---|---|-|-⌫--|-------⌫-|
Aucheualie rella laciee	-|--------⌫|-|||-----|
Cont re son	----⌫-|--|
t el pooir	-⌫-|----|
Qu eb ienpertquill aueut	--⌫|-⌫--|---|-|-|-⌫|---|
Einsienmilande	----|-|-|----|
L icheu alieret t ant ifuren t	-⌫|----⌫----|-|-⌫--||-----⌫|
Quepariluecuintune rote	--|--|----|---|--|---|
Decheualiers.Laestoi t	-|----------|-|-----⌫|
Lafor ce Meliant	-|---⌫-|------|
.I.cheualier s preuz e thar diz	--|---------⌫|----|-⌫|---⌫--|
L escond uitsero rgesestoit	-⌫-|----⌫--|----⌫---|-----|
Belchisle Loisquil iauoit	------|-|---|--|-⌫|----|
Mande ́ qu aPasque s	-----⌫|-||------⌫|
fustalui .	---||---⌫|
Cil q uinell esse	--|-⌫-|--|-⌫---|
Iuientensemble	|----|-------|
oluiueno it	|--|----⌫-|
Espinogre ́s sesniesquidoi t	---------⌫-|--|---|--|---⌫|
Lido in e prend reet estr eroi s.	----⌫--⌫|-----⌫-|-|----⌫|---⌫-|
uaslezse raainçois	-----|--⌫-|-------|
Cheualie rs quelenla	--------⌫-|--||-|-|
l idoigne .	-⌫|------⌫|
APent ecoste sanz	|----⌫-----|---|
Seracheualiers	---|---------|
a M onhau t.	|-⌫-----⌫-|
Tantonte rréqu e n mile gaut	---|--|-⌫---|-|-⌫|-|-|---|
