Carleslireisnos tre	-----|-|---|---⌫--|
C arles ads aba tailleuencue	-⌫----|-|-⌫|--⌫-----|-----|
Sarraguce ad la porte abat u e	--------|-|-|----|----⌫-⌫|
benqueellen	--|--|---||
estmaisdefendue	--|---|-------|
Prent lacitetsagenti	----|-|----|-|---||
Parpoe ̈s t etice lenoit	--|---⌫--⌫-⌫-|---⌫-|---|
F iers e stlir eis a	-⌫---|-⌫-|-|-⌫--||
Bramidonielestursl iadrendues	---------|--|---|-⌫|-|------|
Les dissuntgrandes	--|--|---|------|
lescinqua ntem en ues	--|------⌫--|-⌫--⌫--|
Mul t be nespleitetqui	---⌫|--⌫|--------|--|
Damnesdeusaiue t	---------|----⌫|
P assetli iu rz	-⌫----|-|--⌫-|
lanoit estaserie	-|---|--|-----|
Clers est lalunee	----|--|-|---||
les estei lesf lamb ient	--|-----⌫--|-⌫----⌫---|
Li emperere ad	-|-------|-|
Sarra gu ceprise	-----⌫--⌫-|----|
Franceisfunt b enc er cer lauile	-------|---|-⌫-|-⌫--⌫--|-|---|
Les sinagog es e lesmahumeriesA	--|-------⌫-||--|---------||
m ailz def er eacui gne es	-⌫---|-|-⌫-|||---⌫---⌫-|
quil tindrent	-|-|-------|
Fr uissent lesy magen esetrestutesles ydelesNirem eindrat	--⌫------|--|-⌫-----⌫-||--------|--|-----|||---⌫------|
nes orznefalserie	-|-⌫--|-|-------|
Lireiscrei ten	-|---|----⌫|-|
D e uf aireu oeltsuns eru i seEsieue squele seues	-⌫-⌫|-⌫---|-⌫---|--|-⌫---⌫-⌫-||-|---⌫---|--⌫|---|
beneïsse nt	---------⌫-|
Meinentp aienentesqu	------|-⌫---|------|
albap ti steri eSor iad	-|---⌫--⌫-----⌫||-||-|
Carlecuntred ie	----|-------⌫-|
Ille faitpen dre	-|-|---|---⌫--|
oa rdeirou ocire	|-⌫----|-|----|
Ba ptizet suntasezplusde.C. milie	--⌫-----|---|---|---|-|--|----|
ueir ch restïen nemais sulla	---|--⌫-------|-|---|--|-|
Francedulceiertmene e	-----|----|---|----⌫|
caitiueÇo uoelt	------|--|----|
li reisparamurcunue rtisset	-|---|--|---|-----⌫------|
P asse t lanoit siape rtle clerior	-⌫----⌫|-|---|-|---⌫-|-|---|--|
Carles guarnistl esturs	-----|-------|-⌫-|---|
Mil cheual ers	--|------⌫--|
p uigneürs	-⌫--------|
Gu ardent lauile	--⌫-----|-|---|
aoeslempereor	|--||-------|
M untet lireisesihum etres tuz E	-⌫----|-|---||-|---⌫|----⌫--||
Bramido niequ ilmeineten sa prisun	-------⌫--|-|-|-----|-|-|-----|
Mais n adtal e ntquelifacetse	---||-|---⌫-⌫-|--|-|----|-|
Repa irezsunt	----⌫---|---|
aioieea baldur	|---|||-----|
Nerbone pa rforcee paruigu r	------|--⌫|----||--|----⌫|
Bu rdeles la citetde	--⌫-----|-|----|-|
Desurla lt e rseint	----||-⌫--⌫-⌫|----|
Metloliphanpl eindor edemanguns	--||------|--⌫--||-||-|------|
Li pe lerin	-|--⌫----|
leu ei entkil a	-|-⌫--⌫--|-|-⌫|
G irund e amult	-⌫-----⌫||---|
granznef s	----|---⌫|
E ntre squa	-⌫----⌫--||
Blaiue adcunduitsunneuold	-----|-|------|--|-----|
Oliuersunn obiliecumpai gn un E	-----|--|-⌫-----|------⌫--⌫-||
larce u esqueki fut sages	|----⌫-⌫----|-|--|----|
Enblancssarcou s	-|-----|------⌫|
fait metrelesseignursA	---|----|--|-------||
Rom ain la gi sent l i b aro n	---⌫--|-|--⌫---|-⌫|-⌫---⌫|
Francsl escumand enta	-----|-⌫-|------⌫--||
C a rlesceualc he t elesuals	-⌫-⌫---|------⌫--⌫||--|---|
En tresqua	--⌫-----||
Ais neuoltprendresuiurn	--|-|---|------|-----|
Tantcheualch atquildescental perrun	---|--------⌫-|-|-|------|-|-----|
Cumeiles tensun paleishalçur	---|-|--⌫|-|--|-----|------|
Par sesmessag esmand e t	--|--|------⌫-|----⌫-⌫|
sesi ugeors	--|-⌫-----|
Bai uers e	---⌫---||
Loherencs e	--------||
Alemansmandetsimandet	------|-----|-|-----|
Bor guignunsE	---⌫-------||
Pei teuinse	---⌫-----||
Fran cedesplussaiuesquisunt De ́sor	----⌫-|--|---|-----|--|---|--⌫-|-|
cum e ncet l e plait de	---⌫-⌫---|-⌫|----|-|
Liempererese st	-|--------|-⌫-|
r ep ai retd	-⌫--⌫--⌫--||
Espaigne E uienta	-------||----||
Aisalmeillor siedde	--|-|------|---|-|
Muntetelpalais	-----|-|-----|
estuenuten l asale	--|----|-|-⌫|---|
Alde uen u e unebeledam iseleÇo dist	---|---⌫-⌫|--|---|---⌫----|--|---|
Ro lla nt lecatanie	--⌫---⌫-|-|------|
iurat cume	----|---|
saper apre ndre	-|--||---⌫---|
Carles enad e dulo r epesance	-----|-|-||----⌫||------|
Plu ret des oil z t iret	---⌫--|--|---⌫|-⌫---|
sabarbe blance	-|----|-----|
So ercheramiede hume mort medemandes	--⌫-|---|---|-|---|---|-|-------|
duraimultesforceteschange Ço est	----|---|-------|-------|--|--|
Loewismielzne saiapar ler	-----|----|-|--||---⌫--|
mesfilzesitend rat mesmarches	--|---||-|----⌫--|--|------|
Aldere spunt	---|--⌫----|
Cestmotmeiestestrang e	---|--|--|--|-------⌫|
Deunese sseinz	--|-|--⌫|----|
nesesangle s	-|--|-----⌫|
Ro lla ntque i ouiuer em aigne	--⌫---⌫-|--|-⌫|---|-⌫--⌫----|
Pertla c u lor cheta s piez	---|-|-⌫-⌫--|---|-⌫|---|
Carlemag ne	--------⌫-|
S em pres estmo rte	-⌫--⌫---|--|--⌫--|
Deusait me rcit	---|--|--⌫---|
Franceis b aronsenplurentesi	-------|-⌫----|-|------||-|
la pl eignen t	-|--⌫------⌫|
Aldelabelesta safin	---|-|--|--||-|--|
Quidetlireisque elseseit p asmee	-----|-|---|--|-|-|---|-⌫----|
ad s inpluretl emperere	-|-⌫-|-----||-------|
Pren tl aasmai ns sil enad	----⌫|-⌫|-|---⌫-|-||-|-|
Desur l esespall es	----|-⌫-|------⌫-|
adlatesteclinee	-|-|----|-----|
Carlesueitquemorteladtruuee	-----|---|--|----||-|-----|
Qu atrecuntessessempr es	--⌫---|--------|-----⌫-|
iad m andees	|-|-⌫-----|
Aun muster d e	|-|-----|-⌫|
nuneinsestportee	------|--|-----|
Lanoit lag uaitententresqu al aiurnee	-|---|-|-⌫------|-------|||------|
Lunc unalter	---|-|----|
belem entlen terr er ent	-----⌫--||--⌫----⌫--⌫--|
Mul t g ranth onuriad lireisdunee	---⌫|-⌫---|-⌫---||-|-|---|----|
L iemperere estrepair etad	-⌫|-------|--|------⌫-|-|
Guene slifelsen caeine sde	-----⌫|-|---|-|------⌫|-|
En lacit etest deuant	-|-|---⌫-|--|-----|
lepa leis A	-|--⌫---||
unestache luntat achetcil serf	-|------||--|--⌫----|--|---|
Lesmain s lilientacurreies de c erf	--|----⌫|-|----||-------|-|-⌫--|
T re ́sben lebatent	-⌫--⌫-|--|-|-----|
af uz eai amelz Nad deser u it que	|-⌫-|||-⌫----||-|-----⌫-⌫-|--|
al t reb eniait Agrantdulur ilo ecate ntsun	--⌫-⌫-|-⌫-||--||----|----|---⌫-|---⌫-|--|
esc ritenlancïenegeste	---⌫--|-||-------|----|
C arlesmandet hu me sde plusurste res	-⌫----|-----|--⌫--⌫|-|------|--⌫--|
As e mblezsunt ad	--⌫-⌫----|---|-|
Ais a lacapele	--||-|-----|
Halzestliiurz	---|--|-|---|
m ultpare st	-⌫--|--|-⌫-|
gr ande lafest e	--⌫---|-|----⌫|
Dient alquanzdel baronse int	----|------|--|----|--⌫--|
Si luestre D és or ecumencetleplaitele sn o ue les	--⌫------|-⌫--|--⌫|-------|-|----||--⌫|-⌫-⌫--⌫--|
Guenelun kitraïsunadfaite	-------|-|-------|-|----|
L iemperere deuant seil	-⌫|-------|-----|--||
adfait t raire	-|---|-⌫----|
Seignors baronsd ist	-------|-----|-⌫--|
Carlemagneslireis	----------|-|---|
Guen eluncarmeiugezledreit	----⌫---|--|-|----|-|----|
Ilfu tenlost	-|--⌫|-||--|
Espaigneod	-------|-|
S i metoli t .	-⌫|-|----⌫||
XX. miliedemes	--|----|-|--|
Franc eisEmun n euold qu e	-----⌫--||--|-⌫----|--⌫|
iamais neu erreizE	-|---|-|-⌫-----||
Oliuerli pro zelicu rteis	-----|-|---⌫||-|--⌫----|
XII.pers a d traïtpor	---|---|-⌫|-----|--|
Fel seie seio l	--|---|-|--⌫|
R o llantmeforfi st	-⌫-⌫----|-|-----⌫-|
quis sa m orte sun	---|-|-⌫--||--|
des trei t	---⌫----⌫|
Maistrai ̈sun nule	---|----⌫---|---|
Respund ent	-------⌫--|
Oreenten d ru mcunseill	--|-|---⌫-⌫--⌫|-------|
De ua ntl e rei l as e s tut	--⌫--⌫-|-⌫|--|-⌫||-⌫-⌫--|
Co rsadgaillardelu is	--⌫-|-|-------|-|-⌫-|
gen tecolor	---⌫-|----|
Silfu st leialsbenresemb l astbarun	|-|--⌫-|-----|--|------⌫-⌫--|----|
u eitcelsde	-⌫--|---|-|
France etuzlesiugeürs	-----||--|--|-------|
Dese s parenz.	-|--⌫|-----||
escriathalt ement agrantuoeiz	------|----⌫----||----|----|
Deucar mentendezbar ons	--|--||-------|---⌫--|
Seignorsiofui enlost au oec	-------|-|--|-||--|--⌫--|
l em pe reür	|--⌫--⌫----|
Ser u eielepar feide	---⌫-⌫--|-|--|---||
Rollantsi s n iésmecoill itenhaür	------|--⌫|-⌫---|-|-----⌫-|-|----|
Si meiuga t amo rt	-|-|----⌫||--⌫-|
Messag e fuia lrei	------⌫|--|-⌫|--|
Ma rsi lïun	--⌫---⌫----|
Parmun saueiruincioag uarisun	--|--|-----|---|-||-⌫------|
Roll antlepoigneorE	----⌫--|-|-------||
Ol iuere tuizlurcumpaignun	--⌫---||---|--|---------|
C arlesloï desi no bilie baron	-⌫----||---⌫||-|--⌫----|----|
n i adtraïsun	||-|-------|
Respundent	---------|
Fr a n cs Aconsei l l enirums	--⌫-⌫-⌫-||------⌫-⌫|-|----|
Guenes ueit que	-----|---|--|
sesgranzplaizcumen cet	--|----|----|-----⌫--|
parenzensembleo dli outtrente	-----|-------|-⌫|-|--|-----|
lialtree ntenden t	-|----|-⌫-------⌫|
Pinabeldel castelde	------|--|-----|-|
Bensetpa rler edre ite	--|--|--⌫---||---⌫--|
raisun rendre	-----|-----|
uassalse s tbons	------|-⌫-⌫|---|
po rsesarme s	--⌫|--|----⌫|
AOIÇolidist	--|--|-|---|
Get ezme ihoidemort	---⌫-|--⌫|--|-|---|
edecalunie	|-|------|
uosse rezg uarit	--|--⌫--|-⌫----|
sem pr es N iad	---⌫--⌫-|||-|
F rancé s ki uosiugetapen dreU	-⌫------⌫|-|--|----||---⌫--||
l empererelesnozd ouscorsenasemble	|-------|--|--|-⌫--|---|-|------|
Al b rant da ce rqueio ne len desmente	-|-⌫---||-⌫--⌫|--|-|-||-|-------|
qu ens a ses piezs epresente	--⌫--||--|---|-⌫|-------|
Sa isnessuntalet aconseillE	--⌫----|---|---||-------||
Peiteuin e	-------||
A luerneisunt li plus	-⌫-----||---|-|---|
Pinabel se cuntien ent plu squei	------|-|-------⌫--|---⌫|---|
unal alt re	-|||---⌫-|
Bi en fa ita rem anei r	--⌫-|--⌫-||---⌫----⌫|
Lais u m leplaite si preium le rei	----⌫-⌫|-|----||-|-----|-|--|
Guenelun cleimt q ui te cestefeiz	-------|-----|-⌫--⌫-|----|---|
Pu i ssi liseruet	--⌫-⌫|-|-|-----|
par amure par f eid	--|---||--|-⌫--|
Rollant iam aisne l	------|-|-⌫--|--⌫|
re uereiz Ne rt recu uretpor	--⌫-----||-⌫-|----⌫---|--|
o rnep or aueir	-⌫|-|-⌫-|----|
Multsereitfolskiia se	---|-----|---|-|-|-|
cumbatreit N eniad celoinel	---------||-||-|----|--|
graant e otreit	-----||-----|
Tierri lefreredam	-----|-|----|--|
Charlem agnerepairent	-------⌫---|--------|
Diental r ei	----|-|-⌫-|
Sire nus uos	---|--|--|
Qu eclamez quitelecunte	--⌫|-----|----|-|----|
Gue ne l un	---⌫--⌫-⌫-|
Puissiu o sse ruetparf eid	---|-|-⌫-⌫|--⌫---|--|-⌫--|
uiurelelaisezcarmultestgentilzhoem	----|-|-----|--|---|--|------|---|
Iapo rmu r ir nenertueüd	-|--⌫|--⌫-⌫-||-|--|----|
Nep oraueir	-|-⌫-|----|
ianelrecuuerumÇodist	-|--|--------|--|---|
uo s estesmi	--⌫|----|-|
Carlesue itque tuzlisuntfaillid	-----|--⌫-|--|--|-|---|------|
Multlenb run chitelac here	---||---⌫---⌫---||-|-⌫---|
Aldoelquil a dsi secleim etcaitifs	-|---|-|-|-⌫|-|-|-----⌫-|------|
Aisl i deuant	--|-⌫|-----|
uns cheualers	--|--------|
Gefr eia un	----⌫-||-|
duc angeuin	--|------|
Heingreout leco r se	------|--|-|--⌫-⌫||
graisle e es ch ewi d	------||--⌫--⌫---⌫|
Ne i rs lescheuelsealq uesbruns	--⌫-⌫-|--|------||---⌫--|----|
le uisNest	-|--||--|
gueres granznetrop nen e stpetiz	-----|----|-|---|--|-⌫-|----|
Curtei sem enta lem perere	------⌫---⌫--|||--⌫-----|
Belssirereisn e uosdeme ntezsi	---|---|---|-⌫|--|----⌫---|-|
I asauezuosquemul tuosai s eruit	-⌫|----|--|--|---⌫|--|-|-⌫----|
Paranceisu rsdeiiotelplaitteni r	--|-------⌫-|--|-|--|----|----⌫|
Guen elunforsfesi st	----⌫---|--------⌫-|
uostreseruise l endoüstbienguar ir	-----|------||-|-----|---|----⌫-|
Gue nesestfels	---⌫--|--|---|
dic ̧oquilletraït	|--⌫-|-|-|-|-----|
uersuossen est	---|--||-|--|
pariurezemalmis	-------||-----|
Purçole iuzio	--|--|-|--|-|
ea murir Esun	||----||--|
corsm etre	---|-⌫---|
Sicumefelkifeloniefi s t	-|---|--|-|------|--⌫-⌫|
Se ora d parentki menuoeilledesmentir	-|-|-⌫|-----|-||-|------|--------|
Acesteespee queio aic einte	|----|----|--|-|-|-⌫----|
Muniu geme ntu o elsempres guar an t ir	--|--⌫----⌫-|-⌫-⌫-|------|----⌫--⌫-⌫-|
Respundent	---------|
Ora uezuosbendit	-|-⌫--|--|--|--|
Deuantlu rei	-----|-|--|
Granz est eforzeuass alseisnel	----|--||---||----⌫--||----|
acolpdesuntensn	|---|-|--|---||
iadmais Edistal	|-|---||---|-|
Sir eu ostr e estli	---⌫|-⌫----⌫|--|-|
Carcumandez q ue	--|-------|-⌫-|
telnoiseniait	--|----|||--|
Ti errikiiuge m ent a d	--⌫---|-|----⌫-⌫--|-⌫|
fals odluim	---|-|--||
en c umbatra i	-|-⌫-------⌫|
el p oign decerf le	-|-⌫---|-|---|-|
destreguant	-----|----|
Di stli empereres	--⌫-|-|--------|
Bo ns p leg es endemant.	--⌫-|-⌫---⌫-|-|-----||
XXX.parenzlipl euissent	---|-----|-|--⌫-------|
leial Çodistl ir e is E i oluosr ecrerai	----|--|---|-⌫|-⌫-⌫-||-⌫-|--|-⌫------|
Fai tcelsgu ardertresqu elidreiz	---⌫|---|--⌫----|------⌫|-|----|
Quant ueit	----|---|
Tierr i qu	-----⌫|-|
o ren ert labataille	-⌫|-|--|-|-------|
Sundestr e	--|-----⌫|
guante nadprese nt et	----|-⌫|-|-----⌫--⌫-|
L i e mpe rere	-⌫|-⌫---⌫---|
l irecreit parhostage	||------|--|------|
Puisf aitporter .	---|-⌫--|-----||
II II.ba ncs	--⌫--|--⌫--|
en lapl ace	-|-|--⌫--|
Lauuntse d eircil kis d eiuent	-|---|--⌫-⌫--|--|--|-⌫-----|
Bensuntmalezpar	--|---|----|--|
iu gement desaltres	--⌫-----|--|-----|
Silpurpar la t	--|------⌫--⌫|
Den emarcheEpuisdemandent	---⌫------||---|--------|
lur cheualselu rarmes	--|------||--⌫|----|
Puis que il sunta	---|--|-|---||
batai lleiustez	-----⌫--|-----|
Be nsunt cunfése	--⌫|---|------||
asolseseignez	----||------|
Oen t lurmes sesesu nt acu m uniez	---⌫|--|---⌫--||--⌫-|---⌫-⌫----|
Multgranzoffr end esmetent parc ezmusters	---|----|----⌫---⌫-|-----|--|-⌫-|------|
Carlu nanduisunt	-----⌫|----|---|
repai re z	-----⌫--⌫|
Luresperuns unt	--|-------|--|
e nlorpi e z calcez	-⌫|--|--⌫-⌫|-----|
u este ntosber cblancs e f orz e	-⌫----⌫-|-----⌫|-----||-⌫--||
Lur helme s clersunt fermezen	--|-----⌫|----|--|-----|-|
lor chef s	--|----⌫|
Ceinentespeesenhelde esdormie r	------|-----|-------⌫-||-|---⌫|
Enlur colspendentlurescu zde quarters	-|--|---|------|--|----⌫|-|-------|
En lurpuinzdestresunt l ur	-|--|----|------|--|-⌫-|
trenchanz espiez	--------|-----|
Puis sunt munt ez enlur curanzdestrers	---|---|----⌫-|-|--|-----|-------|
Iduncplurerent .C.mili e	----|--------|--|----⌫|
Rol lant de	---⌫---|-|
Tier riunt pitie t	----⌫-|--|-----⌫|
Deu s setasezcumentla fins	---⌫|--|---|-----|-|---|
D e des uz	-⌫-⌫---⌫-|
A ise stla	-⌫-|-⌫-|-|
pree mu ltlarge	---|--⌫-|----|
Desdousbarun siustee estl a	--|---|-----⌫|-----|--|-⌫|
ba tail l e	--⌫----⌫-⌫|
Cilsuntprodu meedegrant ua ssela geEl ur ch euals	--|---|-----⌫-||-|----|--⌫-----⌫-||-⌫-|--⌫----|
suntcuranze aates	---|-----||----|
Brochentl esbi en tutesles r esnes las quent	-------|-⌫-|--⌫-|----|--|-⌫----|---⌫----|
Pargrantue rtut ua it ferirlunsli altre	--|----|--⌫---|--⌫-|----||--|-|----|
escuzif ru issente esquas sent	----||-⌫--⌫-----||------⌫---|
Lurosbercsrumpent e	--|------|------||
lurcengles de piecent	--|------|--⌫------|
Le s alues turnentlesseles	--⌫|----|------|--|----|
cheentater e.C. milh u mes i plur entk isesguardent	-----||---⌫|--|--|-⌫-⌫--||----⌫--|-⌫-|---------|
A tere suntambduil icheuale r	|---|---|-----|-⌫|-------⌫|
Isnelementse dre cent	---------|-|---⌫---|
surlur piez	--|--|---|
Pinabelsestfo rze isnelse	-------|--|--⌫-||-----||
Liunsre qui ertlal t re nunt mie	-|--|--⌫---⌫--||--⌫-⌫-||--|--|
desdestre rs	--|------⌫-|
De cezespees enhelde e s dormer	-|--|-----|-------⌫-⌫||-|--|
Fiere ntecaplent	-----⌫-||------|
surcez helmesdacer	--|--|-----||---|
Granzsuntlescolp sashelmesdet re ncher	----|---|--|----⌫|-|-----|---⌫--⌫----|
Mult sedemententci l	---|-|--------|--⌫|
franceischeuale rE	-------|-------⌫||
Carl esledreitenesclargiez	----⌫-|-|----|-|---------|
T i erricarte r e cr eiz	-⌫-⌫---|--|-|-⌫-⌫--⌫--|
Teshom serai	--|--|----|
pa ramur eparfeidA tun	--⌫|---||--|---||--|
plaisirte durrai	------|-|-----|
Gu enelun fai a co rderal rei	--⌫-----|--|-⌫--⌫---|-|--|
tendraicunseill	------|-------|
Tutseie fel	--|---|--|
Deu sfacet	---⌫|----|
hoientren usdousledr e it	--|----|-⌫-|---|-|--⌫-⌫-|
AOIC ̧ odist	--|-⌫-⌫|---|
Pinabel multi esb er	------|---|-⌫-|-⌫-|
Granz ieseforzetiscors benmoll ez	----|--||---||--|---|--|----⌫-|
Deuasselageteco noissentti per	-|--------|-|--⌫-------|-|--|
Cestebatailleca rlalais sesesterA	----|-------|--⌫|-|----⌫--|----||
Ca rlemagne teferai	--⌫-------|-|----|
Guenelun iustise ertfaitetel	-------|------|--|----|--|
I a ma is n ertiur queil n en s ei tparlet	-⌫-⌫--⌫-||--|--|--|-||-|-⌫--⌫|-----|
Ne pl acet	-|--⌫---|
Sustenir uoeilltre stut	-------|-----|---⌫---|
munpa rentetN enrecrerrai purnulhu me morte l	--|--⌫-----||-|--------|--|--|--⌫-|-----⌫|
Mielz uoeil l m urir queil meseit rep rouet	----|-----⌫|-⌫---|--|-|-|---|---⌫----|
Delurespeescumencent	-|--|-----|--------|
Desu rcezhelmes kisunta orgemez	----⌫|--|-----|-|---||-|----|
Cu nt re leci elenuo letlifous	--⌫--⌫-|-|--⌫-|-|--⌫--|-|---|
tuz c lers	--|-⌫---|
Ilne poetestre	-|-|---|----|
seientdeseurez	-----|-------|
Sein zhumemor tnepoetes tre	----⌫|---|---⌫|-|---|--⌫--|
Multp arestproz	---|-⌫-|--|---|
Tierrisurlelm ede	-----|--||---⌫|-|
Salt en li fousq uelerbe en fait	---|-|-|---|-⌫-||---|-|---|
Del brantd ac e rla mureli p resente t	--|----||--⌫-⌫|-|---|-|-⌫-------⌫|
Desurlef runtliadfaite	----|-|-⌫---|-|-|----|
d escendre	-⌫-------|
Emmileuis li ad faite des cendre	-|-|-|--|-|-|----|---⌫-----|
La destr e	-|-----⌫|
ioeenad tutesanglente Losbercd esclot iosque	--|-|-|---|--------||-----|-⌫-----|-----|
Deusl e guar itquemortne l acrauentet	---|-⌫|----⌫-|--|---|-||---------|
AOIÇoueit	--|--|---|
Tierrisq ueelui s	------|-⌫-|-|--⌫|
tuzclersenchietelpred herbus	--|----|-|----|-|---|-----|
Pi nabel surl elm e d acerbru n	--⌫----|--||---⌫||---|---⌫|
Iusq u al nasel li	----⌫|-|----|-|
adfaitefendu t	-|---||-----⌫|
De l chefli adleceruelespand ut	--⌫|---|-|-|-|-----|------⌫-|
Brandits u ncolp si	------|-⌫-⌫|---|-|
ladmortab atutA icest	|-|---|--⌫---||----|
colpe stli	---|-⌫-|-|
estursuencut	-----|-----|
Esc r i ent	---⌫-⌫-⌫--|
Deusi adfait ue rtut	---||-|---|--⌫---|
Asez es tdr eit que	---|--⌫|--⌫--|--|
Guenesse it	-----|--⌫-|
paren tki plaide t un tpurlu i	-----⌫|-|------⌫|--⌫|--|--⌫|
