formCHCor012	---|-------|
defeurier .	-|------||
R_1268_ 12_32_01Loo ys par lagracede	-------⌫-------|---⌫-|--|-|----|-|
DieuroideFr ance/ faisonassa uoir àt ouzceus	---|--|-|--⌫---||-----|----⌫---|-|-⌫--|---|
pre se ntes leitres uerr on t queennost represenceestabliz	---⌫--⌫---|------|----⌫--⌫|--|-|----⌫-|-------|-------|
nostreaméet nostr efaelRe naut cu en sde Fo rois	-----|---|-|-----⌫|---|--⌫---|--⌫--⌫|-|--⌫---|
/reconnutqueno str ea mé etnostrefaelPhe lippe	|-------|--|--⌫---⌫|-⌫--|-|-----|---|---⌫----|
de M ontfortcheualierfiuz le	-|-⌫------|--------|---|-|
seigne ur de Surauo itdoné e n	------⌫-|-|--|---⌫-|----|-⌫|
d oa i reàIehannesafille douzemile	-⌫--⌫-⌫-|-|------|-|----|----|---|
li uresdetorn o is/ en m a riageq ui	--⌫---|-|----⌫-⌫-||-|-⌫-⌫----|-⌫-|
sen de uoit suyrentrecelleIe ha nne et	|-|--⌫---|---|----|----|--⌫--⌫--|-|
Guionfiu zdu dit c onte	----|---⌫|-|--|-⌫---|
etd e Ysabelfame du deuantdit	-|-⌫|-----|---|-|-----|--|
tenoit apoiédenoifmille	-----|-----|-|---|----|
l iuresetleremenantestoit aterminéà	-⌫----|-|-|-------|-----|--------|-|
certainste rmes /sicome	-------|--⌫---||-|---|
es trecontenu en unes	--⌫--|------|-|---|
leitres queil	------|--|-|
montra parde ua ntnos /seellee s	-----|--|--⌫--⌫-|--||-------⌫|
s eelsicome il	-⌫--|-|---|-|
disoit/lequ elmariage est oitiaensuy	-----||-|--⌫-|------|---⌫--|-|----|
comeildisoit etfaiz.	---|-|-----|-|---||
Etreconutqueiletla	-|------|--|-|-|-|
deuan tditeconteisseYsab el	-----⌫|---|--------|----⌫-|
sa fame/auoientdon é /ot roiéet	-|---||------|---⌫-||--⌫----|-|
en doaireàl adeuantditeIehann e/le	-|-----|-|-⌫|-----|---|------⌫||-|
chasteldeL ay/ assisenla ter re	------|-|-⌫-||----|-|-|---⌫-|
d eBeau ieuetl e c hastel	-⌫|----⌫--|-|-⌫|-⌫-----|
deChampbeon /assisen	-|--------||----|-|
laterredeF o rois/à	-|----|-|-⌫-⌫---||-|
toute s lesiou stice s etl es	-----⌫|--|---⌫-----⌫|-|-⌫-|
apar te nancesdesdizchasteaus/entele maniere quecontee s	----⌫--⌫-----|--|--|--------||-|---|------|--|------⌫|
les ualueset	--|-----|-|
lesyssueset l esrent e s	--|-----|-|-⌫-|----⌫-⌫|
des d i zchasteaus /et	--|-⌫-⌫|--------||-|
desapartenanceslidizcuensetYsabelsafam e	--|-----------|----|----|-|-----|-|---⌫|
deiuen tparf aireàcel le	------⌫|----⌫---|-|---⌫-|
deuant dite Iehanne/deus mille l iur eesà	-----|---|------||---|----|-⌫---⌫--|-|
tornois/chascun ande	------||------|-|-|
rente/ àten irtoutesauie	----||-|---⌫-|----|-|--|
/se ilauenoitqu ee l leseuruesquist /	|-|-|------|--⌫|-⌫-⌫-|-----------||
le ditGuionson	-|--|----|--|
ma ri/ à asseoiraudit/	--⌫-||-|------|-|--||
dedeu sprudomes /au p lu s pr esdes	-|---⌫|-------||-|-⌫--⌫|--⌫-|--|
dizc h asteaus /enrenteseten	--|-⌫-⌫------||-|-----|-|-|
homes/o toutes l eur seignor iese t leurioustices	----|||-----|-⌫--|-------⌫--|-⌫|---|--------|
/ ce st as sauoirp or lapartie/du conte	||-⌫-|--⌫-----|-⌫-|-|-----||-|----|
dessusdit / PierreMauuoisincheualier /.	-----|--||-----|--------|--------|||
etporl apartiedu	-|--|-⌫|-----|-|
dit PhelippeIeh an deBullas cheualier en telemaniere/	--|-------|---⌫-|-|-----|--------|-|---|------||
quese ilenmou roit aucun diceusdeu s	--|-|-|-|---⌫---|----||----|---⌫|
quela par tie decelui qui	--|-|---⌫--|-|----|--|
morroit/en i- peüstmeitre	------||-|||-----|-----|
unautreet seli	-|----|-|-|-|
dui nese pooient acorder	--|-|-|------|------|
q uenosi- meisseinsun	-⌫-|--|||--------|-|
tierz / qui fus tp ardesus .	----||--|---⌫|-⌫-|----||
que ilporroi t auen ir	--|-|------⌫|----⌫-|
/ queladeuantd iteIehanne mourroitsanzhe ird	|--|-|-----|-⌫--|------|-------|---|--⌫-||
iceluiGuionauant que c eluiGu ionsonmari/	-----|----|----|--|-⌫---|--⌫--|--|---||
uoult etotrialideu antdizcuens	----|-|----|-|---⌫--|--|----|
pa r deuant nosqu e s e insi	--⌫|-----|--|--⌫|-⌫|---|
auen o it/et lep romistpa rleia l	----⌫-⌫-||-|-|-⌫-----|--⌫|----⌫|
pro meisse/et parsons eirem ent	---⌫-----||-|--|--|-⌫-----⌫--|
/quei lre nd roitaudit Phelippe/ou a ̀	|--|-⌫|--⌫--⌫---|-|--|-------||-|-⌫|
sesheirsou	--|----|-|
à ceus / ouàceluiqu ia u roie nt	-|---||-|-|----|--⌫|-⌫-⌫----⌫-|
caus e deluienses	----⌫|-|--|-|--|
bi ens lesdeuant dites/douzem il leliure sd e	--⌫--|--|-----|----||----|-⌫--⌫-|-----⌫|-⌫|
tor no is/ou	---⌫--⌫-||-|
en -s eroit	-||-⌫----|
poié / etporce	----||-|--|-|
faireet aem p lir/lideuantd i zcuens/en	----|-|---⌫-⌫--||-|-----|-⌫-⌫|----||-|
aobli giéau	|----⌫---|-|
ditPhelippe	--|-------|
/ età ceus/qui causeauront d e	|-|-|---||--|----|-----|-⌫|
lui/to uzsesbiens enquelqu echoses	--||--⌫-|--|----|-|------⌫|-----|
/ queilsoient	|--|-|-----|
et tou zseshe irsetnomeementetespecialmen t les deus	-|---⌫|--|--⌫--|-|--------|-|-----------⌫|--|---|
chasteaus desusdiz /ettout esleurapartenances	--------|----|--||-|----⌫-|---|-----------|
fortereices nomeementdes	----------|--------|--|
dizc haste aus.	--|-⌫-----⌫--||
/Et uoultet otroiaqu elid euantdiz	|-|----|-|-----|--⌫|-|-⌫----|--|
Pheli ppes /entrasttan tos tsanz me sfaire/ en la	-----⌫---||------|---⌫---⌫|---|--⌫-----||-|-|
sei sinede sdiz ch as teau s / et fort ere ices et	---⌫---|--⌫|--|--⌫--⌫----⌫||-|----⌫---⌫---|-|
d es aparten ances/e t entoutes l esdeu s	-⌫-|-------⌫----||-⌫|-|-----|-⌫-|---⌫|
m il leliure esdeterre /	-⌫--⌫-|-----⌫-|-|----||
quel enliauroitassises	--||-|-|-----|------|
/ ou deuro it assoioit se	|-|-----⌫-|-------|-|
ilaue noitqueladeuant diteIeh a nne moreüstsanzh ei r	-|---⌫---|--|-|-----|---|---⌫-⌫--|-------|---|-⌫--⌫|
/a uantque	|-⌫---|--|
ledit Guion	----|----|
ilestditpardessus et queil espleistast	-|--|--|--|-----|-|--|-|----------|
l esd euantdites	-⌫-|-⌫----|----|
choses/e t	-----||-⌫|
enp reist/l es renteset	-|-⌫----||-⌫-|-----|-|
lesyssues ou	--|-----|-|
sih eirsil	-|-⌫--||-|
de f ailloitdelu iiusqu à	--⌫-⌫------|-|--⌫|----|-|
tantquei lreeüstr ecourees	---|--|-⌫|------|-⌫-------|
l es douzemilleliuresdetornois/deuant	-⌫-|----|----|-----|-|------||-----|
s eroit /conte esl es deus m i lleliureesdeterrechascun	-⌫----||-----⌫-|-⌫-|---|-⌫-⌫--|------|-|----|------|
anen pa ie/deles	-|-|--⌫-||-|--|
do uzemilleliures/ oude cequi en	--⌫--|----|-----||-|-|-|--|-|
-seroitreceu ̈.	|-----|-----⌫||
Ets eil auenoitqu eladeuant	-|-⌫|-|------|--⌫|-|-----|
diteYsabel contesseu enist e ncont receste conue nance/	---|-----|-------|-⌫----|-⌫-----⌫-|----|-----⌫----||
doaire/oud eh er i tag e /ouautre m entlideuant	-----||-|-⌫|-⌫--⌫-⌫---⌫||-|-----⌫-⌫--|-|-----|
di zcuens/obli galui et	--⌫|----||----⌫-|--|-|
s eshe irsettouz	-⌫-|--⌫--|-|---|
ceu squiau roie ntcause de lui	---⌫|--|--⌫----⌫-|----|-|--|
ens es bie ns /à fe ire res torauenant/	-|-⌫-|---⌫-||-|--⌫--|---⌫--|------||
au uaillantdes ditescho se senchasteaus	-|-------|--|----|---⌫--⌫|-|--------|
et en ren tesetuoul t	-|-|---⌫--|-|----⌫|
eto troialidi zquens/qu eseilo u	-|-⌫----|-|--⌫|----||--⌫|-|-|-⌫|
siheir uenoient en aucunstens encontr e	-|---|-------|-|-----|---|-------⌫|
queno s l escontr ainsison	--|--⌫|-⌫-|-----⌫-------|
à tenir /àgu ard eretàemplir	-|----||-|--⌫---⌫-|-|-|-----|
/lesconu enancesdeuantdites	|--|----⌫------|-----|----|
Etentesmoigdeceschosesnosà larequeste	-|-|------|-|--|-----|--|-|-|-------|
du deuantditconte	-|-----|--|----|
auonfeitse elle rce spresentesl eitresdenostr e	---|---|--⌫----⌫|--⌫|--------|-⌫-----|-|-----⌫|
C efufeit en	-⌫|-|---|-|
lan de lincarnacion nostr e Seignor/	|-|-||----------|-----⌫|------||
mil/deus cenzet	--||---|---|-|
soi ssanteetwit/	---⌫-----|-|--||
oumois dedecembr e.	-|---|-|-------⌫||
R_1299_03_26_0 1Phelippesparla	--------------⌫|--------|--|-|
gra ce d eDieuro yde France	---⌫-|-⌫|---|--⌫|-|-----|
a ̀ touz ceusquiuer ront cespresenteslettres /salut	-⌫|---|---|--|---⌫---|--|--------|------||----|
Sac henttuit quepardeua ntlesmaistres tenanznostrepar lement	---⌫---|---|--|--|----⌫-|--|-------|-----|-----|---⌫-----|
àParisu indrentIehans de Noente lch euali eret	-|----|-⌫------|-----|-|------⌫|--⌫-----⌫-|-|
Perron elefil leiadis	------⌫--|---⌫-|----|
monseigneurM enesier d eGournoyfame	----------|-⌫------|-⌫|------|---|
à-presentaudit Iehans/	-||------|-|--|-----||
etrecognurent en	-|----------|-|
dr oit/ que ilpourleurgrantnecc essité/	--⌫--||--|-|---|---|----|----⌫------||
etpourleurproufit	-|---|---|------|
appa rentauo ientuen dubienetlaiaument	----⌫---|---⌫---|---⌫-|---|-|--------|
/ àmaistre	|-|------|
Sauynostreamé	---|-----|---|
cl erc/leurmaison/etleur	--⌫--||---|-----||-|---|
m a noirde	-⌫-⌫---|-|
Souzmet e/sicommeil	-------⌫||-|----|-|
secomportedeuant et derr ie re	-|-------|-----|-|----⌫--⌫-|
/e n costez/eten lez/et toutes	|-⌫|-----||-|-|--||-|-----|
les apenda nc esdumanoir	--|------⌫--⌫-|-|-----|
etm aisondeuantdiz/et	-|-⌫----|-----|--||-|
touteleur ter re deH an	----|---|---⌫-|-|-⌫-|
et dePont / et	-|-|---||-|
toutquan q u eil auoient	---|----⌫-⌫-⌫|-|------|
àHane tenlachas teleri edeHanet tout	-|--|-⌫|-|-|----⌫------⌫|-|--|-|---|
quanque il a uoie nt	------|-|-⌫----⌫-|
/etpouaie nt auoir enlachastele rie	|-|------⌫-|----|-|-|--------⌫--|
d eCha uni /et	-⌫|---⌫--||-|
de SaintQuentin/ so it	-|----|------||--⌫-|
enfours /e nmou l i ns /	-|----||-⌫|---⌫-⌫-⌫-||
enterresahennables/enb ois	-|-----|---------||-|-⌫--|
/ enprez/eny aues/en pescherie s	|-|---||-|-⌫---||-|---------⌫|
/enpasturages / eniustice s/e nseign euries	|-|---------||-|-------⌫||-⌫|-----⌫-----|
h autesetbasses/	-⌫----|-|-----||
encoruees endouza ines/	-|------|-|-----⌫---||
/ enr ent es / endemaines/	|-|-⌫---⌫-||-|-------||
enh omages/ en	-|-⌫-----||-|
redeuances domages/reliez / rachaz	---------||-----||-----||-----|
/en trees/yssues/e t entoute sau t res	|--⌫----||-----||-⌫|-|-----⌫|--⌫-⌫--|
choses/quel esqueeles soientdedenz les diteschasteleries	-----||----⌫-|--|---|-----|-----|--|----|-----------|
so itilque leschos es nesoientm ie	--⌫-|-|--|--|----⌫-|-|-----|-⌫-|
exp ressementnommees/	---⌫--------|------||
p ar_milede nier/ sis par .	-⌫----|-|--⌫---||--|--||
De s quiexilse	--⌫|----|-|-|
t indrentapoiéen bon emonnoieloia lcoursable	-⌫------|-----|-|---⌫|------|----⌫|--------|
/c omptee/n ombree /e t	|-⌫-----||-⌫-----||-⌫|
àeausdeliur ee etpaieeen teri nementsanzaucu n e	-|---|------⌫-|-|----|--⌫----⌫-----|---|----⌫-⌫|
/ Etmont elaprisee dela terrebien	|-|----⌫|-|-----|-|-|----|---|
et laiaumentfaite/ cent etcinc liure es de	-|--------|----||---|-|---|-----⌫-|-|
rente/e tdisethu itsoudees	----||-⌫|--|-|--⌫-|------|
parisees/et leprisde l	-------||-|-|---|-||
argentd ela -uente/s is	-----|-⌫|-||----||-⌫-|
tr enteet cinc lbr.	--⌫---|-|---|--||
ethuit solspar.	-|---|---|--||
/uintetsept	|---|-|---|
desquiex / .	--|----|||
et uIIIsols/.	-|---|---|||
il setindren tapaié/enlafourm e	-|-|-------⌫|-----||-|-|-----⌫|
/ etenl a maniere / que	|-|-|-⌫|------||--|
il estdit desus /.	-|--|--|----|||
à ten i r /	-|---⌫-⌫||
àauoir/ à -leuer/	-|----||-||----||
à esploi tier	-|------⌫---|
/toutes leschosesdes us dites /et	|-----|--|-----|---⌫-|----||-|
chascune del e sd udi tmai streClimenttoute	-------||--⌫-⌫|-⌫|--⌫|---⌫---|------|----|
sauie /etuna napré ssa mor t /	-|--||-|-|-⌫|-----⌫|-|---⌫||
ta nt s eulement .	--⌫-|-⌫-------||
Etapréscet o utesl es	-|-----|-|-⌫-⌫---|-⌫-|
chose sdesu sdite s deiuentreuenirà	-----⌫|----⌫|----⌫|------|------|-|
eaus/ou àle urhoi rs/ sed	---||-|-|--⌫-|---⌫-||-||
eus estoitd efai lli.	--|-----|-⌫----⌫--||
E t est assauoi r/ que li	-⌫|--|-------⌫||--|-|
diz maist reCl ime ntdoitre tenir t outeslesmaisons	--|-----⌫-|--⌫---⌫-|---|--⌫----|-⌫----|--|------|
/ lesfours/lesmoulinsgranches	|--|----||--|------|-------|
/ estables/et	|-------||-|
colombi ers/ detout eschoses	-------⌫--||-|----⌫-|-----|
/et lesdoi t	|-|--|---⌫|
rend re/un anaprés samort/en	----⌫-||-|-|-----|-|---||-|
-autel pointou enmeille ur /com me les	|----|----|-|-|------⌫-||---⌫-|--|
ditesmaisonsso nt au iour/ quec e spr esentes let tres	----|------|--⌫-|-|---||--|-⌫-⌫|--⌫------|---⌫---|
fu r entd onnees .	--⌫-⌫--|-⌫-----||
do itli diz Iehans	--⌫-|-|--|-----|
demourerenfoy	-------|-|--|
/ete n ho mage	|-|-⌫|--⌫---|
de sseign eurs / d esquie x	--⌫|-----⌫---||-⌫-|----⌫|
leschosesde su sditesso nt tenues/ se ily	--|-----|--⌫--⌫|----|--⌫-|-----||-|-||
etseilniestili-doit	-|-|-|||--|-|||---|
entrer/et apréslui sihoir	-----||-|-----|--|-|---|
/ou cilquiaurontcaus e	|-|--|--|-----|----⌫|
Ete stac ordéqu e	-|-⌫-|--⌫----|--⌫|
li dizIehanset	-|--|-----|-|
cil quiauront	--|--|-----|
c a usedeluipaieron ttouzle relief/touz le	-⌫-⌫--|-|--|-------⌫|---|-|-----||---|-|
racha t / et	-----⌫||-|
lesrede uances /et feront	--|----⌫-----||-|-----|
touz lesseruices/et toutesl escho ses/	---|--|-------||-|-----|-⌫-|---⌫--||
quiappartiennent/ouap partendrontdés oresen	--|------------||-|--⌫----------|---|---|-|
auant/ à faire eta ̀paie r / pour	----||-|----|-|-⌫|----⌫||---|
larai so n desdizhomages /et fie z/ e t	-|---⌫--⌫|--|--|------||-|---⌫||-⌫|
pourlaraison	---|-|-----|
oc casionde	--⌫-----|-|
t outesles autreschosesdesusdite s	-⌫----|--|-----|-----|----|----⌫|
aucun des seigneurs/de	----|--|--------||-|
chosesdess us d ites deuente stre te n uespour deffautede	-----|----⌫-|-⌫---|-----|-⌫---|--⌫-⌫--|---|-------|-|
home/derelief/dera chat	---||-|-----||-|--⌫---|
d aucunse rui ce	|----|--⌫---⌫-|
/oupourautrer aison/pourlacha isond	|-|---|----|-⌫----||---||----⌫---||
a ux / oudaucunda ux o u de leu rs	-⌫-||-||----||-⌫-|-⌫|-|---⌫-|
hoirs/ ou des	----||-|--|
hoirsda ucu nd aus deus/o ud ece us	----||-⌫---⌫||--|---||-⌫|-⌫|--⌫-|
qu i auro nt	--⌫|----⌫-|
causedaus/oudel undaus	----||--||-|-||-||--|
/ sanz lacoupedudit	|---|-|----|-|--|
maistreCliment/ metet lamain	------|------||----|-|---|
/ouass enetauschosesdesus d i tes	|-|---⌫---|--|-----|----|-⌫-⌫--|
/ ou aucune sde les / ou	|-|------⌫||-⌫--||-|
auc unempeschement/ lidiz	---⌫-|-----------||-|--|
Iehans etsafam ee t chas c undauspourle	-----|-|-|---⌫|-⌫|----⌫-⌫-||--|---|-|
etleur ho ir /oucil	-|---|--⌫-||-|--|
quiauront cause daus	--|-----|----||--|
/ou delun da us pour le	|-|-||-||-⌫-|---|-|
li seronttenudefere	-|-----|---|-|---|
hoster t ouzles	-----|-⌫--|--|
d i z empeschement /etlui	-⌫-⌫|-----------||-|--|
et ceusquiaurontca u sede lui/g arantiret	-|---|--|-----|--⌫-⌫-|-|--||-⌫------|-|
rendredamagesetint ere st enterinement/ sanzlont	-----|------|-|---⌫---⌫-|-----------||---|---|
plet/ nesenz lontriot .	---||-|---|---|---||
damages / co uzetint erest	------||--⌫-|-|---⌫----|
/li di z m aistres Climent/e tcil quiau ront	|-|--⌫|-⌫------|------||-⌫|--|--|--⌫---|
caused el uide uentestre creü par	----|-⌫|-⌫-|--⌫---|----|----|--|
leurs erements anzautrepreuue f aire.	---|-⌫------|-⌫--|----|-----|-⌫---||
E testassauoir queencelleprisee	-⌫|--|-------|--|-|----|-----|
deterreneso nt pa scontenuli bos	-|----|-|--⌫-|--⌫|------|-|--|
/lesyau es /limaraislapescheri e/	|--|---⌫-||-|-----|-|--------⌫||
lesiustices/le sseigneuries /ne	--|-------||--⌫|----------||-|
lihomage/ ne li	-|-----||-|-|
neli rachat /	-|-|-----||
nel i s eruic edeshomes.	-|-⌫|-⌫-----⌫|--|----||
/Enc ̧oisles doi ttenirlidiz	|---⌫---|--|---⌫|----|-|--|
maistreClimen t/	------|------⌫||
e tcilquiauront causedelui /par	-⌫|--|--|-----|----|-|--||--|
tout ledit	---|-|--|
t emps/enreco mpe nsacio n/d ece queli	-⌫---||-|----⌫---⌫------⌫||-⌫|-|--|-|
diz maistreCliment	--|------|------|
àretenirle sditesmaison sdet outes	-|------|--⌫|----|------⌫|-|-⌫----|
choses /enla maniereque	-----||-|-|------|--|
i lestditdessus.	-⌫|--|--|-----||
/Etdeu ent	|-|---⌫--|
lidiz I ehans etsa f amefai r e le urpoua ir	-|--|-⌫----|-|-|-⌫--|---⌫-⌫|--⌫-|----⌫-|
entoutesmanieres q ueil	-|-----|-------|-⌫-|-|
pourront/q uetoutl i home/qui	-------||-⌫-|---|-⌫|---||--|
sontdesf ie z/et desarrerefiez /	---|--|-⌫--⌫||-|--|---------||
appa rte nanzà la diteterreuendront	----⌫---⌫---|-|-|---|----|-------|
/ eten treront enla foy/et	|-|--⌫------|-|-|--||-|
en l o mag ed udi tmaistreClim entetliseru iront	-||-⌫---⌫|-⌫|--⌫|------|----⌫--|-|-|----⌫----|
eto beï rontàlui/p arledi t temps	-|-⌫----⌫---|-|--||-⌫-|-|--⌫|----|
/tan t commea ̀	|---⌫|----|-⌫|
s eigneur .	-⌫------||
/ Etli dizmaistre Climentles	|-|-|--|------|------|--|
doittre stier com mebon ssires et la iausp ar	---|---⌫----|---⌫-|---⌫|----|-|--⌫---|-⌫-|
toutletempsd essusdit	---|-|----|-⌫----|--|
as sauoirtoute	--⌫-----|----|
sauie/ et una napre ́s	-|--||-|-|-⌫|----⌫-|
tant seulement.	---|--------||
Etest ass auoir/que ences t	-|--|---⌫----||--|-|---⌫|
uendagene sontmie contenuli homage	------|-|---|--|------|-|-----|
