#META#TextURIYuain	-----|------|----|
#META#DEA F	-----|---⌫|
#META#F EW	-----|-⌫-|
#META #ARLIMAhttp s//www.arlima.net/ad/chreti en_de_troyes.htm l# li o	-----⌫|-----|----⌫---------------------------⌫----------------⌫--⌫--⌫|
#MET A#AuthorChrétien deTr oye s	----⌫-|-----|--------|-|--⌫---⌫|
#M ETA # AuthorBorn	--⌫---⌫|---------|
#META#AuthorBornAmb	-----|------------|
#META#Auth orDied	-----|----⌫-----|
# META #AuthorDiedAmb	-⌫----⌫|------------|
#META #Aut horFl1	-----⌫|---⌫-----|
#M ETA# A utho rFl2	--⌫---|-⌫----⌫---|
# META# Te xtTitleYuain	-⌫----|--⌫------|----|
#ME TA#TextSubtitleLe Cheualier	---⌫--|-----------|-|--------|
#META# Textuol s	-----|-------⌫|
#META#TextS ubi romance	-----|-----⌫--|------|
#META#Tex tDo mlit	-----|---⌫---⌫|--|
# META#Translationfalse	-⌫----|----------|----|
#META#Collection	-----|---------|
#META#C oll ectionNo	-----|-⌫---⌫-------|
#META#TextDescARLu ersoctosyllabiquesàrimes	-----|----------|-⌫--|--------------|-|----|
#META#TextDesc uers8	-----|--------⌫---||
# META# TextDateARL 1178-1181	-⌫----|----------|--------|
#META # TextDateAdi	-----⌫|----------|
#META# Text D ateMin1178	-----|----⌫-⌫-----|---|
#ME TA#TextDateMax1181	---⌫--|----------|---|
# META# EdE dit or	-⌫----|---⌫---⌫-|
#M ETA# EdPl ace	--⌫---|----⌫--|
#META # EdPublisher	-----⌫|----------|
#META#Eduol	-----|----|
#META#EdYear	-----|-----|
#ME TA# EdPages	---⌫--|------|
#META#MsBase	-----|-----|
#META#MsOther	-----|------|
# META# MsN um	-⌫----|---⌫-|
#M ETA#MsDateARL	--⌫---|--------|
# META #MsDateAd i	-⌫----⌫|--------⌫|
#META # Form	-----⌫|---|
#META#Complete	-----|-------|
#M ETA#N oWord s	--⌫---|-⌫-----⌫|
#META#N oLin es	-----|-⌫----⌫-|
#META#Dial Auth	-----|----⌫---|
#META#Dial Scribe	-----|----⌫-----|
#META#Scan URL https //fr.wikisource.org/wiki/Yuain_ou_le_Cheualie r_a u_Lion	-----|----⌫--|-----⌫---------------------------------------------⌫---⌫-----|
#META#ScanURI Oth er	-----|-------⌫---⌫-|
# META# Ark ID	-⌫----|---⌫-|
#META#L cc nID	-----|-⌫--⌫--|
#META#Oclc ID	-----|----⌫-|
#META#WebAuthor	-----|--------|
#META#O RCIDWe bAutho r	-----|-⌫------⌫------⌫|
#META#WebReuiewer	-----|----------|
#META#ORC IDRe uiewer	-----|---⌫----⌫-----|
#META#Mis cInfo	-----|---⌫----|
unknownedi tion	------|---⌫---|
Ma dame matreschieresuer	-|---|-|---|-----|---|
Qu ei ainmeau tantconmemo ncuer	--⌫||----|--⌫---|----|--⌫|---|
d emondro it melaiss oit	-⌫|--|---⌫-|-|-----⌫--|
Tant quent re	---|-|---⌫-|
moietlipai s	--|-|-|---⌫|
deman gri ensdusien.	-----⌫|--⌫--|-|----|
ieneueul f aitele	-|-|---|-⌫--|--|
Que tunas riens	--|-||-|----|
Iat antpreechiernes aras	-|-⌫--|--------|-|-⌫---|
Que r ien s e mportes pour pre echier	--|-⌫---⌫|-⌫------|---|---⌫-----|
porras deduelsechier.	-----|-|---|-------|
Etlaut rere spo nt maintenant	-||---⌫-|--⌫---⌫-|---------|
Qui auque ssa uoi td	--|-----⌫|--⌫---⌫||
E tmoutestoit	-⌫|---|-----|
sa ge et cou rtoise	--⌫-|-|---⌫-----|
Cer tesfait el emout me n	---⌫--|---|--⌫|---||-⌫|
Qu antpour nousdeus seco m batront	--⌫--|---|---|---|-|--⌫-⌫------|
Du isipr odome	--⌫|-|--⌫----|
concistsu n t.	--|---|--⌫-⌫-|
C e stlaquerelemout petite	|-⌫-|-|------|---|-----|
Mais ie nelepuis	---|-|-|-|---|
clamer cuite	-----|----|
Quetropgrant mestie r en	--|---|----|------⌫|-|
111c .5966	----⌫----|
Pourceplusb oingréuous saroie	---|-|---|-⌫--|---|---|-----|
Se uousmerend iés mon droit.	-|---|-|----⌫---|--|-----|
terepondroit	-|---------|
au tremout seroitmusarde.	--⌫--|---|-----|-------|
Max fu setmaleflambemarde	--|--⌫|-|---|-----||---|
Seiai*ie*doin gdon t	-|---|--|----⌫|---⌫|
miex teui ues	---|-|--⌫--|
Anchoisassa mblero nt lesriues	------|----⌫------⌫-|--|----|
Sela batai lle nel tedonne.	-|-|-----⌫--|--|-|-----|
li d roiz q ueieiai	-|-⌫---|-⌫-|-||-|
Toztansdesquauiou r	--|---|--|-|-|---⌫|
qu ilesthui	-|-|--|--|
En soite n a ïe	-|---|-⌫|-⌫--|
Queparp itié etparfranchise	--|--|-⌫----|-|--|--------|
Sepouro ffredemonseruiche	-|-----⌫---|-|--|-------|
Sineset ilcuiiesui	-|-|--|-|--|-|--|
Nenemec on noist ne ie	-|-|-|-⌫--⌫----|-|-|
Tanton tparle ́quatantr emaignent	---|--⌫|-----⌫|-|----|-⌫--------|
Lesparolesetsienmai nent	--|------|-|-|-----⌫---|
Lescheualierse nmi l a court.	--|---------|-⌫|-|-⌫|-----|
pueples ap réscou rt	------|--⌫---|---⌫-|
Sicom a t el	-|--||-⌫-|
afaireseulen t	-----|------⌫|
Courreles gens quiueo ir ueul ent	-----|--|---|--|---⌫-|----⌫--|
batai lleet descremie.	-----⌫--|-||--------|
M a isnesentre connoissent mie	-⌫-⌫-|-||-----⌫----------|--|
Ci lqui combatrese uol oient	--⌫|--|-------|-|---⌫----|
ent ramer s eso loient .	---⌫----|-⌫|--⌫------⌫|
do ncnese ntraiment il	--⌫-|-||-⌫--------|-|
Oïl uousrespontetnenil	---|---|------|-|----|
Et lune tlautr eprou uer ai	-||-|-⌫||----⌫|----⌫---⌫-|
Sique raison itrouuerai.	-|--|-----||---------|
Pouruoirmesire Gauuainsaime	---|---|-----|-------|---|
111d.5 998	------⌫--|
E t Yuains lui ouque	-⌫|-----|--|-|--|
D es ic i se ille sauoit	-⌫-|--⌫|-|-|-|-----|
g ran t feste	-⌫---⌫|----|
Et simeteroitp our lui sa teste	-|-|-------|-⌫--|--|-|----|
Etcilla siu eausipourlui	-|--|-|---⌫|---|---|--|
Anchoisqu enl i feïst	------|-|-|-⌫|-----|
NestceAmors entiere etfine	|--|-|----|------|-|---|
Oïl c ertes.EtlaHaïne	---|-⌫-----|-|-|-----|
restel e toute	---|--⌫|----|
cosetouteacertes	---|----||-----|
alautre sa nsdoute	||----|--⌫-|----|
uo ldroit a uoirla	--⌫-----|-⌫---|-|
go r geroute	--⌫-⌫-|----|
O u t ant auoirfait en uoldroit	-⌫|-⌫--|----|---|-|-------|
D ehon te que pis enuau droit.	-⌫|---⌫-|--|--|-|---⌫-----|
Par foy cestm eruei lle	--|--||--|-⌫-----⌫--|
Quena en un	-|-||-|-|
uaisseltr ouue e	------|--⌫----⌫|
Am oretHaïn e mortel.	--⌫-|-|-----⌫|------|
D exMe ïs mesen un	-⌫-|--⌫---⌫--|-|-|
Co n ment puet est r eli rep air es	--⌫-⌫---|---|---⌫-⌫|-|---⌫---⌫-|
Achoses quisiso nt contrai res	|-----|--|-|--⌫-|-------⌫--|
Enunostelsi	-|-|----|-|
con moi samble	--|--|-----|
Nepüe nt e les	-|----⌫-|-⌫--|
e streemsamble	-⌫---|-------|
Queneporroitpas aue ni r	--|-|------|--|---⌫--⌫|
aue uclautre en	---⌫-||----|-|
Q uenoise ettenchonni eüst	-⌫-|----|-|------|||----|
la utr e iseü st.	|-⌫---⌫||----⌫--|
uncors aplus ors men bres	-|---||----⌫--|---⌫---|
Qu eil ia loges	--⌫|-|||----|
etchambr es	-|------⌫-|
Ain sipuet bienestrelacose	---⌫-|---|---|----|-|---|
EspoirsAmorssest o itenclose	------|----||---⌫-⌫-|------|
Ena ucun echam b recelee	-|-⌫----⌫|----⌫-⌫-|----|
112a.60 30	-------⌫-|
sen iertale e	|-|---|---⌫|
Eslogespar	-|----|--|
d eue rs la	-⌫---⌫-|-|
Pourch equeonnelauo ie.	---|--⌫|--|-|-|-|--⌫--|
Or estHaïnemoutencoche	-|--|-----|---|-|----|
Queleespe ronne et	-|--|----⌫----|-|
poin t etbroche	----⌫|-|-----|
SorAmor quanqu eelepue t	--|---|------⌫|--|---⌫|
E tAmo ronquesne	-⌫|---⌫|-----|-|
H a Amors ou	-⌫|----|-|
ié stu reposte	---⌫|-|------|
i s siuerra s q uel hoste	-⌫|-|-----⌫|-⌫--|----|
to i amené etmi s	--⌫|-----|-|--⌫|
Li e nnemia tes amis	-|-⌫----||--|---|
Li ennemisontc i lmeïsme	-|-----|---|-⌫-⌫|------|
Qui sent raimentd	--||---⌫------||
am oursaintime	--⌫--|-------|
Quamour s qui	-|-----⌫|--|
nestfa usen e fai nte	|--|--⌫--|-⌫|---⌫--|
Estprecieu se	--|-------⌫-|
choseetsaint e.	----|-|-----⌫-|
Siest A mour s	-|--|-⌫----⌫|
auugle toute	-----|----|
EtH aïne nereuoi tgoute	-|-⌫----|-|-----⌫|----|
QuAmoursdeffendr el ideüst	-|-----|--------⌫|-⌫|-----|
lesrequeneüst	--|----------|
uns lautrel	--||----||
* adesa st	-⌫-----⌫-|
Nefeïstriens quil ipesast.	-|-----|----|--|-⌫|------|
Pourchees t	---|--|--⌫|
Amours auoeglee	-----|-------|
Et desconfiteetdesiuglee	-|---------|-|--------|
Et celsquit out	-|---|--|-⌫--|
sontsiena droit	---|---||----|
N ereconn oiste tsi	-⌫|------⌫---|-⌫|-|
EtHai ̈ned i re neset	-|---⌫--|-⌫-⌫-|-|--|
Pourquoili unsdousl autrehet	---|---|-|--||--||----|--|
Selesueutfa iremeller atort	-|--|---|--⌫--|-----||---|
Sihet l i uns laut rede mort.	-|--|-⌫|--||---⌫-|-|----|
Naime pas or po é s sau oir	|---|--|-|--⌫--⌫|---⌫--|
Lomequ iluodro i ta uoir	|--|-|-|-----⌫-⌫|-⌫---|
112b.60 61	-------⌫-|
Honiqui de samo rt desire.	---|--|-|-|--⌫-|------|
Conmen tueltdontYuains occirre	------⌫|---|---|-----|------|
Sonseign eur*Gauuain	--------⌫---|------|
Soll*eti llui autresi.	----|-|-⌫|--|-------|
Siuoldro it m esire G a uuains	-|------⌫-|-⌫----|-⌫-⌫-----|
Yuainoc cirre ases mains	----|--⌫----||--|----|
Ou fa ir ep isque iene di	-|--⌫--⌫|-⌫-|--|-|-|-|
Nenilieluous iure taffi.	----|--|---|--|-⌫|----|
Li uns neuo ldroitau o irfait	-|--|-|--⌫-----|--⌫-⌫-|---|
autrene h o ntenelait	----|-|-⌫-⌫--|-|---|
Por quanquesDie xa faitporhonme	--|-------|---⌫||---|--|----|
toutlempire deRoum e.	---||-----|-|----⌫-|
Oraii eme nt ilai dement	-|-|-⌫|--⌫--⌫|---⌫-----|
Que le nuoi tbien ape rtement	--||-⌫|---⌫|---|---⌫------|
Queli unsueltenua ïrlautre	--|-|--|---|----⌫--||----|
L anchele u ee	-⌫----|--⌫-⌫-|
so rlefautre	--⌫|-|-----|
unsl autre ueltblecier	--||----|---|------|
laidiret empir ier	-----|-|-----⌫--|
Queiaderiennes enfaindra.	--|-|-|---|-||-|-------|
OrdieDequi sepla in dra	-|--|-|--|-|---⌫--⌫--|
Ci l qu i descoxa ra	--⌫|--⌫|--|--|-⌫-|
Q u antluns ara l autre conquis	-⌫-⌫--||--|--||----|------|
C ar silfont tant	-⌫-||-|---|---|
ent reueignent	---⌫---------|
Gran s paours	----⌫|-----|
estquilnema i ntiegnent	--|-|-|-|--⌫-⌫--------|
Tantl abata ill eet	---|-⌫|----⌫---⌫|-|
Quele iertde l	-|--|---|-||
unepart outre e.	--|---|-----⌫-|
PorraYuainsparraisondire	----|-----|--|-----|---|
Se la soiepartiees tp ire	-|-|---|-----|--⌫|-⌫--|
Quei lli aitf aitlai t nehonte	--|-⌫|-|--|-⌫--|---⌫|-|----|
Quientreses amisleconte	--|----|--|---|-|----|
Nainc nel apel a par sonnon	|---|-||----⌫|--|--|--|
112c.609 2	--------⌫|
S e ami et compaignonnon	-⌫|--|-|---------|--|
Ou sil rauientpar auenture	-||-|------|--|-------|
Quecilli refaic helai dur e	--|--|-|------⌫-|---⌫---⌫|
Oudequeques oitle souru aint	-|-|--|--|-⌫--|-|-----⌫---|
Aurail tort	---|-|---|
Nenilqui lne sa ura dequi.	----|-|-⌫|-|--⌫--|-|---|
Ent res longiésesont	---⌫---⌫------|-|---|
P orce queilsentreconnoissent.	-⌫-|-|--|-||----------------|
Al asamblerles lances froissent	||-------|--|-----|--------|
Qui grossesierentetdefraisne.	--|------|-----|-|-|-------|
d e riensnarraisne	-⌫|----||-------|
Car si lentrarra ini ése	--||-⌫|--------⌫---⌫-|-|
Autreassambleef aiteüsse nt.	----|--------|-⌫--|------⌫--|
Ia ne üst a lo r	-||-⌫---||--⌫|
assambl ee	-------⌫-|
Feru ne lanchen i	---|-|-----|-⌫|
E ntre baisier etacoler	-⌫----⌫------|-|-----|
S alaissen tains qu eafoler	|--------⌫|---|--⌫|-----|
Silsentrafolentet	|-||----------|-|
me h aignent	--⌫-⌫------|
Lesespeesriensn i	--|-----|----|||
Nelihiameneliescu	-|-|----|-|-|---|
So n t enbuigniéet co n fundu	--⌫-⌫|---------|-|--⌫-⌫----|
Et des es peeslitren chant	-|--|--⌫---|-|----⌫----|
E ng roig nent...*	-⌫--⌫----⌫---|---|
rebroschant .	-----------⌫|
Car il se n	--|-||-⌫|
donne nt mou t gr ans flas	-----⌫-|---⌫|--⌫--|---|
Destrencha nsn on	--|-------⌫-|-⌫-|
poinsr edonnent	----|-⌫-------|
Sorlesnaseax etsorlesclos	--|--|-----|-|--|--|---|
lesf ronset	--|-⌫---|-|
Quetoutes sontperses etbloe s	--|-----|---|-----|-|----⌫|
sanschaoitdesous.	---|-----|------|
Et leshau bers onts i derous	-|--|---⌫---|--|-⌫|-----|
Etle s escus s i depe chiés	-|--⌫|----|-⌫|----⌫-----|
Nia c eluinesoit blechiés.	|||-⌫---|-|---|---------|
Ettantsep ainentet trauaillent	-|---|-|-⌫-----|-|----------|
A poi qu a lainesn e lorfai llent.	|--|-|-⌫-----|-⌫|--|---⌫-----|
Si se conbaten t	-|-|--------⌫|
une c haude	--|-⌫----|
Q ueiagonce ne esmeraude	-⌫-|------|-|--------|
N on t sor l eshiames	|--⌫|--|-⌫-|-----|
Nesoitmu eluet esq uachie	-|---|--⌫--|-|---⌫-----|
Cardespoin ssigranscops se	--|--|----⌫|-|----|---|-|
hiamesquetuit ses tonnent	-----|--|---||--⌫------|
Etpar poi quil	-|--|--|-|-|
ne se scheruelen t .	-||-⌫----------⌫-⌫|
Lioei ldes chié slorestinchelen t	-|---⌫|--|-----⌫|--|-----------⌫|
Q u ilo ntlesp oinsqu arre ́set gros	-⌫|-|-⌫-|--|-⌫---|--⌫----⌫-|-|---|
Et forslesnerset dur	-|---|--|---|-|--|
Sisedonn entm alesgrongn ies	-|-|----⌫--|-⌫---|------⌫--|
Acequiltiennenten poig nies	|-|-|-|-------|--⌫----⌫---|
Lor sespe e s qui grant	---⌫|----⌫-⌫|--|----|
Lorfontqu ant il	--|---|--⌫--|-|
fierentahie.	------||---|
Quan tg ra ntpiechese sontlassé	----⌫|-⌫--⌫-|-----|-|---|-----|
Tantqueli hia me sontquassé	---|--|-|---⌫-|---|------|
Et li hauberstuit de smaillié	-|-|------|---|--⌫--------|
Tantontdeses peesmaillié	---|--|--|--⌫---|-------|
escu fend uetf rait	---|----⌫|-|-⌫---|
Unpo ysesontarrier etrait	-|--⌫|-|---|------⌫|----|
Sila issentreposerl orsuai nes	-|--⌫-----|------|-⌫--|---⌫--|
reprennent lorsala ines.	---------|---|---⌫----|
Mai snifontm iegr antdemore	---⌫|||---|-⌫-|--⌫--|-----|
Ains courtliunsa l	---|----|-|--|||
autre sore	----|---|
Pl us fierem ent quaincmaisne	--⌫-|------⌫--|-|---|---|-|
Et tuitdïent quemaisn e	-|---|-----|--|---|-⌫|
Deu s cheualiers pluscoragou s	---⌫|---------|---|-------⌫|
113a .6152	----⌫----|
Nese combatentm ieagous	-|-|--------|-⌫-||---|
Ainc hois lefo nttrestoutacertes.	----⌫---|-|--⌫-|-------||------|
Lesmerites nelesdesertes	--|------|-|--|-------|
Ne lorenser ontia rendues.	-|--|-|---⌫--|-|-------|
Cesp arole s ontentendues	--|-⌫-----⌫|--|--------|
Liduiami quis	-|--|--|--||
entrafolent	----------|
Se nt e ndent bienque	|-⌫--⌫-⌫----|---|--|
il pa rolent	-|--⌫-----|
Desdou s seroursentrac order	--|---⌫|------|------⌫----|
Ma islapais	--⌫-|-|---|
ne püent t rouuer	-|-----|-⌫-----|
Deuers laisnee	-----||-----|
en nu leguise.	-|--⌫-|-----|
Et lam aisnee s estoit mise	-|-|-⌫-----||-----|---|
Sor chequelir oysen di roit	--|--|--|-|-⌫--|-|--⌫---|
E tiari en	-⌫|-|--⌫-|
nen contr ediroit.	|-|-----⌫-------|
Mesla isneeest si entiere	--||-⌫----|--|-|------|
Que nes l a roïn eGen ieure	--|--|-⌫|-----⌫|---⌫----|
Etliche ualieretliro ys	-|-|---⌫-----|-|-|--⌫-|
Quimout estoit fransetcourtois	--|---|-----|----|-|-------|
m aisneesetiennent.	-⌫-----|-|--------|
Ettu it le royproyer	-|--⌫-|-|--|-----|
enuiennent	-|-------|
Quemaugr é laisnee	--|-----⌫-||-----|
tere a lame nour	---||-|--⌫---|
Latierche partieou la quarte	-|------|-----|-|-|-----|
Et lesdous	-|--|---|
che ual iersdepar te	---⌫---⌫---|-----⌫-|
Que tropsont	--|---|---|
degrantuass el aige	-|----|----⌫--⌫---|
aroitgrantdamage	----|----|-----|
Se l iuns d aus l	-|-⌫|--||--||
autreafoloit	----|------|
Et pointdesonnou r	-|----|-||-----⌫|
roysdis tquealapais	---|---⌫|--||-|---|
N esentre metrail iam ais	-⌫||-----⌫----|-|---⌫--|
aisn ee suernenacure	----⌫-|---||-||---|
T a ntpar est male	-⌫-⌫-|--|--|---|
cr eature.	--⌫------|
113b.61 83	-------⌫-|
paroles oï r en t	------|---⌫-⌫--⌫|
Li dui qui	-|--|--|
sent renpirent	|---⌫--------|
E tqu atousest	-⌫|-||---|--|
batailleest	-------|--|
si pareille	-|-------|
Queo nne setparnul auis	--|-⌫|-|--|--|--|---|
Quia itlemiel sneq uile	--|-⌫-|-|----⌫|-|-⌫-|-|
du i quisecombatent	--⌫|--|-|--------|
Qu ipar marti rehonn our acatent	--⌫|--|-----⌫-|----⌫--|------|
Sesmerue illent et esbahis sent	|-------⌫-----|-|-------⌫---|
Quesipar ingal senuaïssent	--|-|--|----||----------|
Qu a grantmerueille	-||----|--------|
cilquisec ontretie nt	--|--|-|-⌫--------⌫-|
E ncont relui sifiereme nt .	-⌫-----⌫-|--|-|-------⌫--⌫|
Sise comba ten tlong uement	-|-|-----⌫---⌫|----⌫-----|
Que liioursuer sla	--|-|----|---⌫|-|
nuitsetrait	---|-|----|
Ne il ni ac eluiqui	-|-||||-⌫---|--|
Que lis anstouz chausetboulla ns	--|-|-⌫--|---|----|-|------⌫-|
Par mainsleusparle scorsleur boul ent	--|----|---|--|--⌫|---|---|----⌫--|
Quepardesousles h au be rs	--|--|-----|--|-⌫--⌫--⌫-|
Ne nest me rueilles ilseueulent	-||--|--⌫------||-|-|------|
Rep ose rcarfor m entse	---⌫---⌫|--|---⌫-⌫--|-|
Nont plus de	|--|---|-|
labataille c ure	-|-------|-⌫--|
Etpourl a nuit quiuientoscure	-|---|-⌫|---|--|----|-----|
E tpourcequemoutsentr edoute nt.	-⌫|---|-|--|---||----⌫------⌫--|
Cesdouscoses ensus lesboutent	--|---|----|-|--|--|------|
Etsemonnen t	-|--------⌫|
quen pa i ss estoissent	-|-|--⌫-⌫||---------|
Ma isainchoisq ued ucamp s	--⌫-|-------|-⌫-|-⌫|---||
enuoi sent	-|---⌫---|
Seserontbien entracointié	-|-----|---|------------|
Sauraent relsioie etpitié.	|---|---⌫|--|---|-|------|
Mesire Y uains parlaanchois	-----|-⌫----|----|------|
11 3c.6 220	--⌫----⌫--|
Quimou t estoitpr euset courto is	--|---⌫|-----|--⌫--|-|------⌫-|
Ma is au parllerne lrec o nnut	--⌫-|-|------|--⌫|---⌫-⌫---|
Ses boinsamis carce linut	--|----|---|--|-|-|--|
Qu ilauoitlaparo lebasse	-|-|----|-|----⌫-|----|
etfebleet quasse	-|----|-|-----|
Car touzlisans	--|---|-|---|
li fumeü s	-|-|----⌫|
Descopsquil auoitrec eüs.	--|---|-|-|----|---⌫----|
Sire fait illanuisap roche	---|---|-|-|---|--⌫----|
blasme ner eproche	-----|-|-⌫------|
N en arons se nuiz	|-|----|-|---|
nous depart.	---|------|
m oiepa rt	-⌫--|--⌫-|
Quemoutuousdoutetmoutuou spris	--|---|---|---|-|---|---⌫|---|
Nonques en ma uienenprins	|-----|-|-|--||------|
Bataille dont tantm edo sisse	-------|---|---|-⌫|--⌫----|
N echeu alierqui tant uosisse	-⌫|----⌫----|--|---|------|
Con nois t renecuidaiu e oir.	---⌫----⌫-⌫-|-|-----|-⌫-⌫---|
Bien sau ezuoscops asseoi r	---|---⌫-|--|---|------⌫|
lessaués emp loii er.	--|-----|---⌫----⌫--|
Ainc nesoitantdec opspaiier	---|-|--|---|-|-⌫--|-----|
Cheualierqueiequen e u ̈sse	--------|--|-|----⌫-⌫-⌫---|
Ia mienueu ltantnereceüsse	-|---|---⌫|---|-|--------|
Com uousmen auésh ui presté .	--|---||-|----|-⌫-|-------⌫|
Toutmontuostre	---||--|-----|
copentesté .	--|--------⌫|
faitmesire	---|-----|
Nestes siestonné sn euains	|----|-|--------⌫|-⌫|----|
Queiea utantou plus ne	--|-|-⌫----|-|---|-|
Etseieuous requenissoie	-|-|-|---|-----------|
Espoirneuousgreuero it	-----|-|---|-------⌫-|
Sei euousai pres té	-|-⌫|---|-|----⌫--|
Bien m en aués rendule	---||-|----|----|-|
Etdu cha teletde la	-|-|---⌫--|-|-|-|
Quelarges es ti és	--|-----|--⌫--⌫--|
Plusque ienestoiedu	---|--|-||-----|-|
Mesconmentque	--|------|--|
lacosep raig ne	-|---|-⌫----⌫-|
Quantuousplaistque	----|---|-----|--|
P a rquel nonie sui appelez	-⌫-⌫|---|--|-|--|------|
Iamesnonsneuo us	-|--|---|-|--⌫-|
iertce lés	---|--⌫---|
Gauuainsa i nonfille	-------|-⌫|--|--|-|
Tantost con mesireYuains	------|--|-----|-----|
S isesbah is tet	-⌫||-----⌫--⌫|-|
esperttoz.	-----|---|
Parmautalenset parcouroz	--|--------|-|--|-----|
Flatist alateres	------||-|---||
Quetou t eestoit	--|---⌫-⌫|-----|
ensangl antee	-------⌫----|
tou tdepechié	---⌫|--------|
Sidescentduche ualapié	-|------|-|---⌫--||---|
EtdistAla sQuelmesqueance	-|---||--⌫|---|---------|
Partro pl aidemesconiss anc e	--|---⌫|-⌫---|---------⌫---⌫|
Ce stebataille faitauoum es	--⌫--|-------|---|-----⌫-|
Qu eentr econneü ne	--⌫|----⌫-------|-|
nous sonmes	---|-----|
Queiaseieuous quene üs se	--|-|-|-|---|-----⌫---⌫-|
Auouscomb atusneme f uiss e	|---|----⌫---|-|-|-⌫----⌫|
Ainsmeclamaisserecreant	---|-|--------|-------|
copielu o uscreant.	--|--|-⌫-⌫-|------|
-Conment faitmesire	|------|---|-----|
Q u i estesuous-Ie	-⌫-⌫|----|---||-|
sui Yuains	--|-----|
Qu iplusuousa imconh omdum onde	--⌫|---|---|-⌫-|--|-⌫-|-|-⌫---|
T antconild u re alareo nde	-⌫--|--|-|-⌫-⌫-||-|---⌫--|
mauésaméto z iorz	|----|---|--⌫-⌫---|
Et honnerée ntoutes corz .	-|-------|-⌫|-----|----⌫|
Mais ie uous	---|-|---|
ueuldecestafaire	---|-|---|-----|
Tel amendeett elhonnourfaire	--|-----|-|-⌫-|------|----|
Que o utreeme ntoutrémotroi.	--|-⌫-------⌫-|-----||-----|
- Icheferiés uouspo urmo y	|---|------|---|--⌫-|--⌫|
Fait m esi reGauuainslidols.	---|-⌫---⌫-|-------|-|----|
Cer testro p seroie estols	---⌫--|---⌫|-----|-----|
Seiecesteamende	-|-|----|-----|
en preno ie.	-|-----⌫--|
Ia cer te s cestehonnorsni ertmoie	-|---⌫--⌫|----|------||-⌫--|---|
Ains i ert uost re ie	---|-⌫--|----⌫-|-|
la uouslai s.	-|---|---⌫-|
-Habiau sire nel	|-|---|---|--|
I ceneporroitauenir	-⌫-|-|------|-----|
p uismaissoust en ir	-⌫--|---|-----⌫--⌫-|
S i suiatai ns	-⌫|--|----⌫-|
e ts ourmenés.	-⌫|-⌫---------|
-Certes denaient	|-----|-|-----|
uouspenés	---|-----|
amise tse scompai ns.	---|-⌫|--⌫|------⌫--|
Mesiesuicomquiset atains	--|-|--|------|-|-----|
N ei e nendiriens	-⌫|-⌫||-|-|----|
porlosenge	--|------|
Qu il nael monde si estrange	-|-|||-|----|-|-------|
Cui ie autretan tnen de ïsse	--|-|--------⌫||-|--⌫----|
Ainchois qu eplus d es cop ssou f f riss e.	-------|--⌫|---|-⌫-|---⌫|---⌫-⌫-⌫----⌫-|
Ainssiparllantestdescendus	-----|-------|--|--------|
lautretendu s	|----|-----⌫|
Lesbras as cops*si s	--|---|-|----|-||
entrebaisent	-----------|
ce mie nesetaissent	-|--|-|-|-------|
Quechascuns	--|-------|
outréne seclaint.	-----|-|-|------|
La tenchons	-|-------|
o nques ne remai nt	-⌫----|-|-----⌫-|
Tant que liroys et libaron	---|--|-|---|-|-|----|
uiennen tcourant toutenuiro n	-------⌫|------|---|------⌫|
S eles uo iente ncontreioïr	-⌫|--|--⌫---|-⌫-----------|
Sidesir ent	-|-----⌫--|
Que ce pu et estre et	--|-|--⌫-|----|-|
qui chil sont	--|---|---|
Qui sigrant ioiesentr e f ont.	--|-|----|---||----⌫-⌫-⌫---|
Seignordistli roys ditesno us	------|---|-|---|----|--⌫-|
Quisi atost mis	--|-||---|--|
11 4b.6315	--⌫------|
Ce st eamitiéet	--⌫--⌫|------|-|
cesteaco rde	----|---⌫--|
Quetelhaïne et teldescorde	--|--|-----|-|--|-------|
Iahu itouteioreüe.	||--⌫|----|--|----|
- Sire neuousiert pas	|---|-|---|---|--|
Fai tmesire	---⌫|-----|
Gauua insses niés	-----⌫--|--|----|
La meskea ncee t limeschiés	-|------⌫--|-⌫|-|--------|
Dont cestebat aill ea	---|----|---⌫----⌫||
Des quech i estes a rr esté	--|--|--⌫|----|-⌫--⌫----|
Po ur loïr etpour lesau oir	--⌫-||---|-|---|-|---⌫--|
Bieni ertquiuousen d irauoir.	---|-⌫--|--|---|-|-⌫--|----|
SireGauu ainsuostr e niéss ui	---|----⌫---|-----⌫|----|-⌫-|
M onc onpaigno nne reconnui	-⌫-|-⌫--------⌫|-|-------|
Mon s eigneur Yuai nquiest	---⌫-⌫------|----⌫|--|--|
ilasoiiemerchi	-||----|-----|
Sico n Dieu	-|--⌫|---|
pl aut mo nnonmenq uist.	--⌫--|--⌫|--||---⌫----|
Liuns alautresonnon di st	-|--|||----|--|--|--⌫-|
