quib en com encee	--|-⌫-|---⌫---||
por q ueili te rminedel	--|-⌫--|-|--⌫----|--|
sont assignéace ls del ior	---|-------||--⌫-|--|--|
siuosauraiget éderror	-|--|----|---⌫-||----|
tant comli iorsaplusdur é	---|--|-|---||---|---⌫-|
alorequilest auespré	||--|-|-|--|-------|
enuersceoq ui	-----|--|-⌫-|
a ltresi poezuosten ir	-⌫-----|---|--|---⌫-|
quelimonza ue it duré plus	--|-|---|-⌫--⌫-|----|---|
q uant deuuint en terre ca ius	-⌫---|--|---|-|----|-|--|
auersce o que pl useni	----|--⌫|--|--⌫-|-||
issile me s ignefia	---|-|-|-⌫------|
libonseu esquesde pari s	-|---|--⌫-----|-|----⌫|
moricede qui ieol apris	-----|-|--|--||----|
en a ltr e	-|-⌫---⌫|
deusaloeourersal	---|---|-----|-|
qua ntil prenthome s en enf ance	---⌫-|-|----|----⌫|-|---⌫---|
feieencre ance	--||-|---⌫---|
aterce a loelesasquanz	|----|-⌫--|--|------|
qu antil lesprentendrei t	--⌫--|-|--|----|------⌫|
trente anz	-----|--|
leie en sonser uise	--||-|--|---⌫---|
e limid isnos redeu ise	|-|---⌫-|--|-----⌫--|
celsquendr e itquara n teanz	---|-|----⌫-⌫-|-----⌫-⌫-|--|
lagrace del sein tesperi te	-|----|--|----⌫|------⌫-|
endre it none	-----⌫-|---|
relo edeus	----⌫|---|
ourer s quantil enpre ntdet els	-----⌫|----|-|-|---⌫-|-|-⌫--|
afaireson coma ndemen t	|----|--|----⌫------⌫|
quieageo ntpassé grantment	--|---|-⌫-|-----|--------|
ues p re redescentil	---⌫-⌫-|--------|-|
come dolze c om e	---|---||-⌫--⌫|
caril lesprenten	--|-|--|----|-|
lorfeble sce	--|-----⌫--|
delorueilles ce	-|--|-------⌫-|
equantue ntalpoint	|----|--⌫-|-|----|
lemt roeuealcunquise	--|-⌫----|----|--|-|
e serepentemerci	|-|-----||----|
e regeistsatr icherie	|------|-|--⌫------|
epa rmultgran t deuocion	|--⌫|---|----⌫|-------|
requer t a deuc on fes si on	------⌫||--|-⌫--⌫---⌫--⌫-|
e une ho r etteel	|--|--⌫-⌫---|-|
c ha mpl abore	-⌫--⌫-|-⌫----|
auentqu edonclamor t la core	----|--⌫|---|-|---⌫||-⌫---|
benrepentan t e	--|--------⌫||
iln apas sustenu tel	-|||--|------|--|
ueirement come	--------|---|
mesilauratotleden er	--|-|---|--|-|---⌫-|
ta ntparestdeus	--⌫-|--|--|---|
larges e dol z	-----||---⌫|
orse itpose ́	-|--⌫-|----⌫|
qu alcunsestolz	-|-----|-----|
parolt a de ue	-----||--⌫||
deusiaaiieototema	---|-|-|--|---|-|
tau ignelaboré	-|-⌫---|------|
esoffertlapluiee lore	|------|-|----|||--|
etu f a i zceluiper	|-|-⌫-⌫-⌫|----|--|
quina lab ore ́	--|||---⌫---⌫|
endreit sei	------|--|
nemaisun e	-|---|--⌫|
horette petite	------|-----|
ed eurespo nt	|-⌫-|-----⌫-|
tot q uite	--|-⌫---|
uerstei parraisonbels amis	---|--|--|-----|---|---|
tua squa nque	-|-⌫|---⌫---|
ieotep rami s	--|-|-⌫----⌫|
tu asl ere gnepardura ble	-|-|-⌫|--⌫--|-------⌫--|
e stremerciable	-⌫---|--------|
uer scestui qui uint orendreit	---⌫|-----|--|---|--------|
maseignorie queualdreit	-|--------|--|-------|
s idelmendo nerne poeie	-⌫|--|--|--⌫--|-|----|
totpor nentsiieo leuo leie	--|--|---|-|--|-|--⌫---|
orpoezent endrese ignors	-|---|---⌫----|--⌫-----|
es tpreslideusocors	--⌫|---|-|--|-----|
aquilapeledebon cu oer	|--||----|-|--|--⌫--|
m esn ul ne	-⌫-|-⌫-|-|
sedeitanulfoer	-|---||--|---|
porcesteesper a ncetarger	--|----|-----⌫-⌫--|-----|
destreenla	|----|-|-|
uignedeu ourer	----|--|----|
pense ensaconscience	----|-|-|---------|
deuieopuisbenaueir licenc e	--|--|---|--|----|------⌫|
fetilde faire	--|-|-|----|
cestpecche	---|-----|
tan tqueueillescem	---⌫|--|--------||
aitmerché	--|------|
eg eté horsde ma io uente	|-⌫---|---|-|-|--⌫----|
cestepense eestmultdolente	----|-----⌫|--|---|------|
emult pesmeemultdeceuable	|---|----||---|--------|
euentpar eng in	|---|--|---⌫-|
c arnul n a ter mede sa fi n	-⌫-|--|||---⌫-|-|-|--⌫|
tel sest morzpu is	---⌫|--|---|--⌫-|
iehuimati n	----|----⌫|
quelempeus ttr ouer erseir	--|--|----⌫|--⌫---|-|---|
pleindesante ede poe ir	----|-|----||-|---⌫-|
seignors por deupernez	-------|--|--|-----|
quelileresque mal feu arde	--|-|----|--|--|--|---|
natent fors quendormi u ostruisse	|----|---|-|------|-⌫-|------|
sifortq ue de sroberuosp u isse	-|---|-⌫-|--⌫-----|--|-⌫-⌫---|
fe tescom li cheualerfont	--⌫--|--|-|-------|---|
es herberges quantpoo ront	-|--------|----|---⌫|--|
nuitassailli n e	---|-------|-⌫|
lorenemi sseuent e	--|-----⌫|-----||
queue n dront entorelslanuit	--|--⌫-⌫----|----|--|-|---|
doncu errei zqu	---|-⌫-----⌫|-|
ilsarmeront tuit	-||-------|---|
arm ez sorpri s ne seient	---⌫-|------⌫|-|-----|
alsifontcil qui endeucreient	---|---|--|--|-|--|------|
car dalmos ne edecharite	--||-----⌫-||-|------|
e damerdeu enueri te	||---|--|-|----⌫-|
proismealsicomesei	------|---|---|--|
enbon ef ei	-|---⌫|-⌫-|
fontentorelsun sibonmur	---|----|--|-|-|--|--|
e sie spes	|-|-⌫---|
q ue il ni a per t ui sne	-⌫-|-||||---⌫-⌫--⌫|-|
nelileresqui tozagait e	-|-|----|--|--|-----⌫|
uolenters i entrast	--------||------|
ne poett rouerparuntil	-|---|-⌫----|--|--|-|
or n osarmomentelmanere	-|-⌫-|----|-|--|-----|
queiaalanost re bane re	--|-||-|----⌫-|----⌫-|
litraitre s	-|-------⌫|
n equonquespar trestotson	-⌫|-|-----|--|------|--|
tantainza uomm us e ́	---|---|-⌫--|-⌫--⌫-⌫|
quatendom nos alaborer	-|------|--||------|
sil comenc ea	|-|------⌫||
que lan uitnostru isse e n oisose	--|-|-⌫--|--|---⌫---|-⌫|-----|
qui ta nte s tneire	--|--⌫-|-⌫-⌫|----|
etene bro s e	|----⌫---⌫-⌫|
ceoestla mort qui rennesparne	--|--|-|---|--|--||------|
iamaisior delregnesuperne	-----|--|--|----|------|
ne uerrom clarte ne l u m ere	-|-----|-----|-|-⌫-⌫-⌫--|
iama isdela	----⌫-|-|-|
basse fumere	----|-----|
nistromp or nule destinee	|-----|-⌫-|---|-------|
sinosenceste matinee	-|--|-|----|------|
o ueinzla nuitnenosarmom	-⌫|---|-|---|-|--|----|
fols somes	---|----|
queiat e ndom	--||--⌫-⌫---|
grant peril	----|----|
de tropatendr e	-|---|------⌫|
en esperance	-|--------|
meinthomeen atendantmerci	----|---|-|-------|----|
esteng ig néieol uosafi	--|---⌫--⌫--|--||--|--|
c arendem enters q uil	-⌫-|-----⌫-----|-⌫|-|
lestoetchaireniugement	|-----|----|-|-------|
eniugementeeniustise	-|-------||-|------|
silestoet uenir	-||-----|----|
po rdeuseignors epor	--⌫|--|-------||--|
neseiom perescosne	-|----|-------|-|
tropatendo mde ior en ior	---|------⌫|-|--|-|--|
deuenir anostre salueor	-|----||-----|------|
quiaiseatent	--|---|----|
aisele fuit	---|-|---|
mala itlarbre quinefetfruit	--|-⌫-||----|--|-|--|----|
trench édeit e streeelfeu mis	------⌫-|---|-⌫---||-|--|--|
tro psomeslonguementiolis	---⌫|----|---------|----|
asuicesamor s	-|----|----⌫|
combengarderom	-----|-------|
nos le s pors	--|--⌫|---|
a l cit ezeinqu e nosseru om	-⌫|---⌫----|--⌫|--|----⌫-|
grantfe ime nson	----|--⌫-|-⌫|--|
seruise auom	------|---|
egr ant sei emult	|--⌫--|--||---|
grantmesais e	----|------⌫|
ebensauom que a grantaise	|--|----|--||----|---|
lidaerein garcon	-|------|-----|
ches nos tre pere ensamaison	---|---⌫--|---|-|-|-----|
tornioma rere	------|-⌫---|
merc icriant od	----⌫|-----|-|
simplechere	-----|----|
nossauomb enqueiluendreit	--|----|-⌫-|--|-|-------|
encontrenos sinosfer eit	-------|--|-|--|---⌫--|
denoefreuesti re chalcer	-|---|-------⌫||------|
e fereit pornosg ran tmanger	|-----|--|--|-⌫---⌫|-----|
egranznoeces egrantconui	|----|-----||----|----|
o nques si fo lerenn eui	-⌫----|-|--⌫-|--|-⌫|-|
com nossomessi de umeue ie	--|--|----|-|--⌫|-|--⌫-|
qui conois somlad r e iteu eie	--|------⌫--|-|-⌫-⌫-⌫--|-⌫--|
etotde gre alomla	|--|-|--|---|-|
en nozcols	-|--|---|
l acom lar ohorte	-⌫---|-|-⌫-----|
qui nos d estru ite quinospent	--|--|-⌫-----⌫-||--|--|---|
mu ltestfols quineserepent	--⌫-|--|---|--|-|-|-----|
a tensees pace	|---||--⌫---|
seignorsquedeu merciuos	-------|--|--|----|--|
alezmerc iquerree rouer	---|----⌫|-----||----|
tan tcomuos lap oeztrouer	---⌫|--|--|-|-⌫--|-----|
altre me ntne laureiz	-----⌫--⌫-|-||-----|
apeleztant co mil est	-----|---|--⌫|-|--|
nostreseign orsiuo s	-----|-----⌫-|-|--⌫|
ia sanzme rcine uoslerra	-|---|--⌫--|-|--|----|
larequere z	-|-------⌫|
messi uosi	--|-|--||
fetesd emor e	----|-⌫----⌫|
tan tqueuosne	---⌫|--|--|-|
p uis sezparler	-⌫---⌫--|-----|
ne li p rierneapeler	-|-|-⌫---|-|-----|
doncuos ertilsi	---|--|--|-|-|
esl oigné	---⌫-----|
qua peinei trou ereizpite	-||----||----⌫----|---|
aprismezu osparrepentance	-------|-⌫-|--|---------|
parconfesseeparpe ni tance	--|-------||--|--⌫--⌫----|
ben auezoirecord er	--|---|-|------⌫-|
poetaluiacorder	---||--|------|
par feieparco nfession	--|--||--|--⌫-------|
pa ralmosn ee par oraison	--⌫|------⌫||--|------|
quantcestemescinesauez	----|----|------|----|
t an t comeleisirena u ez	-⌫--⌫|---|-----|-|-⌫-⌫-|
entr em ettez uosdegarir	----⌫--⌫----|--|-|----|
nel aissezuoz p laiesporr ir	-|-⌫-----|--|-⌫----|----⌫-|
carsi elessont sorsanees	--|-|---|---|--------|
apeinese rrontpuis	|----|--⌫----|---|
entende zlesensde	-------⌫|-|---|-|
de l euangilequinosdit	-||-------|--|--|--|
fre resorezes iueillez	---⌫--|---||-⌫|------|
seiez prestzea parail lez	----|-----||-⌫------⌫--|
ca ruosnesauez quantuendr a	--⌫|--|-|----|----|-----⌫|
lib anersq ui uo s s omondra	-|-⌫----|-⌫-|--⌫|-⌫------|
ecri eraleuez sus leuez	|---⌫--|----|--|----|
odlespo sasnoecesentr ez	-||----⌫|-|-----|----⌫-|
sidoncauez uostreo ille aquerre	-|---|---|-----|-⌫---||-----|
li porters qui laporte serre	-|------|--|-|----|----|
uosforsclorrane ndotezmi e	--|---------||-⌫|----|--⌫|
horsdela bel e com paign ie	---|-|-|---⌫|---⌫-----⌫-|
de laioiequ i	-|-|---|--⌫|
tozdisdure	--|--|---|
iames del auale e	----|-|-⌫|----⌫|
nistreizmestoz dissanzfin	|------|--|--|--|---|--|
mei ndreiz elpullen t sozterrin	---⌫-----|-|------⌫|--------|
en laiaol epardura ble	-|-|----⌫|-------⌫--|
dedenzlam aison	-----|-|-⌫----|
aldi abl e	-|--⌫---⌫|
del a aler deu nosdef ende	-|-⌫|---|--|--|---⌫---|
carp uisniam ester	--|-⌫--||||-⌫----|
merc icrierne altrecho se	----⌫|----|-|----|---⌫-|
me se inzquela por te seit clo se	--⌫|-⌫--|--|-|---⌫-|---|---⌫-|
s eiomprest zsiferom qu e sage s	-⌫---|-----⌫|-|----|--⌫|----⌫|
cariaestme uz	--|-|--|--⌫-|
l i messages	-⌫|-------|
emul t grant	|---⌫|----|
aleure uent	-----|---|
anuitsi deuent	|---|-|-----|
nossomondrao ulematin	--|-------|-⌫|-|----|
tozio rs saprismeno stref i n	--|--⌫-||------|--⌫---|-⌫-⌫|
nos sauombe n	--|----|--⌫|
quenosmorrom	--|--|-----|
nu lerenpl uscertenauom	--⌫-|--|--⌫-|----||---|
d ere nnes omesmeins certein	-⌫|--⌫|-|-⌫---|----|------|
serrahuioudemein	----|--|-|-----|
equant cert some sd e m or ir	|----|---|----⌫|-⌫|-⌫--⌫-|
ene s au omquantde ituenir	|-|-⌫--⌫-|----|--⌫-|----|
bennosdeuss om	--|--|-----⌫-|
eiorenui t matine seir	|--||---⌫|----||---|
a parailléfussom	-⌫--------|-----|
quasnoeces entrerpeus som	-|-|-----|-----|----⌫--|
desqueno s serriomsomons	-----|--⌫|------|-----|
seignors p ordeue po rses n ons	-------|-⌫-|--||--⌫|--|-⌫--|
gardez que	-----|--|
ieo naiese mé	--||--|--⌫--|
nemase mencenemonble	-|-|--⌫----|-|--|--|
entre espinesn	----|------||
enter reueine	-|---⌫-|----|
nesorperresne enl areine	-|--|-----|-|-||-----|
mesenterr equi	--|-|----⌫|--|
facefru it	---|---⌫-|
seie z si garnieestruit	----⌫|-|----||------|
desessamplesdelbestiaire	--|--------|--|--------|
q ueuos enlessez m alaf a ire	-⌫-|--|-|-----|-⌫-||-⌫-⌫--|
ealben ourer mettezpein e	|-|--|----|-----|----⌫|
por aueirl aioiecerteine	--|----|-⌫|---|-------|
car ce steio ieciterrestre	--|--⌫--|--⌫-|-|--------|
ne poetmi el onguementes tre	-|---|--⌫|-⌫--------|--⌫--|
ne poettenirnepoet dur er	-|---|----|-|---|---⌫-|
nulsnesedeit ass eurer	---|-|-|---|---⌫----|
caraui s mestsel on c mon sens	--|---⌫||--|---⌫--⌫|--|---|
quenoss omes elpeiorte ns	--|--|-⌫---|-|----|--⌫-|
p uis lin carnac ion	-⌫--||--⌫------⌫--|
e n n ul egenerac ion	-⌫|-⌫--⌫|-------⌫--|
quiteni st	--|----⌫-|
crestienelei	--------|--|
o uest hui	-⌫|--|--|
lealtee fe i	-----||--⌫|
ouesta lmosn e echar ite	-|--|-⌫-----⌫||----⌫--|
ouest dreiture e	-|--|-------||
ch astet e ere ligion	--⌫-----⌫||--⌫-----|
oue stmerciouestpardon	-|-⌫-|----|-|--|-----|
ouesthonorou est	-|--|----|-|--|
ou estamorou estsimpl esce	-|--|---|-|--|-----⌫---|
ouestdolcor ecorteisie	-|--|-----||--------|
ouestpiteou es taie	-|--|---|-|--⌫|--|
ouest uei rditneiuge ment	-|--|---⌫|--|-|----⌫---|
quiue rsleloierne	--|--⌫-|-|----|-|
ou estcon cord ee bone pe s	-|--|---⌫----⌫||---|--⌫|
ces tes uertu znere g nent mes	---⌫--|-----⌫|-|--⌫-⌫---|--|
esi elsregn ent e nalc un	|-|--|----⌫--|-⌫|---⌫-|
e ntremi lnen tr ouereizu n	-⌫---|--⌫||-|--⌫------|-⌫|
limon z est huisidesleals	-|---⌫|--|--|-|-------|
esitraitr ese sifals	|-|------⌫-||-|---|
s i culuert	-⌫|------|
sidemalepart	-|-|---|---|
sitorcenosgaignar t	-|-------|-------⌫|
s i mesdisant	-⌫|--------|
simenteorsi enquisant	-|------|-|--------|
siuileine s i	-|-----||-⌫|
simaluai se sipalto ner	-|------⌫||-|-----⌫--|
sigaiteantsi p laideor	-|-------|-|-⌫------|
s iauers ifal si u geor	-⌫|---|-⌫|---⌫|-⌫-⌫---|
orgoill osesi tyrant	-------⌫-||-|-----|
s i e schif	-⌫|-⌫----|
guerreiant	---------|
sicoueitos entoteguise	-|-------|-|---|----|
d ebonseruise	-⌫|--|------|
sitraitresie ngignant	-|------|-|-⌫-------|
s i usu r e resi	-⌫|---⌫-⌫-⌫||-|
si bla ndis sa ntsilosenge r	-|---⌫----⌫--⌫-|-|-------⌫|
bei ureedemanger	---⌫--||-|-----|
siplein d e	-|----|-⌫|
uicesedordure	----|||-----|
que ce stmeruei lle que	--||-⌫-|------⌫--|--|
quant limonzestsidesleals	----|-|---|--|-|-------|
do ncdi ieo quemult	--⌫-|-|--|--|---|
estuassals	--|------|
q uiparmitrespas ser s	-⌫-|----|-------⌫--||
siq uechair ne	-|-⌫-|----|-|
estrecreantne ueincu	--|-------|-|-----|
e delbastonedelescu	|--|-----||-||---|
lui estoet saue ir a	--|-----|----⌫-||
q uideudonedelpoeste	-⌫-|--|---|--|-----|
c estebataillees ta meschef	-⌫---|-------|--⌫||------|
eduree perillos eegref	|---||--------⌫||---|
cardesquehomeestelchampmis	--|-----|---|--|-|----|--|
silestoeta	-||-----||
tr eis enemis	--⌫--|-----|
co mbatresei	--⌫-----|--|
enuite ior	|---||--|
quimul tlirendentdur	--|---⌫|-|------|--|
estlie stor s	--|-|-⌫----⌫|
cars i i l uiueit	--|-⌫|-⌫|-----|
cincuinzan z	---|---|--⌫|
s il e sto etila des	-⌫||-⌫---⌫-|-|-⌫--|
contrece lsqu iluoelentaba tre	-----|--⌫-|--⌫||------|---⌫--|
decestrei sl icouen t	-|--|----⌫|-⌫|-----⌫|
oula recr eantise rendre	-|-|----⌫------|-----|
diab leest l enemi	----⌫-|--||----|
qu il agait ea faire	--⌫||-----⌫||----|
cestmo nt estlenemisecont	---|--⌫-|--||----|-----|
quiligettemeintcolp	--|-|----|----|---|
parf o n t	----⌫-⌫-⌫|
lit erzceo	-|-⌫--|--|
estsa char demeine	--|-|---|------|
quipluslassalte ledemeine	--|---||-----||-|------|
q uenul desaltresdeusne	-⌫-|--|--|-----|---|-|
li pireenem iqu il ai t	-|---|----⌫|-|-|--⌫|
mult deitestr e	---|---|----⌫|
qui decestreis	--|-|--|----|
sepoetgarder	-|---|-----|
liprod homesen	-|----⌫---||-|
con querentsor	---⌫------|--|
a por sei courir	|--|--|-----|
epordefendre eporga rir	|--|-------||--|--⌫--|
ce sarmesson t	--⌫|----|---⌫|
po r uerite	--⌫|-----|
fei esperan ce	--|-------⌫-|
quidece ste sestben couert	--|-|--⌫---⌫|--|--|-----|
enlabataillerenne	-|-|-------|--|-|
ain zueintl es	---⌫|----|-⌫-|
treis ul treemen t	----|--⌫-------⌫|
lassaillentdureme nt	|---------|------⌫-|
orpriomd euquin o s crea	-|----|-⌫-|--|-⌫-⌫|---|
fi stnestree quinos a	--⌫-|-----||--|--||
miselchampe en l a ba taille	--|-|----||-|-⌫|--⌫-----|
quilnosconseite	-|-|--|------||
qu ilnosuaille	-|-|--|-----|
equil nosdont par	|-|-|--|---|--|
com batr e epass erci	---⌫----⌫||----⌫-|-|
par entre lesbe nstemporals	--|----|--|--⌫-|--------|
quenosles bense spirit als	--|--|--|---|-⌫------⌫--|
nepe rd omennule mane re	-|--⌫--⌫-|-|---|----⌫-|
tels de i t e strenostre priere	---|--⌫-⌫|-⌫---|-----|-----|
e deusparsaseintisme	|---|--|-|--------|
conseitetel snosfa ce	------||---⌫|--|--⌫-|
e nosdon ttelrepentement	|--|---⌫|--|----------|
q uenos aliordeliugemen t	-⌫-|--|-|--|--|-------⌫|
seiomasadest re	----||-|----⌫-|
amen am enche scune ndi e	---|--⌫-|---⌫---|-⌫|--⌫|
guillam e quicestliure fist	-------⌫|--|---|----|---|
en ladefinailleta ntdist	-|-|---------|--⌫-|---|
desire raulson	-|---|---|--|
por quiilfuences tlabo r	--|--|-|-|-|---⌫|----⌫|
q uil li aben	-⌫|-|-||--|
pram i sliaeben	----⌫-⌫|-|||--|
benlia cou enanttenu	--|-||---⌫----|---|
araulestben auenu	|---|--|--|----|
carilasonnona empli	--|-||--|--|-⌫----|
tels e stcomeson nond euise	---|-⌫-|---|--|--|-⌫----|
ei e omenlodesonseruise	|-⌫-⌫||-|-|-|--|------|
raulsone gra nt chose	---|---|---⌫-|----|
oreu osaprendromlaglose	--|-⌫-|--------|-|----|
treissillabes iaaiustees	----|-------|||-------|
qui detr ei s nons	--|-|--⌫--⌫|---|
sontrecolpees	---|--------|
treis sillabes ia	----|-------|||
leest prisde	-|--|---|-|
e leuent d e	|-|---|-⌫|
ela te rcesillabe	|-|--⌫--|------|
di ta l treta ntcome	--⌫|-⌫-⌫-----⌫-|---|
sile non estadreit glosé	-|-|--|--||----|-----|
er t e nmileu posé	--⌫|-⌫|----|----|
c estnon raulest apui é	-⌫--|--|---|--|----⌫-|
ederaisonede pite	|-|-----||-|---|
piteedol core raiso n	---||---⌫--||-----⌫|
ontenson quoer	--|-|--|----|
faitmaiso n	---|-----⌫|
edeusliotreit parsa grace	|---|-|-----|--|-|----|
