#META#TextURI C leomHas	-----|------|-⌫------|
#META#DEAFhttp//www .deaf-p age.de/fr/b ibl/bib99c.php# CleomHas	-----|---|---------⌫-------⌫-----------⌫---------------⌫-------|
#META#TL Cleom.	-----|-|-----|
#ME TA#F EW	---⌫--|-⌫-|
#META#ARLIMAhttps//www.arlima.net/ad/adenet_le_roi.html#cle	-----|-----|----------------------------------------------|
#META#AuthorAd en etleR oi	-----|-----|--⌫--⌫-|-|-⌫-|
# ME T A#AuthorBorn1240	-⌫--⌫-⌫-|---------|---|
#META# AuthorBo rnAmbc	-----|--------⌫----||
#META#AuthorDied1300	-----|---------|---|
#META# AuthorDi edAmbc	-----|--------⌫----||
#META#AuthorFl1	-----|--------|
#META# AuthorF l2	-----|-------⌫-|
#M ET A #uIAFhttps //uiaf.o rg/uiaf/215956894 /	--⌫--⌫-⌫|---|-----⌫--------⌫-----------------⌫|
#META#TextTitleLirouma ns	-----|--------|-|-----⌫-|
deCléomad ès	-|--------⌫--|
Asnob les poinsdamoursr o iaus	-|---⌫--|----||-----|-⌫-⌫---|
Dont nusnesetsil	---|--|-|--||-|
nestloiaus.	|--|------|
Espoi rcourroucieen	-----⌫|---------|-|
Seuousperceu ̈ eüssiez	-|---|------⌫|-------|
Demoi sifai temesprison.	-|--|-|---⌫-|---------|
C esenefielelyon	-⌫|------|-|---|
Quide moiuousuo uloitoster	--|-|--|---|--⌫----|----|
ieosainespenser	-|---|--|-----|
Queieuouseü sse	--|-|---|---⌫--|
enpeüssie zcourroucie.	-|--------⌫|----------|
Et sainsimefustauenu	-||----|-|---|----|
Queilmef u sttantme scheü	--|-|-|-⌫-⌫-|---|--⌫-----|
Que courroucie	--|---------|
uous eüsse	---|-----|
Err antd eduelocismefusse	---⌫--|-⌫|---|---|-|----|
Etlors fussonnous	-|---|-----|---|
l y on fe ́ri	-⌫-⌫-|--⌫--|
Cesenefie laTe mpranc e	-|------|-|--⌫------⌫|
Parquoiientraien la	--|---||-----|-|-|
Deuous courrouci erdontbon g ré	-|---|---------⌫-|---|--|-⌫--|
Sai C ou rtoi sie et	--|-⌫--⌫----⌫--|-|
Loiauté .	--------⌫|
E tce q uele	-⌫|-|-⌫-|-|
Senefie que	------|--|
Sui etserai et	--|-|----|-|
P ageu 02P171	-⌫----⌫-----|
De s iranset en	--⌫-⌫----|-|-|
Deuousameret	-|---|---|-|
Etd efair e uostreplai sir.	-|-⌫|----⌫|-----|----⌫---|
Etle bais i ers que	-|-|----⌫-⌫--|--|
Sike ndormant uous	-||-⌫|------|---|
Senef ieloial amour	-----⌫-|----|----|
Quic onfer méeest dedouçour.	--|-⌫-----⌫---|--|-|--------|
Lesongeai àdroit aueré	-|----|-|-|----|-----|
qu elauiiezcon té	--⌫||-----|---⌫--|
Seloncc eque g	-----|-⌫|--||
ipuisuiser.	|---|-----|
Sire mou lt nedo it ag réer	---|---⌫-|-|--⌫-|--⌫----|
Faitlab ele quetant	---|-|-⌫--|--|---|
Que moi àcourroucierdoutés	--|--|-|----------|------|
Tantqueuousoireco rder	---|--|---|-|----⌫---|
C.mil efoi s	-|---⌫|---⌫|
Et p ourlal oi a utéque uoi	-|-⌫--|-|-⌫--⌫-⌫---|--|--|
baisieruous	------|---|
Parsiquepl usnemen querrez	--|-|--|--⌫-|-||-|------|
bus quesàt antqueuousmarez	---⌫---|-|-⌫--|--|---||---|
Espouse ́e. Etquantcill	-------⌫--|-|----|--||
DeioieàD ieu	-|---|-|-⌫--|
sesmainsentent	--|----|-|---|
E t lenme rcieconmecis	-⌫||-|--⌫---|----|--|
manoitsen setauis.	-----|---⌫|-|----|
Etlors douceme nt	-|---|-------⌫-|
CisbaisiersAmo ursagréa	--|-------|---⌫--|-----|
Etàrai son	-|-|---⌫--|
carc efudr ois	--|-⌫|-|--⌫--|
Carilfuloiauset courtois.	--|-|-|-----|-|--------|
Lorsala pucele remise	---||-|-----|-----|
Desuslech eu al	----|-|--⌫--⌫-|
en te lguise	-|--⌫|----|
Que eleauoitdeuante sté.	--|--|----|-----|-⌫----|
Etlorsnia plusarresté	-|---||||---|-------|
Cle ́omadèsains sen	---⌫-------|---||-|
Àli e[z ] cuerse partidelà	-|--⌫---⌫|---|-|----|-|--|
Pageu02P17 2	----------⌫|
Q u antapointié	-⌫-⌫--|--------|
otsonc heual.	-|--|-⌫-----|
Ainsi maintmontmaint plainmaintual	----|----|---|----|----|----|--|
Alere nt.Souu ent sarrestoit	-----⌫--|----⌫--||--------|
Par le s bi auslieus qua nt les	--|--⌫|--⌫--|----|---⌫-|--|
Pourfairecele reposer	---|----|---|------|
Qui lamoitdecu e r sans fausser.	-|-⌫|----|-|--⌫-⌫|---|-------|
A de ̀srepos er lafaiso it	-⌫--⌫-|-----⌫-|-|-----⌫-|
T o u teslesfois q u eli	-⌫-⌫-⌫--|--|---|-⌫-⌫|-|
Ainsi tresto ut esbani ant	----|------⌫-|------⌫--|
Aler en ts or l echeual tant	----⌫--⌫|-⌫-|-⌫|-----|---|
Queà Sebileui nren t droit	--|-|-----|--⌫----⌫|----|
Un ma rdi siqu i la iornoit.	-|--⌫--|-|-|-⌫|-⌫-------|
Toutneu ous	---|-|-⌫--|
a ipa sdeuisé	-⌫|--⌫|------|
Conmentlunsl	------||--||
autreauoitconté	----|----|-----|
Sonafaireetson couuenant.	--|-----|-|--|---------|
Sorlec heualto ut enuenant	--|-|-⌫----|--⌫-|-|-----|
Recordé orentto ut àf ai t	-------|----|--⌫-|-|-⌫--⌫|
Lunslau tre kanqu	|--||--⌫--|--|-|
ilor ent fait	-|--⌫--|---|
chascun s esploita	-------⌫|-------|
Si com liliuresd ituousa	-|--|-|-----|-⌫-|---||
Queuousauezdeua n toy .	--|---|---|----⌫-⌫|--⌫|
metroie lonc detri	------|---|----|
Selerecordoie autre fois	-|-|--------|----|---|
Ceneser oi t	-|-|---⌫--⌫|
raison s nedrois	------⌫|-|----|
Etpour celelai rai	-|---|-|-|---⌫--|
Onn eporro itpasaesmer	-|-⌫|-----⌫-|--|-----|
La trè sg rantioie quilau oient	-|----⌫|-⌫---|---|-|-|--⌫----|
Dece q ueretr ouué	-|-|-⌫-|----⌫----|
s estoient.	|--------|
Sachiezque àc eleaiornée	------|--|-|-⌫--|-------|
Fai soitsi do uce	---⌫---|-|--⌫--|
Que ce estoit uns finsso uhais.	--|-|-----|--|---|--⌫-----|
Droit deu ers lechastelsesttrais	----|---⌫--|-|------||--|----|
C léomadèsmoultbelem ent.	-⌫---------|----|-----⌫---|
Daillours descen dre natalent.	|-------|------⌫--|||------|
Pageu0 2P173	------⌫----|
Eliar d inpasnes arresta	-|---⌫-⌫-|--|-||------|
Oùilpre mierementl aissa	--|-|---⌫--------|-⌫----|
Clarmondi ne queilr	---------⌫-|--|-||
Sa chiezque bienliramen broit	--⌫----|--|---|-|-----⌫----|
Desmeschié sdontoteü plus	--|--------⌫|---|-|--|---|
Que di reneuoussaroit nu s.	--|--⌫-|-|---|-----|--⌫-|
Prèsdelasale enI praël	----|-|-|---|-||-----|
Oùilfais oit	--|-|----⌫--|
moultno bleet bel	----|--⌫--|-|--|
Fol i o57r	---⌫-⌫---|
Clarm ond inelorsdeslia	-----⌫---⌫--|---|-----|
Etiusdoucheualmisela	-|--|--|-----|---|||
Car nelottalent de	--|-||-|-----|-|
Ensus de luiplain pié ar rier.	-|--|-|--|----|---|--⌫----|
Tousiou rsparla main	---|---⌫-|--|-|---|
Eteleme ïsm er a uoit	-|--|--⌫----⌫||-⌫---|
En li cel meiSmepe nser	-|-|--|-----|--⌫---|
Kensusdeluin osoit aler.	|-|--|-|--||----|----|
Adèsprèsd e lui setraioit	----|----|-⌫|--|-|------|
Cardesmesc hiés lisouuenoit	--|--|----⌫----|-|--------|
Quele auoitlonguement eüs.	-|--|----|---------|----|
ÀCléomadè se st uenus	-|----------⌫|-⌫-|----|
Uns hom qu igait oitsorlat ou r.	--|--|--⌫|----⌫--|--|-|-⌫--⌫-|
Touterrantot cornéle iour	---|-----|-|-----|-|---|
QueCléomadès uen usfu.	--|----------|---⌫-|--|
M aintena nt areconne ü	-⌫-------⌫-||-------⌫-|
Cle ́omadès que il leuo it.	---⌫-------|--|-|-|--⌫--|
Lorssenuint deuersluitoutdro it.	---||-|---|-----|--|---|---⌫--|
De uant lui sest ageno illi ez.	--⌫---|--||--|-----⌫----⌫--|
Sire faitilboni our	---|---|-|--|-⌫--|
E tuostreconpaignieaussi	-⌫|-----|---------|----|
Kaincr ienssiuo lentiers neui	|---|-⌫---|-|--⌫-------|-|-|
Sim aitDiexcomie	-||--|---|--|-|
Ne derie nssigra ntioie n oi	-|-|---⌫-|-|---⌫-|---||-|
Quedec e que stesrepairiez.	--|-|-⌫|-|-⌫---|---------|
Bienuoi quem e reconnois siez	---|--|--|-⌫|---------⌫---|
Fa it C léo madès.Biaus	--⌫-|-⌫----⌫------|----|
Pageu02P174	----------|
Quie stesuou s—Gai tetousdis	--|-⌫---|---⌫||---⌫-|---|--|
A iestéce ́ensmoult	-⌫|----|--⌫---|----|
Gaiti e ́ iai	-----⌫-⌫||-|
prèsdeXXXans.	----|-|--|---|
Cléom adès li demanda	------⌫----|-|------|
Se sesperes liroisertlà	-|--|----|-|---|--|--|
Nesa merenesesserou r s	-|-|---|-|--|-----⌫-⌫|
sontou l à ouaillours	---|-|-⌫-|-|-------|
diela uerit é.	--|-|-----⌫--|
E t cilq u i otcueraui sé	-⌫|--|-⌫-⌫|-|---|---⌫--|
Pensaque p as ne li diroit	----|--|-⌫-|-|-|-----|
sesperes m orsestoit	--|----|-⌫--|-----|
Cartrop a ̀tansentree nlaporte	--|---|-⌫|---|----|-⌫|-|----|
Cil q uim a lesn ouueles	--|-⌫-|-⌫-⌫--|-⌫------|
S ire fait	-⌫--|---|
ildeuos trepere	-|-|---⌫--|---|
Ne sai o ùestmais	-|--|-⌫-|--|---|
uostre mere	-----|---|
[Et]uos trois s ereursui e r soir.	---|--|----|-⌫-----|-|-⌫|----|
Etuouspuis biendire	-|---|---|---|---|
sauoientuouenue	-------|-|----|
Quetost seroitci aco r u e	--|---|-----|-|---⌫-⌫-⌫|
Deles toutela mains	|---|----|-|----|
Car tenirdoiuentà gran tperte	--|----|------|-|----⌫|----|
C ekauoir uouscuident pe rdu.	-⌫||----|---|------|--⌫---|
Sachi ezque maintcueresperdu	-----⌫-|--|----|---|------|
AenEsp aignequiauroient	|-|---⌫----|--|-------|
sau oient.	---⌫-----|
Cléom adèserran t li dist	------⌫----|-----⌫|-|---|
Queparléens sauoirfeïst	--|--|-----|-----|-----|
Que ile stoitlàreuenu s.	--|-|-⌫----|--|------⌫-|
Et cilnestpas	-|--||--|--|
arresteüs	---------|
Ain s est partoutléensalez.	---⌫|--|------|-----|----|
Àc hascunsdist	-|-⌫------|---|
Leuezleuez	----|----|
N estpasC léoma dèsp erdug.	|--|--|-⌫------⌫---|-⌫-----|
En cechaste l est des c enduz.	-|-|------⌫|--|---⌫-⌫-----|
P ageu02P175	-⌫---------|
Trestoutcertainem entle sai	-------|---------⌫--|-|--|
C a rhuienceiourueülai	-⌫-⌫|--|-|-|---|---||-|
Etsinestpas	-|-||--|--|
liiours moultuiex	-|----|----|---|
Nepour q uant leui mesiex	------⌫-⌫---|-|-|--|--|
Huien ceiourpuiskaiorna.	--|-|-|---|---||------|
Ho nnis soit	--⌫---|---|
quiplusd ormir a	--|---|-⌫-----⌫|
Et si uous diàboneestrine	-|-|---|-|-|---|------|
Que ramenéaClarmond ine	--|------||--------⌫--|
d eC rompartemblée	-⌫|-⌫------|------|
Sa chiez queil	--⌫----|--|-|
laramenée.	||--------|
C ilqui cesno uueles	-⌫-|--|--|--⌫-----|
tost quilonquespouoient	---|-|-|-----|-------|
Seleuoie ntdema intepart	-|------⌫-|-|--⌫---|---|
Etcelenouueleses part	-|---|------||--⌫---|
Par tout etdouIo neet	---⌫---|-|--|--⌫-|-|
TostfurentparIéen sl eué.	---|-----|--|-----⌫|-⌫----|
La gaitepasnes oubli a.	-|----|--|-||-----⌫-|
Droi tenla chambre senal a	----⌫|-|-|------||-|--⌫|
La ̀où laroyne gis oit	--⌫|--|-|----|---⌫--|
Etsesfi lles q u emoultam oit.	-|--|--⌫---|-⌫-⌫|----|--⌫---|
Lagai te hauteme n thucha	-|---⌫-|-------⌫-⌫|----|
Sique tan tost	-|--|---⌫---|
les esueilla	--|-------|
Car biensauoit qu	--|---|-----|-|
ilne pou o it	-|-|---⌫-⌫-|
Mesfaire sil	-------||-|
lesesu e illoit.	--|---⌫-⌫------|
Etquantill es	-|----|-|-⌫-|
otesueillies	-|---------|
Orsus faitiletso iésli es	-|--|---|-|----⌫---|--⌫-|
Carnouueles direuoussai	--|-------|---|---|--|
Dont chascune	---|-------|
Plusliesconques nefussiez	---|---||-----|-|------|
Denouuelesqueseüssiez.	-|-------|--|---------|
Iai Cléo madèspa rlé	|-|-----⌫-----|--⌫---|
Puisce d iquil fu	------⌫-⌫|-|-|-|
uos trefrere quetant	---⌫--|----|--|---|
Ieuousmenrais euous uoule ́s	-|---|-----|-⌫|---|-----⌫-|
Pageu02P176	----------|
Là ie lel aissaimainten ant.	--|-|-|-⌫-----|-------⌫---|
E t cha sc une selieue errant.	-⌫|---⌫--⌫--|-|----|------|
Qu antcestenouueleentendirent	--⌫--|----|------|----------|
Co nm ederuéessussail lirent.	--⌫--⌫|-------|--|----⌫------|
L iune sacotesai si st	-⌫|--|-|---|---⌫--⌫-|
Et la utre sonpe liç onp r ist.	-||-⌫---|--|--⌫----⌫-|-⌫-⌫---|
Chascuneprem erainue sto it	-------|----⌫----|--⌫---⌫-|
Ceka ̀mainpr emier liuen oi t.	-||-⌫|---|--⌫----|-|---⌫--⌫-|
Done Ynabe lefule uée	---|-----⌫-|-|--⌫---|
Quine stoitp aslamai nshaste ́e	--||-⌫----|-⌫-|-|---⌫-|-----⌫-|
Ainsfuto utelapremera i ne .	---|-|--⌫--|-|-------⌫-⌫--⌫|
Àlag aitedist Or	-|-|-⌫---|---|-|
nousmai ne	---|---⌫-|
Là oùtumonch ierfillueïs.	--|--|-|--|--⌫--|---|-----|
Ienelf eraip a sàe nuis	-||-|-⌫---|-⌫-⌫|-|-⌫---|
F ait lagaiteains uousimenrai	-⌫--|-|----|---|---||-----|
Droitenzel p raëlle laissai	----|--|-|-⌫----|-|------|
E ntrelasale	-⌫---|-|---|
etlesIItou rs .	-|--|-|---⌫--⌫|
Etcelessenuontle	-|----||-|---|-|
gra n tco urs	---⌫-⌫|--⌫--|
Dr oitaulieuquedi relioi ent .	--⌫--|-|---|--|--⌫-|-|--⌫---⌫|
Si tostqueCléo made ̀suoient	-|---|--|-----⌫----⌫-|-----|
Lere con nuren t main ten a nt.	-|--⌫---⌫-----⌫|----⌫---⌫-⌫--|
Et Cléomadès	-|----------|
touterr ant	---|---⌫--|
Si tost quesamereperc ̧oi t	-|---|--|-|---|----⌫---⌫|
Encontre li sen aladroit .	-------|-||-|--|-----⌫|
Moult trèsà	----|----|-|
pointl asal ua.	----|-⌫|---⌫--|
meremotnesonna	---|--|-|----|
C arn auoitdeparlerpouoi r.	-⌫-||----|-|-----|-----⌫-|
Àterrela couuintc heöir	-|----|-|------|-⌫-----|
Si tost q ueele uit ce lui	-|---|-⌫-|--|--|--⌫--|
Qu eleamoi t plusqueli n autru i	-|--|----⌫|---|--|-||-----⌫|
Car sesco rs	--|--|--⌫-|
porter nepouoit	-----|-|-----|
Laioiequesesc uersauo i t.	-|---|--|--|-⌫---|---⌫-⌫-|
P age u 02P 1 77	-⌫---⌫-⌫---⌫-⌫-|
Àterrecheöirla cou uint	-|----|------|-|---⌫---|
Et Cléomadès auant uint	-|----------|----|---|
Moul tdoucemen t l e n	----⌫|--------⌫||-⌫|
Sessereurs	--|------|
qui estoient	--|-------|
tant bais i éetacole ́	---|----⌫-⌫-|-|-----⌫|
Kàpo uqu e	|-|--⌫|--⌫|
n el ont descire ́.	-⌫||--|-------⌫-|
Tantlont estraintetenbracié	---||--|-------|-|--------|
Que ce fu stàu eo ̈i rpitié	--|-|--⌫-|-|-⌫--⌫--⌫|-----|
Car deluisigrantioie	--|-|--|-|----|---|
K assezconioïr	|----|-------|
nel pouoient.	|-|--------|
ÀCla rmondinesont	-|---⌫-------|---|
K àenuissen fusse n tte nues.	|-|----||-|-----⌫-⌫|--⌫----|
Bel et à pointlontfest iie	--|-|-|----||--|----⌫--|
Ethonnoréeetconioïe.	-|--------|-|--------|
Chascune entresesbrasla	-------|----|--|---|-|
Kan que u deioieiapar t int	--|---⌫|-|---||----⌫-⌫--|
Li firent. Mai smeruei llea uoient	-|------|---⌫|------⌫--|-⌫-----|
Delagrantbiau tékenliuoient.	-|-|----|----⌫--||-|-|------|
tost q u e doneYnabe le	---|-⌫-⌫|---|-----⌫-|
P erçutCl ar mondinel abele	-⌫-----|--⌫--⌫------|-⌫|---|
S i tos tc om potuers liala	-⌫|---⌫|-⌫-|--|---|-|--|
Et Clé omadès ladestra.	-|----⌫------||-------|
Qua ntClarmondine laperçut	---⌫-|----------||-------|
Contreliuint.Faireledut	-----|-|----|----|-|--|
à aprendre	-|-------|
Deceque on f airedeu oit	-|-|--|-|-⌫---|---⌫--|
Ain s er tde tousbiens si ap ris e	---⌫|--⌫|-|---|----|-|--⌫---⌫|
Q ue àpi ece	-⌫-|-|--⌫--|
nefust reprise	-|---|------|
D e riensdon t ele	-⌫|----|---⌫|--|
eüstme spris	----|--⌫----|
Tantot cuersagee tbie n apri s.	---|-|---|---|-⌫|---⌫|----⌫-|
Done Ynabeledoucement	---|------|--------|
Cl armondinee ntre s esb raspre nt	--⌫--------|-⌫---|-⌫-|-⌫--|---⌫-|
Etlidistquetrèsbienu enue	-|-|---|--|----|---|-⌫---|
à ioie receüe.	-|---|-------|
Pageu02P 178	--------⌫--|
DistC larmondineDou cedame	---|-⌫---------|---⌫-|---|
Diex uo u sgarde encorse t e name	---|--⌫-⌫|----|-|---|-⌫|-⌫|--|
Etuous etuos fille s	-|---|-|--|-----⌫|
Douli e[z ] samblan tmoult	--|--⌫---⌫|-------⌫|----|
uous merc i	---|----⌫|
Queuou set	--|---⌫|-|
elesfaitmauez.	---|---||----|
royn eO moiuenez	----⌫||--|----|
Enmach ambre	-|-|--⌫----|
carmoultlassée	--|----|------|
Me sa m b le z maisbie nr eposée	-|--⌫-⌫-⌫--⌫|---|---⌫|-⌫------|
S erezains queuous	-⌫---|---|--|---|
meschapez.	|--------|
Dam eain siiert	---⌫|---⌫-|---|
comuou suor rez	--|---⌫|---⌫--|
DistClarmondine sageme n t.	---|----------|------⌫-⌫-|
Etlorslaroyneerranment	-|---|-|----|--------|
En aClarmon din emenée.	-||-------⌫---⌫|------|
Deioi ef uricheet	-|---⌫|-⌫|----|-|
Clarmo ndinequante leuoit	------⌫----|----|-⌫-|---|
Queehaseunsliezde	--|-------|---|-|
lies toit.	-|--⌫----|
Quilor s ueïstacoupregens	--|---⌫|-----|------|---|
Dechascunepa rtparléens	-|-------|--⌫-|--|-----|
Bien dei ̈stqueioiei eüst	---|---⌫--|--|---||----|
Quiioieconnoistrese üst	--|---|---------|--⌫---|
Carsi trèstostqueiluéoient	--|-|----|---|--|-|-------|
Cléomadè sDieuen	----------⌫|---|-|
Si hautq u	-|---|-⌫|
il sam bloie ntde r ué	-|---⌫-----⌫-|--⌫-⌫--|
Decek auoientre trouue ́	-|-||------|--⌫------⌫|
C léomad èsque tant	-⌫-------⌫--|--|---|
Queplusame rnelepou oient.	--|---|---⌫|-|-|---⌫-----|
Parlauile fu tostse ü e	--|-|---|-|---|--⌫--⌫|
Ce s tenouu eleet espandue	--⌫-⌫-|----⌫--|-|-------|
Carl a gaitepart out	--|-⌫|----|----⌫--|
rueenruee tI or	--|-|--|-⌫|-⌫-|
QueCléomadèsreuenus	--|----------|------|
Estoi t. Ma is iecroic onques nus	-----⌫-|--⌫-|-|---||-----|--|
Noydetelioie parle r	|-|-|--|---|-----⌫|
Comoypar tout	--|-|---⌫---|
Pageu02P179	----------|
Li p remier leuéesueilloient	-|-⌫-----|----|-----------|
Ceausquiparla uile	----|--|--|-|---|
dormoient.	---------|
Nespargnoienthuisnefenestr e.	|-----------|---|-|-------⌫-|
P artout à destre	-⌫-----|-|-----|
etsenestre	-|-------|
Al oient lunslautreesuei ll an t.	--⌫----||--||----|-----⌫--⌫--⌫-|
Nioïssiezpas	||-------|--|
D ieutonnant	-⌫--|------|
e t telbaudourmenoient	-⌫|--|------|-------|
Delagrantioiequ	-|-|----|---|-|
De ce queCléomadèsr	-|-|--|----------||
uerslechastelacoru son t.	---|-|------|----|---⌫-|
Q uantCl éo madès ueöir	-⌫---|--⌫---⌫-----|-----|
A inenule si grantioien	-⌫--|---|-|----|---||
Kà celeheurequil	|-|---|----|-|-|
lereuirent.	-|--------|
À Dieugransgr aces en	-|---|----|--⌫---|-|
rendirent.	---------|
Lorsueïssiezletresescrire	---|--------|-----|------|
Etenparchemine t encire	-|-|--------|-⌫|-|---|
E tenuoierparla	-⌫|------|--|-|
D Espa ignequiest longu e	|----⌫---|--|--|-----⌫|
Chas cunsàson	----⌫---|-|--|
ami mandoit	--|------|
CequeCléomadès estoit	-|--|----------|-----|
Reue nusetqu	----⌫--|-|-|
il l on tueü.	-||--⌫|----|
Quant E spaignol lontentendu	----|-⌫-------||--|------|
b enouueles siesioi	-⌫|-------|-|----|
Nef uonquesmaisli pays	-|-⌫|-----|---|-|---|
ConmeEsp aig nefuà	----|---⌫---⌫-|-|-|
ce lta ns.	--⌫|--⌫--|
Pa rtout ful aioiesigrans	--⌫----|-|-⌫|---|-|----|
isauro iesonme metre	|-----⌫-|----|----|
Iàtantm enseü sse	--|---||-|----⌫--|
entremetre	---------|
Cara uss i	--|-⌫---⌫|
qu il fusse nt derué	-|-|-----⌫-|-----|
Acoroientcildoureg né	--------|--|--|---⌫--|
A ̀ Sebileueöi rcelui	-⌫|-----|-----⌫|----|
Quechascu nsam oit	--|------⌫-|--⌫--|
plusquelui	---|--|--|
Ca rà pa ine scroirepou oient	--⌫|-|--⌫---⌫|-----|---⌫----|
Que uentisf ustsil neluéoient.	--|-----|-⌫--||-||-|--------|
Pag eu0 2P180	---⌫---⌫----|
Qu euaurroitqueplusuo u sdiroie	--⌫|-------|--|---|--⌫-⌫|-----|
Bienoreiltrai s ondau oirioie.	---|-----|---⌫-⌫-||--⌫--|----|
Maisde ceuouslairaieste r	---|-|-|---|-----|----⌫|
Etsiuo us uorrai re corder	-|-|--⌫-|-----|--⌫-----|
C omCléomadès es ploita.	-⌫-|----------|--⌫------|
Droi t le secontiour qu iluint	----⌫|-|-----|---|-|-|---|
nouuel ede	------⌫|-|
Qui moultl ifuau c uer amer e	--|----|-⌫|-|-|-⌫--|----⌫|
Maisceq uil	---|-|-⌫|-|
nelpotamender	|-|--|------|
Co uuint quille lais sast	--⌫----|-|-|-|----⌫---|
Et en corekeu rtc isusa ges	-|--⌫---|---⌫-|-⌫-|---⌫--|
foulsetentre	----|-|----|
Qu ecec on	--⌫|-||-|
nepuet a d rec ier	-|---|-⌫-⌫---⌫--|
C ouuientsouuent es foisla is sier.	-⌫------|-------⌫-|---|--⌫--⌫----|
Nepourquantmoul t le	----------|----⌫|-|
E tm oultgra ntduel	-⌫|-⌫---|---⌫-|---|
pourluimena	---|--|---|
Maissa me redoneYnabele	---|-|--⌫-|---|------|
Lereconfortoit	-|-----------|
Quiertape ns éetous iours	--|--|---⌫--⌫--|---|----|
Etau ssifire ntsesserours.	-|--⌫--|----⌫-|--|-------|
S i l eüstsonpere trouué	|-⌫|----|--|---|------|
Enuieetenbo nes anté	-|--|-|-|--⌫-|-⌫----|
Clarmon d ine eü stespou se ́e	-------⌫-⌫--|---⌫-|-----⌫--⌫-|
Touter ranmentsansdemorée.	---|--⌫------|---|--------|
Maiscorncil	---|---|--|
quitousbienssauoi t	--|---|----|-----⌫|
pasnespou seroit	--||-----⌫-----|
