#META# TextURIP erc e u alKu	-----|------|-⌫---⌫-⌫-⌫---|
#META#DEA Fn od ata	-----|---⌫|-⌫--⌫--|
#M ETA#FEW	--⌫---|--|
#META#ARLIMAhttps/ / www .arlima .net/ad/chretien_de_troyes.html# g r a	-----|-----|------⌫-⌫---⌫-------⌫--------------------------------⌫-⌫-⌫|
#META#AuthorChrétiendeTr o yes	-----|-----|--------|-|--⌫-⌫--|
#META#AuthorBorn	-----|---------|
#ME TA#AuthorBornAmb	---⌫--|------------|
#ME TA#A uthorDied	---⌫--|-⌫--------|
#META#AuthorDie dA mb	-----|---------⌫--⌫-|
#ME TA# Aut horFl1	---⌫--|---⌫-----|
#META#AuthorFl2	-----|--------|
#META# TextTitlePerceual	-----|--------|-------|
#MET A# TextSubtit leLe	----⌫-|----------⌫-|-|
#M ETA# Textuols	--⌫---|-------|
#META# TextSub i rom an c e	-----|-------⌫|---⌫--⌫-⌫|
#M ETA# TextDomlit	--⌫---|------|--|
#M ETA#Tr a nslationf alse	--⌫---|--⌫-⌫-------|-⌫---|
#META#Collection	-----|---------|
#META#Colle ct ionNo	-----|-----⌫--⌫----|
# META#TextDescARL u e rsoctos yllabi ques à	-⌫----|----------|-⌫-⌫-|-----⌫------⌫---|-|
mess on ron cin	--|-⌫-|---⌫--|
pu ce lep r enez	--⌫--⌫-|-⌫-⌫---|
queuos ueezci	--|--|---|-|
d el ezm oi	-⌫--⌫-|-⌫-|
si r estrai gniezsonpalefroi	-|-⌫------⌫----|--|-------|
puissil iaidiezamonter	---|-|-⌫|-----||-----|
que ge ne uoelciplusester	--|-|-|---|-|---|----|
tantque ges oie	---|--|-|-⌫--|
et confés etcomeniez	-|------|-|-------|
einz m aniraiseionq ues puis	---||-|---|-||---⌫--|---|
so r leronc in et que rraipuis	--⌫|-|----⌫-|-|---⌫---|---|
o u gem e por r a iconfess er	-⌫|-|-⌫|---⌫-⌫-⌫|-------⌫-|
quege nequieriame ́s cesser.	--|-|-|----|----⌫-|------|
To t mai ntenant le ro ncin	--⌫|---⌫------|-|--⌫---|
messire Gauuainssilitant	------|-------|-|-|---|
aucheualiercu i	-|--------|--⌫|
fu r esclarc ieet reuenue	-|-⌫-------⌫-|-|------|
(386f.6 819)	-------⌫---|
samon sei gnorGauuain	||---⌫---⌫---|------|
l orsprimesl a rec oneü.	-⌫--|-----|||---⌫-----|
Gauuai nsa prise	------⌫-||----|
ladameisele	-|--------|
desorle palefroinorrois	----|-|-------|------|
comedebonaire e t corto is.	---|--------|-⌫|-----⌫--|
Andema ntre squilliassist	------⌫----⌫|-|-|||-----|
li cheualierss onche ualprist	-|---------|-⌫-|---⌫--|----|
etmo ntasussel	-|--⌫--|--|--|
com an ç a	---⌫--⌫--⌫|
aporsai llirde	|------⌫---|-|
Etme ssireGauuainslesgarde	-|--⌫----|-------||------|
qu ilgal opo itparmilangarde	-|-|---⌫---⌫-|----||------|
anmeru oille etsi s an	-|----⌫----|-|-||-|
etan rianti t antlidist	-|-|----|-⌫-⌫--|-|---|
Sire c heua lie rs parmaf oi	---|-⌫----⌫---⌫-|--|-|-⌫-|
c estgra nzfo lieque geuoi	|--|---⌫-|--⌫--|--|-|--|
q uantuosmo n ch e ualporsailliez.	-⌫---|--|--⌫|--⌫-⌫--|-----------|
D escendeziusselme bailliez	-⌫-------|--|--|-|-------|
quetos tuo san porroizgreuer	--|---⌫|--⌫|-|------|-----|
et uozpla ie sf ereescreuer.	-|--|---⌫--⌫|-⌫--|--------|
res pont Gauua instest an.	---⌫---|-----⌫--|--||--|
r o ncinsiferas	-⌫-⌫---|-|----|
quea uc heual as t u failli	--|-⌫|-⌫----|-|-⌫|-----|
l ai a m on oéssei si	|-||-⌫-|---|---⌫-|
sil an manrai come le	-||-|-----|---|-|
uin g ça porton	---⌫|--|--|--|
ettumeferoies telmal	-|-|-|------|--|--|
Nanmenermiemon cheu al	|-|----|--|--|----⌫-|
que tu feroiestr aïson.	--|-|------|--⌫------|
—G auuainspa rit elmespr ison	|-⌫------|--⌫|--⌫-|-----⌫---|
quequilmandeüsta ueni r	--|-|-||-|-----|-⌫----⌫|
uol dr oieores ton cuer tenir	---⌫--⌫--|---|--|---|----|
de tonuantre anmes.ii.ma ins.	-|--|-----|-|---|--|--⌫---|
— Oroi gece respont	|-|-|-|-|------|
.i.pro uerb equela nretret	--|---⌫----⌫|--||-⌫|-----|
quelanditde bienfetcol fre t .	--||-|--|-|---|--|--|---⌫-⌫|
Mesgeuo l d roie m out sauoir	--|-|--⌫-⌫-⌫---|-⌫--|-----|
porc oituuoldroies	--|-⌫-|-|--------|
moncueret mon	--|---|-|--|
mesfereneteuox	------|-|-|--|
nene fis an	-|-|--|-|
totemauie.	---|-|---|
cuidoiege m ie	------|-|-⌫-|
au oiranuerstoidesserui	--⌫--|-----|--|-------|
einz mesque	---|--|--|
sache neteui.	----|-|-|--|
(387a.686 3)	---------⌫-|
— SiasGauuai nstu me	|-|-|------⌫-|-|-|
laougran thonte me feï s .	-|-|----⌫|----|-|----⌫-⌫|
N ete sou ienti l	-⌫|-|---⌫---|-⌫|
cuitufeïs	--|-|----|
si g rantenui	-|-⌫---|---|
feïsoltres onpois	----|----|-⌫-|---|
m an g ierauoecl es c h ie ns.i.mois	-⌫--⌫-⌫--|----|-⌫-|-⌫-⌫--⌫----|---|
mainsli eesder r iersle dos	----|--⌫--|---⌫-⌫---|-|--|
Sachesque tufeïsque fo s	-----|--|-|----|--|--⌫|
queorandroit grant honte	--|--------|----|----|
— Estuc edonc	|-|-|-⌫|---|
q uilada mei selep reïs	-⌫-|-|--⌫---⌫---|-⌫----|
pa r forceet	--⌫|----|-|
tonboenanfe ïs	--|---|-|--⌫--|
Porquantm outbiensauoiestu	-------|-⌫--|---|------|-|
quanla terreleroiA r t u	-|-|-|----|-|--|-⌫-⌫-⌫|
so ntp uceles asseür ees.	--⌫-|-⌫-----|-------⌫---|
loratr iuesdonee s	--||--⌫---|-----⌫|
quilesgardeetquiles conduit.	--|--|----|-|--|--|-------|
Negenepansnege	-|-|-|---|-|-|
q uetu por ce mesfet	-⌫-|-|--|-|-----|
nequeporce	-|--|--|-|
n ul malmefaces	-⌫-|--|-|----|
que gel fispor	--|--|--|--|
leal iustise	---|------|
quiestestab liee tasise	--|--|-----⌫--|-⌫|----|
laterrel e roi.	-|----|-⌫|---|
—Gauu ai nstu	|----⌫--⌫-|-|
lapreïs demoi	-|-----|-|--|
laiust is ebi enm anso uient	-|----⌫--⌫|--⌫-||-|--⌫----|
sest orensiq u ilt anco uien t	|--|-|---|-⌫|-||-|--⌫----⌫|
a sofrirce	|-----|-|
que ge fera i	--|-|----⌫|
qu el e Gring alet anmanrai	--⌫|-⌫|-----⌫---|-------|
mepuisor uangier.	-|---|-|-------|
A u roncinletestuet changier	-⌫|-----|-||-----|-------|
don lescuie r a sab atu	--||------⌫|-⌫|--⌫--|
qualtreeschang en	-|----|-------⌫||
anaurast u .	-|----|-⌫-⌫|
Atant Greorreasleles se	----|--------|-|---⌫-|
e tapréss amieseslesse	-⌫|-----||---||------|
q ui s analoitgrant a nbleüre	-⌫-||-|----|----|-⌫-------|
et illasiltg rantaleüre	-|-|-|---|-⌫---|------|
etlamalep ucelerit	-|-|---|-⌫----|--|
etamonseignor Gau ua indit	-||---------|---⌫--⌫-|--|
uaua sax*uasaxquefero izuo s	----⌫---|----|--|----⌫-|--⌫|
direa estros	---||-----|
quemaxmusar znest mie	--|--|-----⌫||--|--|
qu emie nsanest li torz	--⌫|---⌫-|-|--|-|---|
siu rese Dexme gart	---⌫-|-|--|-|---|
Ia n etornero iz	-|-⌫|-------⌫-|
celep ar t	---|-⌫--⌫|
(387b.6907)	----------|
quege uolanti ersne uos sigue .	--|-|-------⌫--|-|--|-----⌫|
E t carfustorlironcinsigue	-⌫|--|---|-|-|------|---|
qualescuiertol uau ez	-|||------|---⌫|--⌫-|
Gele uold r oiec es auez	-|-|----⌫-⌫--|-⌫|-⌫---|
porcequeplusaureiezhonte.	--|-|--|---|------|-----|
Tantostme ssireGauuain s	------|--⌫----|-------⌫|
ronci n t rotant etsot	-----⌫|-⌫-----|-|--|
concilquimialzfere	--|--|--|----|---|
Elroncin ot mo ut leide be ste	-|-----|-|--⌫-|----|--⌫--|
gresle lecol	-----|-|--|
grosse lateste	-----|-|----|
largesoroilles et	-----|-------|-|
uellesceottexlesdanz	-------|-|--|--|---|
quelu neleuredela	--||-⌫-|----|-|-|
de.ii.doiea	-----|---||
l autre n etoc he.	|----|-⌫|---⌫--|
Li roncinsfumeig res etdurs	-|------|-|----⌫--|-|---|
lesialzot trobles	--|---|-|------|
s otmeigr ecrop eetlongue eschine	|-|-----⌫|----⌫|-|-----|------|
lesregn e setlacheuec ine	--|----⌫-⌫|-|-|------⌫--|
d elfrain furentd une	-⌫-|----|-----||--|
cor d el e	---⌫-⌫--⌫|
sanzcouer turefula sele	---|-----⌫---|-|-|---|
lespiezgrapeusles cos tez	--|---|------|--|---⌫--|
tozdepeciezas espe rons	--|-------|-|----⌫---|
les estriés lons e tfoible trueue	--|-------|---|-⌫|-----|-----|
carpi eça nauoi t esté nueueÝ	--|--⌫---||----⌫|----|------|
s iquea fichierne siose.	-⌫|--|-⌫------|-|||---|
Hacertes or uabienla	-|-----|-|-|---|-|
fetla puceleranponeus e .	--|-|-----|---------⌫-⌫|
geliee etioieu s e	-|---|-|-----⌫-⌫|
da ler qu elpart queuosuoldr oiz	|-⌫--|--⌫-|---|--|--|-----⌫--|
cor es t il	|-|--⌫|-|
b ienreiso nsetdroiz	-⌫--|-----⌫-|-|----|
siue uolant iers	---|------⌫---|
.uiii. iorz ou.xu. toz a nt iers	-----|---|-----|--|-⌫--⌫---|
o u.iii.sem ainnesou.i.	-⌫-----|---⌫-----|----|
Orestes uosbienahern o is	-|----|--|---||----⌫-⌫-|
orseez uos	-|---|--|
sor boend estrier	--|---|-⌫------|
o rsanblezuosbien	-⌫|------|--|---|
c heu alier	-⌫---⌫----|
quipucele doie	--|-----|---|
conduir e.	-------⌫-|
Or primes me uoel	-|-----|-|---|
de ueo iruozmal eürtez.	-|---⌫-|--|---⌫-------|
uostrer oncin.i.	-----|-⌫-------|
desesperons silessaiez	--|-------|-||------|
ne iane u os	-|-|-|-⌫-|
qu ilest m out roidesetmouan z.	-|-|--|-⌫--|-----|-|-----⌫-|
Ge uossiuraiquil est	-|--|-----|-|-|--|
(387c.695 1)	---------⌫-|
neuos lesserai	-|--|-------|
tan tqueh on te	---⌫|--|-⌫--⌫-|
uosauandra.	--|-------|
qu e uosni faudroizmie.	--⌫|--|||-------|---|
Etilli respontBeleamie	-|-|-|------|---|---|
uosdiroizce queboen uos iert	--|-----|-|--|---|--|---|
mes adameisele nafie rt	--||--------||----⌫-|
que ele soit	--|--|---|
simesdisan z	-|--------⌫|
puisqueelea	---|--|--||
pas sé.x .anz	---⌫-----⌫|--|
einzdoitest r ebienanseigniee	---|---|---⌫-⌫|---|---------|
etcortoiseetbien	-|-------|-|---|
af eitiee.	--⌫------|
—Cheualiers	|---------|
parmale auan ture	--|---|----⌫---|
de uostre anseignem ent	-|-----|---------⌫--|
mesalezetsiuosteisiez	--|---|-|-|--|------|
corestes uos bie n	|-|----|--|---⌫|
sicon geuoloieueoir.	-|--|-|-----|-----|
Ensicheua ucheiusqu a u soir	---|-----⌫---|----|-⌫|---|
etsiseteisen t amedu i.	-|-|-|------⌫|-----⌫-|
Cil s anuaetcel e	--||-|-|-|---⌫|
aprés lui	-----|--|
qui ne setpas	--|-|--|--|
quil puissef eire	-|-|-----|-⌫---|
de sonroncindon	-|--|-----|--|
ne puet t reire	-|---|-⌫----|
cors nega lo zpornulepainn e.	---|-|--⌫--⌫|--|---|-----⌫-|
u oe l leil	-⌫--⌫-⌫-|-|
ounonlepas le m a inne	-|--|-|--|-|-⌫-⌫---|
etsildesesperons lebat	-||-|--|-------|-|--|
si durtrotl anb at	-|--|---||---⌫-|
q ue sili hoche la co raille	-⌫-|-|-|----|-|--⌫-----|
nepuetsofrir queila ille	-|---|-----|--|-|-⌫---|
plusquelepasannulefin.	---|--|-|--|-|---|---|
Ensisanuasor le	---||-|-|--|-|
gast e se tsostainnes	----⌫-⌫|-⌫|---------|
ta ntqueiluint aterresplai nnes	--⌫-|--|-|---||-----|----⌫---|
sorun e ri uiereparfond e	--|--⌫|--⌫----|-------⌫|
et fuleequenule	-|-|--|--|---|
demangonelnede	-|-------|-|-|
negitastoltrelariuiere	-|-----|----|-|------|
nearbales ten i tr essist.	-|-------⌫-|||--⌫------|
Delautrep art	-||----|-⌫--|
del euesist	-||--|---|
unsch ast iaxtropbienconpassez	--|--⌫---⌫--|---|---|--------|
t ropforzettroprichesasez	-⌫--|---|-|---|-----|---|
ia n equierque mantir	-|-⌫|----|--|-----|
Lich astiaxsistsorlafalois e	-|--⌫-----|---|--|-|------⌫|
etfu fermez par	-|-|-----|--|
tel richesce	--|-------|
forteresce	---------|
neuirentoeld omequiuiue	-|-----|--||--|--|---|
quesor une	--|--|--|
rochenaïue	----|-----|
(387d.6995)	----------|
auoit. i.pale ́s	------⌫-|----⌫-|
qui estoit	--|-----|
tozde marbre	--|-|-----|
O t bien.u.c.	-⌫|--------|
etce ntcoue rtes*	-|--⌫-|----⌫----|
el p al é sfenestresouertes *	-|-⌫--⌫--⌫|--------|-------⌫|
de dam esetde dameisele s	-|---⌫-|-|-|---------⌫|
quiesgardoient	--|----------|
deuant e les	-----|-⌫--|
le sprez et lesuergiersfl ori z .	--⌫|---|-|--|-------|--⌫---⌫-⌫|
Le sdame iselesdesam iz	--⌫|----⌫-----|-|---⌫-|
furent uestuesles plusors	-----|------|--|------|
bliauzdediuerses colors	-----|-|-------|-----|
etdrasd es oie aor batuz	-|---|-⌫|-⌫--||-|----|
auoient lespl u sor suestuz.	------|--|--⌫-⌫---⌫|------|
Ensilespuc elessesturent	---|--|---⌫---||-------|
as f enestres	-|-⌫-------|
etsiparurent	-|-|-------|
lor chiefl uisantetlor gen t cors	--|----|-⌫-----|-|--|---⌫|---|
siqu a n lesue oit par	-|-|-⌫|--|--⌫--|--|
desle s ceinturesenamont.	--|--⌫|--------|-|-----|
Etla plusmaleriens de l mont	-|-|---|---|----|--⌫|---|
quemessire	--|------|
Gauu ainsmenoit	----⌫---|-----|
uintalar iuier etot dro it	---||-|-⌫-----⌫|--|---⌫-|
puis sisaresteetsi	---|-||-----|-|-|
de sc en t	--⌫--⌫--⌫|
de l pet it pa le froibau cent.	--⌫|---⌫-|--⌫--⌫---|---⌫----|
Etalar iu e otunenef	-||-|-⌫--⌫|-|--|--|
fermeea une clef	-----||--|---|
et esta chi eea unperron.	-|----⌫---⌫-||-|------|
Anlanef o t.i.auiron.	-|-|--|-⌫---|------|
Ladameiselea nl a	-|--------|-⌫|-⌫|
quifelon cuerauoit	--|----|---|----|
etapre ́slises palef roiz	-|----⌫-|-|--|-----⌫---|
qui autelotfetmaintefoiz .	--|----|-|--|-----|----⌫|
uassaxfete ledescendez	-----|--|-⌫-|--------|
moice anzantrez	--|--⌫--|-----|
atot uostrec heualroncin	---|-----|-⌫----|-----|
quiplusestmeigresdun	--|---|--|------||-|
etdesae ncrezc echalan	-|-----⌫----|-⌫|-----|
queia anterroizanmal an	--|-|--------|-|--|-|
se tostceste euene passez	-|---|----|--|-|-----|
ous e tostfoï rne	-|-⌫|---|----⌫|-|
— Auoidam eise le porcoi	|---|---⌫----⌫-|--|--|
— Neueezuos cequegeuo i	|-|---|--|-|--|-|--⌫|
fet eleSeleu e i ̈e z	--|--|-|-|-⌫-⌫-⌫--⌫|
cheu a liersmouttostfuireiez.	----⌫-⌫----|---|---|--------|
Messire Gauuains	------|-------|
main tenant	----⌫-----|
torne sachiere et u oituenant	----|-|-----|-|-⌫--|-----|
(3 87e.7039)	--⌫--------|
.i. cheualier	--|--------|
parmila lande	----|-|----|
trest ot arméetsi de mande	-----⌫-|----|-|-|--⌫----|
pucel eOrneu os gri et	-----⌫|-|-|-⌫-|---⌫-|
dit esm oiq uiestcil	---⌫-|-⌫-|-⌫-|--|--|
sormoncheualquemetoli	--|--|-----|--|-|---|
li traïtrescuigegari	-|--------|--|-|---|
des esplaies	-|-⌫-|-----|
gehuir matin	-----|----|
—Gel tediraip ar saintMartin	|--|-|----|-⌫-|----|-----|
fetla pucelelieemant	--|-|-----|-------|
m essai chesbienueraiemen t	-⌫-|---⌫---|---|---------⌫|
porrien nelted eïsse	--|---|--|-|-⌫-----|
se point detonbieni	-|----|-|--|---||
qu ege sui seüre	--⌫|-|--|-----|
quiluien t por tamaleauantu re	-|-|----⌫|--|-|---|------⌫-|
nelet e celeraigepas.	-|-|-⌫|------|-|---|
G reorr eas	-⌫-----⌫--|
q uilanuoieça aprést oi	-⌫|-|-----|--|-----|-⌫-|
ets itedirai bien	-|-⌫|-|----|---|
lemas de mandé.	-||-|--⌫------|
Sesoncles l i acoma ndé	--|-----|-⌫||----⌫---|
siuetantq uil t	---|---|-⌫|-||
et t at este anpresant liport.	-|-⌫|-⌫---|-|------|-|----|
telogeadesce nd re	-|-|-||-----⌫--⌫-|
setula mo rtne uiaxatandre.	-|-|-|--⌫-|-|---|-------|
Antr ece anzetsitan	----⌫|--⌫--|-|-||-|
—Certesi an e	|-----|-⌫|-⌫|
fu iraipor l ui	--⌫---|--|-⌫-|
dameisel eenç ois l atandra i.	--------⌫|----⌫--||-------⌫-|
—Iame ́ scer t esneltedirai	|----⌫-⌫|---⌫-⌫-|--|-|----|
puc eleençoismantais	---⌫--|------||-|---|
quebiaxpoindr e s et bi axeslais	--|---|------⌫-⌫|-|--⌫-|-----|
feroiziadeuantlespuceles....*	-----|-|-----|--|-------|---|
Por uoslor	--|--|--|
abelis tl iestres	------⌫|-⌫|-----|
et por uosuenue s i son t.	-|--|--|-----⌫||---⌫-|
Iaandr oit g rantioie fero nt	-|----⌫--|-⌫---|---|----⌫-|
quantel uosuerront trebuchi er	----|-|--|------|--------⌫-|
Moutsanble zorbi encheualier	---|------⌫|-|--⌫-|--------|
doieioste r	---|-----⌫|
quequei luosdoieco ster.	--|--|-⌫|--|---|--⌫----|
—Pucele ia ni g anchirai	|-----|-|||-⌫-------|
mes al ancontre	--|||-------|
Etse ge recourerpooie	-|-|-|-------|----|
mo n cheual mout liezanseroie.	--⌫|-----|---|---|-|------|
Tantos t uers lala nde	------⌫|---|-|--⌫--|
etlech ief desonc heual t orne	-|-|--⌫--|-|--|-⌫----|-⌫---|
(387f.70 83)	--------⌫--|
uerscel uiquipar	---|---⌫-|--|--|
uenoitpoingnant aespe r on.	-----|--------||----⌫-⌫--|
E t messireGa uuains l atant	-⌫|------|--⌫-----||----|
s isafiches i duremant	-⌫||-----|-⌫|-------|
sorl esestriés	--|-⌫-|-------|
que ilanront	--|-|-|---|
le senestretot	-|-------|--|
etil ale d estreguerpi	-|-||-|-⌫----|-----|
satantlecheua liere nsi	|----|-|-----⌫---|-⌫--|
conquesli roncinsne	|-----|-|------|-|
ne sperone rtantne	|-⌫-------⌫|---|-|
se uoellerem ouo ir.	-|-----|---⌫---⌫--|
Ha Dex feti lcon	-|--|--|-⌫|--|
mal seo ir	--|---⌫-|
fe t sorronc in acheualier	--⌫|--|----⌫-||--------|
qantiluia ltd armes esp loitier	---|-|---⌫-||----|---⌫------|
E ttoteu oiesu ers	-⌫|-----⌫---|-⌫--|
luibroiche	--|------|
s or le che ualqui pasnecloiche	-⌫-|-|---⌫--|--|--|-|------|
li cheuali ersettel li d one	-|-------⌫--|-|--|-|-⌫--|
de sa l ancequeelearc ̧ one	-|-|-⌫---|--|--|---⌫-⌫--|
totantrauers	--|-|------|
siremaintanles cu	-|------|-||--⌫-|
E tmessireGauuain sl	-⌫|------|-------⌫||
ansonescuenmilapane	-|--|---|---|-|---|
sihurte si queil li	-|----|-|--|-|-|
l escuetleha ub ercli quass e	|---|-|-|--⌫--⌫--|-|-----⌫|
silaba tels ablon me nu	-||---⌫|-|-⌫----|--⌫-|
et tantla main	-|---|-|---|
s areten u	||-----⌫|
le cheualetsa utanla sele.	-|-----|-|--⌫-|-|-|----|
Ceste auan ture li fu	----|----⌫---|-|-|
sano t tel ioie	|-|-⌫|--|---|
a nsoncoraige	-⌫|--|------|
c onquesantresto t	|-----|-|------⌫|
tantdafaire.	---||------|
Alap uc elesanr epaire	|-|-⌫--⌫--||-|-⌫-----|
queil auoitlaa m enee	--|-|----|-|-⌫-⌫---|
mesilnelamietrouee	--|-|-|||--|-----|
n edelanefne de	-⌫|-|-|--|-|-|
m es c e moutl i desabeli	-⌫-|-⌫|---|-⌫|-------|
queilen si l	--|-|--⌫-||
auoitperdue	----|-----|
Quequi lpanso ita	--|-|-⌫|-----⌫-||
si uituen ir unenacele	-|--|---⌫-|--|-----|
q ueunsnotonie r sa menoit	-⌫-|--|-------⌫-⌫|-⌫-----|
q uide uerslechasteluenoi t	-⌫-|-|---|-|------|-----⌫|
etqu antilfuue nuz	-|--⌫--|-|-|--⌫--|
sidistSiregeuosaport	-|---|---|-|--|----|
(388a.7127)	----------|
saluzdepar ce sdameis eles	----|-|--|--⌫|------⌫---|
et auoe cce uosmandent eles	-|----⌫|-|--|------|---|
queuo smon f iéne meto illiez	--|--⌫|--|-⌫--|-|-|--⌫-----|
rande zle m oi seu os daigniez .	-----⌫|-|-⌫-|-|-⌫-|--------⌫|
Etilrespont Dexben eïe	-|-|------|--|---⌫---|
to teansa nble la	--⌫-|----⌫---|-|
conpai gnie	------⌫---|
desda me isel es et p uistoi.	--|--⌫--⌫----⌫-|-|-⌫--|---|
Tune perdrasiarien parmoi	-|-|------|-|---|--|--|
o utu pu iss es	-⌫|-|--⌫---⌫-|
clamerdr oiture.	-----|--⌫------|
Detoitort fairena i gecure.	-|--|---|----||-⌫|-|----|
Me squelfié	--⌫|---|---|
med emandestu	-|-⌫------|-|
—Sire uo sauezabatu	|---|--⌫|---|----|
acest p ort ci .i.cheual ier	|---|-⌫--|--⌫--|------⌫--|
don ge doi auoi r led estr ie r.	--|-|--|----⌫|-|-⌫----⌫--⌫-|
Sanuersmoineuolez	|-----|--|-|----|
mespran dre	-------⌫--|
le destrierme	-|-------|-|
deuezuosrandr e.	----|--|-----⌫-|
respont Amis cistfié s	------|---|---|----⌫|
mesero itiaa r an dregriés	-|----⌫-|-||-⌫--⌫--|-----|
mancouandroit.	|-|----------|
— Auo i cheualiersora ndro it	|---⌫|---------|---⌫----⌫-|
uostienent mouta desleal	--|------|---||------|
et mout letienentagrantmal	-|---|-|------||----|--|
cespuce les qu euos uee z	--|----⌫--|--⌫|--|---⌫|
qantuosmo nfi éneme randez	---|--|--⌫|--⌫-|-|-|-----|
n auin tne fetne	|----⌫|-|--|-|
porteüst aba tu	---|----|---⌫-|
cheualier porcoi	--------|--|--|
gelseüsse	--|------|
quegele cheual n	--|-|-|-----||
an eüsse.	-|------|
Ous e g elecheual n e o i	-|-⌫|-⌫|-|-----|-⌫|-⌫|
aucheualier faill i rnepoi.	-|--------|-----⌫-⌫|-|---|
EtmessireGauuain sl i dit	-|------|-------⌫|-⌫|--|
Amisprenezsanzcontredit	---|-----|---|--------|
l echeua li eretsilaiez.	-⌫|-----⌫--⌫-|-|-||----|
—Nes tpas anc orsimaheigniez	||--⌫|--|---⌫-|-|---------|
fetlin otonier s parm a	--|-|-⌫-------⌫|--|-⌫|
u osmeïsmessico n gecroi	-⌫-|-------|-|--⌫|-|---|
aureiezmouta	------|---||
fereau prand re	---|-|-----⌫-|
seuosioseiezantandre.	-|--||-----|--------|
Etne porquantsetant	-|--⌫-------|-|---|
panr e et amenerlemalez	----⌫|-|-----|-||---|
si sero izqui tesdemon fié.	-|----⌫-|---⌫--|-|--|----|
—Amis se ge	|---|-|-|
desce ntapié	-----⌫-||---|
po rra i mege fier antoi	--⌫---⌫|-|-|---|-|--|
de moncheualgarde rafoi	-|--|-----|-----⌫||--|
(38 8b.7 172)	---⌫----⌫---|
— Oï l fetilseüremant.	|---⌫|--|-|----------|
Iel uosgar derailea u ment	--|--|---⌫----|---⌫-⌫---|
etuolanti ersle uosrandrai	-|-------⌫--|-|--|------|
q u eia uers	-⌫-⌫|-|---|
u osnan mespr andr ai	-⌫-||-|-----⌫----⌫-|
der ientant con	-|-⌫--|---|--|
gesoieuis.	-|---|---|
uoscreantet p leuis.	--|-----|-|-⌫-----|
