#META# Text URI Cliges	-----|----⌫--|-----|
#META#DEAFno data	-----|---|--⌫---|
#ME TA # TL	---⌫--⌫|-|
#ME TA#FEW	---⌫--|--|
#META#A RLIMAhttps/ /www .arlima.net/ad/ chretien_de_troyes.html#cli	-----|-⌫----|------⌫----⌫---------------⌫--------------------------|
#META# Autho rC h rétiend eTroyes	-----|-----⌫|-⌫-⌫------|-⌫|-----|
#META #Autho rBorn	-----⌫|-----⌫----|
#M ETA#AuthorBornAmb	--⌫---|------------|
#MET A#Aut horDied	----⌫-|---⌫------|
#META#Autho rD iedA mb	-----|-----⌫--⌫----⌫-|
#MET A#A uthorFl1	----⌫-|-⌫-------|
#ME T A#AuthorFl2	---⌫-⌫-|--------|
#META #Tex tTitleCli gès	-----⌫|---⌫-----|---⌫---|
#META# TextSub t itle	-----|-------⌫-⌫---|
#M ETA# Textuo ls	--⌫---|------⌫-|
#META#TextSub iromance	-----|-------⌫|------|
#META#TextDom	-----|------|
#META#Translation	-----|----------|
#M ETA#Collection	--⌫---|---------|
#META#Collect i onNo	-----|-------⌫-⌫---|
# ME TA#TextDescA RL uer soctosyllabiquesa ̀	-⌫--⌫--|---------⌫-|---⌫|--------------|-⌫|
Or endroitla metrontanrost	-|------|-|------|-|---|
Tantq u eele ie rtt ote	---|-⌫-⌫|--|--⌫-|-⌫--|
Ce lese te st nene	--⌫-|-|--⌫-|-|-|
Sac har a batre namalmetre.	-|-⌫--||----|||--------|
Ialauoloient	-|-|-------|
el feume tre	-|--|--⌫--|
Porrostiret	--|-----|-|
porgraï llier	--|-----⌫----|
dam esplusdun millie r	---⌫-|---||-|------⌫|
De sgenzse part entet	--⌫|---|-|----⌫--|-|
de su oient.	--⌫--⌫-----|
porteuienentsiuoien t	----|------|-|-----⌫|
Pa ru npetitderouertu re	--⌫|-⌫|----|-|-------⌫-|
Langoiss eetlamalauenture	|-------⌫|-|-|----------|
Quec ilfeisoient a l adame	--|-⌫-|--------||-⌫|---|
Quiaucharbone t a la	--|-|------|-⌫||-|
Li fe isoientsosfrirmartire.	-|--⌫------|------|-------|
uisbrisier et desconfire	--|------|-|---------|
Aportent coig nieesetm au z.	-------|----⌫----|-|-⌫--⌫-|
G ranzfula noiseetli a ssauz	-⌫---|-|-|----|-|-|-⌫----|
Alaport ebri s ieretfrain dre.	|-|----⌫|---⌫-⌫--|-|-----⌫---|
S orp ue entles mires atai ndre	|-|-⌫--⌫--|--|----|----⌫---|
Ia lorserasanz	-|--|---|---|
Tote lordesser tere ndue.	---|--|------⌫-|--⌫----|
Lesdamesantrentelpaleis	--|----|------|-|-----|
Totes ansan ble aun	----|-----⌫--||-|
Et Tes sala	-|---⌫---|
est an l apresse	--|-|-⌫|-----|
Quiderie nnule	--|-|---⌫|---|
n estangr e sse	|--|----⌫-⌫--|
F o rsquas adame	-⌫-⌫-|-||-⌫|---|
soitu enue.	---|-⌫----|
Auf eulatru eue to tenue	-|-⌫-|-|---⌫--|--⌫-|--|
M out an pir i eeetmoutmalm ise	-⌫--|--⌫---⌫-⌫-|-|---|----⌫--|
Arriere anlabierelamise	------|-|-|----|||---|
Et d es oz lopai lecoue rt e .	-|-⌫--⌫-|-|---⌫-|----⌫--⌫-⌫|
Etlesdame suont	-|--|----⌫|---|
lor d e ssert e	--|-⌫-⌫-----⌫|
As .iii.mires doner	-|----|----|----|
Niuostrentmandre neatendre	||-------|-----|-|------|
Ne mpereorneseneschal	|-⌫------|-|--------|
Par l e sfenestres	--|-⌫-⌫|--------|
c ontreual	-⌫----|--|
Les ont enmila co rt lan ciez	--|--|---|-|--⌫-|---⌫---|
Si que tuittroiont p e çoiez	-|--|---|---|--|-⌫-⌫-----|
Cos etcostezet b raze ti anbes.	--|-|-----|-|-⌫--|-⌫|-⌫-----|
Einz mialz	---|----|
nelfirentnulesda mes.	--|-----|----|--⌫---|
Oronteüm out male m ant	-|--|--|-⌫--|----⌫-⌫--|
Li troi mirelor	-|---|---|--|
Carl esdames lesontpaiez.	--|-⌫-|----|--|--|-----|
Mes Cligé sestmoutesmaiez	--|------⌫|--|---|------|
Et grant duel	-|----|---|
a qu ant ilotdire	|--⌫--|-|-|---|
Lagrant angoissee t	-|----|-------|-⌫|
lemart ire	-|----⌫--|
Quesamie aporluisosfer t	--||---||--|--|------⌫|
Parunpoquel esanne pert	--|-|-|--|-⌫|--|-|---|
Carilcri e nt moutetsia	--|-|---⌫-⌫-|---|-|-||
Quafol ee ou mortene	-|----⌫-|-|----|-|
Porle tormantquefetliont	--|-|------|--|--|-|--|
Litroimirequiuenu	-|---|---|--|---|
S i sande sp oire et desconforte.	-⌫||-|--⌫--⌫---|-|-----------|
ui ent quiaporte	--⌫--|--|-----|
.I. moutprecieu s oignemant	--|---|-------⌫|--------|
Donteleaoin tmoutdolcemant	---|--||---⌫|---|--------|
Le scoset lesplaiesc e li.	--⌫|--|-|--|-----|-⌫-⌫--|
larense ueli	-|-----⌫---|
En unblancpaile	-|-|----|----|
L ont le sdamesranseuelie	|--|--⌫|----|---------|
Mesleuisd esco uertli lei ssent	--|-|--|-⌫----⌫---|-|---⌫----|
N o nqueslanuitlor cr iznabei ssent	|-⌫----|-|---|--|--⌫-||----⌫----|
Nenecessentn efin	-|-|------|-⌫|--|
neprenent.	-|-------|
la uil e fors sen ent	-|---⌫|----⌫---⌫--|
Ethautetb ase tpoureet riche.	-|---|-|-⌫-|-⌫|----|-|-----|
Sisan blequechas cunss afiche	-|---⌫--|--|----⌫---||-----|
uaint ra tot de feireduel	-----⌫-|--|-|----|---|
leisserasonuuel.	-------|--|----|
Totenuitestl i	---|---|--|-⌫|
criz m out granz.	---|-⌫--|-----|
Landemai nuint a cortIehanz	|-------⌫|---||---|-----|
Etliempere reslemande	-|-|------⌫--|-|----|
Si lidi tetprieet	-|-|--⌫|-|---|-|
Ieh ansonquesfeïs	---⌫-||-----|----|
boeneoeure	----|----|
tonsan e t des cueure	--|--|-⌫|---⌫-----|
E nunesepoltureourer	-⌫|--|--------|----|
Telequ an nepuissetrouer	---|-|-|-|-----|-----|
Sibele nesi b ienportreite.	-|---|-|-|-⌫--|---------|
Et Iehanzqui la uoitiafeite	-|-----|--||-⌫---|-|----|
Dit quilen a	--|-|-|-||
apareil liee	-------⌫---|
Unem outbeleetbi entailliee	--|-⌫--|---|-|--⌫-|-------|
Mes onqu esnot ant encion	--|----⌫-||-|---⌫-----|
Quanimeïstse	-|-||-----|-|
corssainznon	---|----|--|
Q antillacomança afaire	-⌫--|-|-|-------||----|
meïst for s	-----|---⌫|
saintuaire.	----------|
Lem pererriziestanclos e	|--⌫-------||--|------⌫|
ce cuit moutsainte chose.	-|---|---|-----|-----|
-Bi enauezdit fetl empere re.	---⌫-|---|--|--||------⌫--|
Aumostie rmo n s e igno rsaintPer e	-|------⌫|--⌫-⌫-⌫-⌫----⌫|----|---⌫|
Iertanfoïeladefors	---|------|-|-----|
ena nfuetles autrescors	-|-⌫----|--|-----|---|
Care inçoisq ueelemorist	--|-⌫------|-⌫-|--|-----|
mout etrequi st	---|-|-----⌫-|
Queielalafei ̈ssem etre .	--|-|-|-|---⌫---|-⌫----⌫|
Oruo s e n ale z antre metre	-|--⌫|-⌫|---⌫|-----⌫----|
Se elez uo st resepolture	--⌫---|--⌫--⌫-|--------|
Siconrei sons	-|--|---⌫---|
es t etd roitur e	--⌫|-|-⌫------⌫|
Elplus bel leude lc emetire.	-|---|--|--|--⌫|-⌫-------|
Ie hanz respontuo le nti ers	--⌫---|------|--⌫--⌫---⌫--|
E tI eha n zm ai ntenantsa n torn e	-⌫|-⌫---⌫-⌫|-⌫--⌫------||-⌫|----⌫|
La sepolturebien	-|--------|---|
cefis tquebienapris	-|---⌫|--|---|----|
.I.litdeplumeadedanz	--|--|-|----||-----|
pierr e quiestoitdure	-----⌫|--|-----|---|
e ncor por lafroidure	-⌫---|--|-|-------|
Et porcequ e soef	-|--|-|--⌫|---|
Es pantd esus etflorsetfuel le	--⌫---|-⌫---|-|----|-|----⌫-|
Mesporcelefist	--|--|-|-|---|
Quelacoute ne uei ̈st nus	--|-|----|-|---⌫--|--|
Quilauoitenla fosse mise.	-|-|----|-|-|----|----|
Ia otenfet	-|-|-|--|
totleseruise	--|-|------|
Aseglises etasbarroches	-|------|-|-|--------|
Etsonoitanadésles cloches	-|-----|-|----|--|------|
Siconlendoit feir epormo rt.	-|--||-|---|----⌫|--|--⌫--|
Le corscomande q uan aport	-|---|------|-⌫|-|----|
Siertanla sepol turemis	|---|-|-|-----⌫---|--|
Do n Iehanzs esttanten tremis	--⌫|-----||--|---|--⌫-----|
Carm o utlafeite richeetnoble.	--|-⌫-⌫-|||----|----|-|-----|
An tres tote Costantino ble	-|----⌫---|----------⌫--|
N aremésne	||-----|-|
p etit neg rant	-⌫---|-|-⌫---|
Quin aut aprés	--||--|-----|
lecorsploran t	-|---|------⌫|
Simaudïe ntlamorte tbl asment	-|-------⌫-|-|---|-⌫|--⌫-----|
Cheualieretuaslet sepasment	--------|-|-----|-|------|
Etles d amesetlespuce les	-|--|-⌫---|-|--|----⌫--|
Batent lorpiz et l or	-----|--|--|-|-⌫-|
Sont alamortprisetanç on.	|--||-|---|----|-----⌫--|
Morzfetchas c une	---|--|----⌫-⌫--|
Demadamequ enepr eïs	-|-|---|--⌫|-|--⌫---|
Certespetitgahaing	-----|----|------|
Carano st reoesso ntgranz	--||--⌫--⌫-|--|--⌫-|----|
le s pertes.	--⌫|------|
M es Cligés an fet	-⌫-|------|-|--|
d uel a cer tes	-⌫--||---⌫--|
Te lquilsanaf ol eet co nfont	--⌫|-|-||-|--⌫--⌫|-|--⌫----|
P lusquet uitl i autre nefont	-⌫--|--|-⌫--|-⌫|----|-|---|
E tmeruoi l lees t qu ilnesocit	-⌫|------⌫-⌫-|--⌫|-|-|-||---|
M es ancorlemet an	-⌫-|----|-|--|-|
loreetlitermesue i ngne	|--|-|-|-----|--⌫-⌫---|
Qui l ladesfue eetqu	-|-⌫|-|------⌫|-|-|
il lateingn e	-|-|------⌫|
seleest uiue	|--|--|---|
So rlafossesont	--⌫|-|----|---|
Quilecor s	--|-|---⌫|
icolchentet me tent	|-------|-|--⌫---|
Iehanne santremete nt	----|-||---------⌫-|
Del asepoltureaseoir	-|-⌫|--------|-----|
laporentnes	-|-----|--|
trestuitpasmé cheu ̈	-------|-----|----⌫|
SaIeha nzboen	||----⌫-|---|
le i si reu ̈	--⌫-⌫--⌫|--⌫|
D efeireq uanqu eilifist.	-⌫|----|-⌫-----⌫|-||----|
Lasepo lturesi	-|----⌫----|-|
Quenuleautrechose niot	--|---|----|----|||-|
Bienlase ele etiointet clot.	---|-|--⌫--|-|----|-|----|
Et lors sepoïstbienpr isier	-|---|-|-----|---|--⌫----|
Quis anzmalmetre etsanz	--|-⌫--|-------|-|---|
Ourirned esioindre seüs t	----|-|-⌫--------|-----⌫|
Rienque Iehanzfetieüst.	---|--|-----|--||-----|
Feni ceestanla	----⌫-|--|-|-|
sep ol ture	---⌫--⌫---|
Ta nt que uintalanuitoscure	--⌫-|--|---||-|---|-----|
Mes . xxx.ch eua lierla	--|-⌫---|--⌫---⌫---|-|
S iia.x. cierges	-⌫|||--|------|
quiarden t	--|-----⌫|
Grant clarté etg rantlum inaire.	----|------|-|-⌫---|---⌫------|
Enuiéfurent de maltrair e	-----|-----|-|--|-----⌫|
Li cheualier et	-|--------|-|
S ontlanui tmangié et b eü	|--|-|---⌫|------|-|-⌫--|
andormentansanble.	--------|--------|
Alanuitierdecortsenanble	||-------|-|---||-|----|
Cligésetdetot e	------|-|-|---⌫|
cheu alierne serge nt	----⌫----|-|-----⌫-|
Quis eüst	--|-⌫----|
ild euint.	-|-⌫-----|
Ne finatant	-|---|---|
quaIehanu int	-||----|-⌫--|
Qui de quanquil	--|-|-----|-|
puet leconsoille .	---|-|---------⌫|
Unes armesliaparoi lle	---|----|-|------⌫--|
Q uiiamestierneliauront.	-⌫-|-|------|-|-|------|
Auceme tire an duisanuont	-|----⌫---|--⌫--||-|---|
Armé acoite	----||----|
d esp eron	|---⌫---|
Mesclo sestoit	--|---⌫|-----|
totanuiron	--|------|
Licemetiresdehau tmur	-|--------|-|---⌫|--|
Si cuidoientestrea seür	-|--------|----|-⌫----|
Lic he ualierqu isedormo ient	-|-⌫--⌫-----|--⌫|-|-----⌫---|
Et laport e	-|-|----⌫|
ferme eauoient	-----⌫|------|
Par dedan z que	--|-----⌫|--|
nus ni entrast.	--|||-------|
Cligésneuoit comant	------|-|---|-----|
C ar parlaporte antrer nipuet	-⌫-|--|-|----|-----|||---|
Etporuoir antrerl ie st uet	-|--|---|-----|-⌫|-⌫--⌫--|
Amorslienorte etsemont.	----|-|-----|-|------|
ranp eamont	----⌫|----|
Car moutestoitpreuz	--|---|-----|----|
etlegiers.	-|-------|
Ladedanzestoituns uerg iers	-|-----|-----|--|----⌫---|
Ou auoit arbresap lante ́.	-|----|-----||-⌫-----⌫-|
Pres del mur enot.i.planté	---|--|--|-|-|--|------|
Ensiqueaumurse te noit.	---|--|-|--|-|--⌫----|
Ora Cligésquanquiluolo it	-||------|-----|-|----⌫-|
C arparcel	-⌫-|--|--|
arbreiussemist.	----|--|-|----|
Lapremierechosequilfi st	-|-------|----|-|-|--⌫-|
Ala Iehanlaporteourir.	--|----|-|----|-----|
Lescheualiers uoit tozdormi r	--|---------|---|--|-----⌫|
S ialel umi nair e estaint	-⌫||-|-⌫---⌫----⌫|------|
Qu e nuleclarteznirema int .	--⌫|---|------|||----⌫---⌫|
EtIehanz maintenantdesc u eure	-|-----|---------|----⌫-⌫---|
e tlasepoltureoeure	-⌫|-|--------|----|
riennelamal met.	---|-|-|---⌫---|
Clig é sa n	----⌫--⌫|-⌫|
lafos ses e	-|---⌫-|-⌫|
Sena samie forsp ortee	|-|||---|---|-⌫----|
Quimoutestuainneetamo rtee	--|---|--|-----|-|---⌫---|
Si l acoleet	-||----|-|
beiseetanb race	----|-|---⌫---|
Ne set seduelouioi eface	-|--|-|---|-|---⌫|---|
Elnese muetn ene ditmo t.	-|-|-|---|-⌫|-|--|--⌫-|
EtIeha nzau plusto st qu il pot	-|----⌫-|-|---|--⌫-|-|-|--|
Ala sepolture re close	|-|--------|--⌫----|
anul echose	|---⌫|----|
a ni e üsta toch ié.	-⌫||-⌫---|-⌫----⌫---|
Delator s e sont aproch ié	-|-|--|-⌫|---|------⌫--|
tostque il	---|--|-|
onquespo re nt .	-----|--⌫--⌫--⌫|
Etquantenla	-|----|-|-|
tormise loren t	--|---||----⌫|
Eschanbres quisozterreestoient	-|-------|--|--|----|-------|
Adoncla dess euelissoient	----|-|----⌫-----------|
E tCligésqui	-⌫|------|--|
rien ne sauoi t	---|-|-----⌫|
Delapoiso nqueele	-|-|-----⌫|--|--|
co rsqui lafetmue	--⌫-|--|-|--|--|
Ettel equel neseremue	-|---⌫|-|-|-|-|----|
Porcecu idequ	--|-|--⌫--|-|
elesoitmor te	--|---|---⌫-|
Sisandespoire	-||-|-------|
et desconforte	-|----------|
E t so pi re	-⌫|--⌫--⌫-|
formantetplore.	------|-|-----|
Mes p ar tansi ert	--|-⌫-|---|-⌫--|
ue nuelore	--⌫--||--|
Q uel apo isons	-⌫-|-⌫|--⌫----|
p erdrasafo rc e.	-⌫----|-|--⌫--⌫-|
Et moutse trauai lle et esforce	-|---|-|------⌫--|-|------|
Fe nicequilotregret er	--⌫---|--||-|------⌫-|
Qu elelepuisse confor ter	-|--|-|-----|------⌫--|
Ou deparole	-|-|-----|
ouderegart.	-|-|------|
Ap o que licuer s ne l ipart	|-⌫|--|-|----⌫|-|-⌫|---|
D eldu elqu e leotqueildemainne.	-⌫-|--⌫-|-|-⌫-|-|--|-|--------|
Morzcomes uilainne	---|--|-|-------|
Qan t tues pargnes et resp ites	---⌫|-|--⌫------|-|----⌫---|
Les u ixchosesetle s despites	--|-⌫-|-----|-|--⌫|-------|
Ce les leiztudurer et uiure.	--⌫--|---|-|----|-|-----|
Mor ztues forss eneeeti ur e	---⌫|-|-|-----⌫---|-|-⌫--⌫|
Qantmam ieasm ortepor	---||--⌫-|-|-⌫---|--|
Ceestmeruoillequ e	-|--|--------|--⌫|
M amieestmorte et	|---|--|----|-|
iesui uis.	-|--|---|
Ha dolc e amieuostreamis	-|----⌫|---|-----|---|
Po rcoiuitetmo rte uosuo it	--⌫|--|--|-|--⌫--|--|--⌫-|
Orpo rroitan dire	-|--⌫----|-|---|
Qantmorteest e sparmonseruise	---|----|---⌫-⌫|--|--|------|
Que ieuosaimortee tocise.	--|-|--|-|----|-⌫|-----|
A miedonsuiiela	-⌫--|--|--|-|-|
Quimorteu os ai- n estce	--|----|-⌫-|-|||--|-|
Quimami euosa i	--||---⌫|--|-⌫|
Siaila uostre ret enu e.	-|-|-|-----|---⌫---⌫-|
Dontnertmaioiedolce am ie	---||--|-|---|----|--⌫-|
uo stresantez	--⌫---|-----|
etuost re uie	-|----⌫-|--|
Etdon nestoit	-|--||-----|
uostrelamoie	-----|-|---|
Carnuleri e nfor suosnamoie	--|---|--⌫-⌫|---⌫|--||----|
Unech oseestiens andui.	--|--⌫--|------|-----|
Or ai gefetce	-|-|-|--|-|
C ar lauostre ga rt anmoncors	-⌫-|-|-----|--⌫-|-|--|---|
Etla moiee s t	-|-|---|-⌫-⌫|
del uostre	--|-----|
ou quelefust	-|-|--|---|
Conpaingnieporterdeüs t	----------|-----|-----⌫|
Nerien snesdeüst d epartir.	-|----⌫|--|-----|-⌫-------|
Atantcelegieteu nso pir	----|---|----|-⌫|--⌫--|
Etditfoiblementet	-|--|---------|-|
Am i samisienesui	--⌫-⌫|---|-|-|--|
Del tot mortemes p o	--|--|----|--|-⌫|
Demauie mes ne me	-|-|--|--|-|-|
Ie mec u ida igaber et faindre	-|-|-⌫-⌫---⌫|----|-|------|
Mes or estue tacer tesplaindr e	--|-|-----⌫||---⌫--|-------⌫|
Car la morzn a soing de	--|-|---|||----|-|
Meruoille iert s euiue	--------|---|-⌫|---|
Cartrop mo ntlim irebleciee	--|---||-⌫-|-|-⌫--|------|
ron pueetdepeciee	---⌫--|-|-------|
Et neporquan tsil poïstestre	-|---------⌫||-|-----|----|
Q uauoecmoi fust ceanzmamestr e	-⌫|----|--|---|----|-|-----⌫|
Celeme feïst totesainn e	---|-|-----|---|-----⌫|
Serienideüst ualoir	-|---||-----|-----|
-Ami ed oncneuo s enuit	----⌫|-⌫--|-|--⌫|----|
Fet Cli ge ́s car enc or eenuit	--|---⌫--⌫-|--|---⌫--⌫|----|
La uos amanrai ie ceanz.	-|--|------|-|-----|
- Amisein zii ra Iehanz.	-⌫---|---⌫||-⌫-|------|
ue tsil a tant quise	--⌫|-|||---|----|
Quilla trouasilide u is e	-|-|-|----|-|-|--⌫-⌫--⌫|
Comant iluialtqueles	-----|-|----|-|--||
a nueingne	-⌫|------|
Neessoines nela	-|-------|-|-|
det eign e	---⌫----⌫|
CarFeniceetCligé s la	--|-----|-|------⌫|-|
Enunetorou illatan de nt	-|--|--|-|-||----⌫--⌫-|
Car Fenic e	--|-----⌫|
es tmo u tmalb aillie	--⌫|--⌫-⌫|----⌫-----|
Sestue tqu eleueigne garn ie	|-----⌫|-|--|-----|----⌫-|
D oignemant et de letu aire	|--------|-|-|----⌫---|
Morteiert seledem ore	----|---||--|---⌫--|
Sisnelemantne lasecort.	|---------|-|-|------|
E tThessala mai n tenant cort	-⌫|-------|---⌫-⌫-----|---|
Et prant oigneman t[...]entrait	-|----|--------⌫|----|------|
Etleitu aire queleotfait	-|-----⌫---|-|--|-|---|
Siesta I ehanasanblee.	-|--||-⌫---|--------|
Dela uileissentacel ee	-|-|---|-----||---⌫-|
lator u ienenttotdroit.	-|--|-⌫-----|--|-----|
QantFenicesa mestre uoi t	---|-----|-|-----|---⌫|
Lorscuid ees tretote g ar ie	---|----⌫|--⌫--|---|-⌫--⌫-|
c roi tetta nts	-⌫---⌫|-|--⌫-||
Cligés laco le etlas alue	------||---⌫-|-|-|-⌫---|
Biensoiez uosuenue	---|----|--|----|
Mestr e ie uousaim tantetp ris	-----⌫|-|---|--|---|-|-⌫--|
Carme ditesq ueuos estuis	--|-|----|-⌫-|--|--|--|
Del malacestedame ise le	--|--||----|----⌫---⌫-|
QueuossanbleGarra en ele	--|--|-----|----|-|--|
-O ïlsire nendotez p as	--⌫--|---||-|----|-⌫-|
Que ietotenel arespas.	--|-|---|-|-⌫|------|
passeel aquinzainne	-----|-⌫|---------|
Qu eiesinela face sainne	--⌫|-|-|-|-|---|-----|
Quelenefu nulefoiee	-|--|-|-|---|----|
Plussainneneplus anuo isie e.	---|-----|-|---|----⌫----⌫-|
Th essal apansea l i	--⌫-----⌫|----||-⌫|
ue t la torsei sir	--⌫|-|--|---⌫--|
De totce queil	-|--|-|--|-|
i co uien t.	|--⌫----⌫-|
Cligésuaen lator	------|-|-|-|--|
H ardiemant tot	-⌫--------|--|
Cuno s tor	|-|-⌫-⌫--|
ia mis enmue	||--|-|--|
Siditque i ll e	-|--|--|-⌫|-⌫|
uet ue oir	--|--⌫--|
Nenus ne puet apar ceuoir	-|--|-|---|----⌫-----|
Quiliuoistp or nule	-|-||----|-⌫-|---|
Seporl ostorse ulemantnon.	-|--||----|--⌫------|---|
Mou tidemorenuitetior	---⌫||-----|---|-|--|
EtIehanzfe t gar derla	-|-----|--⌫|---⌫--|-|
Qu enusnian tre quilne uuelle.	--⌫|--|||--⌫--|-|-|-|------|
maldon seduelle	--|--|-|-----|
Carbie nl aTessalagarie.	--|---⌫|||------|-----|
Sorfust Cligésd usdAumarie	|-|---|------|-⌫-||------|
Ou deMarrocoude Tudele	-|-|-----|-|-|-----|
Neprisastilune	-|------|-|--|
Auersla ioie	----|-|---|
quei l a .	--|-⌫|-⌫|
Certe sder ien nesauill a	-----⌫|-|-⌫--|-||-----⌫|
Amors quant illesmista nsanble	----|----|-|--|---|-⌫------|
uneta lautre	-|-|||----|
Qantli uns laut r eacole	---|-|--||---⌫-⌫|----|
Quedelorioie et delor	--|-|--|---|-|-|--|
Soitto z li	---|--⌫|-|
monde s amandez	-----⌫|------|
Neiapl u sn e	-|-|--⌫-⌫|-⌫|
mandeman dez.	|-|-----⌫---|
Totcela n etdelautr eassez	--|--|-⌫|-|-||----⌫|----|
Troism oi s cecroi etpl usass ez	----|-⌫--⌫|-|---|-|--⌫-|---⌫-|
AFeniceanl a tores té.	|-----|-|-⌫|--|--⌫---|
Au renou elemant desté	-|-----⌫------||----|
Qu eflorset	--⌫|----|-|
fuellesdarbresissent	------||-----|-----|
Etciloiselsisesioï ssen t	-|--|----|-||------⌫----⌫|
Quilfont lor	-|-|---|--|
ioi ea n lorla tin	---⌫|-⌫|--|--⌫--|
Auintq ueFenice . i.	----|-⌫-|-----|-⌫-|
Oïchanterlerossi g nol.	--|------|-|-----⌫-⌫---|
L e brazaufl a n c et l	-⌫|---|-|--⌫-⌫-⌫|-||
autreaucol	----|-|--|
Lat enoitCligésd ol c e mant	-|-⌫----|------|-⌫--⌫-⌫-⌫---|
Et elelu it otmaintenan t	-|--|--⌫|-⌫-|---------⌫|
ditBiaxamischiers	--|---|---|-----|
Grantbien mefeïst u ns u ergiers	----|---|-|-----|-⌫-|-⌫------|
O uieme poïss eded uire.	-⌫|-|-|------⌫|---⌫----|
Neuilune ne soloilluire	-|-|---|-|-----|----|
Sestre poïstmoutu olentiers	|----|-----|---|-⌫--------|
M anistr oielafors	|-|----⌫--|-|---|
Quan closesui an cestetor	-|--⌫----|--|-|----|--|
Etsecipres a uo it uergier	-|-|-|---|-⌫--⌫-|------|
Oui em alassees banoier	-|-⌫||-----|--⌫------|
M o ut me feroitgrantbien souant.	-⌫-⌫-|-|-----|----|---|------|
m et Cligé s an couant	-⌫-|------⌫|-|-----|
consoi l an querra	------⌫|-|-----|
To tmainte nantquil	--⌫|------⌫---|-|-|
E t maintenant	-⌫|---------|
es t auenu	--⌫|----|
Que Iehanzes t lea nz uenu	--|-----|--⌫|---⌫-|---|
Car souantuenir	--|-----|----|
Feniceuol oit	-----|---⌫--|
Clig ésaparolemis.	----⌫--||-----|---|
Tot est apareillié et	--|--|----------|-|
Fet I eh an zquanquelec omande.	--|-⌫--⌫--⌫|-----|--|-⌫------|
Dec equele uia lt	-|-⌫|-|--|---⌫-|
etdemand e	-|------⌫|
Estcestec orzb ien	--|----|-⌫--|-⌫--|
fetFenice mout li ee	--|-----|---|--⌫-|
Et d ita Iehanquilli m ai n t.	-|-⌫-||----|-|-|||-⌫--⌫-⌫-|
CilrespontAnmoi	--|------|-|--|
ne remaint .	-|-------⌫|
