#ME TA#TextURIErecF	---⌫--|------|----|
#META#DE AFh t tp//www.deaf-page.d e/ fr/bib l/b ib99e. php#ErecF	-----|--⌫-|-⌫-⌫-------------------⌫--⌫------⌫---⌫------⌫--------|
#META#TLErec	-----|-|---|
#MET A#FEW	----⌫-|--|
#META#ARLIMAhttps//www.a r li ma.net/ad/chretien_de_ tr o yes.html#ere	-----|-----|------------⌫-⌫--⌫----------------------⌫--⌫-⌫-----------|
#META# AuthorChrétiende Tr oye s	-----|-----|--------|-|--⌫---⌫|
# META#Author B or n1 130	-⌫----|------⌫-⌫--⌫|-⌫--|
#META#AuthorB ornAmbc	-----|-------⌫-----||
#META# AuthorDied 1180	-----|---------|---|
#META #Auth orDie dA mba	-----⌫|----⌫-----⌫--⌫-||
#META#AuthorFl1	-----|--------|
# META # AuthorFl2	-⌫----⌫|--------|
# META#TextTitle Ericet	-⌫----|--------|---|-|
#META# TextSubtitl e	-----|-----------⌫|
#ME TA#Textuols	---⌫--|-------|
#META# Text S ubi	-----|----⌫-⌫--|
#META #TextDoml it	-----⌫|------|-⌫-|
# META#Translation	-⌫----|----------|
#META#C ollection	-----|-⌫--------|
#M ETA#CollectionNo	--⌫---|-----------|
#META#Text DescARLuersoctosyllabiquesa ̀rim es	-----|----⌫------|---|--------------|-⌫|---⌫-|
#META#TextDescuers 8	-----|-----------||
#META# Tex tDa teARL117 0	-----|---⌫---⌫----|---⌫|
#META# TextDateAdi 1170	-----|----------|---|
#META#TextDateMin	-----|----------|
#META# TextDateMa x	-----|----------⌫|
# META#EdEditorFoerst erWendel in	-⌫----|-------|------⌫-|------⌫-|
#META#EdPlaceHall e	-----|------|----⌫|
#META# EdPub lisher	-----|-----⌫-----|
#META# Eduol	-----|----|
#META# EdYear	-----|-----|
#META# EdPages	-----|------|
#META#MsBaseH[ P8]	-----|-----|--⌫--|
#META # MsOther	-----⌫|------|
#META# MsNu m1 3	-----|----⌫|-⌫|
# META#M s Date ARL	-⌫----|-⌫-⌫----⌫--|
#META#MsDateAdi	-----|--------|
#META#For mu	-----|---⌫||
#META#Com pl ete true	-----|---⌫--⌫--|---|
#META#NoWords39059	-----|------|----|
#META# No Li nes 6 956	-----|--⌫--⌫--|-⌫--|
# META #DialAuth	-⌫----⌫|-------|
#META#Dial S cribe	-----|----⌫-⌫----|
#META #ScanURL	-----⌫|------|
San m oin auoitdehardem ant	|-|-⌫-||----|-|------⌫--|
Fo rstantconuostre amors	--⌫-|---|--|-----|----|
me baill e	-|-----⌫|
Ne do teroi e iesanzf ai lle	-|--⌫-----⌫|-|---|-⌫--⌫--|
Cor s acor snu l ho me uiuan t.	---⌫||---⌫|--⌫|--⌫-|-----⌫-|
Sifaz foli equi me	-|--|----⌫|--|-|
Mes ieneldi pornulorgu el	--|-|--|-|--|--|----⌫-|
For s tantqueconforteruosuuel.	---⌫|---|--|--------|--|----|
Confort ez uosLeissiezester	-------⌫-|--|-------|----|
Iene pu isplusci	-|-|--⌫-|---|-|
Neuosn iroizplusauu ec	-|--||----|---|---⌫-|
Car auantm ener neuosdo i	--|----|-⌫---|-|--|--⌫|
Si conlirois	-|--|-|---|
la co man d é.	||--⌫---⌫-⌫--|
Lo rs la beiseet comandea Dé	--⌫-|-|----|-|------||--|
Et elei re coma nd elu i	-|--||--⌫----⌫--⌫|--⌫|
uientagra nt	----||---⌫-|
Qua ntelenel siut et con uoi e	---⌫-|--|--|---|-|---⌫---⌫|
Tan t q uele sache	---⌫|-⌫|--|----|
etquele uo ie	-|-|--|--⌫-|
Queus auanture ces er a	----|-------|-|-⌫--⌫|
E tcomant ilesplo itera	-⌫|-----|-|-----⌫----|
Mespuisq uer emenoirl estuet	--|---|-⌫-|-⌫------||-----|
Etauant siuren e lepuet	-|----|----|-⌫|-|---|
Si remaintirieee td ol ante.	-|------|----|-⌫|-⌫--⌫----|
Etcil sanu atot eunesante	-|--||-|-⌫|---⌫|--|----|
Seus sanzconpeig niedeiant	---|---|-------⌫--|-|---|
Tan tqu iltroua	---⌫|-|-|----|
unli td ariant	-|--⌫||-----|
Couer t dundra pbrosdéaor	-----⌫||-|---⌫|------||-|
Dessoz lonbre	-----||----|
dun sicamor	|-|------|
Et so r lelitune	-|--⌫|-|--|--|
Iantede cors etde uisbele	----|-|---|-|-|--|---|
Detotesbiauteza	-|----|------||
totesolea ssise.	---|---|-⌫-----|
Deline uu e lplus	-|-|-|--⌫-⌫|---|
Mesquibienseüst	--|--|---|-----|
Tots on atoretsabiaute ́	--|-⌫-|---|-|-|------⌫|
Dire poïstpar uerité	---|-----|--|------|
Quonques Lauine de Lau ran te	-|-----|-----|-|---⌫---⌫-|
Quitant par fuet be le etiant e	--|---|--|-|-|--⌫-|-|----⌫|
Nenot desa biaut élequart.	--|-|-|-|-----⌫-|-|-----|
Er ec saprochecelep art	--⌫-||------|---|-⌫--|
Cardeplus pre slauost u eoir	--|-|---|---⌫|-|---|-⌫---|
Etle si anzsan uontasseoir	-|--⌫|-⌫--||-|---|------|
Soz lesarbrespar leuergie r.	--|--|-----|--|-|------⌫-|
Atantez uos	|---|-|--|
uncheualier	-|--------|
Armé dunesarmesuer moilles	----||---|----|---⌫------|
Qu i moutes toit granza meru oi l les	--⌫|---|--⌫---|----||----⌫--⌫-⌫--|
Etsilnefustgr anza enui	-||-|-|---|--⌫--||---|
e ütpl us beldelui	-⌫--|--⌫-|--|-|--|
Mesilestoitunpié	--|-|-----|-|---|
plu s granz	---⌫|----|
A tes moingde	|---⌫----|-|
to t esles ia nz	--⌫-⌫-|--|--⌫-|
Que ch eualie rs quel ans e us t.	--|--⌫------⌫-|--||-|-⌫-⌫--⌫-|
Einçoisqu Erecueüleüst	-------|-|---|---||----|
Sisesc r iauassa us u assaus	-||---⌫-⌫-|-----⌫-|-⌫-----|
so iesa us	--⌫-|--⌫-|
Quiuer smadame iselealez.	--|---⌫|-|----⌫----|----|
Mienescia nt tantne ualez	---|-----⌫-|---|-|----|
Que uerslid oiiez aprochier .	--|---|-|-⌫----|---------⌫|
uosconparroizanc uim ou t chier	--|---------|---⌫-|-⌫--⌫|----|
uos tre folie p a rma te ste	---⌫--|----|-⌫-⌫|-|--⌫--|
Estez arriersEtcils areste	----|------|-|--||-----|
Sileregarde etcil s	-|-|------|-|--||
Liuns uers l autrenesemut	-|--|---||----|-|-|--|
Tan tquEre c respon d u l io t	---⌫|-|---⌫|------⌫-⌫|-⌫|-⌫|
Tresto tquanquedire l iplot.	------⌫|------|---|-⌫|----|
Amis fe t ildire	---|--⌫|-|---|
Folieaussi tost comesa n.	----|----|---|---|--⌫-|
Mena c ieztant conuo s pleira	----⌫-⌫--|---|--|--⌫|-----|
Et iesuicilquisetei ra	-|-|--|--|--|-|---⌫-|
Quan men acie rnanulsauoir.	-|-|---⌫----⌫|||--|------|
Sa uezporquoi T e us cu ide au oir	--⌫--|--|---|-⌫-⌫-|--⌫--|--⌫--|
Leie u ioé quipui slepe rt.	-|--⌫|---|--|---⌫|-|--⌫--|
fostotanapert	--|--|-|----|
Quitropcuide	--|---|----|
etquitrop menace.	-|--|---|------|
S estq uifuieassezest quicha ce	|--|-⌫-|---|----|--|--|---⌫-|
Mes ieneuos dotmietant	--|-|-|--|--|--|---|
Q u eie manfu ieancora tant	-⌫-⌫|-||-|--⌫-|----||---|
Aparelliezsui dedef fandre	---------|--|-|---⌫-----|
qui estorme	--|----|-|
uuelle randre	-----|-----|
Q uea forc efeirelestuisse	-⌫-||----⌫|----||-------|
Qu a utrema nteschapern an puisse.	-|-⌫------⌫-|-------||-|------|
Nen il fet ilseDeus mesau t	---⌫-|--|-|-|---|-|---⌫|
Sachiezbatail leneuos faut	------|------⌫-|-|--|---|
Que ie uos requieretd esfi.	--|-|--|------|-|-⌫----|
Etcesach iezuostot defi	-|-|----⌫--|--|--|-|-|
Que puis n iot	--|---|||-|
resnestenue s.	-----|-----⌫-|
m ie lanc esmenue s	-⌫-|----⌫-|-----⌫|
Ainzfurentgrossesetqua rre es	---|-----|------|-|---⌫---⌫-|
Sinestoient	-||-------|
mieplenee s	--|------⌫|
Sanfurent plusroides et forz.	|-|-----|---|-----|-|----|
escuzpartelesforz	----|--|--|-----|
S antrefie ren tdes ferstran chanz	|--------⌫---⌫|--|---|----⌫----|
les escuz luisanz	--|----|------|
Passede cha scuneu netoise	----|-|---⌫----|-⌫-|----|
lautrea n charnadoise	|----|-⌫|---||-----|
Ne lancebris ieeni	-|----|----⌫--|||
Chascuns auplustostq ueil pot	-------|-|---|---|-⌫-|-|--|
A salanc e	|-|----⌫|
retreitealui	-------||--|
Sis an treuienenta nbedui	-||--⌫---------|-⌫-----|
Etreui enentadroiteioste.	-|----⌫----||-----|-----|
Liunsanco ntrelantre ioste	-|--|----⌫---||----|----|
Si sef ierentpar t el a ngoisse	-|-|-⌫-----|--|-⌫-|-⌫------|
une etl autr ela ncefroisse	--|-||----⌫|--⌫--|------|
Et lich eual dessoz aus ch ieent.	-|-|--⌫---|-----|--|--⌫-----|
Et cilquiso r lescheuaussieent	-|--|--|--⌫|--|------|-----|
Nesesa nten tde	-|-|--⌫----⌫|-|
rie n gre ue ́	---⌫|---⌫--⌫|
Is nele mant sont	--⌫----⌫---|---|
Carfortest oie n tetlegier.	--|---|---⌫---⌫-⌫|-|------|
Ap iésont	|-⌫--|---|
Si s antreuienent demanois	-||-----------|-------|
E tfi er ent	-⌫|--⌫--⌫--|
granz coset nuis anz	----|--|-|----⌫--|
hiaum e s clers e t	-----⌫-⌫|----|-⌫|
S iquetrestotl es	-⌫|--|------|-⌫-|
eschan telent	------⌫-----|
Et que lioel loresta ncelent	-|--|-|--|--|----⌫------|
Neplusne se puee ntpener	-|---|-|-|----⌫-|----|
Dausanpir ieret d	|--|-----⌫--|-||
painnentet tr auaillent.	-------|-|--⌫---------|
Anduifieremantsantr assaille n t	----|--------||----⌫--------⌫-⌫|
dorez etas tranc hanz.	----|-|-|-----⌫----|
Tant sesontmartelélesdanz	---|-|---|-------|--|---|
Etl esioes et lesna sés	-|-⌫-|---|-|--|--⌫---|
Etpoinzetbraz etplus assez	-|----|-|---|-|---|----|
Ta npleset ha teriausetcos	--⌫----|-|--⌫------|-|--|
Quetuitlor anduelentli	--|---|--|-|------|-|
Mou tsontdoillantetmoutsont las	---⌫|---|-------|-|---|---|--|
Neporqu antnerec roient pa s	-------⌫--|-|---⌫-----|--⌫|
Einçoissesfor ce ntmia uzet miauz.	-------||-----⌫--⌫-|---⌫-|-|-----|
Lasuo rslortrob leles iauz	-|---⌫-|--|----⌫-|--|---|
Et l isansqui	-|-⌫|---|--|
au ue cd eg ote	--⌫--⌫|-⌫--⌫--|
Siq uepa r po	-|-⌫-|--⌫|-|
ne uoient gote	-|-----|---|
Etbienso ua ntlor cosper doient	-|---|--⌫--⌫-|--|--|---⌫-----|
Come cilqui pasn e	---|--|--|--|-⌫|
L ore s peesso rausconduire	-⌫-|-⌫-⌫---|--⌫|--|-------|
Ne nepueentm esgueires	-|-|-----|-⌫-|------|
Liunsala utreneporq uant	-|--|||-⌫---|------⌫---|
N ere croie n tne tant nequant	-⌫|--⌫-----⌫-⌫|-|---|-|----|
Quetrestotlo rp ooir	--|------|--⌫|-⌫---|
ne f acent.	-|-⌫-----|
Porce qu e	--|-|--⌫|
lio ellor e s facent	-|-⌫-|--|-⌫-⌫-----|
Sique totperdent lor	-|--|--|------|--|
Leissentius lor	-------|--|--|
escuzcheoir	----|-----|
Sisantraerde ntpar	-||---------⌫-|--|
grant ire.	----|---|
lau tresacheet	|--⌫--|----|-|
Sique sorles g e nouzs	-|--|--|--|-⌫-⌫---||
Einsi longuem ants ec onb atent	----|-------⌫--|-⌫|-⌫---⌫----|
lor e denone pass e	|--⌫|-|---|----⌫|
Etli granzcheuali ersselasse	-|-|----|-------⌫--|-|----|
Siqu e totelifautlalainne.	-|--⌫|---|-|---||-------|
Erecasontalantle	---||--|-----|-|
Et sach e ettir esi	-|----⌫|-|---⌫|-|
Leslazdeson hia ume	--|--|-|--|---⌫--|
Etiusq ueu erss esp ie z l a ncline.	-|----⌫-|-⌫--|-⌫-|-⌫--⌫||-⌫------|
Cilchieta danz	--|----||---|
sor sa pe i trine	--|-|--⌫-⌫----|
N e napooird e	-⌫|||----|-⌫|
il li doiegreuer	-|-|---|-----|
Licouientd ireet otr o i ier	-|------|-⌫--|-|---⌫-⌫-⌫--|
Co nquismaueznelp uis noiier	--⌫----||---|--|-⌫--|-----|
Mesm outmeuienta	--|-⌫--|-|----||
grantco ntreire.	----|--⌫-------|
Etneporquantdet elafeire	-|---------|-|-⌫-|-----|
Po ezestree t dete lreno n	--⌫-|----|-⌫|-|--⌫|----⌫|
m anserasebe lnon	|-|---|-|--⌫|--|
Etmoutuoudroiepa rproiiere	-|---|-------|--⌫|-------|
Sestrepue tannulemeniere	|----|---⌫|-|---|------|
Queieuostre droit no nseüsse	--|-|-----|----|--⌫|------|
queconfortan eüsse.	--|------|-|------|
Semia udre demoi	-|---⌫---|-|--|
macon q uis	||---⌫-⌫--|
Liezan seraiieluos	---|-|----|--|--|
Messeil me stsi ancontre	--|-|-||-⌫-|-|-------|
Que pirede moimetout ré	--|---|-|--||-|---⌫--|
Decedoiie grantdue lauoir.	-|-|--|-|----|---⌫|-----|
Ami s tuuiausmo n non	---⌫|-|----|--⌫|--|
Fe tErecE t iel te dirai	--⌫|---|-⌫|--|-|----|
Iaainzde cine	-|---|-|-|-|
Mesce ier t par	--|-|---⌫|--|
t elcouenant	-⌫-|-------|
Q uetu medirasmaintenant	-⌫-|-|-|----|---------|
Por quoitu iesancest iardin.	--|---|-|--|-|---|------|
uuel tote lafin	---|---|-|--|
Queus esttesnons	----|--|--|---|
e t queuslaioie	-⌫|----|-|---|
C a r moutmetarde	-⌫-⌫|---|-|----|
La ueri tédetotan	-|----⌫--|-|--|-|
sanznul redot	---|--|----|
uo sdi raitotquanqueuo splest.	--⌫|--⌫--|--|------|--⌫|-----|
Er e c son nonplusne li test	--⌫-⌫|--|--|---|-|-|---|
Oï sonques parlerfetil	---⌫|-----|-----|--|-|
Del roiLacet d Erec	--|--|--|-||---|
Oilsire bien le co nui	--|---|---|-|--⌫--|
Carala cort son pere fui	--||-|---|--|---|--|
Mai nt io r	---⌫-|--⌫|
ainzquecheualiersfusse	---|--|---------|----|
Ne ia sonuuelneman meüsse	-|-|--|---|-||-|------|
Dansan bl eo luipornule rien.	|-----⌫--⌫||--|--|---|----|
Donc medoi z tuconoistre bien	---|-|---⌫|-|--------|---|
Setufusonque sauuec mo i	-|-|--|-----⌫|----|--⌫|
A la c ortmo np er eleroi.	|-|-⌫--|--⌫|-⌫--⌫|-|---|
doncmestb ien	---||--|-⌫--|
Oroe ̈z q u im	-|--⌫-|-⌫-⌫||
Ancest ue rgiersi	-|---|--⌫----|-|
lo nguemant.	--⌫--------|
Detotuostre com andemant	-|--|-----|---⌫-------|
D irai le u oi rque quil megr iet.	-⌫---|-|-⌫--⌫|--|-|-|-|--⌫---|
Cele puc ele quila siet	---|---⌫--|--|-|---|
anfanc eetieli.	------⌫|-|-|--|
Alunet alautreab eli	||-|-|||----|--⌫--|
amors crutetamanda	----|---|-|-----|
Tantque ele m e demanda	---|--|--|-⌫|------|
Undonmesnelenomamie.	-|--|--|-|-|---|---|
Quiueeroitrie n a samie	--|------|---⌫|||---|
N estpas amis qui ant reset	|--|--|---|--|---⌫----|
Totle buen samienefet	--|-|---||---|-|--|
Sanzrienleissieret s anz	---|---|-------|-|-⌫--|
Sil onques pu etannule g uise.	|-|-----|--⌫-|-|---|-⌫----|
Cre a n tailisauolanté	---⌫-⌫-⌫--|-|-|-------|
Quantie lioi	----|-|-|-|
S iuostancorquelipleuiss e.	-⌫|---|----|--|-|-------⌫-|
S eplus uossis tplusanfeïsse	-⌫|---|------⌫|---|-|------|
crutparma foi.	---|--|-|---|
Fia nçailisinesoiquoi .	---⌫----|-|-|-|--|----⌫|
Ta ntaui n tq ue	--⌫-|---⌫-⌫|-⌫-|
cheualiersfui	---------|--|
Li roisEur a inscui niésie	-|---|---⌫-⌫--|--|----|-|
Madobau eant mainzprodome s	|----|-⌫---|----|-------⌫|
Dedanzcestuergier	-----|---|------|
o u nossomes .	-⌫|--|-----⌫|
M adamoiselequisiet	-⌫|--------|--|---|
Tanto std emafo im	-----⌫-|-⌫|-|--⌫||
Etdis t que pleuiliauoie	-|---⌫|--|----|-|----|
Que ia mes de cea nz	--|-|--|-|---⌫-|
T an tquech eualiersi uenist	-⌫--⌫|--|--⌫-------||-----|
Qui pararmesm e conqu	--|--|----|-⌫|----|
Reiso ns fuque i eremassis se	-----⌫-|-|--|-⌫|--------⌫-|
Ai nzquemaf ia ncem antisse	--⌫-|--|-|-⌫--⌫--|-⌫------|
Desqueiesoileb ienan li	--|--|-|--|-|-⌫--|-|-|
iep lusa ichiere	-|-⌫--|-⌫|-----|
Nandui feiresanbl antne	|-|--|----|-----⌫--|-|
rienme despleü st	---|-|--------⌫-|
Queselesa n aparceüst	--||--||-⌫|---------|
To str etreissist ali soncuer	--⌫-|-⌫---------||-|--|---|
Etieneluossisse	-|-|--|-------|
a nul fuer	|--|---|
Por rienquideüs tauenir.	--|---|--|-----⌫|------|
Einsimecuida retenir	----|-|----|------|
Ma dameiselealonc	-|--------||---|
Ne cuidoi t pasquea nulior	-|------⌫|--|--||--|--|
Deüst an cestuergier antrer	-----|-|---|------|-----|
ua s s ausqui	--⌫-⌫-⌫--|--|
me poïsto utrer .	-|-----|-⌫-----⌫|
Por cemecuida adeliur e	--|-|-|----||------⌫|
iorzque ieusseauiur e	---|--||----||----⌫|
Auu ecliteniranpris on .	---⌫-|-|----|-|----⌫--⌫|
Etie feïssemespriso n	-|-|------|--------⌫|
Se deri ennulemefainsisse	-|-|--⌫-|---|-|--------|
Quetrestoz	--|------|
ç au s n econqueïs se	--⌫--⌫|-⌫|---------⌫-|
uerscu i ieeüss epui ssance	---|--⌫|-|-----⌫|---⌫-----|
uilainnefustla deliurance.	-------|---|-|----------|
Etieuos os bien afichier	-|-|--|-|---|-------|
Queien ai nulami sichier	--|-||-|--|--|-|----|
uers cuiiemanfainsis se pa s.	---|--|-||-|-------⌫-|--⌫-|
Onq uesmes d armes	---⌫--|--||----|
Nedec o nbatre	-|-|-⌫-⌫-----|
rec reüz.	---⌫-----|
Bienaue zleshiaumesueüz	---|---⌫|--|------|----|
De çausqueiai u eincuz e tmorz	-|----|--||-|-⌫-----|-⌫|---|
Mes miensn an est	--|----||-|--|
mie li torz	--|-|---|
Qui reison i uiaut es gard er	--|-----||----|--⌫----⌫-|
Decen emepoiiegarder	-|-|-⌫|-|--|-|-----|
Sei eneuos sisseestre	-|-⌫|-|---⌫----|----|
Etfoima ntieetdesleau s.	-|--|--⌫---|-|-------⌫-|
laue ritédite	-|--⌫----|---|
Etsa chiez	-|--⌫----|
biennestpaspetite	---||--|--|-----|
Lenor sque	|----⌫|--|
uosa uezc on quise.	--|-⌫--|-⌫--⌫-----|
Moutauezan grant ioie mise	---|---|-|----|---|---|
La cortm ononcleet mes am is	-|---|-⌫-|----|-|--|--⌫-|
Quorsera if ors	-|-|----⌫|-⌫--|
de ceanzmis	-|----|--|
q ueio ieanauront	-⌫-|--⌫-|-|-----|
Tuitcil qui	---|--|--|
IOIE DE LACORT l apeloient	---|-|-|---||--------|
Cil quil aioiea nata ndoient.	--|--|-⌫|---|-⌫|---⌫-------|
Ta nt lo nguemantlontat andue	--⌫-|--⌫-------||--|--⌫----|
Queor elorser a	--|--⌫|--|---⌫|
lauezdesresn iee.	|---|-------⌫---|
mateeetfesniee	----|-|------|
Monprisetmac heualerie.	--|---|-|-|-⌫---------|
Orest biendroi z que	-|--|---|----⌫|--|
quant sauoir	----|-----|
Mabonagr ainssuiapelez	--------⌫---|--|-----|
sui p ascone üz	--|-⌫-|----⌫--|
Ante r reouia ieesté	-|--⌫-⌫-|-||-⌫-|----|
Parremanbra ncede	--|--------⌫--|-|
ces t pa ïs soleman t	---⌫|--⌫--|-------⌫|
C aronques tantconuaslez	-⌫-|-----|---|--|-----|
M on nonnedisnene conui.	-⌫-|--|-|--|-|-|-----|
Sirela uerité sauez	---|-|------|----|
D eq uanqueu os	-⌫|-⌫-----|-⌫-|
requismauez	-----||---|
Mesadireuosaiancor	--||---|--|-|----|
ancestuergierun cor	-|---|------|-|--|
Que b ien auez	--|-⌫--|---|
u e u cecroi.	-⌫-⌫|-|----|
Fors dece anz	---|-|--⌫--|
issirn edoi	----|-⌫|--|
Tantquelecoraii ezsoné	---|--|-|--|---⌫-|----|
Me slorsm au roizdespr isoné	--⌫|---||--⌫---|-----⌫-----|
comancer alaIoie .	--------⌫|-|----⌫|
Qu ique lantandeetqu ique loie	--⌫|--||------|-|--⌫|--||--|
Iaessoinesne lret andra	-|-------|--⌫|---⌫----|
Quant lauoiz delcorantand ra	----|-|---|--|--|------⌫-|
Qu ala cortn euaingnetanto st.	-||-|---|-⌫|------|-----⌫--|
Leuezd ici	----||--|
s ireAl ezto st	-⌫--|--⌫-|--⌫-|
Alezle cor	---|-|--|
li eem ant prandr e	--⌫---⌫--|------⌫|
Car uosni aue z queatandre	--|--|||---⌫|--|------|
S anf eitescequeuos	|-|-⌫----|-|--|--|
Maintena n tsestEr ec	--------⌫-⌫||--|--⌫-|
Et cils elieueansanbleolui	-|--|-⌫|----|-------||--|
A ucoranuienen tanb edui .	-⌫|--|-|------⌫|---⌫----⌫|
Erec le pra n t et silesone	---|-|---⌫-⌫|-|-|-|---|
Totesaforce iaband one	---|-|----||-----⌫--|
m outlo in g anual o ïe.	-⌫--|--⌫--⌫|-|-||-⌫---|
Moutsane stEnidee sioïe	---||-|-⌫-|----|-⌫-----|
Quant e le la u oiza ntandi	----|-⌫-|-|-⌫--|-⌫-----|
Et Guiurezmoutsanesioï.	-|------|---||-|------|
Liezestliroiset sa ia nzliee	---|--|-|---|-|-|--⌫-|---|
Nia unseulcu imoutnesiee	|||-|---|--⌫|---|-|---|
Etmoutne ple iseces techose.	-|---|-|---⌫--|---⌫-|-----|
Nusnicesse	--|||----|
nene repos e	-|-|-----⌫|
de c h anter.	-|-⌫-⌫-----|
Cel io rse	--|--⌫|-|
potEre c ua nter	--|---⌫|--⌫---|
Quonquesteusioiene fufeite	-|-----|---|---|-|-|----|
Neporroitpas est re retreit e	-|------|--|---⌫-|-------⌫|
N econteeparboche	-⌫|-----|--|----|
Mes ie u os andirailasome	--|-|-⌫-|-|----|-|---|
B rié mantetsanzlongu e	-⌫----⌫---|-|---|-----⌫|
Noueleparlepaïsuole	-----|--|-|----|---|
Quei nsi estla choseauenue.	-|--⌫--|--|-|----|------|
Puis n iotnu le retenue	---|||-|--⌫-|------|
Qu e tuit n eueni ssen tacort.	--⌫|---|-⌫|----⌫----⌫||----|
Tresto zlipueplesiacor t	------⌫|-|------||----⌫|
Qu apiéqueache ual	-||---|--||---⌫--|
Queli un slaut re	--|-|--⌫||---⌫-|
quieluergierestoient	--|-|------|-------|
DErecde sarmer	|---|--⌫-----|
saprest oie nt	|------⌫---⌫-|
Etcha ntoientpar contanço n	-|---⌫------|--|---------⌫|
T ui t de laioieunec hançon	-⌫--⌫|-|-|---|--|-⌫------|
d a mesun l aitrouerent	-⌫-⌫--|-|-⌫-|--------|
Q ueLE LAI D EIOIE	-⌫-|-|--|-⌫|---|
apel erent	----⌫----|
Mes nest gueireslila is	--||--|------|-|--⌫-|
Bienfu de ioieErecpeü z	---|-|-|---|---|----⌫|
Et bie nseruizasonc rea nte	-|---⌫|-----||--|-⌫---⌫--|
Mesceli mienatalante	--|---|--||-------|
Quisorlelitd ari antseoit.	--|--|-|--||---⌫--|-----|
Laioie q ueele ueoit	-|---|-⌫-|--|----|
Neli uenoitmieap leisi r	-|-|-----|--||-⌫-----⌫|
Mesmaintei a ntcouientteis ir	--|-----|-⌫-⌫-|------|----⌫-|
E tesga rder	-⌫|----⌫---|
cequi lor poise.	-|--|--|-----|
Mout fistEnidequecortoise	---|---|----|--|-------|
P orceque pansi ue	-⌫-|-|--|-----⌫-|
Etsoleseoirsor lelit	-|---|----|--|-|--|
Liprist ta l anz	-|----|--⌫-⌫--|
queeleiroit	--|--|----|
Aliparl ersi	|-|----⌫-|-|
afeire etde	-----|-|-|
son es tre	--|--⌫--|
Etanquerr o it	-|-------⌫-⌫-|
silpooitest re	|-|----|---⌫-|
Queledelsuen li redeï st	-|--|--|---|-|------⌫-|
Mesquetrop	--|--|---|
nel idesseïst.	-|-⌫|---------|
Solei c uidaEnide aler	---||-⌫---|----|---|
Quenelui n	--|----||
iuoloit mener	|-----|----|
Mesdesdamesetdespuceles	--|--|----|-|--|------|
Despl usuaillan zetdes plusbeles	--|--⌫-|-------⌫|-|--|---|----|
Lasuïrentun e partie	-|-------|--⌫|-----|
Poramoretporconpeignie	--|---|-|--|---------|
E tporcelif eireconfort	-⌫|--|---|-⌫---|------|
Cuilaio ie enu ie mou tfort	--|-|--⌫-|---⌫-|---⌫|---|
Porceq uil li	--|-|-⌫|-|-|
estoit auis	-----|---|
Quorne se roitmess e samis	-|-|-|--⌫---|--|-⌫-⌫|---|
A u uec li	-⌫-⌫--|-|
il s oloit	-|-⌫----|
Quantdeluergier issiruoloit.	----|--|------|----|------|
A cuique i l des abelisse	|--|--|-⌫|---⌫-------|
C aruenuzestl	-⌫-|----|--||
oreetlite rmes.	--|-|-|--⌫----|
Porcelic oroient les lermes	--|-|-|-⌫------|--|-----|
Desiauztotcontreu al leuis.	--|---|--|-------⌫-|-|---|
Moutplusquei eneuosdeuis	---|---|--|-⌫|-|--|----|
Estoitdo lanteetcorreciee	-----|--⌫----|-|--------|
Et neporq ua ntsisest dreciee	-|------⌫--⌫-|-||--|------|
Me sde neluine	--⌫|-|----|-|
li esttant	-|--|---|
De çausquila uon t confor ta n t	-|----|--|-|---⌫|------⌫--⌫-⌫|
Quee leanlestson	--|-⌫-|-|---|--|
duel a feir e.	---||----⌫-|
En idecome debone	--⌫--|---|-|---|
La saluecelenepo t	-|----|---|-|--⌫|
De grantp ieceres po ndremot	-|----|-⌫---|---⌫--⌫---|--|
Carsospiretsang lotlit olent	--|-----|-|----⌫--|-|-⌫----|
anpir entetafolent.	-----⌫--|-|-------|
Grantpieceap résliar andu	----|----|--⌫---|-||-⌫---|
La dameiseleson salu	-|--------|--|---|
E tquantelel otes ga rdee	-⌫|----|--||-|--⌫--⌫---|
Unegrantpieceet	--|----|----|-|
Silisanbla quel	-|-|-----|--||
A u tre f oiieeetco n eüe	-⌫-⌫--|-⌫----|-|--⌫-⌫---|
Me sn anfupastresbiencer ta in ne	--⌫||-|-|--|---|---|---⌫--⌫--⌫-|
Neda n querre neli fu painne	-||-⌫-⌫-----|-|-|-|-----|
Donteleestoitdequ elpaïs	---|--|-----|-|--⌫-|----|
Et do nsessireestoi t	-|--⌫|--|---|-----⌫|
