#META #Text URI BenTro ieC	-----⌫|----⌫--|------⌫--|
#M ETA#DEAFhttp//ww w.deaf-page.de/bibl/bib99b.php#BenTroieC	--⌫---|---|--------⌫---------------------------------------|
#META#TLTroie	-----|-|----|
#META# FEWBenSMaure	-----|--|--------|
#META#ARLIMAhttps//www.arlima. net/ad/ benoit_ de_sainte-m aure.html#tro	-----|-----|------------------⌫-------⌫-------⌫-----------⌫------------|
#META#AuthorBenoît	-----|-----|------|
Sondamagequiert eporchace	--|-----|-----||-------|
Quias deu sfaitq ue lor desplace .	--|-|---⌫|---|-⌫-|--|--------⌫|
M ais unec hose uosdi bi en	-⌫--|--|-⌫---|--|-|--⌫-|
Bla smeenau raisortote	---⌫--|-|--⌫--|--|---|
TuitliTroi ̈en m en	---|-|----⌫--||-|
Emoutparsenmer uei l l eront	|---|--||-|---⌫---⌫-⌫-⌫----|
Quantilorr ont qu	----|-|---⌫--|-|
Mai siaporçoneremandrai.	---⌫|-|--|--|-|---------|
M ieuzme u i entas deusobeï r	-⌫---|-|-⌫-⌫--|-|---|-----⌫|
buenfairee lorplaisir	---|----||--|------|
Quaceus deTr oie	-||---|-|--⌫--|
ço mest ui s.	--||--|--⌫-|
Iço q ueuosauezemp ris	---|-⌫-|--|---|---⌫--|
Faitessenzloncporloignement	-----|---|---|------------|
Bono ré aueze	--|-⌫--|---||
bonue n t.	--|--⌫-⌫-|
Ainz demain	---|-----|
ens uicreüz	-|-⌫-|-----|
Iert li nauiestozmeüz.	---|-|-----|--|-----|
Mout esteienthaitié anceis	---|-------|------|-----|
Eple indeioi eliGrezeis	|---⌫-|-|---⌫|-|------|
Pageu01P313	----------|
Maisor l e s aC al casg uariz	---|-|-⌫-⌫||-⌫--⌫--|-⌫----|
E moutlesa	|---|--||
plus esbaudiz.	---|--------|
Agra n tioi e lontreceü	|---⌫-⌫|---⌫||--|-----|
Ea grantioieretenu	||----|---|-----|
Or so ntd e lalertuitcertain.	-|--⌫-|-⌫||---|---|-------|
que lendemain	--||-------|
Quil seueilierent en	-|-|-|---------|-|
Drei taTroieuo ustrent sigler	----⌫||----|--⌫------|-----|
Mais nep ote str e qu unsorages	---|-|-⌫-|-⌫---⌫|-|--|-----|
Lor adefendulesp assages.	--||------|--|-⌫-------|
Unetormentemerueillose	--|-------|----------|
Laideeoscur eete n ebrose	----||-----⌫||--⌫-⌫-----|
nesaiquanziorz d ure ́	-|--|----|---|-⌫---⌫|
Mout enfure nt desconforté .	---|-|----⌫-|------------⌫|
Porpoi quetuit n i	--|--|--|---|||
Trop enfurent de sc onseilli é .	---|-|-----|--⌫--⌫--------⌫--⌫|
Calcasfistse ses perimenz	-----|---|--⌫|--⌫-------|
Tostsot parse sa ugure menz	---|--|--|--⌫|-⌫-----⌫---|
Pageu01P314	----------|
Que cisttempierssenefiot	--|---|-------|-------|
Qui de passerle sdestorbo t.	--|-|-----|--⌫|--------⌫-|
am andeza sei	|-⌫----||--|
Seignor fa itil orsai e	------|--⌫-|-|-|--||
Porque i teltensauonseü	--|---⌫|--|---|----|--|
somesdec eü.	----|---⌫---|
MoutsestDi ana corrociee	---||--|--⌫--|--------|
parestue rs nos	--|--|--⌫-|--|
D e çoquenelauons requise	-⌫|--|--|-||----|------|
E que l na eüsacr efise.	|-|-⌫|||--|----⌫-----|
Moutle nosab iendemostré	---|-|--||-⌫--|--------|
Nosnaurons iatensne oré	--||-----|-|---|-|---|
D esciqueli uiengea	-⌫---|--|-|-----||
Maismonco nseil	---|--|--⌫----|
e mona uir	|--|-⌫--|
E çoq uenosc ouient afaire	|--|-⌫-|--|-⌫-----||----|
uos uueila tozdiree	--|----||--|---||
Enlagran t seluerenomee	-|-|----⌫|----|------|
Q u eAl ida esta pelee	-⌫-⌫|--⌫--|--|-⌫----|
Noscouendra a rep airier	--|-------||---⌫-----|
Lali estuetsac refiier.	-|-|-----|---⌫-------|
Agamennonqui lamaistrie	--------|--|-|-------|
Pageu01 P315	-------⌫---|
Ade nosela seignor ie	|-|--||-|-------⌫-|
Feracesteueuredesamain	---|----|----|-|-|---|
Après serons fie	-----|-----|-||
Qu obeloré ea	-||--|---|||
grant ioie	----|---|
Po rrons prendrelesporzde Tro ie.	--⌫----|------|--|---|-|---⌫--|
Diçoni otrienporloignié	|---|||-|---|----------|
EnAlidasontrepairié.	-|----|---|---------|
Ag amennonsous sacrefie	--⌫------|---|-------|
uersladeuesses umelie	---|-|------||-----|
semet ens a	-|--|-|-⌫|
Alisacordea	|-||-----||
li sapaie.	-||-----|
Après sontas	-----|---|-|
n e srepai rié	-⌫-⌫|-----⌫---|
l omdit e no nc ié	|-|--||--⌫--⌫--|
Quedelpa ssernus	--|--|--⌫---|--|
ne remaigne	-|-------|
Dèsornian ul	---|-||||-⌫-|
quisenfeign e.	--||-||----⌫-|
Mout sesioïssentl i Greze is	---||----------|-⌫|-----⌫-|
Lo rancrestraie ntde maneis	--⌫|-----|-----⌫-|--⌫-----|
Hau tso r lesmaztraient	---⌫|--⌫|--|--|------|
lesuei les	--|---⌫--|
Pag eu01 P316	---⌫----⌫---|
L anuit coruren t	-⌫|---|-------⌫|
aseste iles .	-|----⌫----⌫|
mer les nessespandent	--|--|--||--------|
It eluentontcomei l dema ndent.	--⌫-|---|--|---|-⌫|----⌫-----|
Du i tormeneoreguion	--⌫-⌫--|-----||----|
Aueien ttelcomuosdir on	------⌫|--|--|--|---⌫-|
P hilotetè su n suassaus	-⌫---------⌫|-⌫-⌫|------|
Mais u ieuzesteite	---|-⌫---|-----||
mout de iorz —	---|-|---||
Cilotestépr e mi e rement	--|-|----|--⌫-⌫--⌫-⌫-----|
Al p reme raindestruiement—	-|-⌫----⌫---|-----------||
Ci l lesconduis tqua rbien saueit	--⌫|--|-------⌫|---⌫|---|-----|
Par ontl i	--|--|-⌫|
cors es teit	---|--⌫---|
plusdreit.	---|-----|
Aunchastel sont ari ué	|-|------|---|---⌫--|
Q u eTro ie	-⌫-⌫|---⌫-|
aue iten poësté.	---⌫-|-|--------|
G ranz fuerichesbea u se	-⌫---|-||-----|---⌫-⌫||
Mai ssempresfu	---⌫|------|-|
p r isparesforz.	-⌫-⌫-|--|------|
Sorpri sfurenttrop maleme nt	------⌫|-----|---|------⌫-|
Pageu01P317	----------|
Defense n iualutneient	------|||----|-----|
Enp oid orelorent conquis.	-|-⌫-||--||----|-------|
Dec eusd ed enz	-|-⌫--|-⌫--⌫--|
ontmouto cis	--|---|-⌫--|
otgua aigniépreie	-|---⌫------|----|
O reargen te d rasdeseie.	-⌫||-----⌫||-⌫--|-|----|
PRISEDUCHAT E AU	----|-|----⌫-⌫-|
DE TÉNE ́D OSAM BASSADEDULYSSE ET DE DIOMÈDEATROIE	-|-----⌫--⌫-|--⌫------||-----|-|-|-------||----|
ATened ond ilue calerent	|-----⌫-||----⌫|------|
M an eiso ncpl usn	-⌫--⌫--|-⌫-|--⌫-||
idemorerent.	|----------|
cui nenfumiebel	--||-|-|--|--|
Clostr en tlesportes delchastel.	------⌫--⌫|--|-----|--|-------|
Encri eme sonteenesfr ei	-|---⌫--|---||-|----⌫-|
Grant paora chasc uns	----|---||-----⌫--|
A defendr e s apareilliere nt.	|-------⌫||------------⌫--|
CuichautTropsont cil quisrequierent.	--|----|---|---|--|---|----------|
Nes epor entgua ires tenir	-|-⌫|---⌫--|---⌫---|----|
Qua nt ils euirent	---⌫-|-|-⌫|-----|
Si sedefendirentassez.	-|-|----------|-----|
Pageu 01P318	-----⌫-----|
Lichasteaus fumoutbien	-|--------|-|---|---|
Sorle sportese pa rlemu r	--|--⌫|-----||--⌫|-|--⌫|
Senmonterentli plusseür.	|-|--------|-|---|-----|
Fort se defen dentdechai llous	---|-|-----⌫---|-|----⌫----|
Ac eus defors	|-⌫--|-----|
donen t granzcou s	-----⌫|----|---⌫|
Destorslorlance ntpeus	--|---|--|-----⌫-|---|
Hau bers nehe aumesne	---⌫---|-|--⌫----|-|
Ne l puetguarirq uine stataint	--⌫|---|-----|-⌫--|-⌫-|-----|
Ius esdouesenchieentmai nt.	--|-|----|-|------|---⌫--|
Açoque hau t	|--|--|---⌫|
sont li terr ie r	---|-|----⌫--⌫|
Cu il omenf ait	--⌫||-|-|-⌫--|
iustrebuchier	--|---------|
Nemont era	-|----⌫--|
iama isariere	-|--⌫-|-----|
iot lanui t enbiere.	|-|-|---⌫|-|-----|
Ci lquitrebuchent c ontre ual	--⌫|--|---------|-⌫----|--|
Fonta smontanzmer ueillos	---|-⌫|------|---⌫------|
Quarunsenaba tplusded is	---|--|-|---⌫|---|-|-⌫-|
releueront puis.	---------|----|
Pageu01P319	----------|
Mouts ontlit aigranteparfo nt	---|-⌫--|-|-⌫-|----||-----⌫-|
Literri er roiste	-|-----⌫-|-----|
As p ortesfuliassauz maire	-|-⌫----|-|-|-----|----|
Laueïsseizlancier e traire	-|--------|------||-----|
Laueïsseiz hea um e scroissi r	-|--------|---⌫--⌫-⌫|-------⌫|
Echeualiers espé s morir.	|---------|-----⌫|-----|
Mout se sont cildedenztenu	---|-|---|--|-----|---|
Echierementses ontuendu	|---------|-|-⌫--|----|
Maismale ment	---|----⌫---|
lecomparerent	-|----------|
Quar oncdiluec	---|--||----|
neneschaperent	--|----------|
Tuitimorurentpoure e	---||-------|----||
Sico mlEstoi re	-|--⌫||-----⌫-|
nosafiche.	--|------|
Onc cildeforsmercinen orent	--|--|-----|----||-|----|
Quarde lorgentgr antp er t e	---|-|--|---|--⌫--|-⌫--⌫-⌫|
enaueientocis	-|------|---|
Porço lo renfu	--|--|--⌫|-|-|
Onc nus nenuinta raen çon	--|--||-|---||----⌫---|
M outiotg rant oci sion	-⌫--||-|-⌫---|---⌫---|
Totdestruistrent	--|------------|
tot trebuchi erent	--|--------⌫----|
Page u01P320	----⌫------|
E tot e la terr eeissill i erent .	|---⌫|-|----⌫|-------⌫-⌫-----⌫|
La contreeestmiseadolor	-|------|--|---||----|
uilainn e uauassor	-----|-⌫|-------|
Q uinegue rp issesonma neir	-⌫-|-|---⌫--⌫---|--|--⌫---|
N eniose uns	|-||--|--|
sous rem aneir.	---|---⌫-----|
Licoreo rne liforrier	-|-----⌫|-|-|------|
N il aissen triena peceier	||-⌫------⌫|---||------|
N i Iaisse ntblé	||------⌫-|---|
niIaiss e ntpr eie	||-----⌫-⌫-|--⌫--|
Nechoseq ue lon mangierdeie.	-|----|-⌫-||-|------|----|
Cil d el païs	--|-⌫-|----|
Grantp aorachascunsdesei	----|-⌫--||-------|-|--|
lorguar issement	--|----⌫-------|
Nemais aTroie soleme n t.	-|---||----|------⌫-⌫-|
fuient elas	-----||-||
Lasilpueentsedefendron t	-||-|-----|-|---------⌫|
Lare sero nt	-|--⌫----⌫-|
il b ienr eq uis	-|-⌫--|-⌫--⌫--|
Ede durable si egeasi s.	|-|------|--⌫--|---⌫-|
Quan t conqui sfurentlichastel	----⌫|------⌫|-----|-|------|
TenedonetLauriëntel—	------|-|----------||
Assezen alomaueir trait	----|-|||-|----|----|
Tropp a ri otgra ntgu a aing fait—	---|-⌫-⌫||-|---⌫-|--⌫-⌫---|---||
Aga mennona	---⌫-----||
f ait io s ter	-⌫--|--⌫-⌫--|
P ageu01P321	-⌫---------|
To t q uantqueil	--⌫|-⌫---|--|-|
enpottrouer	-|--|-----|
departi encomun	------|-|----|
Sadreitepartdonea	-|-----|---|---||
c h ascun.	-⌫-⌫-----|
Aprèsn e tarda pas grantment	-----|-⌫|----|--|--------|
I osterentGreuun parlement	-⌫-------|---|-|--------|
Lirei liprinceel ibaron	-|--|-|-----||-⌫|----|
I furent tu itm ande ́ parnon.	|-----|--⌫-|-⌫----⌫|--|---|
Ag amennonparlapre m ier s	--⌫------|----|---⌫-⌫---⌫|
Quimoutfusages cheuali ers	--|---|-|----|-------⌫--|
Edegrants en	|-|----|-⌫-|
eengeignos	|--------|
afaire cur ios	-----|---⌫--|
Se ignor faitilmost reruos uueil	--⌫----|---|-|----⌫--|--|----|
Quemoutdeit	--|---|---|
om haïr org ue il	-|----|---⌫--⌫-|
home gu aaignier	---|--⌫-------|
Parorgueilsortmaint	--|------|---|----|
enc ombrier .	---⌫-------⌫|
Quiparorgue iluueuts ueu re	--|--|-----⌫-|----||---⌫-|
A peineenpuetabonchieftrair e	|----|-|---||--|----|-----⌫|
Sel o msenloëal	-||-⌫||-|---|-|
començ ai l	-------⌫--⌫|
Sisenplainto ma l definail	-||-|-----|-⌫|-⌫|-------|
Ne i aorguei l ne orgoillos	-|-⌫|------⌫|-|--------|
Pageu01P 32 2	--------⌫--⌫|
Ne uue il quesacompainto nos.	-|---⌫-|--||--------||---|
Li deunore ntoncdorgueil	-|--||---⌫-|--||------|
Ainzle heent a desmesure	---|-|----||--------|
Maintefeiz enont	-----|---|-|--|
pri s ueniance	---⌫|-------|
E siaperte demo st ranc e	|-|-----|----⌫--⌫----⌫|
Quenu s nede it	--|--⌫|-|--⌫-|
ri en plush aïr	--⌫-|---|-⌫---|
Quorgueil e nsei	-|------|-⌫|--|
am aintenir.	|-⌫--------|
Pe rtee damage	--⌫--||-----|
edestorbier	|---------|
Faito rgui euz sou entc omenc ier.	---|-⌫----⌫--|---⌫--|-⌫-----⌫---|
Contre unami o con tredous	-----|-|--||---⌫--|---|
Q ueiaauraunso rgoillos	-⌫-|-|---|--|-⌫-------|
A il centenemismor taus .	|-|---|-----|---⌫----⌫|
uic esestliplusmaus	---⌫-|--|-|---|---|
Equimal aim e eenmalcreit	|--|--|---⌫||-|--|----|
enuientc estabondre it.	-|----||--||--|---⌫--|
P or ço uosu ueil direemostrer	-⌫-|--|--|-⌫---|---||------|
Ço don tn os co uienta p e nse r	--|---⌫|-⌫-|--⌫----||-⌫-⌫---⌫|
Estreendeuo ns	----|-|----⌫-|
tuitcur ios .	---|---⌫---⌫|
Nostr e en nem iso nt	-----⌫|--⌫---⌫|--⌫-|
Entré som esdedenzlorterre	-----|---⌫-|-----|--|----|
Pa rforcelesuol ons conquerre	--⌫|----|--|---⌫--|--------|
Tan t en auonsiacomencié	---⌫|-|----|-|--------|
Pa geu0 1P323	--⌫----⌫----|
uers nosirié.	---|--|-----|
uolentiersen prendrontuenia nce	---------|-|--------|-----⌫--|
pueent aueir poissan ce	-----|----|-------⌫-|
cit ésedefendront	---⌫-|-|---------|
De nostantcomeilplus porront.	-|--|---|---|-|---|-------|
Eleestmoutfort estrangeme nt	--|--|---|---|----------⌫-|
Siamoutcheu alie rse	|||---|----⌫----⌫-||
ue nuisontde plusorslieu s	--⌫-||---|-|------|----⌫|
Chalo ng ier noscuidentlorfi eus .	-----⌫--⌫--|--|------|--|--⌫---⌫|
G rantauantage aço	-⌫---|-------||--|
Q uise defen t	-⌫-|-|-----⌫|
ensonpaïs	-|--|----|
D oble for ce	-⌫---|---⌫-|
aseilri enuaut	|-|-|--⌫-|---|
Enu ersceluiqui lu i	---⌫--|----|--|--⌫|
Unebuisnache	--|--------|
feibleassez	-----|----|
O u nag ranzmurs	-⌫|||-⌫---|---|
ne g ranzfossez	-|-⌫---|-----|
Sedefenttantai nz quesei tprise	-|-----|---|--⌫-|--|---⌫|----|
Qu apeinee sttelehore conquise	-||----|-⌫-|---|---|-------|
Ne por c ̧oneparolio mie	-|--|-⌫-|-|----|-|--|
Page u01P324	----⌫------|
Que ioi ape ns	--|-|-⌫|--⌫-|
ne queia di e	-|--|-|--⌫|
Q ualloinzsedefendent denos.	-⌫|-|----|-|--------|-|---|
De çonesuiio pasdoto s	-|--|-|--|-|--|----⌫|
Maisunech o se	---|--|--⌫-⌫-|
poons faire	----|----|
E ns ico meilm estauiaire.	-⌫--⌫|--⌫-|-||--||------|
Sen se mesure icestpa reil	---⌫||-----|----|--⌫---|
Deiue nte stre	-----⌫-|-⌫---|
nostreconseil	-----|------|
Gr anzlaizsere itsefais ion	--⌫--|---|----⌫-|-|----⌫--|
Chos eou neüst-senneraison.	----⌫|-||--------|-|------|
Delmontq uisiestgranz e lez	--|---|-⌫-|-|--|----||--|
Auonslesplussagesi ostez	----|--|---|----|-⌫----|
Sagesdeite stre	----|---|-⌫---|
Tozli co n seuzqueia pr endreiz.	--|-|--⌫-⌫---|--|-|--⌫-------|
Coest moutbien c hoseseüe	-|--|---|---|-⌫---|----|
Comenticesteueur eest meüe	-----|-----|----⌫|--|----|
Liquel o ntdreiteli	-|---|-⌫-|----||-|
Ma i ntbon cheualiere nsont mort.	--⌫-⌫-|--|--------|-⌫|---|----|
Pageu01P 325	--------⌫--|
L a ome donl eco mença	-⌫-⌫---⌫--|-⌫|--⌫-----|
Quilaideme ntlec ompara	--|-------⌫-|-|-⌫-----|
Moutenfu priseaspreueniance	---|-|-|----|----|-------|
Anco reen ontli heir	----⌫-|-|--|-|---|
Pr ianznos	--⌫---|--|
fi ̈stlautrierrequerre	--⌫--||---|--|-------|
En fine paiz se nz n uleguerre	-|---|---|--⌫-|-⌫--|-----|
Qu e liren dissons sasoror	--⌫|-|---⌫------|-|----|
Que tenue auions	--|----|-----|
mainti or.	----|-⌫--|
Nelenuousimes	-||-|-------|
Çofuorguieuz egrant folie.	--|-|-------||----|-----|
Tant parlorestionsmesfait	---|--|--|------|------|
u ol eir endeu ̈sson s leplait	-⌫--⌫--|-|---⌫-----⌫|-|----|
Nesetmiequirie nnecrien t	-|--|--|--|---⌫|-|-----⌫|
Comeenpoi doremaus	---|-|--||--|---|
SefustE sio nar endue	-|---|-⌫---⌫-|-⌫----|
Helein e nefustpastolue	------⌫|-|---|--|----|
IaiorP arisn el se	-|--|-⌫---|-⌫-|-|
Pa geu01P326	--⌫--------|
Ne nostreterre nerobast.	-|-----|----|-|------|
Honte ia uonse	----||-⌫---||
ilgrei gnor	-|----⌫---|
Sauonsper due il deslor	|----|---⌫-||-|--|--|
Sauonsdamageseildueus	|----|------||-|----|
p laignente	-⌫-------||
Tortonteüenosgreignor	---|--|--||--|-------|
Deçosepl aignenttuitli lor .	-|--|-|--⌫------|---|-|---⌫|
Fa ison s en	--⌫----⌫|-|
tant iollo euueil	---|--|-||----|
tieng e aorgu eil	-----⌫||----⌫--|
E q ue nostre	|-⌫-|-----|
nenseit li torz	|-|---|-|---|
Qua n tles auron s destru izemorz	---⌫-⌫|--|-----⌫|------⌫-||---|
Toznostrepriseniert	--|-----|---|-|---|
Qu antnos tretorzni ierttro uez	--⌫--|---⌫--|---|||---|---⌫--|
Moutnosserabieneschaeit	---|--|---|---|-------|
Quantnosaurons uictoire	----|--|-----|-------|
P a geu 01P327	-⌫-⌫---⌫-----|
Cuilomfai t	--||-|---⌫|
torte ilse n	---||-||-⌫|
Içoliestdoblel oe ̈nge	---|-|--|----|-⌫--⌫---|
Maisquitort	---|--|---|
fait e hontee lait	---||----||---|
l aita lui fait	|--||--|---|
Sillenmeschietian en iertplainz	|-||-|-------|-||-|---|-----|
Ance ise n fait es ioïrmainz.	----⌫-|-⌫|---|--⌫----|-----|
Ma n donsPriantpar noz	--⌫-⌫---|-----|--|--|
Parteusqui	--|---|--|
seientproz esages	-----|---||----|
QueHeleineren drenosface	--|------|---⌫--|--|---|
Ounechosedefi	|--|----|-|-|
Silnenos fait dreitdel	|-|-|--|---|----|--|
Q u eParis aen Grecefa it	-⌫-⌫|----||-|----|--⌫-|
Doncauratortnosauronsdreit	---|---|---|--|-----|----|
Nepuetestredestruizneseit	-|---|----|-------|-|---|
Iamais anosne	-|---||--|-|
l aguarront.	-⌫|--------|
Sillaren d en te	|-|-|---⌫-⌫--⌫||
d reit nos font	-⌫---|--|---|
Pa geu0 1 P3 28	--⌫----⌫-⌫--⌫-|
Qu irion snosplusdema ndant	-|-----⌫|--|---|----⌫----|
B uentorner s	-⌫--|-----||
enfereitatant .	-|-----||----⌫|
I ououdrei equanostrehonor	-⌫|-------⌫|-||-----|----|
Nos f usso ns	--|-⌫----⌫-|
iamis el re tor.	-|--|-|--⌫---|
Ama parole n	|-|-----||
N ecu i dezq ueseiegue nchiz	-⌫|--⌫-⌫--|-⌫-|---|---⌫----|
sa cheiztantenf erai	--⌫----|---|-|-⌫---|
Çocuitiabla smez n enserai.	--|---|-|---⌫---||-|-----|
Enplusorssens	-|------|---|
i respondirent	|-----------|
Ci l qui cesteparoleoïrent.	--⌫|--|----|-----|-------|
Liunloëntbienlenueier	-|-|-----|---||------|
L autrene luoustrentotr eier.	|----|--⌫|--------|---⌫----|
Liundiëntmoutabien	-|-|-----|---||---|
Edepluso rsf u	|-|-----⌫-|-⌫|
contredit .	---------⌫|
Queuos enf er eielon c	--|--|-|-⌫--⌫--|---⌫|
Otreiéontqu ensiseit	------|--|-|---|---|
Limes sages	-|---⌫----|
fuenc hargiez	-|---⌫------|
A d ousch eualiersmoutpreis iez	|-⌫--|--⌫-------|---|-----⌫--|
Li uns otnon	-|--|-|--|
El iautrefuUlixès.	|-⌫|----|-|-------|
Porcestafair e bienfor nir	--|---|-----⌫|---|---⌫--|
N i pou ̈ssen tmeil lorschoisi r.	||---⌫-----⌫|----⌫---|------⌫-|
P ageu01P 329	-⌫-------⌫--|
N iot rien	||-|---|
p lusdelp or loignier	-⌫--|--|-⌫--⌫-------|
C ilsalerentapareillier.	-⌫-||------|-----------|
M outseu estir en trichement	-⌫--|-|-⌫-----⌫--⌫|--------|
Quarse li Liuresne me	---|-|-|-----|-|-|
Dedra s d e seie	-|---⌫|-⌫|---|
Oureza besteseaflors	----||-----|||----|
edepie res e steiez	|-|---⌫--|-⌫-----|
Furent ue stu eafub lez	-----|--⌫--||----⌫--|
En sitresbel esi	--⌫-|---|--||-|
Quillorauintsortote	-|-|--|----|--|---|
Enlorchiésorentdouschap eaus	-|--|-----|----|---|----⌫---|
Fa izdelaplume du ns ois ea us	--⌫-|-|-|----||-⌫-|---⌫--⌫-|
QuiconuersentçoditlAutor	--|---------|--|--||----|
EnIndelaSuperior.	-|---|-|--------|
S oë fuelen tços sai r etraire	-⌫---⌫|-----⌫|---|--|-⌫------|
E sinestcolor	|-||--|----|
quenipaire	--|||----|
Ceus por tentpor lechau td esté.	---|---⌫---|--|-|----⌫||-----|
Dorfurentbien	|-|-----|---|
esporo né.	------⌫---|
Palefreiz orentgenze	--------|----|---||
Soëfamblanzforzeisneau s	----|------|---||------⌫|
M er ueilles e rent	-⌫--⌫------|-⌫---|
b ientaill ié	-⌫--|-----⌫--|
Pageu0 1P330	------⌫----|
bienaais ié.	---|----⌫---|
ne cignesn	-|-----||
estsibla ns	--|-|---⌫-|
Come ilaueie nt tozlesflans	---|-|-----⌫-|--|--|----|
Ferra nze baisep omelez	-----⌫-||---||-⌫-----|
Orentcouscrope s e	----|---|-----⌫||
