cicomenceli	-|------|-|
et fustded anzlasalequi	-|---|---⌫--|-|---|--|
tantestgra nzet	---|--|---⌫-|-|
depaile sportendue et	-|-----⌫|--------|-|
toutean cortin ee	----|--⌫------⌫-|
d iroitquetexl ee cen efumais demenee	-⌫----|--|--|-⌫--⌫-|-⌫|-|---|------|
doncaiacob	---||----|
l iuiex sadestre main leuee	-⌫|---|-|-----|---|----|
labarbe otlon gueetblanche	-|----|-|---⌫--|-|------|
menurecer celee	---|-----⌫----|
s a grantbeneicon lor	-⌫|----|-------|--|
aatozdonee	||--|----|
ena pre syy iorz ontg rantioiemen ee	---⌫---⌫|-|---|--|-⌫---|---|---⌫-|
tozantiersyyiorz celefe stedur a	--|------|-|---|---|--⌫--|---⌫|
i l ontlecon g iepris etli roislor	-⌫|--|-|---⌫-⌫-|---|-|-|---|--|
ioseph sais ilaterreli	-----|----⌫|-|----|-|
roisliotro ia	---|-|----⌫-|
ilimena se sf reres etsil or	-||---|--⌫|-⌫----|-|-|-⌫-|
la fi stf ere	-|--⌫-|-⌫--|
mai sonsomperei	---⌫--|--|---||
etnedem oraga iresqueasa	-|-|---⌫--|--⌫---|--||-|
ioseph len fist	-----||-|---|
p orter enebronlen terra	-⌫----|-|----||--⌫----|
lalifistsepoutur ee tpuis sen	-|-|---|--------⌫|-⌫|---||-|
ioseph esteneg ypte	-----|--|-|--⌫---|
osesfreresremeis	|--|-----|-----|
b ien agardéleregneliyy	-⌫--||-----|-|----|-|-|
anson tpas se ́	-|---⌫|---⌫--⌫|
si f r ere sont	-|-⌫-⌫--|---|
iluec eti sonto s te lez	----|-||---|-⌫-⌫--⌫--|
eton tpri s es lorf ame ssi croi st	-|--⌫|---⌫-⌫-|--|-⌫---⌫|-|----⌫-|
liparantez	-|-------|
bi e n i mestrentmilanz	--⌫-⌫||-------|--|--|
q uetuit furentpassez	-⌫-|---|-----|-----|
ioseph cils	-----|---|
sageshom estasa f inalez	----|--|--||-|-⌫-|---|
deluiu ind ren t	-|--|-⌫---⌫---⌫|
anfant etsontmoltepliez	-----|-|---|---------|
queli regnesdegite	--|-|-----||----|
e n futozancombrez	-⌫|-|--|--------|
sages homf u	----|--|-⌫|
iosephsage	-----|---|
furentsifil	-----|-|--|
ioseph fu ilue c morz	-----|-|----⌫|---|
d ebronmis	|----|--|
egypteseslinages porpr is	-----|--|------|-----⌫-|
etc ilde la terre ontens am ble zzco nseilpris	-|-⌫-|-|-|----|--|---⌫--⌫--|-|--⌫----|---|
signoror ente n dez si o ez	-----|-|----⌫-⌫--|-|-⌫-|
ieneuos dipasfabl en ene	-|-|--|-|--|----⌫|-⌫|-|
uo sdichancon	--⌫|-|------|
clerssu ipoures	----|--⌫|-----|
de sensi su izziones	-|--|-|--⌫|-|----|
nez su ide	--|--⌫|-|
u alenc ienes h ermantmapele lon	-⌫-----⌫----|-⌫-----||----|--|
uossauez queen lisa nt tr ouom	--|----|--|-|----⌫-|--⌫---|
diex negarde a personese ele	---|-|----||------|-|--|
estgranz ounon	--|----|-|--|
lenasouen tgrantaiseem petitemaison	--||-----⌫|----|---|-|-----|-----|
depetitefonta inne	-|-----|-----⌫---|
toz sesaole lon	--|-|----|--|
tout cedi i e por moiie s ui	---|-|-|-⌫|--|--|-|-⌫-|
zzpe tizhom	-|--⌫--|--|
ch an oinnes sui etprestres	--⌫--⌫-----|--|-|-------|
faizparelecti on	---|--|------⌫-|
signo ricesach ieziaibon ansaingnement	-----⌫|--|----⌫--||-|--|------------|
etsiaidautrepart	-|-|-||----|---|
tres bonadrecement	---|--|---------|
l ex emplaires	|--⌫--------|
mestbon toz ior zl ai empresent	|--|--|--|---⌫||-|-|------|
cest l adame dou	|--|-⌫|---|--|
m ontceli aiuoirement	-⌫--|---|-|--------|
qui porta lesign orqui siet enorient	--|----|-|----⌫-|--|---|-|-----|
etce xa ambrac iez qui sont e noccident	-|--⌫||------⌫--|--|---|-⌫|-------|
de luiailecommendement	-|--|-|-|-----------|
oroe zbi ausign ordeceleauerse gent	-|--⌫|--⌫-|----⌫-|-|---|-----|---|
gentiose phontenha i formen t	---|----⌫-|--|----⌫|------⌫|
ontfai z tu er tuitsont misa	--|---⌫|--⌫-|---|---|--||
trestuituindrent	-------|-------|
auroiasespiezsontgetez	-|--||--|---||--|----|
li roisf ufierset fel	-|---|-⌫|----|-|--|
suzles arel e uez	--|--||---⌫-⌫--|
formen te st irascuzducement air ez	------⌫|-⌫-|------|-------|---⌫-|
besoinzs ignor dite snel mecelez	------|-⌫----|----⌫|-||-|----|
o il moltgranz bia u sireuostreregne	-⌫-|---|----|---⌫|---|-----|----|
lil inagesiose phestissis ormo n tez	-|-⌫-----|----⌫-|--|---|-⌫----⌫-⌫--|
sersfuauostreancestre	---|-||-----|-------|
porden i ers achatez	--|---⌫-⌫--|------|
iusquazzpoude terme	----||-|--|-|----|
sere zdeser itez	----⌫|-----⌫---|
p lus s ontiad e	-⌫--|-⌫--|-|-⌫|
yyq ueioneque barb ez	-|-⌫-|---|--|----⌫-|
arriere car tuit	------|--|---|
seront tuez	-----|---|
sa chieziem en der aitres tozmescheualiers	--⌫----|-|-⌫--⌫---⌫-|----⌫--|--|---------|
mes uauassorstre stozettozmes soldoiers	--|--------|---⌫---|-|--|--|--------|
m es barons	-⌫-|-----|
de materrepar tout	-|-|----|--|---|
irames br ies	--|--|--⌫--|
n iremenraliiones nonmeismesli uiez	||------|-|----|--|------|-|---|
mais ielo con nocienesun e	---|-|-||-||---|-----⌫|
desm oilliers	--|-⌫-------|
la t err eiertdeliurenenire menr a	-|-⌫---⌫|---|------||-||--⌫----⌫|
e tuossoi és	-⌫|--|---⌫--|
tu i t prest si re m oltuolentiers	--⌫-⌫|----|--⌫-|-⌫--|---------|
ce firentli	-|-----|-|
messagequi lorfucommandé	------|--|--|-|--------|
ilne dem oragai res tuit furent	-|-|---⌫--|---⌫--|---|-----|
as samblé	--⌫------|
neuosferai lonccon tetuit i	-|--|----|---|---⌫-|---||
furenttué	-----|---|
illuecquesotma intho m e	---------|-|--⌫--|--⌫-⌫|
main tan fant deco lé	----⌫|--⌫---|----⌫--|
uoirnus nens et	---|--||-|-⌫-|
diexs et lau erite	---|-⌫-|-|-⌫----|
entre y ych eual iersont zz	----|-⌫|--⌫----⌫---|--|-|
enfanttroué	-----|-----|
pa restoit biausn	--⌫|-----|----||
ertpasde grant ae	--|--|-|----|-|
ilnelont pasocis enleue	-|-||--|--|---|-||--|
lont ge t é	|--|--⌫-⌫-|
enzzau g ellontmis	-|-|--⌫-⌫-||--|--|
d edrasenuolepé	-⌫|---|--------|
laugeles t moltpetiz par lamerua flotant	|----|--⌫|---|----|--|-|--|-|------|
etaualetamont leual iaueboutan t	-|---|-|----|-|-||---|------⌫|
zzric hehomel asalaarriuan t	-|---⌫-|---|-⌫||--|-------⌫|
lisir eslatroué	-|---⌫-|||-----|
ioieen dema inn egrant	---|-|----⌫---⌫|----|
si b ienle fistnorrir com sil	-|-⌫--|-|---|-----|--||-|
dela soiebiaute se	-|-|---|-----|-|
uonttuitmeruilla nt	---|---|--------⌫-|
t restui tci l quiestoient	-⌫------⌫|--⌫|--|-------|
e negyptelag rant	-⌫|-----|-|-⌫---|
ice fumoysesquediex	--|-|-----|--|---|
par am atan t	--|--⌫|---⌫|
l esdame s	-⌫-|----⌫|
qu ireme strentdeceleocision	--⌫|----⌫-----|-|---|------|
ele spristrentsignorsdeceleregion	---⌫|--------|------|-|---|-----|
senuindr e nttantmilier que conter nes	|-|-----⌫-⌫-|---|-----|--|-----||-|
ens amblesassambler entsifirent grant raison	---⌫----||---------⌫--|-|-----|----|-----|
zz d ausse leuasus parla comsage shom	-||--|-|---|--|----|--|----⌫|--|
signorie s aimolt qacort	-----|-|-⌫-|---|||---|
termemorrom	----|-----|
enlaterr eou nossomesnuldroit	-|-|----⌫|-|--|----|--|----|
n osn ia uom	-⌫-|||-⌫--|
so itentre nosz zmais tres	--⌫-|----|--|-⌫|----⌫---|
noste nrom	--|--⌫---|
tuitd ient ce estdroizet nosbienl	---|-⌫---|-|--|----|-|--|---||
m o y sesont	-⌫-⌫-⌫--|--|
grantelecti on	----|------⌫-|
ioses li nostr ean cestres nezfud	----|-|-----⌫|--⌫------|--|-||
autreregne	----|----|
q uilot cin e rt	-⌫|-|-|-||-⌫-|
pasde serite	--|-||----|
qui deluiuindr ent	--|-|--|-----⌫--|
lontmoltchi er c omparé	|--|---|---⌫-|-⌫------|
lipetitetligrant t uit i	-|----|-|-|----|-⌫--||
f urent tué	-⌫----|---|
nossomesde lor filles ceest laue ritez	--|----|-|--|-----|-|--|-|--⌫----|
nosn i auonsnu l	--|||----|--⌫|
droit ceestlau eritez	----|-|--|-|-⌫-----|
molt pares t fauslihomcee st	---|--|--⌫|---|-|--|-|-⌫-|
la ueritez	-|------|
quiautre d eseret e et litolts	--|----|-⌫------⌫|-|-|---||
ie lsaipar noz anc estresqui	-||--|--|--|---⌫-----|--|
l ontchiercompar é	|--|----|------⌫-|
biausiremoys e sseuosplaistente ndez	---|---|----⌫-⌫|-|--|-----|----⌫---|
uoses tesnostre	--|--⌫--|-----|
mai stresansai ngniernosdeuez	---⌫----|-----⌫-----|--|----|
uosfustes en ebronetla	--|-----|-|----|-|-|
ter resauez	---⌫-|----|
g els aibienparlesmorzque	-⌫||-⌫-|---|--|--|---|--|
porteziauez	-----||---|
au roiprenezcongietr est oznosenmenez	-|--|-----|-----|--⌫---⌫-|--|-|----|
certe s se	-----⌫|-|
faitestui t iseronst uez	-----|---⌫||-----|-⌫--|
seor abontalen tdemainli iert	-|-||--|-----⌫|-----|-|---|
lors respont moysesuolentierslefera i	---|------|-----|---------|-|----⌫|
ladessu zencelmontpr emierem en t	-|-----⌫|-|--|---|--⌫-------⌫--⌫|
augloriexdou ciel etsil apel erai	-|------|--|---|-|-||----⌫---|
decest cons eila	-|---|----⌫--||
mecon sillerai	-|---⌫-------|
ilm e donrac o nseil etie le retenrai	-|-⌫|----|-⌫-⌫----|-|-|-|-------|
et reuen raiauostrest outleuosdir ai	-|-----⌫--||--|-----⌫--|-|--|---⌫-|
sed euplaist etil uoetbien uos	-|-⌫-|-----|-|-|---|---|--|
deliuerrai	---------|
dit m o ysestrestuitsensonttorne z	--|-⌫-⌫---|-------||-|---|-----⌫|
pi ecedeterresen	--⌫--|-|----||-|
estt ozsexrem eis	--|-⌫-|--|---⌫--|
ilesto it sagesh ommolt es tbien	-|----⌫-|----|-⌫-|---|--⌫|---|
porpanse z	--------⌫|
c isthom estoi tcor n uz signor	-⌫--|--|-----⌫|---⌫-⌫-|-----|
tor n ees sontlescornesc o m	---⌫-⌫--|---|--|-----|-⌫-⌫|
uos ueuauez	--|--|---|
lescoifes cont eschiesli euesque	--|-----||--|-|----|-|------|
porc e que ilnontc ornescelor est	--|-⌫|--|-||--|-⌫----|-|--|--|
de sti nez	--⌫---⌫--|
s iontco i fe s	-⌫|--|--⌫-⌫--⌫|
cornue ssac hiezparueritez	------⌫|---⌫---|--|------|
porpansezdess us	--------|----⌫-|
zzmontmonta	-|---|----|
aorisons s e	|------|-⌫|
mist damer d eu apela	---|-----⌫-⌫-|----|
etdiexli ap arugaires	-|---|-|--⌫--|-----|
qantl euitmoyse sdocemen tlaora	---|-⌫|--|-----⌫|-------⌫||---|
parol e a moibiausire et zztiens	-----⌫||--|---|---|-|-|----|
sers lorr a	---||---⌫|
dontparla nostre	---|----|-----|
siresmaintena nt	----|--------⌫-|
que eneg ypte ma genznedemorra	--|-|--⌫---|-|---|-|------|
far aonsrois d egitecon trairete fera	---⌫---|---||----|---⌫-----|-|---|
porras men ermoltmecorrec era	-----|---⌫-|---|-|------⌫--|
assezliferass ignes ia	----|-|----|-⌫----|-|
porcenolaira	--|-|-|----|
s achesqenlamerrougelamor t	-⌫----||-|-|--|----|-|---⌫|
enrec eu ra	-|---⌫--⌫-|
pra naaron	---⌫|----|
ot oigarde	|-⌫-|----|
etceste uerg e	-|----|----⌫|
ausique i et euoildoner	---|--|-⌫|-⌫|---|----|
dilidemo ie	-|-|-|--⌫-|
pa rtquelaistmagent	--⌫-|--|----|-|---|
sanzd esto rberl eslast out rela merp asser	---|-⌫----⌫---|-⌫-|---|---⌫-|-|--|-⌫----|
etsece neuoetfairefaim agent assambl er	-|-|-|-|---|----|--|-⌫|---|-------⌫-|
s esmainnetozensambleiusqa la roge	|-|-----|--|-------|---||-|---|
laferont sacrefi c esicomm orrasconter	-|-----|-------⌫-⌫|-|--||----|-----|
dechascun emaison qui	-|-------⌫|-----|--|
auo irle porront	---⌫-|-|------|
zzioneaingneltout b lan cauuecaus	-|---|------|---|-⌫---⌫|----|--|
tres dessuzlorautex que	---|-----|--|----|--|
ililuecferont	-|----|-----|
trestuitc o mmunement les	-------|-⌫-⌫--------|--|
sacrefieront	-----------|
qantiertsacrefii e zenrost	---|---|--------⌫-⌫|-|---|
silecuiront	-|-|------|
etqantilier trostiztrestuit suzsecai ndr ont	-|---|-|---⌫|-----|-------|--|-|---⌫---⌫--|
niere ntpasde schaucié	|----⌫-|--|--⌫--------|
maistui t sechauc eront	---|---⌫|-|-----⌫----|
entenbi enmoysesetpuisle mangeront	----|--⌫-|-----|-|---|-|--------|
ac exquin uln enonta trestoz	|-⌫-|--|-⌫-||-|--||------|
seilriensenremai nt dedan sle feu	-|-|----|-|-----⌫-|-----⌫|-|--|
adont passerontm er leroi nedouteront	----|--------|-⌫-|-|--|-|--------|
donc prandrasceste uergeque ta ici aport ee	---|-------|----|----|--||-⌫|-|-----⌫-|
droitala mer	----||-|--|
irasq ui estelongueetlee	---|-⌫-|--||-----|-|--|
f erraside lauergequeie t aici	-⌫----||-|-|----|--|-||-|-|
el e departira l a uoieiert	--⌫|--------|-⌫|---|---|
granzetl ee	----|-|-⌫-|
pa rmilarou gemercondu i ras tamaisn ee	--⌫--|-|---⌫-|--|-----⌫-⌫--|-|-----⌫-|
et li roi st esiura o	-|-|---⌫|-⌫|----||
enlameriertla uoietrestotedeliur ee	-|-|--|---|-|---|-------|------⌫-|
maisi cesaches tu lato iei ertai nzpassee	---|-⌫-|-----|-|-|--⌫-|-⌫--|--⌫-|-----|
dela u erg eiferras	-|-|-⌫---⌫||-----|
tostserarassamb lee	---|---|-------⌫--|
gen tfaraon	---⌫|-----|
niertiap oint eschapee	|---|-|-⌫---|-------|
moyses d escendisauerge	-----|-⌫------|-|----|
p risto luiaa ro n etauroi	-⌫---||--|--⌫--⌫|-|-|--|
q ue sagen t	-⌫-|-|---⌫|
li laissa stf orment s encorreca	-|------⌫-|-⌫-----||-|------|
moyses ne nfu	-----||-⌫|-|
gairesmaisbelementsen	-----|---|-------||-|
s acr efie rent sicondiex commenda	-⌫---⌫----⌫---|-|--|---|-------|
tuitsontancoragiéalamerle smena	---|---|---------||-|--|--⌫|---|
merdelauerge etele deuisa	--|-|-|----|-|--|-----|
gentdedanze tou trelespassa	---|-----|-⌫|--⌫--|--|----|
liroisfaraonsa toz ses homes mandez	-|---|------||--|--|----|-----|
apre s cex	----⌫|--|
s e n alaqantlesot assam blez	|-⌫|--|---|--|-|-----⌫---|
ne redoutal amerapresenes t	-|------|-⌫|--|----|-|--⌫|
etmo yses lisagesqant	-|--⌫---|-|----|---|
fuoutre passez	-|----|-----|
fier tla me rdela uergene s	----⌫|-|--⌫|-|-|----|-||
est pas oubliez	--|--|------|
et l a mersserassambleetc il	-|-⌫|---|-|--------|-|-⌫-|
ison remeis	|--|-----|
anclosdet o ute sparsn ene stnusescha pez	-----|-|-⌫-⌫---⌫|---||-|-⌫-|--|-----⌫--|
laremest faraonsn e ne st nusret ornez	-|-----|------||-⌫|-⌫-|--|---⌫----|
diluecdans moyses en z z desers	|----|---|-----|-|-⌫|-----|
c e lege nzdesgiu sensamble	-⌫-⌫-|--⌫-|--|---⌫|-------|
moltifurent	---||-----|
loncte nset molt	---|--⌫-|-|---|
s itra uilla	||---⌫----|
reme s trentqu elen bleni	----⌫-⌫----|--⌫|--|--|||
lalo r plutdiexsa	-|--⌫|---|---|-|
mangier lordonna	------|--|----|
e tmo yses la ro c hede	-⌫|--⌫---|-|--⌫-⌫-|-|
la uerg etoucha	-|----⌫|-----|
granzeues enissirentaboiurelordonna	----|---|-|-------||-----|--|----|
entorneren tag rant seduc ion	-|--------⌫||-⌫---|-----⌫--|
qereznosloi uol oira uons	----|--|--|---⌫--|-⌫---|
etrespont moyse sa deu la demandrom	-|------|-----⌫||--|-|--------|
ieuner nosco ui entet nosieu ner om	-----|--|--⌫--⌫--|-|--|---⌫---⌫-|
etdites aqanziorzzzenimetrom	-|----||---|---|-|-||-----|
elmo nt de synaiilluecque slescriurom	-|--⌫-|-|----|---------⌫||--------|
dessique reuenrezt restu it	-------|-------|-⌫-----⌫-|
desy naymoysessen	-|--⌫--|-----||-|
etlesyyi orzilueque sieuna	-|--|-|-⌫--|-------⌫|----|
amanostresire sqant	--|-----|----⌫|---|
la loilido nna	-|--|-|--⌫--|
enun esbelestables lescrit etaporta	-|--⌫-|----|-----||-----|-|-----|
partiedelagent queeldeser t	-----|-|-|---|--|-|-----⌫|
i ors qu eyy	-⌫--|--⌫|-|
a incois dis trent antrax morzes t ne re uenra	-⌫-----|---⌫----|---|-|---|--⌫|-|--⌫----|
lautrepartiedistilui tetsiuiur a	|----|-----|---|-|--⌫|-|-|----⌫|
adonques s a unerent icele	-------||-⌫------|----|
auer se gen t	----⌫-|---⌫|
f aisonsfontsil zzdeutrestout doretd	-⌫-----|---|--|-|--|-------||-|-||
qui nosgarant ira	--|--|------⌫--|
t restoz dougrant	-⌫-----|--|----|
to rme n t	--⌫---⌫-⌫|
qan t lamanne	---⌫|-|----|
faudraassez	-----|----|
au ro nsforment	--⌫--⌫-|------|
do ncassambler ent lor trestui t communement	--⌫-|---------⌫--||-|-------⌫|----------|
si fi rentz zueel	-|--⌫---|-⌫|---|
q aore re ntlor	|----⌫--⌫-|--|
l i deablesd an fersest oit misla deda ns	-⌫|------||--⌫--||---⌫--|--|-|----⌫-|
saillirceluee l t antloinz com	------|--|---⌫|-⌫--|----|--|
unepa rtie n i uostpa s aprochier	--|--⌫---|||---|--⌫|--------|
moyses neuol drentcorrecier	-----|-|---⌫----|--------|
ainzieunerent tuitadesporlui	---|--------|---|---|--|--|
il oientla deda nz	-|----|-|----⌫-|
brai recelaue rsier	----⌫-|--|---⌫----|
il quidentcesoitdiex tre s tuit	-|------|-|---|---|---⌫-⌫---|
cilpautenier	--|--------|
moyses osaloi semistelrepair ier	-----||-|--|-|---|-|------⌫--|
signora cesc uuersfu	-----||--|-⌫----|-|
lama nn e don ee	-|--⌫--⌫|---⌫-|
yy iorz chai	-|---|---|
plainneen fulacontree	------|-|-|-|------|
dementresque leloisfuadeu	-----------|-|---|-||--|
moltfudemoyseslonguelad emoree	---|-|-|-----|-----|-|-⌫-----|
par ceaus laqa rantainne nef upas	--|----|-|--⌫--------|-|-⌫|--|
priselamannequediexl or a	----|-|----|--|---|-⌫-||
esfo ssesdessozt err el ontreposteet	-|--⌫---|-----|-⌫---⌫||--|------|-|
molt croientelueellagenzmaleuree	---|------|-|---|-|---|-------|
s eado n c fu saluage ancor nest	-⌫|---⌫-⌫|-|------|----||--|
qantm oysesotfa itic e que	---|-⌫----|-|--⌫-|--⌫|--|
ildut fair e	-|--|----⌫|
con gie a p ris	---⌫--||-⌫--|
adeu sisestmise l r epai re	|--|-||--|--|-⌫|-⌫----⌫-|
uintel desertoi cel ueel braire	---|-|-----|-|--|---|-----|
le deabl e dedansquimolt est	-|-----⌫|-----|--|---|--|
de p utaire	--⌫-⌫-----|
estut etescoutanesoutque	----|-|------|-|---|--|
poistf aire	----|-⌫---|
oi tceleg entcr iermolt li uinta	--⌫|---|-⌫--|--⌫--|---|-|---||
arriereuos ta le r arrie r eseuo st	------|---⌫|-⌫--⌫|-----⌫-⌫|-|--⌫-|
uostfr oissierne	---|--⌫------|-|
uost que lalois p a ire	---|--|-|---|-⌫-⌫--|
moysesfudolan zsisenalaaua nt	-----|-|-----⌫|-||-|--|---⌫-|
ancontracelue e lquis i aloittripant	-------|--|--⌫-⌫|--|-⌫|----|------|
e de da nzledea ble quisi aloitbrai ant	|--⌫--⌫-|-|---⌫--|--|-|----|----⌫--|
esgarda cel egentqui laloient	------|---⌫|---|--||------|
et e ntrau s comchaitifgra ntioie demenant	-|-⌫--|--⌫|--|------|---⌫-|---|-------|
parfoi distm oysesce n	--|--|---|-⌫----|-||
mais q antui rentlormaistresise uont	---|-⌫--|--⌫---|--|------|-|-|---|
retrairant	---------|
t raien t arriere et tuit seuontmuce n t	-⌫-----⌫|------|-|---|-|---|----⌫-⌫|
ferail oncconteneniraidelaiant	----|-⌫--|----|-||---|-------|
ensontf oil ipe tit etligrant	-|---|-⌫-|-⌫|--⌫--|-|-|----|
e t libo us deu eaus estre meisenestant	-⌫|-|--⌫-|-|-⌫---|--|--⌫---|-|-----|
