dieu n ostre	---|-⌫----|
adoncprimessenentremet	----|-----||-|-------|
adonc sasainte	----|-|-----|
lilas robertlilang u ereus	-|--|-----|-|----⌫-⌫----|
quit ant ert las et dolereu s	--|-⌫--|--|--|-|-------⌫|
natendoitse lamortnon	|-------|-|-|---|--|
e nre clamantdieuetsonnon	-⌫|--⌫------|---|-|--|--|
et en priantsad ouce mere	-|-|-----|-|-⌫---|---|
eustpi tie	---|--⌫--|
d e s amisere	-⌫|-⌫|-----|
un enuitendormise fu	--⌫|---|------|-|-|
lado uce me re au roi ihesu	-|--⌫--|--⌫-|-|--|----|
quireine estde	--|----|--|-|
tou tlemont	---⌫|-|---|
de paradis las usamont	-|------|-|-⌫-|----|
ce li semble descen dre uit	-|-|-----|------⌫--|--|
m esoneten so nlit	-⌫---|-|-|--⌫|--|
fubellecestlasom e	-|----||--|-|---⌫|
e st bochenelanguedom e	-⌫-|----|-|-----||--⌫|
quiraconter	--|-------|
leuo us seust	-|--⌫-|----|
ne nesti e lzd omequi	-||--|-⌫-⌫-||--|--|
esgarder sonuis neueoir	-------|--|--|-|----|
tant parestclersde gran t pooir	---|--|--|----|-|----⌫|----|
moultdouce mentpar gran t delit	----|-----⌫---|--|----⌫|----|
lema ladea ssiet	-|--⌫---|-⌫----|
chieflisostient	----|-|-------|
eto lautrele	-|||----|-|
pi elitie nt	--⌫|-|---⌫-|
ma in pol ieet	--⌫-|---⌫-|-|
to uchi élia le	--⌫----⌫-|-||-|
pie m alade	--|-⌫----|
tousestsane z celie stuis	---|--|----⌫|-|-|-⌫-|--|
nesaiqueplusuous	-|--|--|---|---|
defineioie	-|---|---|
lorssesue ille	---||----⌫---|
mo ultsesbaistmoultse mer uei lle	--⌫--||------|----|-|---⌫---⌫--|
quantsonpiesentguari etsai n	----|--|--|---|----|-|---⌫|
decuer d edenz son	-|---|-⌫----|--|
deioielisauteleetuole	-|---|-|------|-|---|
lilassonpieb ese etac o le	-|--|--|--|-⌫--|-|--⌫-⌫-|
ett antestliezne setqued ire	-|-⌫--|--|---|-|--|--|-⌫--|
il netrouast en	-|-|------|-|
quili sanast si	--|-|-----|-|
d ouce ment	-⌫----⌫---|
d ou l itsautsusi snelement	-⌫-|-⌫-|---|--|-⌫--------|
sic or tet	-|-⌫--⌫|-|
saut pa rsa mes on	---|--⌫|-|---⌫-|
plusgranti oi en efi stmeshon	---|----|-⌫--⌫|-⌫|--⌫-|--|--|
croirepoezquantsainle	-----|---|----|---|-|
quegrantfest eet grant	--|----|----⌫|-|----|
ioiefirent	---|-----|
siuoisinsie nfantsa fame	-|-----|-|-⌫----|-|---|
achartres ala bel edame	|-------||-|---⌫|---|
l endemainsenuient	|-------||-|----|
totco r ant	--|--⌫-⌫--|
le mes t reauteltotenplorant	-|---⌫-⌫-|----|--|-|------|
besiéa tantetenbr a c i é	-----||---|-|----⌫-⌫-⌫-⌫-|
q u a gr ant paine	-⌫||--⌫--|----|
les gardesquinou	--|-----|--||-|
conn oissoient	----⌫--------|
desconneu por c el	--------|--|-⌫||
que dur e me ntert enpiriez	--|---⌫-⌫--⌫-|--|-------|
amegriz et malatiriez	------|-|--|------|
robertquisai ns este t	-----|--|---⌫-|--|-⌫|
trestotaussi coms il	------|----|--||-|
fusty ures	---|-⌫---|
e ntourlaute lsouentcoroit	-⌫----||----⌫|-----|-----|
doupie s ane ́	--|--|-⌫---⌫|
souent feroit	-----|-----|
granscopsdesus le	----|---|----|-|
et sicrioitmoult hautement	-|-|-----|----|--------|
uezcil epie labelle	--|-|-⌫|--|-|----|
ué ci lepielabelle	--|-|-|--|-|----|
lor s dient clerc et chapel ain	---⌫|----|----|-|------⌫--|
bo tésla ho rsce fol	--⌫---|-|--⌫-|-|--|
celuilain yure	--|-----|---|
celanchoistr e	--|---------⌫|
oir lepue t leniusqua ucloistre	--|-|---⌫|--|----|-⌫|-------|
te l festefet ettel criee	--⌫|----|--|-|--|----|
feiue eusttrouee	----|---|-----|
hors se uouspoez	---|-|---|---|
c e st un robertunsoznoez	|-⌫-|-|-----|-|--|---|
seignors se ig norsceditroberz	-------|--⌫--⌫---|-|--|-----|
ienesuipas uil ainsroberz	-|-|--|--|---⌫---|-----|
ainceis suir o b ert de	------|--|-⌫-⌫-⌫--|-|
quenostre dameaesioi	--|-----|---||----|
uilainsr oberzne	------|-⌫----|-|
ai nzsuiai nz suiroberz ioie	--⌫-|--|--⌫-|--|-----|---|
robe rs robe rs sui	----⌫-|----⌫-|--|
p orte ioie	-⌫---|---|
n aur a i mesdu el derienquei	|---⌫-⌫|--|--⌫-|-|---|--||
aioiioiausmenrire	|--|-----||-|---|
qui enpleureiem	--|-|-----|-||
quant ioieamoiia afiert	----|---||--|-|-----|
lorsf iert dou piefi e rt et refiert	---|-⌫---|--|--|--⌫-⌫-|-|------|
cinq foizousismoult lie ement	---|---|-|--|----|---⌫----|
doup iedesuslepauement	--|-⌫-|----|-|-------|
et plorant	-|------|
di tachascuneame	--⌫||-------|--|
u ezcilebiaupie nos tredame	-⌫-|-|-|---|--|---⌫--|---|
uezcile pieicii ci	--|-|-|--|--|-⌫-|
quel lemafetsoe m erci	-|--⌫-|||--|--|-⌫---|
adonclont tuitreconneu	----||--|---|-------|
qua rlienzot assezgeu	---⌫|----|-|----|--|
neis l es fame sle c o nnois se nt	---|-⌫-|----⌫|-|-⌫-⌫-----⌫--⌫-|
qu id e demandermou ltsangoissent	--⌫|-⌫|-------|---⌫-||---------|
enquel maniereetenque lguise	-|---|------|-|-|---⌫|----|
la me reaur oiquitotiustis e	-|--⌫-|-|-⌫-|--|--|------⌫|
sa nteren due li au oit	--⌫--|---⌫--|-|--⌫--|
c il quip arlermoult bien	-⌫-|--|-⌫----|----|---|
totm otamotettotatret	--|-⌫-||--|-|--||---|
enplor ant	-|----⌫--|
leurcon tee tret r et	---|---⌫-|-⌫|---⌫-⌫-|
totcequaue zdeuantoi	--|-|-|---⌫|-----|-|
par lemoustiersuntes ioi	--|-|-------|---|--⌫--|
e t cle rce t laihome set	-⌫|---⌫-|-⌫|--|----⌫|-|
lescloi s t ri ereset	--|----⌫-⌫-⌫--⌫---|-|
bonesdames	----|----|
dechanzfirentgrantmelodie	-|----|-----|----|------|
escloch iers f u l a s onerie	-|-----⌫---|-⌫|-⌫|-⌫-----|
etlo ngueetgra nt	-|--⌫---|-|---⌫-|
etme rueil l eu se	-|--⌫-----⌫-⌫--⌫-|
a l achemi seglori euse	|-⌫|-----⌫-|-----⌫---|
achart res larichemontaig ne	|-----⌫--|-|----|-------⌫-|
telle a lleeettell eempaigne	----|-⌫---|-|----⌫|-------|
tr uisenceltempoire	--⌫--|-|--|-------|
qu efeit e	--⌫|----⌫|
enfutmoultbelle	-|--|----|----|
cepr i iealadouce dame	-|--⌫|-||-|----|---|
quefeude nfe rn	--|--||-⌫---⌫||
encorsn ename	-|---||-|--|
nuldeuosto spuist atochier	--|-|--|--⌫|----|-------|
porauleu e retaucos chier	--|-|---⌫-⌫|-|-|---⌫----|
nouscommandonstuiten samai n	---|---------|---|-|-|---⌫|
se lese ruons	-|-|--⌫----|
e tsoir et	-⌫|---|-|
deuraic or agedecuerfin	-|---|-⌫--⌫--|-|---|--|
ia alauie n alafin	-||-|--|||-|--|
defeu denfern	-|--||----||
auron snous garde	-----⌫|---|----|
feu d e nfer n	--||-⌫---||
apo oir quil arde	|--⌫--|-|-|---|
ce luinecelequi s aart	--⌫--|-|---|--||---|
seruir debonnepart	-----|-|----|---|
oufeud enfernertia	-|--||----||--|-|
amors ertbienaars	---||--|---|---|
pordieupordieuquen i	--|---|--|---|--|||
a luiam er n ousaardons	|--|--⌫-|-⌫--|------|
aluise fetbona ardoir	|--|-|--|--|-⌫-----|
de luiamer deuons ardoir	-|--|---|-----|-----|
pordieuchacu nsi se aarde	--|---|-----⌫|-|-|----|
qued esamor io r	--|-⌫||---|--⌫|
etnuitarde	-|---|---|
quilapoissant	--|-|-------|
da medeglo ire	--⌫-|-|---⌫--|
quinomeeestu irg emar ie	--|----|--|-⌫---⌫|---⌫-|
h o noramoulttoute sa u ie	-⌫-⌫---|----|----|-|-⌫-|
unemesse sansplussauoit	--|----|---|---|-----|
aprise danfanceetdusage	-----||------|-||----|
karesmeetencharn age	------|-|-|-----⌫--|
apentecoste et	|---------|-|
nechantastianule	-|-------|-|---|
cestoi ttoz iors	|-----⌫|--|---|
to usseseffors	--⌫-|--|-----|
et p orlesu isetpor	-|-⌫-|--|-⌫-|-|--|
deuantlesuesqueacus ésfu	-----||-------|----⌫--|-|
en la parfi n	-|-|-----⌫|
depous ésfu	------⌫--|-|
bouterfisthorsde	-----|---|---|-|
sece le outoutepitie	-|--⌫-|-|----|----|
pitien eus tdou	----||---⌫|--|
ilfust cheu en	-|---|---|-|
malp elain	--|-⌫----|
pitie en otbi en i parut	----|-|-|--⌫-||----|
le sue squ es	|-⌫---⌫---⌫||
mem esque ceauint	---⌫-|--|-|----|
uersm ienuitdeuantlui	---|-⌫-----|-----|--|
dist moultarrieement	---|----|---------|
c esache stucertaine ment	-⌫|-----⌫|-|--------⌫---|
s e tulematinetbun	-⌫|-|-|------|--|
nerapelesmon chapelain	-|------|--|--------|
ser u i se etas ennor	---⌫-⌫-⌫-|-|||----|
la medetoi a	|-⌫-|-|--||
des hen nor	---⌫---⌫--|
ai nztrenteiorsdep artira	--⌫-|-----|---|---⌫-----|
etes dou leursdenfer ira	-|-|---⌫----||----|--|
e nl e sueque not esmoi er	-⌫||-⌫-----||-|-----⌫-|
le chapel ainsanz d elaier	-|------⌫--|---|-⌫-----|
fistrame ner	---|----⌫--|
quantil le u it	----|-|-|-⌫-|
chietetsili	----|-|-|-|
mer ci delui	---⌫-|-|--|
siliafethont eet ennui	-|-||--|----⌫|-|----|
ila mendoitasa deui s e	-|-⌫------||-|----⌫-⌫|
et b ien refaceson	-|-⌫--|-----|--|
en tel manie r ecomilseult	-|--|-----⌫-⌫|--|-|----|
puisquelamere d i e u	------|-|---|-⌫-⌫-⌫|
nel edo itmied esuoloir	-|-⌫|--⌫-|--|-⌫-------|
pesotlepres tre a sonuoloir	--|-|-|----⌫--||--|-----|
q uien l i	-⌫-|-|-⌫|
asensnesau oir	|---|-|---⌫--|
miracle pu et sau oir	------|--⌫-|---⌫--|
quesons er uisepasne	--|--|-⌫--⌫---|--|-|
douce me r edieusert	----|--⌫-⌫|---|---|
dexqui fontai ne	--|--|------⌫-|
estdep i tie	--|-|-⌫-⌫--|
monstre auamitie	------|-|-----|
etiors esbras leurtent	-|--|-⌫-|---|---|---|
etdeio ren	-|-|--⌫|-|
queil uiengnent apenitance	--|-|--------||--------|
et leurdonnegrantpo rueance	-|---|----|----|--⌫------|
damenderelsdeleu rpichiez	|------|--|-|---⌫|------|
mes il o nt silescuerssec hiez	--|-|-⌫-|-|--|----|---⌫---|
etuuitdamorde	-|---||---|-|
uoie deuerite	---|-|-----|
ne ueillentueniraamen d e	-|-------|----||----⌫-⌫|
deuantq ue desus ausd es cende	-------⌫-|----|--|-⌫--⌫----|
dou cielladeuine	--|---|-|-----|
qu oureignede france	-|-|-----|-|-----|
etp ar autret errespleuseurs	-|-⌫-|----|-⌫----|--------|
pech erresseset	----⌫-------|-|
pug n idexpordroit esentence	---⌫-⌫|--|--|-----⌫|-------|
carsuscelsg rieue	--|--|---|-⌫----|
pesti llen ce	-----⌫----⌫-|
e nuoi adoufeu infernal	-⌫----⌫|--|--|-------|
ausintcomp laiege neral	-----|--|-⌫---|--⌫----|
pourleurpesmes iniquit es	---|---|-----|-------⌫-|
parborsparuillesp arcites	--|---|--|-----|-⌫-|----|
homes fames ge neraume nt	----|----|--⌫-------⌫-|
ar d oien tde	--⌫-⌫----⌫|-|
c egri efto rment	-⌫|---⌫-|--⌫----|
pardr oite uanch ancedeuine	--|--⌫---|-----⌫---|-----|
nenullehumeinemedecine	-|----|------|-------|
contre ce mal n	-----|-|--||
est oitt r ouuee	---⌫--|-⌫-⌫----|
mesla hauteu irge ennor ee	--|-|----|-⌫---|-----⌫-|
qu i puetseur t outeforcehumeine	--⌫|---|---|-⌫---|----|------|
demiserico rdefonteine	-|--------⌫--|-------|
la pui ssancese stent	-|---⌫-----||-⌫----|
de sonfilzper eomnipotent	-|--|---|---⌫|---------|
ice llet respuissantraine	---⌫--|-⌫--|-------|----|
auma l porchacamed ecine	-|--⌫|-------|---⌫----|
aparut si c omlentroeue	-----|-|-⌫-|--|-----|
escritaune fameuueue	-----||--|---|----|
moul thoneste et bienren omme e	----⌫|------|-|---|---⌫----⌫|
deioile chatelert nee	-|--|-|-----|--|--|
nuit a premiersomme	---||------|----|
sedormoitcomme	-|------|----|
lendoitdorm ir atel ho re	--|---|----⌫-||--|--⌫-|
quantl adameq u elen ao re	----|-⌫|---|-⌫-⌫|--|--⌫-|
l esueilla	|-------|
dom lafa me s emeru eil la	--|-|--⌫-|-⌫|----⌫---⌫-|
p luseursclerset le i	-⌫------|----|-|--⌫|
en distrenttesmoign	-|-------|-------|
sapelapor uerite	|----|--|-----|
da med echartres	--⌫-|-⌫|-------|
e tditfeii oie	-⌫|--|--|-⌫--|
bonnefa me	----|--⌫-|
sachesqu e de	-----|--⌫|-|
chartre ssuidame	-------⌫|--|---|
tesoroisonset tesprie res	--|-------|-|--|----⌫--|
et tes anmo nnes	-|--|----⌫---|
bie nplenieres	---⌫|--------|
et tesi eunes m ontsi esmeue	-|--|-⌫----||--|-|-----|
a toiuenue	|--|----|
ca rgeai tantmonfilz prié	--⌫|-|-|---|--|---|----|
queil m aun don otr ié	--|-|||-|--|---⌫--|
par quo i liardante steindront	--|---⌫|-|-----|-⌫---------|
mesmonenseigneme ntten dront	--|--|----------⌫-|---⌫----|
tesuiuenuedire	-|--|----|---|
feileurfeireymagesdec ire	--|---|----|-----|-|-⌫--|
ch acunetroisdenierspesa nt	--⌫----|----|------|----⌫-|
enlenneurdie uletotpuissant	-||-----|---⌫|-|----------|
quiestun dieuen trinit e	--|--|-|---|-|------⌫|
et e sttreibles en	-|-⌫-|-------|-|
cellesachartre sof ferront	-----||-------⌫|--⌫------|
ouparautreso ff rirf eront	-|--|-----|-⌫--⌫--|-⌫----|
ainsi que fraudre niaitfeite	----|--|------|||--|----|
nequ echou sen	-|--⌫|----⌫-||
en seitdestrei te	-|---|-------⌫-|
autelse ra	----|--⌫-|
l offrendea le uurede mi glis e	|-------|||-⌫---|-||-⌫----⌫|
secefontlefeu esteindr a	-|-|---|-|--|--------⌫|
quetantnequa ntne reuiein dra	--|---|-|---⌫-|-|-------⌫--|
si esteindraen telmanier e	-|--------|-|--|------⌫|
nalumerai amesar r iere	|------|-⌫---|--⌫-⌫---|
lieuetoustsus	----|----|--|
san zdeleiance	---⌫|--------|
etaiesb ienfermecrea nce	-|---|-⌫--|----|----⌫--|
i o hentonp rouoi re	-⌫-⌫--|--|-⌫-----⌫-|
conteli ce stech ose	----|-|--⌫--|--⌫--|
quegeteidisteetreuelee	--|-||-|----|-|------|
et lidi quenceste	-|-|-|-|-|----|
lapreecheparlesiglises	-|------|--|--|------|
quis ont enlaprouincemises	--|-⌫--|-|-|-------|----|
l a fa mequifu	-⌫|--⌫-|--|-|
b ienc reant	-⌫--|-⌫----|
de cequert oian tet uoiant	-|-|-|--|----⌫|-|-----|
moultign e lementse	----|---⌫-⌫-----|-|
t a ntout queriennela greua	-⌫-⌫----|--|---|-|-|----|
n eneretardapointd	-⌫|-|------|----||
au pro uoire uinta elesce	-|---⌫----|---||-----|
of eieo de uo cion	|-⌫-|||--⌫--⌫---|
s i li conta	-⌫|-|----|
qu antcill auis i o n o i	--⌫--|--|-⌫|---⌫-⌫-⌫|-⌫|
bienlacrutet bien sesioi	---|-|---|-|---||----|
etdeioieprist a	-|-|---|----||
dieuetnost redamea	---|-|----⌫-|---||
apreschier tantost commen ca	|--------|------|------⌫-|
parle p aisde	--|-|-⌫--|-|
sa par oleet	-|---⌫--|-|
t elenfei sse ment	-⌫-|-----⌫---⌫---|
lesaud iteurspleisoit	--|---⌫-----|-------|
lahaute dame li	-|----|---|-|
decuil a p aroleuenoit	-|--|-⌫|-⌫----|-----|
espritli aprenoit	-----|-|-------|
cequildisoitet iour oit	-|-|-|-----|-||---⌫--|
desauditeursouroit	--|--------|-----|
al ap a roler eceuoir	|-⌫|-⌫-⌫---|-⌫------|
liardant le	-|-----|-|
crurent poruoir	------|--|---|
qui d oufe uerent tormenté	--|-⌫-|--⌫|----|--------|
homesetfamesa plente	----|-|----||-----|
p ouu reset riche s totencommun	-⌫---⌫--|-|-----⌫|--|-|-----|
touzlesmenbresor ent li un	---|--|------|--⌫--|-|-|
perduetliautre	----|-|-|----|
si comaloi tla maladi e	-|--|----⌫|-|------⌫|
auprouueir e tu ito b eire nt	-|--------⌫|--⌫-|-⌫-⌫----⌫-|
et uous de	-|---|-|
dou poisqu ilorentcomendé	--|---|-|-|----|-------|
e ta laha utemerede	-⌫||-|--⌫--|---|-|
chartreslesuoerent	-------|--|------|
queachartre s	--||-------⌫|
lesenuoerent	--|--------|
par l eu ramislei ausmesages	--|-⌫--⌫|---|---⌫--|------|
lenombre tr uisbien des ymages	-|-----|--⌫--|---|--|-----|
deu scensen iot	---⌫|---|-||-|
ets exante	-|-⌫-----|
li ure sl e me chant e	--⌫---⌫|-⌫|-|-----⌫|
chacunefususlautelmise	------|-|--||----|---|
et uindrentparloeuredeliglise	-|-------|--||----|-||-----|
meintenan tla uertu	---------⌫|-|----|
dou ciel enuo ia medecine	--|---|----⌫-|-------|
queliardantt antoust estaindren t	--|-|-----|-⌫------|----------⌫|
nul signede feu ne	--|----|-|--|-|
remeindren t	----------⌫|
oncoredex pl usi ouura	-----|--|--⌫-||----|
chacunses men bres	-----|--|---⌫---|
touz entierssanzpointd ede faute	---|------|---|----|-⌫|--⌫----|
ciotuert u poissantet	-|-|----⌫|-------|-|
etq uantlardeur fu touteestein te	-|-⌫---||-----|-|----|------⌫-|
la ch arqui ert	-|--⌫-|--|--|
commecha rbonarse etbr oie	----|---⌫---|---|-|--⌫--|
deuintb ellesaine etblan chie	-----|-⌫---|----|-|----⌫---|
qui er t etnoire etoribl e	--|--⌫|-|----|-|-----⌫|
cilaquirienn estimpo ssibl e	--||--|---||--|----⌫-----⌫|
idemost rab iensa p oissance	|------⌫-|-⌫--|-|-⌫-------|
etq ue uer slu igrant	-|-⌫-|---⌫|--⌫|----|
acointance	---------|
ha lauirgequi	-|-|----|--|
lamereuersson effant	-|---|---|--|-----|
poerdempetre r	---||-------⌫|
quantqu el quie rt	------|-|----⌫-|
quiaufilz afiert	--|-|---|-----|
mer e a sauolente	---⌫||-|------|
lunpoe restal	|-|---⌫|--|||
autreenté	----|----|
ain sintco nlirainsen	---⌫---|--⌫|-|----|-|
l a souche	-⌫|-----|
o rpriond ec ueret	-⌫|----|-⌫|-⌫--|-|
la damequell eparsagrace	-|---|-|---⌫|--|-|----|
u ers sonfi lz soitnostreauocace	-⌫--|--|--⌫-|---|-----|------|
dempet rer nousdouciell aioie	|-----⌫--|---|--|---|-⌫|---|
la m ereet le filznos	-|-⌫--|-|-|---|--|
qui par laprier e	--|--|-|-----⌫|
nos conduiede uantsonpere	--|------|--⌫---|--|---|
acuiestreyaumeetenpire	|--|--|------|-|-----|
ou rie n s neperistnen	-|---⌫-⌫|-|-----|-||
mestreioha n l e marcheant	-----|----⌫|-⌫|--------|
quedexgart destre mesc heant	--|--|---||----|----⌫----|
e t dointquetoziorzbien	-⌫|----|--|--|---|---|
ceste euur eadusqu achief cerch ie e	----|----⌫||----||----|-----⌫--⌫|
mildeux ce nss exantedeux an s	--|---|--⌫-|-⌫-----|---|--⌫|
puislincarn acionpa ssans	---||------⌫----|--⌫----|
deuxenseptembre	---|-|--------|
sicomparmonesc ript	-|--|--|--|---⌫---|
fu ceste besoigneacheuee	-|----|-------|------|
alen neu rla	||--⌫---⌫|-|
dameennore e	---|------⌫|
demi sericor defontaine	-|--⌫-------⌫-|-------|
degr ace seuronda nt	-|--⌫--|--------⌫-|
etpl e ine	-|--⌫-⌫--|
c este euure fut parleouuree	-⌫---|----|--|--|-|-----|
et comenciee etconsummee	-|--------|-|--------|
autensde nost re roisloi s	-|---|-|----⌫-|---|---⌫|
sa uue enso nsei ntpais	--⌫--|-|--⌫|---⌫-|---|
etsam ere qui ot	-|-|-⌫--|--|-|
nonblanche	--|------|
qui futdamepiteus eet fra nche	--|--|---|------⌫|-|---⌫---|
d exgartlirois et salig nee	-⌫-|---|-|---|-|-|---⌫--|
fameetenf a nzf re resm egn ee	---|-|---⌫-⌫-|-⌫--⌫--|-⌫---⌫-|
po rle roi etpo r le ssuens	--⌫|-|--|-|--⌫|--⌫|----|
se geupr i c est re isons	-|--|--⌫||--|--⌫----|
car laprouen de deperonne	--|-|------⌫-|-|------|
medon nalirois quibien	-|---⌫-|-|---|--|---|
ets egontdieutres t ozses	-|-⌫----|---|----⌫-⌫-|--|
dexlienrendeguerre dons	--|-|-|----|------⌫---|
