form Cilqu ifist	---|--|--⌫|---|
Ancestleusoituostrer epaires Et	-|---|--|---|-----|-⌫------|-|
uos t reamieiso i t reposte.	---⌫-⌫-|---||--⌫-⌫|------||
Texostex estboensatelosteQu i l	--|----|--|----||--|---|-|-⌫|
iachanbr es	||------⌫-|
etestuues E te ue chaudeparlescuuesQui	-|------|-⌫|-⌫-|-----|--|--|----|--|
uientpar conduitdes ozterre.	----|--|------|---⌫-|----||
Qui uoldroit leu aeisie ́ querreP ors	--|-------|--|------⌫|-----|-⌫-||
amiemetreet c ele rM outlicouandr o itloing alerEinz	---|----|-|-⌫---⌫|-⌫--|-|-------⌫-⌫-|----|---|---|
quil tr ouastsi	-|-|--⌫----|-|
couenab le .	-------⌫-||
Moutlet anro iza delitableQantuosauroi zpar	---|-|-⌫----⌫-||--------|---|--|-----⌫|--|
toteste ́.	--|----⌫||
Si li a Iehanz	-|-||-----|
totmos tré.	--|---⌫---||
Lo rsdistCligésIehan	--⌫-|---|------|----|
amis uosett rest ozuozoi rs fra n chis Etsui	---|--|-|-⌫----⌫-|--|--⌫-|---⌫-⌫---|-|--|
uostres trestotsanz bole .	------|------|---|---||
Cean zu uel	----⌫|-⌫--|
q uesoi ttote sol eMamiemes nel	-⌫-|---⌫|---|---⌫||---|--|--|
sachenu sForsuosetmoiet	----|--⌫|---|--|-|--|-|
lisanz plus .	-|---|---||
Iehanz r espon tuo stre mer c iOrauons	-----|-⌫-----⌫|--⌫---|---⌫-⌫|-|----|
asezestéci Ni	---|----|-|||
auonsoreplusque fei re	----|--|---|--|---⌫-|
meto nstostelrepeire.	----⌫-|---|-|------||
Bienau e z ditCligésresp on t Alon s nosa n.	---|--⌫-⌫|--|------|----⌫--⌫|----⌫|--|-⌫||
LorssanreuontSi sontissuf ors	---||-|-----|-|---|---|-⌫--|
En la u ile oentelret orQueliuns a	-|-|-⌫--|---|-|---⌫-|--|-|--||
l au trec o nsoilleuosnesau ezcon	|--⌫--|-⌫-⌫------|--|-|---⌫-|--|
gran t meruoil le	----⌫|-------⌫-|
empere riz S anté lidoint	------⌫--|-⌫----|-|----|
Sainz Espe rizA laboene damealasage	----|----⌫--||-|----|---||-|---|
Elegistanmoutgrantmalage	--|---|-|---|----|-----|
Qant Cligé s antantlemurmureAla	---|------⌫|-----|-|------||-|
co rtuintg rantal eüre Me sni otioien e	--⌫-|---|-⌫---|--⌫----|--⌫|||-|---|-⌫|
d eduitC artristeet	-⌫----|-⌫-|-----|-|
matestoient	--|-------|
tuit Por lempererrizquis efaint Ca rlimax	---|--||---------|--|-⌫|----|--⌫|-|--|
dontelesepla intNeli grieuenene	---|--|-|---⌫--|-|-|-----|-|-|
S aditatoz	||--||--|
quele n euialt Quenushomansa	-|--|-⌫|----|--|--|--|-|-|
chan breueingne	----⌫--|------|
Tantconcist max	---|--|---|--|
teingne Donli cue rslid ialt	------|--|-|---⌫-|-|-⌫---|
et lichiésSeliro isn	-|-|-----|-|-|--⌫-||
est il ous es nié sCes.i i .	--|-|-|-⌫-|----⌫|--|--⌫-⌫|
eleescondire Mes se l emp e reressess ir eNe	--|--------|--|-||---⌫-⌫----|--|-⌫--⌫|-|
enchauti l.	-|----|-⌫||
A g ranttortetagrantperil	|-⌫---|---|-||----|----|
P orCligés	-⌫-|------|
metrela couient De c eli p oise quil ne	----|-|------|-|-⌫|-|-⌫---|-|-|-|
uientCarrien fors luiueoirnequiert.	----|--|---|---|--|----|-|-----||
C lig éspar tansdeuantl iiertT antqu il li	-⌫---⌫--|--|---|-----|-⌫|---|-⌫--|-|-|-|
aura reconté	---|-------|
Ce quilaueüet troué.	-|-|-||---|-|-----||
Deuantli uintsi	-----|-|---|-|
lia ditMes	-||--|--|
moutidemora petit CarFenice	---||-----|----|--|-----|
porc e qu ancuitQuecequeli	--|-⌫|-|-|---|--|-|--|-|
ple stlienuitA dit	---⌫-|-|----||--|
anhaut F uiezfuiezTropme	-|---|-⌫---|----|---|-|
greuezete nuiezCar si	-----|-|-⌫----|--|-|
suidema lagreueeIanen seraisai nn e	--|-|--⌫|------|-||-|----|---⌫--⌫|
Cligésc u icist mo zat alan te S	------|-⌫-⌫|---|--⌫|--⌫----⌫-||
a nuetfei sant chiere	-⌫|--|---⌫---|-----|
d olante Quainz s idolanteneueïstes.	-⌫-----|-|---|-⌫|------|-|-------||
Mout puete s trepar defors	---|---|-⌫-⌫--|--|-----|
tristesMes	------|--|
se s cue rsestsi	--⌫|---⌫-|--|-|
liezdeda nz Cara s ai oieest atendanz .	---|----⌫-|--||-⌫|-⌫--|--|-------||
Lempererrizsa nzmalqu eleaitSeplaint	|---------|--⌫-|--|-|--|--|-|-----|
et maladesefaitEtlemper eres	-|-----|-|---|-||-----⌫---|
quilacroitD eduelfeire	--|-|----|-⌫|---|----|
ne se recroitEtmire squerreli e n uoie	-|-|------|-|----⌫|-----|-|-⌫-⌫---|
Meselneu ia ltquenuslauoi eNe	--|-|-|-⌫--⌫-|--|--|-|---⌫|-|
lesleisse ali	--|-----||-|
Ce pue t le mpereor pes erQu	-|---⌫||-⌫------|---⌫-|-|
eledit que	--|--|--|
ian iauraMir e fors.i.	-|||---|---⌫|---|--|
quili sauraLegieremantdonersanté Qantlui uendraa	--|-|----|----------|----|-----|---|--|-----||
u olanté .	-⌫------||
Cilla feramorir	--|-|---|----|
ou uiu re Ancelu i semeta del iur e	-|---⌫-|-|----⌫|-|--||---⌫---⌫|
Etde santéetdesauie	-|-|-----|-|-|-|--|
DeDeu cui dentque eledieMes	-|--|---⌫---|--|--|--|--|
moutama le	---||--⌫-|
enta ncion Q u ele nantants	----⌫----|-⌫|--||-----||
aCligésnon C estse sd ex qui	|------|--||--|--⌫|-⌫-|--|
g arirEtquila	-⌫---|-|--|-|
puetfeire morir.	---|----|----||
empererriz segard eQue	---------|-|----⌫|--|
nes anpra nt	-||-|---⌫-|
garde Neleneuialt mangier ne	----||--|-|----|------|-|
boiur e Porlempe reo rmialzde çoiure	-----⌫|--||----⌫---⌫|----|--⌫------|
Tantque toteestet pa leetpe r se.	---|--|---|--|-|--⌫-|-|--⌫-⌫-||
Etsa mestre antor liconuerse	-|-|-----|----|-|-------|
Quip a r moutme rueilleuse guile	--|-⌫-⌫|---|--⌫---------|----|
Aquis partrestotelauileCe leem antquenusnel	|---|--|-------|-|---|--⌫----⌫--|--|--|--|
sot Desonentouchemen t	--|-|--|-----------⌫|
De mortelmalsanzgarison.	-|-----|--|---|------||
Pormialzfeirela trai ̈s o nLaloituisiter	--|----|----|-|----⌫--⌫-⌫||----|------|
moutsou antEt si limetoitancouantQuele	---|---⌫--|-|-|-|-----|-|-----|-|--|
d eson mal.	-⌫|--|--||
Achascuniorunor inalLiport o itpor	|------|--|-|--⌫---|-|----⌫-⌫-|--|
ueoirs orine	----||----|
Ta ntq ueleuit	--⌫-|-⌫|--|--|
quemedecin eI amese idier neliporroit	--|-------⌫|-⌫|--|-⌫----|-|-|------|
Etmeïsmes ce	-|-------|-|
iormorroit.	--|------||
Cele alo rine raporteeSi	---|||-⌫---|-------|-|
la es troitemant	||--⌫---------|
gardeeTant q ue l empereres leua.	-----|---|-⌫-||--------|---||
Maintenant deua ntluisanuaSili distSe	---------|----⌫-|--||-|-|-|-|---|-|
uos comandezSiretoz	--|-------|---|--|
uo zmires mandez Carma	--⌫|----|-----|--|-|
dame a s orinef e ite	---|||----|-⌫-⌫--|
Q u id e cest	-⌫-⌫|-⌫|---|
ma l moutsede sheiteSiuia ltquelimirela	--⌫|---|-|--⌫-----|-|---⌫-|--|-|---|-|
uoientMesqueiade u ant line	-----|--|--|-|--⌫-⌫--|-|-|
Li mire u ind rentanlasale	-|---|-⌫---⌫---|-|-|---|
Lorine uoie ntpesme et	|----|----⌫-|----|-|
male Sidit	---|-|--|
chasc u ns ce queluisa nbleTan tqua	-----⌫-⌫-|-|--|--|--⌫---|---⌫|-||
ce sacorde ntan sanble	-||------⌫-|--⌫-----|
Que iamesne re spasseraNe ianone	--|-|--|-|--⌫-------|-|-|---|
nepasseraE t setantui t dont auplusta rt	-|------|-⌫|-|---|--⌫|---|-|---|--⌫-|
An pran dra	-|----⌫--|
amea sapart.	--||-|---||
Ce ont a consoil	-|--||------|
mu rmu ré .	--⌫---⌫--||
Lor s lora ditetconiuré L enpereresqueu oi r	---⌫|--||--|-|-------||--------|--|-⌫--⌫|
an di ̈e nt	-|--⌫--⌫-|
Cil respon entquil	--|------⌫--|-|-|
nese fïent De neantanson	-|-|-----|-|----|-|--|
respasserNenepor ranon epasser Quel n	--------|-|-|---⌫-|---⌫|-----|-|-||
ai teinçois	--⌫|-------|
lam erendue.	|--⌫|-----||
Qantlap aro leaentandue Lemper ere	---|-|-⌫---⌫-||-------||-----⌫--|
a poinn es setientQue	|-----⌫-|-|----|--|
pasm ezaterrene uientEtmaintde sautresqui	----⌫-||----|-|----|-|----|--⌫|-----|--|
Onques mes	-----|--|
genttelduel	---|--|---|
ne fir ent Con lorsotp ar	-|---⌫--|--|---|-|-⌫-|
totl epala is	--|-⌫|----⌫-|
La paroledeldueluoslaisSauezqueTessal apo rchace	-|-----|--|---|--|---|----|--|------⌫|--⌫-----|
Qu ilapoison destr anpre etbr a ce	--⌫|-|-----|-----⌫----|-|--⌫-⌫-|
Destre mpree l aetbatue Deloi ngse fu	------⌫----|||-|----|-|---⌫-|-|-|
aparce üeDet otquanque	------⌫--|-|-⌫-|------|
elesauoitQua la pois o n	--|-----|-||-|----⌫-⌫|
mestierauoit.	------|----||
petit einzl orede none Lapoi sonaboiur e	----|---||--|-|---|-|---⌫--||-----⌫|
Etlorsdes quelel	-|---|--|-|--||
otbeü eLiesttrobleelaue u ̈ eEta	-|----⌫|-|--|------|-|--⌫-⌫-⌫|-||
le uissipalee t blan c Cons ele	-|--|-|---|-⌫|----⌫|--||--|
e üst p erdulesanc Nep iénemain	-⌫---|-⌫---|-|---|-|-⌫--|-|---|
neremeüstQuiuiue e sc orchi er la	-|-------|--|---|-⌫--⌫-----⌫-|-|
deüst N elnese crosleneditmo t	-----||-|-|-|-----|-|--|--⌫|
Etsantantele bienetotLeduel	-||-----|--|---|-|-|-|---|
quelempereresmainn eEt le	--||--------|-----⌫|-|-|
c ri don las aleestplainne.	-⌫-|--|-|-⌫--|--|------||
Etpa rt ote lauil ecrïentL es genzqui	-|--⌫|-⌫--|-|---⌫|------|-⌫-|---|--|
pl orent et quidïentDexquel	--⌫----|-|--|-----|--|---|
enui et quel contraire Nosa f etl a morz	---|-|---|--------|--||-⌫-|-⌫|---|
deputaireMorztropes	--------|---|---|-|
ma l eetcouoiteu s e Etsorprenanzeten uie use Qui	--⌫-⌫|-|--------⌫-⌫|-|---------|-|--⌫---⌫--|--|
nepuezes tresaoulee.	-|---|--⌫--|------||
Onq u esmessimale	---⌫-⌫-|--|-|---|
g olee N e po ïstu	-⌫---|-⌫|--⌫--|-|
d onerau monde .	-⌫---|-|----||
Morzquas tufet	---|-|-|-|--|
Dex teconf onde Qui astote b iautéestai nte	--|-|----⌫---|--|-|---|-⌫-----|-----⌫--|
Lameil lo rchoseet	-|----⌫--⌫|----|-|
laplussain teA socise	-|---|----⌫-|-⌫|----|
se ledurastQueo nques afeireandurast.	|-⌫-|-----|--|-⌫----||----|-------||
T ropest Dex degr an t pacienceQant ilte	-⌫--|--|--|-|--⌫--⌫|-------|---|-|-|
d oneau oirpuissance D essoeschosesdepecier.	-⌫--|--⌫--|--------|-⌫-|---|-----|-------||
deüst DexcorrecierE tgitierhorsdeta b ataille	-----|--|--------|-⌫|-----|---|-|-|-⌫------|
Cart ropas	--|-⌫--|-|
fetgrant anuiai lleEtgrantorguel et grantoltrage	--|----|------⌫--|-|----|-----|-|----|------|
lip ueplesenrageTordentlor po inzbatentlor	-|-⌫-----|-----|------|--|--⌫--|-----|--|
liclercanl isen t	-|----|-|-⌫----⌫|
lor sa u mesEtprïentp o rla boenedameQ ue	--|--⌫-⌫--|-|------|-⌫-⌫|-|----|---|-⌫-|
Dexmerci li facealame .	--|----|-|---|||--||
lermes etl e scriz Sicontesmoin gn e	-----|-|-⌫-⌫|---|-|--|-------⌫--⌫|
liescri zSontuenu troifisicien DeS alernem out	-|-----⌫|---|---|---|-------|-|-⌫-----|-⌫--|
ancienOu longuemant o rent estéPorle d uel se	-----|-|---------|-⌫---|----|--|-|-⌫--|-|
sonta resté Sidemandent etsi anquie rent	---|-⌫-----|-|--------|-|-|------⌫---|
Donlicri etleslermesierentPor	--|-|--|-|--|-----|-----|--|
afolent etconfondent.	------|-|---------||
Cillordïent quilo rrespondentDexseignor	--|--|-----|--|--⌫|---------|--|------|
don nels au e z u osDecedeuroit ansanb le	--|--|-⌫--⌫-⌫|-⌫-|-|-|------|------⌫-|
o nosDesuer tozl imondesatireSil	|--|-----|--|-⌫|-----||---||-|
sauo itlogr antduelet l	----⌫-|-|--⌫--|---|-||
ireE t ledom ageet	--|-⌫|-|---⌫--|-|
lagrantperteQuan	-|----|----|-|-|
cestior nos est aouerte.	---|--|--|--|------||
Dexd om estesuos donc uenuQui nesauezqu	--|-⌫-|----|--|---|---|--|-|----|-|
esta uenuOrendro i tancestecité	--|-⌫---|-|-----⌫-⌫|-|----|----|
Nosuos dir o ns la	--|--|---⌫-⌫-|-|
ueritéC ar aco npaign ieruosuolon s A u duel	------|-⌫-|---⌫------⌫--|--|-----⌫|-⌫|---|
decoinosnos	-|--|--|--|
Ne s auezdelamortd estroi te Qui	-|-⌫---|-|-|---|-⌫------⌫-|--|
tot desirre ettotcou oi teEt en toz	--|------|-|--|---⌫--⌫-|-|-|--|
mialzag aiteQuelfelenieaeleor	----|--⌫---|---|------||--|-|
faiteSicom eleanest cos tumiereDune	----|-|--|--|-|--|---⌫------||--|
clartédu nelum iere Auoit Dexlemont	------||-⌫-|---⌫---|----|--|-|---|
Ceque Morz	-|--|---|
a acos tuméNepuetm üer queleneface Toz	|----⌫----|-|---|-⌫---|-|--|-|---|--|
iorza sonpooir esface	---||--|----|-----|
Lemialzqu e ele puettr ouer.	-|----|--⌫|--|---|--⌫---||
Oruial tsonpooi resproue rSa	-|----⌫|--|----⌫|-------⌫|||
prisplusdebienenunc orsQ u	---|---|-|---|-|-|-⌫--|-⌫|
el en enalessie ́deforsSeleeu ̈st	--⌫||-||------⌫|-----||--|--⌫--|
totle monde pris Neü s tele	--|-|----|---||---⌫-⌫|--|
miefe t pis.	--|--⌫|--||
B iau técorteisieet	-⌫---⌫--|--------|-|
sauoirEt quanq uedamepue tauoirQu	-----|-|-----⌫-|---|---⌫|----|-|
apartenirdoie a bontéNos at oluet mescon té	--------|---||-----|--||-⌫--|-|------⌫--|
Lamorz qui tozbiens	-|---|--|--|----|
aperi zEnmadamel	|----⌫|-|-|---||
empererrizEn sinosa	---------|--⌫-|--||
lamorztuez .	-|---|---||
HaDexfont limire	-|--|---|-|---|
tuhezCeste cité	-|--|----|----|
bienl esauomes	---|-⌫|------|
Q antg rantpie çauen un	-⌫--|-⌫---|---⌫-||---⌫||
Senosfussie nsuenudeshierM outse	-|--|------⌫-|---|--|---|-⌫--|-|
poi ̈stlamorzprisier	---⌫--|-|---|------|
Seaforc e riennost olsist.	-||----⌫|---|--|-⌫-----||
Seignormadame ne uolsistPorr ienque	------|-|---|-|------|--|-⌫--|--|
uos laueïssiezNequalip oinne	--|-|--------|-|-||-|-⌫----|
mei ̈ssiez .	---⌫-----||
Desboensmiresas sezi	--|----|----|--⌫--||
otMeso nquesmadamene p lo tQue	-|--|-⌫----|-|---|-|-⌫--⌫|--|
unsneautreslaueïstNedes onmals	--|-|-----|-|-----|-|-|-⌫-|--||
an tremeï st .	--⌫-------⌫-||
N onpa rf oi	-⌫-|--⌫|-⌫-|
Lorslor souintde Salemon	---|--|-----|-|------|
Ques af a meta n t lehaïQuec o memort ele	--|-⌫|-⌫-⌫-|--⌫-⌫|-|---|--|-⌫-⌫-|----⌫|-|
Espoirautela	-----|----||
ceste fet Mes se	----|--|--|-|
par nulplet Feir etantqueillasantiss en t	--|--|---|----⌫|---|--|-|-|-------⌫--⌫|
homnez por quanmantissen tSebarat	--|--|--|-|-|---------⌫|-|----|
ipue e n tueoir	|---⌫-⌫-⌫|----|
Que iln endïenttot	--|-||-|-----|--|
l euoi r .	-⌫|---⌫||
uerslators	---|-|--||
anuont maintenant Ou lenn	-|---|---------|-||-||
oïst pasDeutonantTel n oise ettelcri i	----|--|--|-----|--|-⌫---|-|--|--||
L imestr e sdax quipluss auoit	-⌫|-----⌫-⌫||-|--|---|-⌫----|
lab iereaprochiez.	-|-⌫---|--------||
NusnelidistNi atochiezNe	--|-|-|---|||-------|-|
nus arrier eneleno s te.	--|------⌫|-||-|-⌫-⌫-||
sor lacoste Li	--|-|----|-|
met la main	--|-|---|
sanz dot eQue	---|---⌫|--|
ele a elcors lametote Bienle	--||-|---||--|---|---|-|
set et bienl	--|-|---||
a parc ̧oit.	-⌫----⌫---||
Le mpereordeuantluiuoit Quide	|-⌫------|-----|--|---|--|-|
duel safoleetoc it Enhau ts escrie	---||----|-|--⌫-|-|---⌫||-----|
silidit Empe rere sconforte	-|-|--|----⌫----⌫|-------|
to i Ie saicertainnemantet uoi Que	--⌫|-|--|------------|-|--|--|
c estedamen estpasmorte .	-⌫---|---||--|--|----||
Lei ssetonduelsitec onforte	---⌫--|--|---|-|-|-⌫------|
Carse uiu e	--|-|---⌫|
ou tumepan t.	-|-|-|---⌫||
Ma intenant a beisse etacoise	--⌫-------|-⌫-----|-|-----|
P arlepalésto te	-⌫-|-|-----|--⌫-|
emperere sdi t	--------⌫|--⌫|
au mire Cor liloistcomanderet	-|---||-|-|----|-------|-|
direSauolantétotadeliu reSel	---|-|-------|--||-----⌫-|-||
empererrizfet	---------|--|
reuiureSorlui iert sire	------|--|--|---|---|
etcomanderresMespanduzsera	-|----------|--|-----|---|
comeler res	---|---⌫--|
Sei llia ma nt i de rien .	-|-⌫|-||--⌫--⌫|-|---||
E tci lresp ontIelotro i bien	-⌫|--⌫|----⌫--|-||----⌫|---|
N e iade moi n ai ezmerci S	-⌫|-|-|--||--⌫-|----||
auospar l er ne lafaz ci	|--|---⌫-⌫-|-|-|--|-|
Tot sanzp anseretsanz c uidier.	--|---|-⌫----|-|---|-⌫-----||
Fai tesmo icestpalé suui dier	---⌫--|--⌫|---|-----⌫|---⌫---|
Queunsneautresnirema ingne	--|--|-|-----|||----⌫----|
Lema lqui ladame me haingne M estue t ueoir priueema nt	-|--⌫|--|-|---|--⌫------||-----⌫|----|--------⌫-|
Cistdui mir etantseul emantAuoecm oiicireman dront	---|--|---⌫|---|----⌫----|----|-⌫-|--|-----⌫----|
conpa ign ieso nt Et tuitli autre fors s	-----⌫---⌫-|--⌫-|-|---|-|----|---||
anissent .	-|-----||
C estechos eco ntredeïssentCligés I eh anzetTessala	-⌫---|----⌫|--⌫------------|------|-⌫--⌫--|-|------|
Mestuitcilqui estoient laLe	--|---|--|--|-------|-|-|
poïssenta maltorner S illeuol sissenttrestorner Por	--------||--|-----||-|-|---⌫------|---------|--|
cesetei sent etsi	-|-|---⌫---|-|-|
lo entCeque asaut res loe roent S isont	--⌫--|-|--|-|---⌫--|---⌫|---|-⌫|---|
forsdelpale ́sissu	---|--|----⌫-|---|
Et li tro i mireontde scosu Lesuaire	-|-|---⌫|---|--|--⌫----|-|-----|
forceOnq uesniot costel nef orc e Puis	----|---⌫--|||-|-----|-|-⌫---⌫|---|
li dïen t Dame n aiez	-|-----⌫|---||---|
Peorne n euosesma i ezMes	---|-|-⌫|--|----⌫-⌫-|--|
parlez totseüremant .	-----|--|---------||
Nossauonsbiencert ainnemant Que	--|-----|---|----⌫--------|--|
toteest ess a inne etheitiee	---|---⌫-|-⌫-⌫---|-|------|
Mes soiezs ageetafeitiee	--|----|-⌫--|-|-------|
Ne de rienneu os	-|-|---|-|-⌫-|
des perez Car seconsoilnos requerezTuit tr oi uos	---⌫----|--|-|------|--|-------|---|--⌫-|--|
ass e üreron sQu	---⌫-⌫-------⌫|-|
anozpooirsuoseiderons .	|--|-----|--|-------||
Nel deuez mie refuser.	--|----|--|------||
Ensilacuident amuserEt	---|-|------|-----|-|
des c ourir mesnelo rualtQu el	---⌫-⌫----|--|-|--⌫|---|-|-|
li n anchaltDel seruise qu il li	-||-|----|--|------|-|-|-|
prometentD egran t oiseusesantremetent .	--------|-⌫|----⌫|------||----------||
Etq uantli	-|-⌫---|-|
fisicienuoie nt	-------|----⌫-|
Queuer s li rienn	--|---⌫|-|---||
esp loiteroientParl osenge	---⌫----------|--|-⌫-----|
nepar proie reLors	-|--|-----⌫-|---|
fo r sde la bie re	--⌫-⌫|-|-|---⌫-|
E tdïent seleneparol e	-⌫|-----||--|-|-----⌫|
Quelset anraancuiporfoleQ ue il fero n t	-|-|-|-⌫---|----|--|---|-⌫-|-|----⌫-⌫|
t el emeruoilleDeli qu	-⌫--⌫|--------|-|-|-|
lapar oilleDenul cors	-|---⌫----|-|--|---|
def amech eitiue .	-|-⌫--|--⌫-----||
Bien sau onsque	---|---⌫--|--|
uos estes ui ue Ne	--|----|--⌫-|-|
nos nedaig niezBiensauonsqueuos uos faigniez Si	--|-|----⌫---|---|-----|--|--|--|-------|-|
traïssiezl empereor.	---------||-------||
Naiez miedenospeor	|---|--|-|--|---|
Me ss e nusuos acorreciee Einçois	--⌫|-⌫|--|--||--------|-------|
queuos aiensblecieeu ostrep leisi rnos desc ourez Ca r	--|--|----|------|-⌫----|-⌫-----⌫|--|----⌫----|--⌫|
tr opuil enemantour ezEt nosuosseronsen	--⌫-|---⌫------|---⌫-|-|--|--|-----|-|
a ïe Oudesauoiro u de f olie	-⌫--|-|-|-----|-⌫|-|-⌫---|
Ne puet estre rie nnelor ualt.	-|---|----|---⌫|-|--|---||
Lo rs lidoneren t	--⌫-|-|-------⌫|
