B oinecanc honplairoituous	-⌫---|----⌫--|-------|---|
bontéOtroiem oiq uele pui sseencontr er	-----|-----|-⌫-|-⌫-|-|---⌫--|-------⌫-|
Si q ue la	-|-⌫-|-|
gu er r epuisse touteaffinerEt essa uchiersa i ntecrestïenté Pa r	--⌫--⌫-⌫|-----|----|------|-|----⌫-----|--⌫-⌫--|-----------|--⌫|
maniere p uissecest camp	------|-⌫----|---|---|
habitpuisseencor retor ner.- Ostesdist	----|-----|----|-----⌫---||----|---|
ferésUn poi	-----|-|--|
me stuetdormir	|-⌫----|-----|
etreposerMais	-|------|---|
pr isichie rque	--⌫|-|----⌫|--|
uosm auésEs uilliésmoi qu antle paienöés.	--||----|--⌫-------|--|--⌫--|-|----|-----|
Dis tBernars Sireassëur uous dormésGarderai	---⌫|------|---|------|---|------|-------|
uousiama ren	---|-|--⌫|-|
do ut erés.Qua nto tGuillaumesson ce ual	--⌫--⌫-----|---⌫-|-⌫|---------|--|--⌫--|
at ournéIlsend o rmi	--⌫-----|-||---⌫-⌫--|
ioustelefusöefBerna r slipreusleprent	-----|-|-|----|-----⌫-⌫|-|----|-|----|
a tastoner .Mais mout	|--------⌫|---|---|
p etitailuecseiornéQuantill estut feru e s ti ret	-⌫---||----|-------|----|-||----|----⌫-⌫-⌫--⌫|-|
le sëussentlaiens en la c itéIa	-|--------|-----|-|-|-⌫---|-|
fu stlio stes Bernart bien	--⌫-|-|-⌫---|------|---|
reuidésMais il	-------|---|-|
nel seu ent ta nt	--|---⌫--|--⌫-|
par fub ien c elé.Atantes uous	--|-|-⌫--|-⌫----||---|-|---|
lepai enYsoréUnegrantl ieueains qu ilfust	-|---⌫-|-----|--|----|-⌫---|---|-|-|---|
a i orné Ses	-⌫-⌫----|--|
Sarrasinsfaitarmer	--------|---|----|
en l ortre ́s.Si gnorfai til	-|-⌫-|---⌫--|--⌫---|---⌫|-|
ch iendroit	--⌫|------|
matend ésSeiaimes tiers e corre	|-----⌫--|-||-|---⌫---|-⌫-⌫----|
me uenés. SeioupooieLöëy	-|------|-|--|----|-----|
atra perIo uliuo lro ietous les menbre s colper .Anuit sonioie	----⌫--|--⌫|-|--⌫---⌫-|---|--|------⌫|------⌫|----|------|
uo squieracelerQ ue la ien sertGuillaumes	--⌫|----||----|-⌫-|--⌫---⌫|--|---------|
auc ortnésS ise	-|-⌫--|---|-⌫|-|
uenoitcontre moi	-----|-----|--|
Or iuo isiou p ourmonsongeauer er.	-||--⌫-|--|-⌫--|--|----|----⌫--|
Sarrasin l on t aMahon	-------||--⌫||----|
c oman d éQuile	-⌫----⌫-⌫-|--|-|
ramaint hailiegreetensanté. Li Turss	------|--------|-|-|------|-|---||
sonm alencontrerPar force quide	--|-⌫-|--------|--|----|----|
de str uirelac ité. Iuscala	--⌫---⌫---|-|-⌫----|---||-|
aresté sAhaute uoiscomencha acrïer Rois	-------⌫||----|---|-------||-----|---|
Löe ̈ys tu aies maldehé Se tune ui enscha	----⌫--|-|---|--|----|-|-|-|--⌫--|--|
moiiouster.	--|-------|
Be r narslöili	--⌫-⌫---||--|-|
sansliestmüésGuillaumeesueil le	---|-|--|-----|--------|------⌫-|
coiemen tet	-------⌫|-|
so ̈efSire	--⌫--|---|
d istilpoursaintecarité	-⌫--|-|---|-----|------|
I aestuenusli	-⌫|--|----|-|
paiensYsorés.Dieusdist Guillaumestu soies aoré sIl	-----|-------|----|---|---------|-|----|-----⌫|-|
saillisuss alauberc	-----|--||||-----|
endosséBe rnars lilace son ue rt helme	-------|--⌫----|-|---|--|--⌫-|----|
gemmé Etli	-----|-|-|
q uens chai nst lebranc	-⌫---|----⌫--|-|----|
ason costé.A uceualuintsil	|--|------|-⌫|----|---|-||
aestroitch angléDe laiensists	|------|--⌫-----|-|-----|--||
estes arc honsmon tés S ot	--|-|---⌫---|---⌫---||-|
paienmo ut	----|--⌫-|
grantfriente mene r.Di eusd istGuillaumescon	----|------|----⌫-|--⌫--|-⌫--|---------|--|
cis glousestderué sSainteMari eetcar me	--|----|--|------⌫|-----|----⌫|-|--|-|
secorésDist	-------|---|
BernarsSire seuous	------|---|-|---|
le comandésGiraioduou s foi que doi	-|--------||---|-|---⌫|--|--|--|
DamedéNenil distilfrere uousn iuenrés	------|----|---|-|----|---|||------|
seruiceuous	------|---|
renchmerciset grés	----|-----|-|----|
Deu os tre amore tde	-|-⌫--⌫--|---|-⌫|-|
uo boinhostel Se	-|---|-----|-|
iou uiflonges grantpreui	--|--|-----|----|---||
auerés.DistBernarsSire a Damedieualés	-------|---|------|---||-------|----|
Gr a ntpaourai d e	--⌫-⌫-|----|-|-⌫|
uoussim äitDés.Ia	---|-||---|----|-|
mais iouquit	---|--|---|
s irene reuen rés	-⌫--|-|-----⌫---|
paiensesttropdesmesure ́s S il uouso cit gen	-----|--|---|---------⌫-||-|---|-⌫--||-|
serai mout	----|---|
torb lés. Lorscommenchatenre mentaplore rSespoinsdetortsi	----⌫----|---|--------|-----⌫---||-----⌫|--|----|-----|-|
formentcrïé.Et di stGuill aumesFrer eneu o usdoutésIou	------|------|-|--⌫-|-----⌫----|----⌫|-|-⌫-⌫-|------|--|
reu enraise Diexl adestiné.Aicest mot	---⌫----|-|---|||--------||----|--|
ale ceual hurtéDes	|-|----|-----|--|
es p erons p arandeus l escostés Et	--⌫-⌫----|-⌫-|-----|-⌫-|------|-|
i l lisautquinsepiés mesurés.	-⌫|-|---|-----|----|--------|
Le ceualbrocheli	-|----|-----|-|
marcisFi erebrace	-----|--⌫-------|
auaitasoncol	----||--|--|
pointdet arge Maisen sonpoingteno itl	----|-|-⌫---|---|-|--|----|----⌫-||
esp eetraite.uersYs oré	---⌫-|------|---|--⌫---|
senuientparire faite Ouqu	|-|----|--|--|----|-|-|
i lleuoi tfier ementlenar aisne	-⌫|-|---⌫|----⌫----||-|--⌫----|
Cuiuersdiua	------|-|-|
licorsDieuma ltefaceLaiss e	-|---|---|--⌫|-|---|-----⌫|
dormir Lö e ̈yen	-----|---⌫-⌫-|-|
sa sale Quantcha ue nismoutfes isgr antoutr age	-|---|----|--|--⌫--|---|---⌫-|--⌫--|----⌫--|
Seiouuif auquescertes	-|--|--|-----|-----|
mar ient ras tes.Se Di eus garist etmon	--||---⌫---⌫---|-|--⌫--|-----|-|--|
corset mes	---|-|--|
armesIoutetauraile ciefso urlesespau les.	----|--|-|-----|-|---|--⌫-|--|-----⌫---|
trop fait as Fra nch oi sgrant damageQuant	---|---|-|---⌫---⌫--⌫|----|-----|----|
tu af orcees	-||-⌫---|-|
lo rmarcesL esgensdestruitesl esabëies arses Et en	--⌫|-----|-⌫-|---|---------|-⌫-|------|----|-|-|
m is leroi en gaue .Chepoisem oif oi	-⌫-|-|--|-|----⌫|--|----|-⌫-|-⌫-|
q ueioudo i saintBlaiu e	-⌫-|--|--⌫|----|-----⌫|
Quant chauenisnet etieng	----|--|----|-|-⌫|----|
miea s ag eMaisse Dieuplai st	--||-⌫--⌫|---|-|---|----⌫-|
ertuen ganc efaite.Ysoréslotmais ne	--|---⌫----⌫|-----|------||-|---|-|
lienest ga i res.Ason	-|-|--|--⌫-⌫---||--|
coltientli glous	--|----|-|----|
unegranthace	--|----|---|
Litre nch ans ot	-|---⌫---⌫--|-|
unpié et demie	-|---|-|----|
aune Quan que	---|----⌫--|
ilotnepriseun emaaille Moutfierement a	-|-|-|----|--⌫|------|---|--------||
a rraisniétGuil laumeQu ies tuuaMahometmal teface	-⌫---------|----⌫----|--⌫|-|-|-|------|--|-|---|
enuoiaamoion	-----||--|-|
cestepla ce	----|---⌫-|
Etdi stliq uens Ioui uingpo ur	-|--⌫-|-|-⌫---|--||---|--⌫-|
combatr e.Dist Ysor és Queuaura tabata ille	-------⌫-|---|----⌫--|--|----|-|----⌫---|
Se deteushoumes	-|-|---|-----|
iauoit uint e t quatr eSes	|----|---|-⌫|-----⌫|--|
ochirr oi eainsquecreuast liaube.	------⌫--⌫|---|--|------|-|----|
Diexd istGuillaume sco m cisSa rrasinsplaide	---|-⌫--|---------⌫|--⌫|--|--⌫------|-----|
ci qu antioune mi assaieAlermen	-|--⌫--|--|-|||-----|---||-|
uoelains qu e	---|---|--⌫|
li s olaus	-|-⌫----|
ra ieCarneuoel	--⌫-|--|-|---|
pasque Löëysmi	--|--|------|||
Se cise stmorsperduerentli	-|--|-⌫-|---|----|----|-|
autre.Distaupai enTues	-----|---|-|---⌫-|-|-|
moutdeputairePetit meprise s etiou	---|--------|----|-|-----⌫|-|--|
netepris ga i re s.	-|-|---|--⌫-⌫--⌫-|
desfideso rem aistegaite Aicestmot	----|--|-⌫-|-⌫--|-|----||----|--|
uerslepaiens	---|-|----||
esla isse. uoi	----⌫----|--|
leYso rés	-|---⌫---|
apoi quil n	|--|-|-||
en esrage Lahace	-|-----|-|---|
ses de usmains	--|--⌫-|----|
le h auceFiert entle conte q uemienel	-|-⌫---|----|--|-|----|-⌫-|--|-||
hiaum equ e tre s totlienbare. Iusenab at	-----⌫|--⌫|---⌫-⌫--|-|------|--|-|--⌫-|
e tberilse t	-⌫|-----|-⌫|
top ascesMais del a coiffe	---⌫----|---|-|-⌫|-----|
n epotil trenchiermai ll eLicos fu	-⌫|--|-|--------|---⌫--⌫|-|--|-|
gransqu i co ntreuall igla ce.Diexdistli	----|--⌫|--⌫------|-⌫|---⌫--|---|---|-|
quen scomchis	----⌫|--|---|
cu uersmehasteSedetel scos medonast	--⌫---|-|----|-|-|---⌫|--|-|-----|
hui maisgaire sMaisne	--|---|-----⌫|---|-|
uenr oiea rriere enl ermitage.M aiss eioupuis esploitie r	----⌫--|-⌫-----|-||--------|-⌫--|-⌫|--|---|---------⌫|
saintIake Ia lidonra it el	----|---|-|-|-----⌫|-⌫-|
copparmises	--|----|--|
ar mesFors ertli fers	--⌫--|---|--|-|---|
seliaciersnel pas se.Li	-|-|-----|--|---⌫--|-|
q uensleco itequidefe rirse h aste	-⌫---|-|--⌫--|--|-|--⌫--|-|-⌫---|
Grantcop li	----|--|-|
dounesourle lmed e	----|---||-⌫--|-⌫|
Car tageQuecon tr eterre	---⌫---|--|---⌫--⌫|----|
pierres enauale.	------|-|-----|
LiTurs tr es tor neet	-|---|--⌫--⌫---⌫-|-|
bra ns descentcontr e ua lles	---⌫-|------|-----⌫-⌫--⌫|--|
espaulesLique nsle	-------|-|---⌫-|-|
tie ntquisafo rcei	---⌫-|--|-|--⌫--||
amasseLaui elle	-----|-|--⌫---|
br oign elidesrontetdeshaceSatai nt lëust li	--⌫----⌫|-|------|-|------||----⌫-||----|-|
quensa plaine	----||-----|
bracheAprè scelcop	-----|-----⌫|--|--|
nicouenistnul au tre. Di st	||-------|--|--⌫---|--⌫-|
Cheualiers tumatastes.	---------|-||-------|
Dequelp äis tont	-|---|-⌫---||--|
amenédïabl eCilde	-----|------⌫|--|-|
Par is n ont pasteluas sel ageLorbran cd	---⌫-||--|--|--|---⌫---⌫--|--|----⌫||
achiernetrencent ne	-----|-|-------|-|
n etaillentConfait li tiensne saiquel te	-⌫|-------|--|---|-|----|-|--|---|-|
celaisse.Ascau s	--------|-|---⌫|
doune rsambles tudel lignageD e sNerbonoisqui	-----⌫|------|-|--|------|-⌫-⌫|--------|--|
t ante hon teont	-⌫---|---⌫-|--|
fa i te Iouquittuesdelp ar age	--⌫-⌫-|--|---|-|-|--|-⌫--⌫--|
Guillaum eQui seus ueniscon tre	--------⌫|--|---|----|---⌫--|
moienb at aille.Lorsli cort	--|-|-⌫--⌫-----|---|-|---|
sus durementle m anaceMahomet	--|-------|-|-⌫----|------|
iurequilliferaco n tr aire.La	---|-|-|-|---|--⌫-⌫--⌫----|-|
g aiteestoitsourla port een l	-⌫---|-----|---|-|----⌫|-||
estageLes cosöi	-----|--|--|--|
ent aske Dist an o sFrans	-|-⌫---|---||-⌫-⌫|----|
Pai enuoirsecombatentEt cilrespon d e n t	---⌫-|---|-|--------|-|--|------⌫-⌫-⌫-⌫|
Dehait aitqui en	-----|--|--|-|
cailleCar fuis sent il toutpend u aun arbre	-----|--|----⌫---|-|---|----⌫||-|----|
Maislimarcis et	---|-|-----|-|
Ysor éslaufageParm a utalent fierement serassalent Nedemorra	----⌫--||-----|--|-⌫-⌫------|--------|-|--------|-|------|
saura li unsdamage.	|---|-|--|------|
RoisYsoré stint	---|------⌫|---|
lehace tren c hantuers dan t	-|---|----⌫-⌫---|---|---⌫|
Gu illaumeest uenus	--⌫------|--|----|
to stcoran tFerir le qu i d e	--⌫-|-----⌫|----|-|--⌫-⌫-⌫|
soursonhiau melui sant.Li quens se	---|--|----⌫-|---⌫----|-|----|-|
feriauantAlescremiel idoun e	---|----|||-------|-⌫|----⌫|
enret raiantEnsel	-|---⌫-----|--|-|
lebrancLesmaillest rence delhauberc	-|----|--|------|-⌫----|--|------|
A incarme nuleneliualu tung ant L ecol	-⌫--|---|---|-|-|----⌫|-|-⌫--|-⌫|--|
l itre nc e ausi	-⌫|---⌫--⌫|---|
enfant.Puisprentlatestea	------|---|----|-|----||
elmeluisantAincn en uaut	---|------|---||-|---|
plusporter	---|-----|
ne tantnequantLecorslais saateretout	-|---|-|----|-|---|----⌫-||---|---|
sangl antEt	-----⌫--|-|
sag r ant haceencostelui gisant.Li quenss en	-|-⌫-⌫--|---|------|--|------|-|----||-|
t orneDi eu enua	-⌫---|--⌫-|-|-|
grat ï antDecelehonor qu	----⌫--⌫--|-|---|----|-|
f ait sigrant	-⌫--|-|----|
Guil laumesliuaillansQue S a r ras in niaront	----⌫-----|-|-------|--|-⌫-⌫-⌫---⌫-|||----|
maisgaran t.	---|-----⌫-|
o stelui entlaou Bernars l	-⌫---|--⌫--|-|-|------||
ate ntuoitle Berna rsD i euenua	---⌫-|---|-|-----⌫-|-⌫-⌫-|-|-|
merchiant Ilcoert en c ontre	--------|-|----|--⌫-⌫----|
e strierleprentSire	-⌫-----|-|----|---|
distilb i ensoiésuousuenantEstes	---|-|-⌫-⌫-|-----|---|-----|----|
uous sains ne	---|----|-|
noiant.Oie	------|--|
biausostes merciDieulepoissa n t .	----|----|----|---|-|------⌫-⌫-⌫|
Be rnarsquidoitqu ildes cendisterrant Mai sliquensuait	--⌫----|------|-|-|---⌫------|-----|---⌫|-|----|---|
cos epensant.Dist liqu ensFrere	---⌫|-------|---|-|--⌫--|----|
or o iés mons am blantIoum	-|-⌫---|--|-⌫--⌫----|--||
en irai aucors Dieuuous commant ués	-|---|-|---|---|---|------|---|
c h ilates teYsoré le	-⌫-⌫|-|---⌫-|-----|-|
tira nt . Tiensilegar deiou te n fach le	----⌫--⌫|---|-|-|---⌫-|--||-⌫|---|-|
present Tuiauras	------|-||----|
grantpreumienent ïe nt.	----|---|---|---⌫---⌫--|
Se npre s auiour parsonlaubeaparan t	--⌫----⌫|-|---|-----||---|------⌫|
Ou aprèsprime o ua none s onantQuantle	-|-----|----|-⌫||---|-⌫----|----|-|
sauraLöëys	----|------|
et s iFran c	-|-⌫|----⌫|
Ilsenist rontso rlesceuaxcoransD esi a	-||-|---⌫---|--⌫|--|----|-----|-⌫--||
lostir ont	|--|--⌫--|
esperonant TuiterentmortSarras inetPers an t Gra nsert	---------|---|----|---|------⌫-|-|----⌫--⌫|---⌫-|--|
cesacié suraiement. Q uantilsi ront aParisretornant	-|------⌫|---------|-⌫---|-||-⌫---||----|--------|
quesoitsiraau ro iuantant	--|---||--|-|--⌫|------|
Queila mort Ysoréle	--|-||---|-----|-|
tirant .E ttu	------⌫|-⌫|-|
i ras b elementescoutantSenus s enu antsi	-⌫--|-⌫------|--------|-|--||-|-⌫--|-|
Etilt iront	-|-||----|
a merueille	|--------|
esgard a ntDetoutespars	------⌫-⌫-|-|-----|---|
tiront m out	|----|-⌫--|
la idengant Au	--⌫-------|-|
roi d irontquenenséstant ne quant.	--|-⌫----|--||-|---|---|-|-----|
Et t ulormos tre	-|-⌫|--|---⌫--|
lates te maintenan tC ertlaprouancequet	-|---⌫-|---------⌫||--|-|-------|--||
ferascrëantSi	----|------|-|
tefe ra liroisrice manant.	-|--⌫-|-|---|---|------|
Ets is ai bienquil	-|-⌫|-⌫-|---|-|-|
demandant D em aint es	--------|-⌫|-⌫----⌫-|
parsetarriereetauant	---|-|------|-|----|
afaitAinc ne f ussi	|---|---|-|-⌫-|-|
uaillansTant	-------|---|
comepuéslor uatosiors	---|----|--|-|--|---|
cel ant . DistB ernarsS irepou r	---⌫---⌫|---|-⌫-----|-⌫--|---⌫|
Die ule roiam a nt	---⌫|-|-----⌫-⌫-|
roismeua tropde straign ant Q uedemon	---|-|-|---|--⌫-------⌫--|-⌫-|-|--|
uoisttro p	----|---⌫|
agreuantQuedirai- iouE nseig n iésmoicoment Io u menpor rai	-------|--|------⌫--|-⌫-----⌫-⌫---|--|-----|--⌫||-|---⌫--|
partirparauenantEtqui por rai	-----|--|------|-|--|---⌫--|
at raireamongara nt.Car	--⌫----||--|----⌫--|--|
bie n c onme fera dolantSe iou	---⌫||-|-|---|-----|-|--|
nenp uisleuoirme tr ee nau ant.	|-|-⌫--|-|---|--⌫--⌫|-⌫|--⌫---|
Odle Gu ill aumesmoutgranspitiéslen p rent	-|-|--⌫---⌫----|---|----|------||-|-⌫---|
Lors lia dit	---|-||--|
belementenoiantFrere distil pa rDieulet ot	-------|-|----|----|---|-|--⌫|---|-|-⌫-|
Iouneluauroi ep orunmui	--|--|------⌫|-⌫-|-|--|
deb es ansQu euos pormoifuissiésmisa	-|-⌫--⌫--|--⌫|--|--|--|--------|--||
tormentOr u ousdiraitres tout	------|-|-⌫--|----|----⌫---|
mo ncouen ant.	--⌫|-----⌫---|
Dist li marcis Entende ́s masanblance	---|-|-----|-------⌫-|-|--------|
S eLö ëys uousdestr aint	-⌫|---⌫---|---|-----⌫---|
tormente Pour uo ir	-------|---|--⌫-|
li di tessans	-|--⌫--|---|
nuledemoranceQue ceafait	---|--------|--|-||---|
dansGui ll aumesdOrengeQui	---|---⌫--⌫----||-----|--|
chaen uint de s desersdeProuence	--|-|---|--⌫|-----|-|-------|
Pouressauchier lacoronede France .Etsil i	---|---------|-|-----|-|------⌫|-|-|-⌫|
disansnule	-|---|---|
demoranceOd toim	--------|-|--||
estut herbe gerieprendr eQue iou nep oid edens	----|-----⌫----|------⌫|--|--|-|-⌫-|-⌫----|
Parisdescendre.	----|---------|
enreuo isfair e	-|----⌫-|----⌫|
ma p eni tanche.Etdileroi	-|-⌫---⌫------|-|-|-|--|
que li mien scors li mandeP ar celefoiq u	--|-|----⌫|---|-|----|-⌫-|---|--|-⌫|
grande Quebientefa cee t doi nstitelere nte Dont	-----|--|---|-|--⌫-|-⌫|---⌫--|----|--⌫--|---|
t ut euiues a	-⌫|-⌫|----||
son regne Hon or m a s f aite	--|----|---⌫-||-⌫|-⌫---|
siu oelquil lete	-|-⌫--|-|-|-|-|
li di ato utes ces enseignesQueilm euint	-|-||--⌫---|--|--------|--|-|-⌫|---|
en Palerne	-|------|
de ff endreEtmege tadelaprisonpul lente	--⌫--⌫----|-|-|--⌫-|-|-|-----|---⌫----|
IletLandris deFranc e	-|-|------|-|-----⌫|
li cataignes.Etquant li roismot	-|---------|-|----|-|---||-|
faitedeliurance Ilsen	----|---------|-||-|
reui nten l at erre	----⌫-|-|-⌫|-⌫---|
de FranceEt i ou n	-|-----|-|-⌫-||
iuouc h auo ecausplus	|----⌫|---⌫-|--|---|
A insm enralai enProuence lagrande.DistBer nars	-⌫--||-|----|-|-------|-|------|---|---⌫---|
aboines en seignes.Adont senua lique ns	|-----|--⌫-------|----||-|-|-|---⌫-|
sansdemorance	---|--------|
Damedi eul esuenoste commande	------⌫-|-⌫|---|---|-------|
Bernars e nple ureetfaitcier e	------|-⌫|---⌫--|-|---|----⌫|
dolente. uait s	-------|---||
entliquens s ourso n ceu al d	--|-|----|-⌫--|--⌫|---⌫-||
Espaign ePasse les	-------⌫|----|--|
lespuisetl esplaignes	--|---|-|-⌫-|-------|
Saint G ratiien alases	----|-⌫------|--|--|
rendr e. Dedant Guillaumeun	-----⌫-|-|---|--------|-|
petit uo u slaironsQuantli eu s	----|--⌫-⌫|------|----|--⌫--⌫|
bienu osenredirons.DeLö ëyuousrecomencerons Et des	---|-⌫-|-|--------|-|---⌫--|---|------------|-|--|
de de nsParisson t. Lisolaus	--⌫--⌫-|----|---⌫-|-|-----|
lieuesi esclarchist liioursEt	----|-|----------|-|----|-|
Sarrasinso nt	-------|--⌫-|
e n moutgr ant f reor.Distlunsa	-⌫|---|--⌫--|-⌫----|---||--||
lautre belement	|----|-------|
abassonsParMahome t tropichidemorons Que	|--|---|--|------⌫|---|---|-------|--|
ne sauonsnoi ent	-|-----|---⌫--|
de nosi gnorTrop a o rfait	-|-|--⌫---|---||-⌫|---|
Y sorés loncseior. Ieq uit mors	-⌫-----|---|-----|-|-⌫--|---|
Ysoré slEs cl auons	------⌫||--⌫--⌫----|
A lonssauo irquechouestne q u enon. Celepart	-⌫---|----⌫-|--|---|--|-|-⌫-⌫|---|---|---|
