#META#TextURILancI	-----|------|----|
#ME TA#DEAF	---⌫--|---|
#META #FEW	-----⌫|--|
#META# ARLIMAhttps//www.arlima.n et/ad/chretien_de_troyes.ht m l#cha	-----|-----|-------------------⌫---------------------------⌫-⌫----|
#META# Au thor Ch rétien deTroyes	-----|--⌫---|--⌫------|-|-----|
# M ETA#AuthorBorn1130	-⌫-⌫---|---------|---|
#MET A# Au thorBo rnAmbc	----⌫-|--⌫------⌫----||
#META#Auth orDie d1180	-----|----⌫-----⌫|---|
#META#Autho rDiedAmba	-----|-----⌫-------||
#M ET A#A uthorFl1	--⌫--⌫-|-⌫-------|
#META#AuthorFl2	-----|--------|
#META#TextTitleLan celot	-----|--------|---⌫----|
#META#TextSub ti tle LeCheualier	-----|-------⌫--⌫--|-|--------|
Totle remuetot le ch ange.	--|-|----|--|-|--⌫----|
Ornestmi emoinsbiax	-||--|--⌫|----|---|
Or estplus tornanz etplusuis tes	-|--|---|------|-|---|---⌫--|
Qu onquesrien	-|-----|---|
auss ineueïstes.	----⌫|-|--------|
Nestmesro igneu sn esgeünez	|--|--|--⌫-----⌫||--------|
Mesforzetbiax	--|---|-|---|
si ses tleue z.	-||--⌫|----⌫-|
Et lapucele q uis	-|-|-----|-⌫--|
Robe plusbel equele pot	---|---|---⌫|-|--|--|
Dom auleu erlereuesti	--|-|---⌫-|-|------|
lieem ant laue sti	-----⌫--|-|--⌫--|
Plus legiersque	---|------|--|
oisiaxquiuole.	-----|--|----|
Lapucelebeise	-|-----|----|
Puis ledistamiablemant	---|-|---|----------|
A miefetil se ul emant	-⌫--|--|-|--⌫--⌫----|
A Deu eta uos	|--|-||--|
r ant merciz	-⌫--|-----|
De ceques ains suiet gariz.	-|-|--|-⌫---|--|-|-----|
Par uossu ideprisonestors	--|--|--⌫|-|-----|-----|
Por cep o ̈ezmon cuer moncors	--|-|-⌫-⌫--|--|---|--|---|
Etmon seruiseet	-|--|------|-|
Q uant uospleiraprandre et au oir.	-⌫---|--|-----|------|-|--⌫---|
Tan tm a u ez fet q ue uo stres sui	---⌫||-⌫-⌫-|--|-⌫-|--⌫----|--|
Mesg rant pie ce a queiene	--|-⌫---|---⌫-||--|-|-|
mon se ignor	--|--⌫----|
Quimaportee grantenor	--|||-----|----|---|
auroieassez afeire.	-----|----||-----|
a mied eboneire	-⌫--|-⌫-------|
Par Amorssiuospri eroie	--|----|-|--|---⌫----|
Co ngie ́d aler etgiiroie	--⌫----⌫||---|-|||----|
Sil uosplei soitmoltu olan ti ers.	|-|--|----⌫---|---|-⌫----⌫--⌫---|
-Lancelotbiaxdolz amischiers	|-------|---|---|---|-----|
Fe tlapucel e iel uuelbien	--⌫|-|-----⌫|--|---|---|
Queuostre enor etuostrebien	--|-----|---|-|-----|---|
totetc ie tla.	--|-|-⌫|-⌫|--|
Unmerueilleuscheual	-|----------|-----|
Leme illorconq uesueïstnus	-|--⌫----||---⌫--|-----|--|
Lidonece le etci lsa utsus	-|---|--⌫-|-|--⌫|--⌫-|--|
estriéscong ién anroua.	-------|----⌫--||-|----|
Nanso t mot q uants u s	|-|--⌫|--|-⌫---|-⌫-⌫|
LorsaDeu quionq uesnema nt	---||--|--|---⌫--|-|--⌫-|
S antrecomand en tboenemant.	|-----------⌫--⌫|---------|
La ncelozs est misa lauoie	--⌫-----||--|--||-|---|
Sili ez ques e	-|--⌫-|--|-⌫|
iure ́l auoie	----⌫||----|
Neporroie por nulepa inne	-|------|--|---|--⌫---|
Dire laioiequ i ld emainne	---|-|---|-|-⌫|-⌫------|
Decequains ies t	-|-|-|----⌫|--⌫|
D e laouilfu	-⌫|-|-|-|-|
antrape z.	-------⌫-|
Mesor ditsouantetmenu	--|-|--|-----|-|---|
Quem arl aenprison tenu	--|-⌫-|||-|-----|---|
Lit raïtresl e forslign i ez	-|-⌫-------|-⌫|--------⌫-⌫-|
Qui estgab ezetangigniez	--|--|---⌫-|-|--------|
Etmaugrés uenan suiief or s.	-|------|-⌫--|-|--|-|-⌫--⌫-|
Do nciur elecuer e t lecors	--⌫-|---⌫|-|---|-⌫|-|---|
Celuiquitotl e mont	----|--|--|-⌫|---|
Qu auoirner ichescenena	-|----|-|-⌫------|--||
Des Babil oineiusqu	--|-----⌫---|----|
Por qui l leiss astMeleagan t	--|-|-⌫|-----⌫--|--------⌫|
Eschaperseil leten oit	-------|-|-|-|---⌫--|
E tde lui audesu uenoi t	-⌫|-|--|-|---|-----⌫|
Quetroplia	--|---|-||
fe tleitethonte.	--⌫|---|-|-----|
Mesliafei res	--|-|----⌫--|
Quepartanse n	--|--|---|-⌫|
iertameï sme s	---||----⌫---⌫|
Ca r cilMeleagan zmei ̈smes	--⌫|--|--------⌫|---⌫----|
Qu ilm ena cee ttie nt	-|-|-⌫---⌫-|-⌫|---⌫-|
Estoi t ceior u enu za	-----⌫|-|--|-⌫---⌫||
quenusnelemanda.	--|--|-|-|-----|
Quant ilifusidemanda	----|-||-|-|------|
Tantmo n seignor	---|--⌫-⌫------|
Gauuainq uillot	------|-⌫|-||-|
Pu isli enquier tdeLa ncelot	--⌫-|-|-------⌫|-|--⌫-----|
Li mau u és t r aïtre sp rouez	-|---⌫-⌫--|-⌫-⌫------⌫|-⌫----|
Se puisfuueüzn etr o uez	-|---|-|----|-⌫|--⌫-⌫--|
Ausicons ilnen seüstrien	---|--||-||-|-----|---|
Nel feiso iti lnelsotpasbie n	--|-----⌫-|-⌫|--|--|--|---⌫|
Mesillecuidoit	--|-|-|------|
biensauoi r.	---|-----⌫-|
EtGauuainsl i aditpo ruoir	-|-------|-⌫||--|--⌫|---|
Qu il n eluit neil	-|-|-⌫-|--|-|-|
ne uintpuis.	-|---|----|
De s q ua insiestque ienel	--⌫|-⌫|-⌫---|--|--|-|--|
FetMeleaganz don cuenez	--|--------|---⌫|----|
Etmon couenantmetenez	-|--|-------|-|----|
Ca rplusneuosen atandra i.	--⌫|---|-|--|-|-------⌫-|
Ce fetGauuainsBienuo s tandrai	-|--|-------|---|--⌫|------|
SeD e uplest ou	-|-⌫-⌫|----|-|
i aima creance	|-|-|------|
Iusqu apouostreconuenanc e.	----||-|-----|---------⌫-|
cuita uos aquiter	---||--|------|
Messeuientapluspoinz	--|-|----||---|----|
Etg e ngietplusquenef açoiz	-||-⌫|---|---|--|-|-⌫-----|
Si maïstDex et saintF oiz	-||----|--|-|----|-⌫--|
Quanquaur ael g eu totantasc h e	-----|---⌫|-|-⌫-|--|-|----⌫-⌫|
Prendrai ian	-------|-||
EtlorsGauuainssanzplusat a ndre	-|---|-------|---|---|--⌫-⌫---|
Comand e gi ti eretestandre	------⌫|--⌫--⌫-|-|-------|
Iluecdeua ntsoi untapi	----|----⌫-|--|-|---|
Ne s esont mucié ne	-|-⌫|---|-----|-|
Ason coma ntli	|--|----⌫-|-|
Messanzgrondr eet	--|---|------⌫|-|
sanzenüier	---|------|
Dece qu il rueuesantr emetent.	-|-|-|-|----||----⌫-------|
Letapizprenentsilemetent	-|----|------|-|-|-----|
ou il com anda	-|-|---⌫---|
Lorss assiet	---||-----|
cilq ui lemanda	--|-⌫-|-|----|
Etdedesore armerserueu e	-|-------|----|-|----⌫|
Ausuasl ezque deuant so i	--|----⌫-|--|-----|--⌫|
Quian cors desfubléestoi ent.	--|-|---|--------|-----⌫---|
Troiseniotquiliesto ient	----|-||-|--|-|----⌫---|
oucosinoun eueu	-|----|-|-⌫---|
Por uoir bi en ansegn ié etpreu	--|---|--⌫-|------⌫--|-|---|
armer en tbel	-----⌫--⌫|--|
et s ibien	-|-⌫|---|
Quiln aelmo ndenu lerien	-|-|||-|--⌫--|--⌫-|---|
Dontnus homre prendre	---|--|--|--⌫------|
les p uisse	--|-⌫----|
Pornuleri enqueil	--|---|--⌫-|--|-|
Ench osequ ilen	-|--⌫--|-|-|-|
aient fait.	----|----|
Quant lontarmé	----||--|----|
Ame neru n destrierdEs paigne	---⌫--|-⌫|-------||--⌫-----|
Te lquiplustostco rt par	--⌫|--|---|---|--⌫-|--|
chanpaigne	---------|
parter tr eset	--|---⌫--⌫-|-|
Que nefist l i boensBucifax.	--|-|---|-⌫|----|-------|
Elcheu alt el	-|----⌫-|-⌫-|
conuos o ̈ez	--|--|-⌫--|
M o ntali cheualierslöe z	-⌫-⌫--|-|---------|----⌫|
Gauuai nsliplusbien an seigniez	------⌫-|-|---|---|--⌫-------|
Quionquesfust demainseigniez.	--|-----|---|-|---|--------|
Etia uoloitson escuprand re	-|-|-----|--|---|-----⌫-|
Quan til uit	----⌫|-|--|
deuantluidesce ndre	-----|--|-----⌫---|
Lancelotdonnesegardo it.	-------|--|-|-|-----⌫--|
Agrantm e ruoillel esgard oi t	|----|-⌫-⌫------||------⌫--⌫|
Porceq uesisoudainn ema nt	--|-|-⌫-|-|--------⌫---⌫-|
Es tue nuz e tseie	--⌫|--⌫--|-⌫|-|-|
Meruoilles lisont auenues	---------|-|---|------|
Ausi nsgra nz con s	----⌫-|---⌫-|--||
Deuan t luic heu ̈zmaintenan t	-----⌫|--|-⌫---⌫-|---------⌫|
Me sn e lualorsri ens	--⌫|-⌫-⌫|-|---|--⌫--|
Nebesoinzquil	-|------|-|-|
poï stauoir	----⌫-|----|
uoitquecestil	---|--||--|-|
Qua terrene	-||----|-|
soitdesc e n duz	---|----⌫-⌫-⌫--|
Lorsli uet ses braz es tanduz	---|-|--|--|---|--⌫-----|
Si laco le et sal ueetbeise.	-||---⌫-|-|---⌫-|-|-----|
Oragra ntio ie	-||---⌫-|--⌫-|
ore sta eise	-|-⌫-||---|
Quant son con paignona troue ́ .	----|--|---⌫------||-----⌫-⌫|
Etieu osdiraiuoir proué	-|-|-⌫-|----|---|-----|
Sine ma nme screezuos pa s	-|-||-⌫|--⌫-----|--|--⌫|
QueG auuains toteneslepas	--|-⌫------|--|--------|
Ne uolsist	-|------|
pasquanle sleu ̈st	--|-|-||-⌫----⌫--|
Aroiporce quilneleüst .	|--|--|-|-|-|-||-----⌫|
Iaset liroisia se uen ttuit	-|--|-|---|-|--⌫---⌫|---|
Qu eL ance lozcuiquilen uit	--⌫|-⌫----⌫--|--|-|-|--⌫--|
Quitelpieceaesté	--|--|----||----|
Est uenuztoz sains et haitiez	--|----|--|----|-|------|
S a nfont gant ioietuit	|-⌫|---|---|---|---|
Etporlui fe stoier s	-|--|--|--⌫-----||
Lacorz quilo nctans labahé.	-|---|--|--⌫-|---|||-----|
N i a n ultantdegrantah é	|||-⌫-|---|-|----|--⌫-|
Oude petiti oienan face .	-|-|----|-⌫--||-|----⌫|
I oiedepiecee t	-⌫--|------|-⌫|
La dol or quiençois i	-|---⌫-|--|------||
Lidiaussan fuitsiiapert	-|----||-|---|-||----|
Ioiequiform ant lesreuele.	---|--|----⌫--|--|------|
Etlareïnen iest ele	-|-|-----|||--|--|
A cele ioiequ an demai nne	|---|---|-|-|-----⌫--|
Oïluoir t otepremerain n e.	---|---|-⌫--|---------⌫-⌫-|
ComantDexo u fus tele donques	-----|--|-⌫|---⌫|--|------|
Elenotmessigran ti oieonques	--||-|--|-|----⌫|-⌫--|-----|
desareuenue	-|-|------|
Et el e aluine	-|--⌫||--|-|
fus tuenue	---⌫|----|
Siestuo ir	-|--|--⌫-|
estsi pr es	--|-|--⌫-|
t ientmol t sanuapres	-⌫---|---⌫||-|-|---|
Quelicor s	--|-|---⌫|
l ecuernesiuoit.	-⌫|---|-|------|
Oue st doncli cuersIl	-|-⌫-|---|-|----|-|
E tconioïssoitLancelot.	-⌫|-----------|--------|
E t licorsporcoi celot	-⌫|-|---|--|--|----|
Nestoitbienlaioie anterine	|-----|---|-|---|-------|
Aydon c cor roz ne	||---⌫|---⌫--|-|
Nenilcert esne	----|----⌫-|-|
tantne quan t	---|-|----⌫|
Mesp u etcel estre	--|-⌫-⌫-|--|----|
liauqu an t	-|----⌫--⌫|
Li roisliautrequilason t	-|---|-|----|--|-|---⌫|
Quilorailzespanduziont	--|--|---|-------||--|
Aparceu ̈ssenttost l afeire	-------⌫-----|---||-----|
Sainsiueant tozuolsistfeir e	|----|----|--|------|----⌫|
li cuer sle uolsist .	-|----⌫|-|-------⌫|
Etse Reison nelitolsist	-|-|-----|-|-|------|
Cefolpan ser et celerage	-|--|---⌫--|-|---|---|
Siue i ̈ssenttotsoncorage	-|--⌫-⌫-----|--|--|-----|
Lorss ifus ttro pg ranzla	---|-⌫|---⌫|---⌫|-⌫---|-|
Por ceReisonsenfer me etlie	--|-|------|-----⌫-|-|--|
cue ret son f o l pansé	---⌫|-|--|-⌫-⌫|-----|
Sila unpetit racenssé	-|||-|----|--------|
cho se an respi t	---⌫-|-|-----⌫|
Iusqu eta nt	-----⌫|--⌫-|
queuoieetespit	--|---|-|----|
Unboen leu et unp luspriue ́	-|---|--|-|-|-⌫--|-----⌫|
Ouilsoientmialz	-|-|-----|----|
Queil ornesont	--|-|-|-|---|
aces teore	|---⌫-|--|
Li roisLa nce lotm oltenore	-|---|--⌫---⌫--|-⌫--|----|
Et qua nt assezlo tconioï	-|---⌫-|----||-⌫|------|
Selid istAmisienoï	-|-|-⌫--|---|-||--|
Ce rte sd e nulho me noueles	--⌫---⌫|-⌫|--|--⌫-|------|
Piece a q uisi mefus sent	----||-⌫-|-|-|---⌫---|
Con d eu os mesmolt me s baï s	--|-⌫|-⌫-|--|---||-⌫-⌫----⌫|
Anquelterreetan quelpaïs	-|---|----|-|-|---|----|
uos a uez si grantpiec eesté.	--|-⌫--|-|----|----⌫|-----|
Ettotiuerettotesté	-|--|---|-|--|----|
uosai fetquerr eetsuset	--|-|--|-----⌫|-|--|-|
Nonquestrouer neuospot nus.	|-----|-----|-|--|--|---|
-CertesfetLan celozbia xs ire	|-----|--|---⌫----|---⌫|-⌫--|
Abri ésparolesuospuis dire	|---⌫--|------|--|---|---|
Tots ico m ilm estaue nu.	--|-⌫|--⌫|-||--|---⌫--|
Meleaganzsi m atenu	--------|-|||---|
Li fel trai ̈t resanprison	-|--|----⌫--⌫--|-|-----|
Des celeorequeliprison	--|---|--|--|-|-----|
Desat erre furentdeliur e	-|-|-⌫---|-----|------⌫|
Sim afetagra nthonte uiure	-|||--||---⌫-|----|----|
Enun etorquiestso rmer.	-|--⌫|--|--|--|--⌫|---|
La mefistmettreet anfermer	-|-|---|-----|-|-------|
Lamenasseancordureu ie	-|------|----|---|-⌫-|
Senefustunemoie	-|-|---|--|---|
Unepuc elecui gefis	--|---⌫--|--|-|--|
Unpetitseruis e iad is.	-|----|------⌫|---⌫--|
Ce leporassez petit don	--⌫-|--|----|----|--|
Ma r endularge guer redon	||-⌫---|----|----⌫----|
Grantenorma	----|---|||
feite etgranbien.	----|-|---|----|
Mesceluicuiien a imderien	--|----|--|-||-⌫-|-|---|
Qui cele honteetc es tmesfet	--|---|----|-|-⌫--⌫|-----|
Ma porchaciéporq uis et	||---------|----⌫--|-|
uoldraira ndresonpa iemant	------|--⌫---|--|--⌫-----|
Oran droitsanz	-|--⌫----|---|
delaiema nt.	--------⌫--|
I l l estuenuzquerre etil lait.	-⌫||--|----|-----|-|-||---|
N e stu etpasqueilsedelait	|-⌫---⌫-|--|--|-|-|-----|
Por lata ndre	--||---⌫---|
car t oz est	--|-⌫-|--|
Li gaain z lamo nte	-|-----⌫|-|--⌫--|
M esiaD exn edoint	-⌫-|-|-⌫-|-⌫|----|
qu il sanlot.	-|-||-|---|
Lors ditGa uuains	---|--|--⌫-----|
aLancel ot	|------⌫-|
Amis fet il ice st epaie	---|--|-|---⌫--⌫|---|
Seie u ostredete urlapaie	-|-|-⌫----|----⌫-|-|---|
Ciert assezpetitebontez.	|---|----|-----|------|
suiie ia montez	--|-|-|-----|
prezsi conuos ueez.	---|-|--|--|----|
Biaxdolzamis	---|---|---|
Ce stdo nqueierequier etuuel.	--⌫-|--⌫|--|-|------|-|----|
Ci lditquil	--⌫|--|-|-|
sel eiroit ainzl uel	-|-⌫-----|---||--|
uo ireandeus delateste	--⌫--|-----|-|-|----|
E inz quacelepo ïst atraire.	-⌫--|-||-|-|--⌫---|-------|
Bieniure queian auandra	---|---|--|-||------|
Il lidoitetil	-|-|---|-|-|
Car desama in liafia.	--|-|-|--⌫-|-|----|
Ga uuains uoit	--⌫-----|---|
bienmestie rnia	---|------⌫||||
Riensnulequedireli s ache	----|---|--|---|-|-⌫---|
Si des uestson	-|---⌫---|--|
hauberc etsache	------|-|----|
Deson dos ettoz sedesarme .	-|--|--|-|--|-|-------⌫|
Lancelot d eces armes sarme	-------|-⌫|--|----||---|
Totsanz d elai et sanzdem ore	--|---|-⌫---|-|---|---⌫--|
Car mol tlidela ieetd emor e	--|---⌫|-|----⌫-|-|-⌫----⌫|
Quaquitezsesoitetp aie z.	-|------|-|---|-|-⌫---⌫-|
N auramesbien siertapaiez	|---|--|---||---|-----|
Meliaga nzqui semeruoille	-------⌫-|--|-|--------|
Oltrerei so nde	----|---⌫--⌫|-|
la m eru oi lle	-|-⌫---⌫--⌫--|
ases ialz esgar deet uoit	|--|---|-----⌫-|-|---|
Ab ienpetit	|-⌫--|----|
qu i lned es uoit	-|-⌫|-|-⌫--⌫---|
al esan changié.	|-⌫|--|--------|
Certesfet i l fosfui	-----|--|-⌫|--|--|
qu antgié	--⌫--|---|
N alai e nçoisqueça	|---|-⌫-----|--|--|
ueoir sancorel eten isse	----||-----|-⌫|---⌫---|
Anmaprisonetanmato r	-|-|-----|-|-|-|--⌫|
Cel uiqu iormafet u ntor.	---⌫-|--⌫|-|||--|-⌫|---|
HaDex ieporcoi i	-|--|-|--|--||
Coman tporquelreison cuidasse	-----⌫|--|---|-----|-------|
Que ilsan poïst estreissuz	--|-||-|-----|----|----|
Ne st limurs	|-⌫-|-|---|
asse zf orttissu z	----⌫|-⌫--|-----⌫|
Etlatorz assez fo rzethaute	-|-|---|----|--⌫-|-|----|
Nilni auo i t p ertuisnefaute	|-|||---⌫-⌫|-⌫-----|-|----|
Parouilissiran peü st	--|-|-|----|-|----⌫-|
S aïde pardeforsn	|----|--|-----||
Espoir qu i li	-----|-|-⌫||
fuancusez.	-|-------|
Orsoitque li murs	-|---|--|-|---|
so it u sez	--⌫-|-⌫--|
Ettotcheoiz et tot fondu z	-|--|-----|-|--|-----⌫|
Nefust il auo ecconfo nd uz	-|---|-|---⌫-|-----⌫--⌫-|
Etmorzet desm an brez et	-|---|-|----⌫--⌫---|-|
Oïl si maïstDextrestoz	---|-||----|--|------|
Si l fu s tcheüzmorzfustsa nzfa ille	|-⌫|--⌫-⌫|-----|---|---|--⌫-|--⌫---|
Mesiecuitqua inzqueli mursfail le	--|-|---|-|-⌫--|--|-|---|----⌫-|
Faudra la merset leueto t e	-----|-|---|-||--|--⌫-⌫|
rem andr agote	---⌫----⌫|---|
Nelimo nznedurera plu s	-|-|--⌫-|-|-----|---⌫|
Sa forcen estabatuz	||----||--|-----|
Autremantua	--------|-|
nestpas iss i	|--|--|---⌫|
quan tile nissi	----⌫|-|-⌫|---|
anestautrem en t	-|--|------⌫--⌫|
Biensu iparconsantafolez.	---|--⌫|--|------|------|
Comantquilfust ilanest fors	-----|-|-|---|-|-|--|---|
Messemangard assebienlo rs	--|-||-|----⌫---|---|--⌫-|
Ianefustnei anauenist	-|-|---|-|-⌫||------|
Neiames a cort	-|-|--||---|
neueni st.	-|----⌫--|
Mestart ans ui	--|---|-|-⌫-|
aurepantir	-|-------|
Cilquina t ala nt dema ntir	--|--|||-⌫---⌫-|-|--⌫---|
L i uilainsditbien cho se esta ble	-⌫|------|--|---|---⌫-|----⌫--|
Quetrop atart	--|---||---|
ferme anlestable	----|-||------|
Quantli cheuaxanestmenez.	----|-|-----|-|--|-----|
Biensaicor	---|--||-|
serai dem enez	----|---⌫---|
Agrant honte et ag ran t	|----|----|-||-⌫---⌫|
Seas se znesue freetandure.	-|--⌫--⌫|-|---⌫--|-|------|
Que lsosfr ir	---⌫|-----⌫-|
etquel andurer	-|---|------|
Mes tant coniepo rraidurer	--|---|--|-|--⌫---|----|
Lidonraiiea ssezant ante	-|-----|-|-⌫---|---⌫---|
Se Deu plesta cui i aim atante.	-|--|----||--||-||------|
uareconf ortant	-|------⌫-----|
d emande m esfo rs tant	-⌫-----|-⌫-|--⌫-|---|
chanpsoientmisansanble.	----|-----|--|--------|
Etciertpartanssi	-||---|--|---|-|
con moi sanble	--|--|-----|
C arLancelozleu are querr e	-⌫-|-------|-|-⌫|--⌫-----⌫|
Quimolttost le	--|---|---|-|
cu idec onquerre.	--⌫--|-⌫--------|
que li unslautr e as saille	--|-|--||----⌫|--⌫-----|
Lordit li ro isquechas cunsaille	--|--|-|--⌫-|--|----⌫---|----|
la tor anlalan de	-|--|-|-|---⌫-|
iusq u an Irlande.	----⌫|-|-------|
Etils i f ontlasontalé	-|-|-⌫|-⌫--|-|---|---|
Moltfur entt ost	---|---⌫--|-⌫--|
ius aualé.	--|------|
Li rois iu aet	-|---||-⌫|-|
tuit et tot es	---|-|---⌫-|
tropiaxeta g ranzrotes.	------|-||-⌫---|-----|
uonttuitnus niremaint	---|---|--|||------|
Etasfe nestres re uon t maint	-|-|--⌫------|--⌫---⌫|----|
Lareïnedamespucele s	-|-----|----|------⌫|
Domauoe cliauoit	--|----⌫|-|----|
Enlala n de unsagre morot	-|-|--⌫-⌫-|-|-----⌫--|-|
plusestrenepot	---|----|-|--|
Molt tenoitplacemolt estlez	---|-----|----|---|--|--|
Sesttotantorselonc orlez	|--|--|----|-----|----|
Demenueerbefrescheet	-|----|---|------|-|
toztans e stoit no uele.	--|---|-⌫----|--⌫----|
Sozle sagremor g ente tbel	--|-|-------|-⌫--|-⌫|--|
Quif u plantez d elt ans Abel	--|-⌫|------|-⌫-|-⌫--|---|
Sortuneclere fonte nel e	---|--|----|-----⌫---⌫|
Quidecorr e estassez isnele.	--|-|----⌫|--|----|------|
L igrauiersestet biax etgenz	-⌫|-------|--|-|---|-|---|
Etcle r sconsecefus t argenz	-|---⌫-⌫|--|-|-|---⌫|-----|
Et litui ax	-|-|---⌫-|
sicon gec uit	-|--|-|-⌫--|
Definoresmeré et c ui t	-|--|-|------|-|-⌫--⌫|
E tcortparmi la l andeaual	-⌫|---|----|-|-⌫---|---|
A ntr ed eusboisparmi	-⌫---⌫|-⌫--|---|----|
Ilu ec ples tleroi	---⌫-|----⌫|-|--|
Quilniuoitrien qui	-|-|||---|---|--|
li dessiee.	-|-------|
Lesgenz fettreire	--|---|--|-----|
bien ansus	---|-|--|
Et Lanc elozmolt tost cort sus	-|----⌫---|---|---|---|--|
Meliagantd egrant aïr	--------|-⌫|----|---|
C once lui c ui moltp uethaïr.	-⌫-|--⌫--|-⌫-|---|-⌫--|-----|
Mesauant einzqu eille	--|----|---|--⌫|-|-|
Li distahaute uo ize tfiere	-|---||----|--⌫-|-⌫|----|
Traiezu oslaieu osdesfi	-----|-⌫-|-|-|-⌫-|----|
Et sa chi ezbie ntrestotdef i	-|--⌫---⌫-|---⌫|------|-|-⌫|
Quene uos espar gneraipo in t.	--|-|--|-----⌫-----|--⌫--⌫-|
Lorsbrochesonch eualet point	---|-----|--|--⌫---|-|----|
E t arriersunpetitset rai t	-⌫|------|-|----|-|-⌫---⌫|
Tant de placec on	---|-|----|-⌫-|
unsarstrait	--|--|----|
Puislessentlunsu erslautreco rre	---|------||--|-⌫--||----|--⌫--|
Quan quec heuallor	----⌫--|-⌫----|--|
p orentcorre	-⌫----|----|
Sis antrefierent	-||-----------|
mai ntenant	---⌫------|
Esescuzqui biensont tenan t	-|----|--|---|---|-----⌫|
Q u illesont	-⌫|-|--|--|
tröezetperciez	-----|-|------|
Mesluns nelautresn	--||--|-||-----||
e s tb le c iez	-⌫-⌫|-⌫--⌫-⌫--|
charco ns e üz acele ore.	---|--⌫--⌫-⌫--||---|---|
Lo rspa ssent	--⌫-|--⌫----|
oltre sanzdemore	----|---|-----|
Puisse reuont granzcosdoner	---|-|-----|----|--|----|
Quanq uecheuax pu etrandon er	-----⌫-|-----|--⌫-|------⌫-|
Etescuzquiboens ont et fort	-|----|--|---|-⌫--|-|---|
Etilresont	-|-|-----|
degra ntesfort	-|---⌫-|-----|
Etcheualierpreuetuassal	-|--------|---|-|-----|
etis nellic heua l.	-|--⌫--|-|-⌫----⌫-|
Etace quilf ierentgranzco s	-||-|-|-|-⌫-----|----|--⌫|
Sorl ese scuzqu il	--|-⌫-|-⌫---|-|-|
ont as cos	--|-|--|
Leslan c essontoltrepassees	--|---⌫-⌫-|---|----|------|
Qu ifraites ne sontnequassees	--⌫|------|-|---|-|-------|
