Stephanus,δ̄i	Stephanus , δ̄i
clamorm̃sadteuẽiatNonau͛tasfaciẽtuam	 clamor m̃s ad te uẽiat Non au͛tas faciẽ tuam
ameĩquac̃q	a me ĩ quac̃q
dietribl̃orĩclinaadmeauremtuãInquacũq	 die tribl̃or ĩclina ad me aurem tuã In quacũq
dieĩuocau͛o	 die ĩuocau͛o
teuelociterexaudimeQuiadeffecer̃tsic̃	te uelociter exaudi me Quia deffecer̃t sic̃
fumusdiesmeiossam̃asic̃cremiũaruer̃t	fumus dies mei  ossa m̃a sic̃ cremiũ aruer̃t
Percussussũ	Percussus sũ
adhesitosmeũcarni	adhesit os meũ carni
m̃eSimilisfc̃us	m̃e Similis fc̃us
fc̃ussũsic̃passersolitariusĩtecto	 fc̃us sũ sic̃ passer solitarius ĩ tecto
Totadie	Tota die
m̃iqͥlaudabãtmeadu͛sũm̃iurabãtQꝛ	m̃i  qͥ laudabãt me adu͛sũ m̃ iurabãt Qꝛ
cinerẽtanꝙͣ	cinerẽ tanꝙͣ
ireetĩdignatõistueeleuãsallisistimeDiesmei	ire et ĩdignatõis tue  eleuãs allisisti me Dies mei
sic̃umbradeclinauer̃tegosic̃	sic̃ umbra declinauer̃t  ego sic̃
fenũaruiTuãtdñe	fenũ arui Tu ãt dñe
gen͛atione	gen͛atione 
gen͛ationẽTu	gen͛ationẽ Tu
exurgẽsmiẜeberissyontempus	exurgẽs miẜeberis syon  tempus
miserendieiuẽittẽpusQ̃m	miserendi ei  uẽit tẽpus Q̃m
placuer̃tseruistuis	placuer̃t seruis tuis
lapideseiust͛reeius	lapides eius  t͛re eius
miserebũturEttĩebũtgentesnomẽtuumdñe	miserebũtur Et tĩebũt gentes nomẽ tuum dñe 
om̃sregest͛regl̃iamtuãQꝛhedificabitdñs	om̃s reges t͛re gl̃iam tuã Qꝛ hedificabit dñs
or̃onehũiliũetnonspreuitceseoꝝScribant᷑	or̃one  hũiliũ et non spreuit  ces eoꝝ Scribant᷑
hecĩgen͛atõealterappl̃s	hec ĩ gen͛atõe altera  ppl̃s
qͥcreabit᷑laudabitdñmQꝛꝓspex̃deexcelso	qͥ creabit᷑ laudabit dñm Qꝛ ꝓspex̃ de excelso
sc̃osuodñsdeceloĩterrãaspexit	sc̃o suo dñs de celo ĩ terrã aspexit
gemitconpeditoꝝutsolueretfiliosinterẽptoꝝEtãnũtiẽt	gemit  conpeditoꝝ ut solueret filios interẽptoꝝ Et ãnũtiẽt
ĩsyõnomendñi	ĩ syõ nomen dñi
laudemeiĩihrl̃mIncõueniẽdoppl̃osĩ	 laudem ei  ĩ ihrl̃m In cõueniẽdo ppl̃os ĩ
unũetregesutẜuiant	unũ et reges ut ẜuiant
nũciamͥNereuocesmeĩdimidiodierũm̃oꝝ	nũcia mͥ Ne reuoces me ĩ dimidio dierũ m̃oꝝ
ĩgñone	ĩ gñone
gen͛atõẽ	 gen͛atõẽ
ãnituiIniciotudñe	ãni tui Inicio tu dñe
t͛ramfũdastioperamanuũtuarũsũtceliIp̃iperibũt	t͛ram fũdasti  opera manuũ tuarũ sũt celi Ip̃i peribũt
tuãtꝑmanesõssic̃uestimẽtũueterascent	tu ãt ꝑmanes  õs sic̃ uestimẽtũ ueterascent
Etsic̃oꝑtoriũmutabiseosetmutabunt᷑tuaut̃idem	Et sic̃ oꝑtoriũ mutabis eos et mutabunt᷑ tu aut̃ idem
ip̃ees	ip̃e es 
tuoꝝh̃itabũtsemẽeoꝝĩscl̃mdirigeturBenedicaĩa	tuoꝝ h̃itabũt  semẽ eoꝝ ĩ scl̃m dirigetur Benedic aĩa
m̃adño	m̃a dño
etõiaq̃	et õia q̃
ĩtramesuntnom̃isc̃oei	ĩtra me sunt nom̃i sc̃o ei 
õsretributõnesei	õs retributõnes ei
Qͥꝓpiciaat᷑	 Qͥ ꝓpiciaat᷑
sicõibusĩiqͥtatibustuisqͥsanatom̃sĩfirmitatestuasQͥredimit	sicõibus ĩiqͥtatibus tuis qͥ sanat om̃s ĩfirmitates tuas Qͥ redimit
deĩterituuitãtuamqͥcoronatteĩmĩa	de ĩteritu uitã tuam qͥ coronat te ĩ mĩa
miẜationib	 miẜationib
Qͥreplet	 Qͥ replet
mĩasdñsiudiciuõib᷒ĩiuriãpatientibusNotas	mĩas dñs  iudiciu  õib᷒ ĩiuriã patientibus Notas
fecituias	fecit uias
suasmoysifiliisisr̃luolũtatessuasMiseratormiẜicors	suas moysi filiis isr̃l uolũtates suas Miserator  miẜicors
dñslonganim᷒ml̃tumiẜicorsNon	dñs longanim᷒  ml̃tu  miẜicors Non
ĩꝑpetuũirascet᷑neqinet͛nũcõmĩabit᷑	ĩ ꝑpetuũ irascet᷑ neq  in et͛nũ cõmĩabit᷑
faciasnb̃	facias nb̃
neqscd̃	neq  scd̃
iniqͥtates	 iniqͥtates
scd̃maltitudinẽceliaterracorroborauitmĩasuãsuꝑ	scd̃m altitudinẽ celi a terra corroborauit mĩa  suã suꝑ
timẽtesse	timẽtes se
deficiuntVversus	deficiunt V versus
Quãtũdistatort	Quãtũ distat ort
aboccidẽte	 ab occidẽte
Quomͦmiẜet᷑p̃rfilioꝝmiẜt	Quomͦ miẜet᷑ p̃r filioꝝ miẜt
ẽdo᷒timẽtibse	 ẽ do᷒ timẽtib  se
qm̃ip̃e	qm̃ ip̃e
cogͦuitfigmẽtũnr̃Recordat᷒ẽ	cogͦuit figmẽtũ nr̃  Recordat᷒ ẽ
qm̃pl̃uissũh̃osic̃	qm̃ pl̃uis sũ  h̃o sic̃
fenũdieseitãꝙͣflosagrisiceffloreb̃	fenũ dies ei  tãꝙͣ flos agri sic effloreb̃
Q̃msp̃sꝑtrãsib̃ĩ	Q̃m sp̃s ꝑtrãsib̃ ĩ
illonõsb̃sistetnõcognoscet	illo  nõ sb̃sistet  nõ cognoscet
ãplilocũsuũ	ãpli  locũ suũ
mĩaãtdñiabet͛no	mĩa ãt dñi ab et͛no 
usqineternum	usq  in eternum
ĩle.Introite	ĩ le . Introite
inꝯspc̃ueiusĩexultatõneScitoteqm̃do᷒	in ꝯspc̃u eius ĩ exultatõne Scitote qm̃ do᷒
ip̃e÷d̃sipsefecitn.⁊	ip̃e ÷ d̃s ipse fecit n .⁊
ñPpl̃sei᷒etouespascue	ñ Ppl̃s ei᷒ et oues pascue
ei᷒introiteportasei᷒ĩ	ei᷒ introite portas ei᷒ ĩ
ꝯfessioneatͥaei᷒ĩymnisꝯfitẽiLaud̃nom̃ei᷒	ꝯfessione atͥa ei᷒ ĩ ymnis ꝯfitẽi Laud̃ nom̃ ei᷒
qm̃suauis÷do᷒ĩet̃nũmĩaei᷒⁊	qm̃ suauis ÷ do᷒ ĩ et̃nũ mĩa ei᷒ ⁊
Mĩam⁊iudiciũcantabotͥdñePsallã⁊	Mĩam ⁊ iudiciũ cantabo tͥ dñe Psallã ⁊
ĩtellega	ĩtellega 
inuiaĩmaculataqñueniesadmePerambl̃abãĩ	in uia ĩmaculata qñ uenies ad me Perambl̃abã ĩ
innoc̃ntiacordism̃iĩmedͦdom᷒	innoc̃ntia cordis m̃i ĩ medͦ dom᷒
meeNonꝓponebã	mee Non ꝓponebã
anteocl̃osmeosrẽiniustãfaciẽtes	ante ocl̃os meos rẽ iniustã faciẽtes 
uaricationesodiuiNon	uaricationes odiui Non
ꝑseq̃barSuꝑboocl̃o⁊ĩsaciabl̃icordecũhocnonedebam	ꝑseq̃bar Suꝑbo ocl̃o ⁊ ĩsaciabl̃i corde cũ hoc non edebam
Ocl̃imeiadfidelest͛reũsedeantmecũambl̃ansĩ	Ocl̃i mei ad fideles t͛re ũ sedeant mecũ ambl̃ans ĩ
uiainmacl̃atahicmichi	uia inmacl̃ata hic michi
mediodom᷒meeqͥ	medio dom᷒ mee qͥ
fac̃suꝑbiãqͥloquit᷑ĩiquañdirexitinꝯspc̃u	fac̃ suꝑbiã qͥ loquit᷑ ĩiqua ñ direxit in ꝯspc̃u
oculoꝝmeoꝝInmatutinoint͛ficiebãõspcc̃orest͛reũdisꝑderẽ	oculoꝝ meoꝝ In matutino int͛ficiebã õs pcc̃ores t͛re ũ disꝑderẽ
deciuitatedñiõsoꝑantesĩiquitatẽÃIubilated̃o	de ciuitate dñi õs oꝑantes ĩiquitatẽ Ã Iubilate d̃o
õt͛aDñeexaudior̃onẽmeã	õ t͛a Dñe exaudi or̃onẽ meã 
clamorm̃sadteNe	clamor m̃s ad te Ne
tuãameĩquacũqdietͥbulorinclinaad	tuã a me ĩ quacũq  die tͥbulor inclina ad
meaurẽtuã	me aurẽ tuã
dieinuocau͛oteuelocit͛exaudimeQͥadefecer̃t	die inuocau͛o te uelocit͛ exaudi me Qͥa defecer̃t
sic̃fum᷒diesmei⁊ossam̃asic̃creminũ	sic̃ fum᷒ dies mei ⁊ ossa m̃a sic̃ creminũ
aruerũtPercussussũutfenũ⁊aruitcormeͫ	aruerũt Percussus sũ ut fenũ ⁊ aruit cor meͫ
oblitussũcomederepanẽmeũA	 oblitus sũ comedere panẽ meũ A
uocegemit᷒mei	uoce gemit᷒ mei
adhesitosmeũcarnimeeSimilisfc̃ssũpellicanosolitudĩs	adhesit os meũ carni mee Similis fc̃s sũ pellicano solitudĩs
fc̃ssũsic̃nicticoraxĩdomici	fc̃s sũ sic̃ nicticorax ĩ domici
.Uigilaui⁊fc̃ssũsic̃pass͛solitari᷒	. Uigilaui ⁊ fc̃s sũ sic̃ pass͛ solitari᷒
ĩtec.Totadie	ĩ tec . Tota die
quilaudabãtadu͛sũmeiurabant	qui laudabãt adu͛sũ me iurabant
manducabã⁊poculũmeũcũfletumiscebã	manducabã ⁊ poculũ meũ cũ fletu miscebã
Afacieireindignationistue	A facie ire indignationis tue 
eleuãsallisistime	eleuãs allisisti me
Diesmeisic̃ũbradeclinauerunt&eͦsicutfenũ	Dies mei sic̃ ũbra declinauerunt & eͦ sicut fenũ
aruiTuaũdñeĩet͛nũꝑmanẽs⁊memoriale	arui Tu aũ dñe ĩ et͛nũ ꝑmanẽs ⁊ memoriale
tuũingeneratõe	tuũ in generatõe
⁊gñationẽTuexurgẽsmise͛b̃issyon	⁊ gñationẽ Tu exurgẽs mise͛b̃is syon
temp᷒miserendiei᷒	 temp᷒ miserendi ei᷒
t͛reeiusmiserebunt᷑Ettimeb̃tg̃snom̃tuũdñe	t͛re eius miserebunt᷑ Et timeb̃t g̃s nom̃ tuũ dñe
⁊õsreges	⁊ õs reges
t͛regl̃amtuãQͥaedificabitdñssyõ⁊uidebr̃ĩ	t͛re gl̃am tuã Qͥa edificabit dñs syõ ⁊ uidebr̃ ĩ
gl̃as.Respex̃inor̃onemhũilium	gl̃a s . Respex̃ in or̃onem hũilium
⁊ppl̃sqͥcreabr̃laudabͭdoͫQͥaꝓspexit	⁊ ppl̃s qͥ creabr̃ laudabͭ doͫ Qͥa ꝓspexit
celoint͛ram	celo in t͛ram
aspexitUtaudiretgemit᷒cõpeditoꝝ	aspexit Ut audiret gemit᷒ cõpeditoꝝ
ũsolu͛etfilios	ũ solu͛et filios
ꝯueniendoppl̃osinunũ⁊regesũs͛uiãtdño	ꝯueniendo ppl̃os in unũ ⁊ reges ũ s͛uiãt dño
Responditeiĩuiauͥtutissue	Respondit ei ĩ uia uͥtutis sue
mͥNereuocesmeĩdimidio	mͥ Ne reuoces me ĩ dimidio
dieꝝm̃oꝝĩgeneratõe⁊generatõemannituiInitõtu	dieꝝ m̃oꝝ ĩ generatõe ⁊ generatõem anni tui Initõ tu
dñet͛rafundasti⁊oꝑamanuũ	dñe t͛ra  fundasti ⁊ oꝑa manuũ
tuaꝝs̃celi	tuaꝝ s̃ celi
Ip̃iꝑib̃ttuaũꝑmanẽs⁊õssicutuestim̃tũ	Ip̃i ꝑib̃t tu aũ ꝑmanẽs ⁊ õs sicut uestim̃tũ
uet͛escentEtsic̃oportoriͫmutab̃eos⁊	uet͛escent Et sic̃ oportoriͫ mutab̃ eos ⁊
mutabũt᷑tu	mutabũt᷑ tu
aũidẽip̃ees⁊anni	aũ idẽ ip̃e es ⁊ anni
aĩam̃adño⁊õiaq̃intͣ	aĩa m̃a dño ⁊ õia q̃ intͣ
mes̃nom̃isc̃oeiusBenedicaĩa	me s̃ nom̃i sc̃o eius Benedic aĩa
meadño	mea dño
⁊noliobliuisci	⁊ noli obliuisci
õsretͥbutõnesei᷒Qͥꝓpiciat᷑õibĩiqͥtatibtuis	õs retͥbutõnes ei᷒ Qͥ ꝓpiciat᷑ õib  ĩiqͥtatib  tuis
redemitdeinteritu	redemit de interitu
uitatuãquicoronat	uita tuã qui coronat
teinmĩa⁊	te in mĩa ⁊
ĩbonisdesid͛iũtuͫrenouabr̃ũaqͥleiuuent᷒tuaFaciẽs	ĩ bonis desid͛iũ tuͫ renouabr̃ ũ aqͥle iuuent᷒ tua Faciẽs
iniuriãpacientib	 iniuriã pacientib 
Notasfecituiassuasmoysifiliisisr̃luolũtatessuasMis͛ator	Notas fecit uias suas moysi filiis isr̃l uolũtates suas Mis͛ator
⁊mis͛icorsdñslonganimis	⁊ mis͛icors dñs longanimis
mis͛icorsNonimꝑpetuũ	mis͛icors Non im ꝑpetuũ
irascet᷑nĩeternũꝯmĩabit᷑Nonscd̃mpcc̃anr̃a	irascet᷑ n  ĩ eternũ ꝯmĩabit᷑ Non scd̃m pcc̃a nr̃a
fecitnob̃	fecit nob̃
neqscd̃m	neq  scd̃m
ĩiqͥtatesnr̃asretͥibuit	ĩiqͥtates nr̃as retͥibuit
corroborauitmĩamsuãsuꝑ	corroborauit mĩam suã suꝑ
nobisiniquitatesnr̃ascordecũhocnõedebam	nobis iniquitates nr̃as corde cũ hoc nõ edebam
Oculimeiadfidelesterreut	Oculi mei ad fideles terre ut
hicmichi	hic michi
ministrabatNonhabitabitin	ministrabat Non habitabit in
superbiãquiloquit᷑iniquanõdirexit	superbiã qui loquit᷑ iniqua nõ direxit
inꝯspectuoculoꝝmeoꝝInmatutinointerficiebã	in ꝯspectu oculoꝝ meoꝝ In matutino interficiebã
ciuitatedñiõesoperantesiniqͥtatẽIubilatedeoomnis	ciuitate dñi ões operantes iniqͥtatẽ Iubilate deo omnis
ps̃Domineexaudioracionẽmeametclamormeus	ps̃ Domine exaudi oracionẽ meam et clamor meus
adteueniatNonauertasfaciemtuãa	ad te ueniat Non auertas faciem tuã a
meinquacũqdietribulorinclina	me in quacũq  die tribulor inclina
Quiadefecerũtsicut	Quia defecerũt sicut
ossameasicutcremiũarueruntPercussussumut	ossa mea sicut cremiũ aruerunt Percussus sum ut
fenũet	fenũ et
aruitcormeũ	aruit cor meũ
quiaoblitussumcomederepanẽmeũA	quia oblitus sum comedere panẽ meũ A
uocegemitusmeiadhesitosmeũcarnimee	uoce gemitus mei adhesit os meũ carni mee
Similisfactussumpellicanosolitudinisfactussum	Similis factus sum pellicano solitudinis factus sum
sicutnicticoraxindomicilioUigilauietfactussumsicutpasser	sicut nicticorax in domicilio Uigilaui et factus sum sicut passer
solitariusĩtectoTotadieexprobrabant	solitarius ĩ tecto Tota die exprobrabant
michiĩimicimeiet	michi ĩimici mei et
quilaudabãtmeaduersummeiurabantQuiacineremtamquãpanem	qui laudabãt me aduersum me iurabant Quia cinerem tamquã panem
fenũarui	fenũ arui
Tuautẽdñe	Tu autẽ dñe
ineternũpermanesetmemorialetuũingeneracioneetgeneratione	in eternũ permanes et memoriale tuũ in generacione et generatione
misereberissyonquiatempusmiserendieiusquiauenit	misereberis syon quia tempus miserendi eius quia uenit
tempusQ̃mplacuerũtseruis	tempus Q̃m placuerũt seruis
tuislapideseiusetterreeiusmiserebũt᷑	tuis lapides eius et terre eius miserebũt᷑
Ettimebũtgentesnomẽtuũdñe	Et timebũt gentes nomẽ tuũ dñe
Quiaedificauitdñssyonetuidebiturin	Quia edificauit dñs syon et uidebitur in
gloriasuaRespexit	gloria sua Respexit
precemeoꝝScribanturhec	precem eoꝝ Scribantur hec
ingeneracionealteraetppl̃usquicreabiturlaudabit	in generacione altera et ppl̃us qui creabitur laudabit
dñmQuiaprospexitdeexcelso	dñm Quia prospexit de excelso
sanctosuodñs	sancto suo dñs
decelointerrãaspexitUtaudiretgemitumcompeditoꝝ	de celo in terrã aspexit Ut audiret gemitum compeditoꝝ
etsolueretfilios	et solueret filios
interemptoꝝUtannũcientinsyonnomẽdñi	interemptoꝝ Ut annũcient in syon nomẽ dñi
etlaudemeius	et laudem eius
etregesutseruiantdñoResponditeiin	et reges ut seruiant dño Respondit ei in
uiauirtutissuepaucitatẽdierũmeoꝝnũtiamichiNereuoces	uia uirtutis sue paucitatẽ dierũ meoꝝ nũtia michi Ne reuoces
meindimidio	me in dimidio
sabbatonerationẽannituiIniciotu	sabbato nerationẽ anni tui Inicio tu
dñeterram	dñe terram
fundastietoperamanuũtuarũsũt	fundasti et opera manuũ tuarũ sũt
celiIpsiperibũttuautẽpermanesetões	celi Ipsi peribũt tu autẽ perma nes et ões
sicutuestimentũueterascentEtsicut	sicut uestimentũ ueterascent Et sicut
opertoriũmutabiseos	opertoriũ mutabis eos
etmutabunt᷑tuautẽidemip̃eesetannitui	et mutabunt᷑ tu autẽ idem ip̃e es et anni tui
nõdeficientFiliiseruoꝝtuorũhabitabũtetsemẽeoꝝin	nõ deficient Filii seruoꝝ tuorũ habitabũt et semẽ eoꝝ in
seculũdirigeturps̃Benedicaĩameadño	seculũ dirigetur ps̃ Benedic aĩa mea dño
etõiaqueintramesũtnom̃isanctoeiusBenedic	et õia que intra me sũt nom̃i sancto eius Benedic
aĩameadño	aĩa mea dño
etnoliobliuisci	et noli obliuisci
õesretribucioneseiusQuipropiciaturõibusiniquitatibtuisqui	ões retribuciones eius Qui propiciatur õibus iniquitatib  tuis qui
Quiredimitdeinterituuitamtuã	Qui redimit de interitu uitam tuã
quicoronat	qui coronat
etmiseracionib	et miseracionib 
Quirepletinbonisdesideriũtuũrenouabiturut	Qui replet in bonis desideriũ tuũ renouabitur ut
aquileiuuentustuaFaciens	aquile iuuentus tua Faciens
mĩasdñsetiudiciũomnibusmotopessimoUt	mĩas dñs et iudiciũ omnibus moto pessimo Ut
qͥdquidhorisnoctiũnunc	qͥdquid horis noctiũ nunc
donisbt̃epr̃ieditemurom̃saffatimDeo	donis bt̃e pr̃ie ditemur om̃s affatim Deo
fecitSaluauͭsibidexterameius	fecit Saluauͭ sibi dexteram eius 
bͣchiũsc̃meiusNotũfecitdñssalutaresuũ	bͣchiũ sc̃m eius Notũ fecit dñs salutare suũ
inconspectugenciũreuelauitiusticiãsuãRecordatus	in conspectu genciũ reuelauit iusticiã suã Recordatus
estmĩesueũitatisue	est mĩe sue  ũitati sue
domuiisr̃lUideruntom̃st̃mini	domui isr̃l Uiderunt om̃s t̃mini
terresalutare	terre salutare
deinr̃iIubilate	dei nr̃i Iubilate
deoõisterracantateetexultatepsallitePsallite	deo õis terra cantate et exultate  psallite Psallite
dñoincyth͛ain	dño in cyth͛a in
cytharauoce	cythara  uoce
psalmiintubisductilibetuocetube	psalmi in tubis ductilib  et uoce tube
corneeIubilateinconspc̃uregisdñimoueaturmareplenitudo	cornee Iubilate in conspc̃u regis dñi moueatur mare  plenitudo
eiusorbist͛rarum	eius orbis t͛rarum 
quih̃itantineoFlũia	qui h̃itant in eo Flũia
plaudẽtmanusimulmontesexultabũt	plaudẽt manu simul montes exultabũt
aconspc̃udñiuenit	a conspc̃u dñi  uenit
qm̃uẽitiudicaret͛ramIudicabͭorbemt͛raruminiusticia	qm̃ uẽit iudi care t͛ram Iudicabͭ orbem t͛rarum in iusticia
Domin᷒regnauitirascanturpopuliquisedessuꝑcherubim	Domin᷒ regnauit irascantur populi qui sedes suꝑ cherubim
õsppl̃osConfiteanturnõituo	õs ppl̃os Confiteantur nõi tuo
magnoqm̃t͛ribl̃esc̃mest	magno qm̃ t͛ribl̃e  sc̃m est
Tuparastidirectiones	Tu parasti directiones
iudiciũiusticiãĩiacobtufecisti	iudiciũ  iusticiã ĩ iacob tu fecisti
deũnr̃madoratescabellũpedũ	deũ nr̃m  adorate scabellũ pedũ
eiusqm̃sc̃mestMoysesaaron	eius qm̃ sc̃m est Moyses  aaron
insacerdotibei᷒samuelintereos	in sacerdotib  ei᷒  samuel inter eos
quiinuocant	qui inuocant
nomeneiusInuocabãtdñmip̃eexaudiebat	nomen eius Inuocabãt dñm  ip̃e exaudiebat
eosetincolumpnanubisloquebaturadeosCustodiebanttestimõia	eos et in columpna nubis loquebatur ad eos Custodiebant testimõia
eiusetceptũq̃ddeditillisDñe	eius et  ceptũ q̃d dedit illis Dñe
deusnr̃tuexaudiebaseosde᷒tuꝓpiciusfuisti	deus nr̃ tu exaudiebas eos de᷒ tu ꝓpicius fuisti
eisetulciscensinõs	eis et ulciscens in õs
adinuencioneseorũExaltatedñmdeumnr̃metadorateinmõte	adinuenciones eorũ Exaltate dñm deum nr̃m et adorate in mõte
sc̃oeiusqm̃sc̃us	sc̃o eius qm̃ sc̃us
dñsde᷒nr̃	dñs de᷒ nr̃
ÃQuiamirabiliafecitdñsÃIubilateps̃	ÃQuia mirabilia fecit dñs Ã Iubilate ps̃
Iubilatedeoõist͛raseruitedño	Iubilate deo õis t͛ra seruite dño
inleticiaIntroiteinconspectuei᷒inexultatiõeScitoteqm̃	in leticia Introite in conspectu ei᷒ in exultatiõe Scitote qm̃
dñsip̃eestdeusip̃efecit	dñs ip̃e est deus ip̃e fecit
nosñip̃inos	nos  ñ ip̃i nos
Populuseiusouespascueeius	Populus eius  oues pascue eius
introiteportaseiusinconfessioneatriaei᷒inymniscõfitem̃i	introite portas eius in confessione atria ei᷒ in ymnis cõfitem̃i
illiLaudatenomeneiusqm̃suauisestdñs	illi Laudate nomen eius qm̃ suauis est dñs
inet͛nũ	in et͛nũ
mĩaei᷒etusqingñationegeneracionẽ	mĩa ei᷒ et usq  in gñatione  generacionẽ
Psallametintelligãinuiaĩmaculataqñ	Psallam et intelligã in uia ĩmaculata qñ
ueniesadmePerambulabãinĩnocenciacordismeiin	uenies ad me Perambulabã in ĩnocencia cordis mei in
mediodomus	medio domus
corprauũdeclinãtem	cor prauũ declinãtem
amemalignũnoncognoscebãDetrahentẽsecreto	a me malignũ non cognoscebã Detrahentẽ secreto
ꝓximosuohũc	ꝓximo suo hũc
ꝑseq̃barSuꝑboocl̃o	ꝑseq̃bar Suꝑbo ocl̃o
etinsaciabilicordecũhocnõ	et insaciabili corde cũ hoc nõ
edebãOculimeiadfidelesterreutsedeãt	edebã Oculi mei ad fideles terre ut sedeãt
mecumambulans	mecum ambulans
ĩuiaĩmaculatahicmͥm̃istrabatNonh̃itabitĩ	ĩ uia ĩmaculata hic mͥ m̃istrabat Non h̃itabit ĩ
mediodom᷒meequifacitsuꝑbiãquiloquit᷑iniquanon	medio dom᷒ mee qui facit suꝑbiã qui loquit᷑ iniqua non
direxitinconspectu	direxit in conspectu
utdisꝑderemdeciuitatedominiom̃soꝑantesĩiqͥtatem	ut disꝑderem de ciuitate domini om̃s oꝑantes ĩiqͥtatem
ãIubilatedeoõisterraãClamorps̃d̃d	ã Iubilate deo õis terra ã Clamor ps̃d̃d
Dñeexaudior̃onẽmeã	Dñe exaudi or̃onẽ meã
etclamormeusadteuẽiatNonau͛tasfaciẽtuã	et clamor meus ad te uẽiat Non au͛tas faciẽ tuã
ameinquacũqdietribulorinclina	a me in quacũq  die tribulor inclina
admeaurẽ	ad me aurẽ
tuãInquacũq	tuã In quacũq
dieĩuocauero	 die ĩuocauero
teuelociterexaudimeQꝛdeffecerũtsic̃fumusdiesmei	te uelociter exaudi me Qꝛ deffecerũt sic̃ fumus dies mei
ossameasicutcremiũaruer̃tPercussussũut	 ossa mea sicut cremiũ aruer̃t Percussus sũ ut
